WHo,who,s,,0
as,as,s,Contingency,0
you,you,s,Contingency,1
can,can,s,Contingency,2
do,do,c,GenericEvents,0
",",",",n,GenericEvents,1
Taught,taught,s,ReportingEvents,0
by,by,s,,0
those,those,s,,0
wounds,wounds,s,Negativity,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
received,received,s,ReportingEvents,0
from,from,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,n,,0
Small,small,s,SenseProperty,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
difference,difference,s,Comparison,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
between,between,s,Inclusive,0
our,our,s,Inclusive,1
grief,grief,c,Sad,0
;,;,n,,0
Yours,yours,s,DirectAddress,0
finds,finds,s,ReportingEvents,0
no,no,s,Negativity,0
cure,cure,c,Negativity,1
",",",",s,,0
and,and,s,,0
mine,mine,s,FirstPer,0
seeks,seeks,s,ProjectAhead,0
no,no,s,DenyDisclaim,0
relief,relief,c,Reassure,0
:,:,n,,0
You,you,s,DirectAddress,0
unsuccessfully,unsuccessfully,s,StandardsNeg,0
your,your,s,DirectAddress,0
Love,love,s,Positivity,0
reveal,reveal,c,Disclosure,0
;,;,n,,0
And,and,s,,0
I,i,s,FirstPer,0
for,for,s,Intensity,0
ever,ever,s,Intensity,1
must,must,s,Insist,0
my,my,s,Positivity,0
Love,love,s,Positivity,1
conceal,conceal,c,SubjectivePercept,0
:,:,n,,0
Within,within,s,,0
my,my,s,FirstPer,0
bosom,bosom,s,SenseProperty,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
your,your,s,DirectAddress,0
Letter,letter,s,SenseObject,0
wear,wear,c,SpaceRelation,0
",",",",n,,0
It,it,s,,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Tomb,tomb,s,SenseObject,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
proper,proper,s,StandardsPos,0
for,for,s,,0
despair,despair,c,Sad,0
.,.,nn,,0
MEthinks,methinks,s,SelfDisclosure,0
the,the,s,SenseObject,0
wound,wound,s,SenseObject,1
your,your,s,DirectAddress,0
Master,master,s,PersonProperty,0
gave,gave,s,DirectAddress,0
you,you,s,DirectAddress,1
Last,last,s,ProjectBack,0
night,night,c,ProjectBack,1
",",",",s,,0
makes,makes,s,DirectAddress,0
you,you,s,DirectAddress,1
look,look,s,ReportingEvents,0
very,very,s,Intensity,0
thin,thin,n,SenseProperty,0
and,and,s,,0
Wan,wan,c,Negativity,0
",",",",s,,0
Monsieur,monsieur,nnn,PersonProperty,0
Begar,begar,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
mistake,mistake,c,Negativity,0
",",",",s,,0
it,it,s,Contingency,0
be,be,s,Contingency,1
de,de,s,AbstractConcepts,0
vounde,vounde,n,UNRECOGNIZED,0
Dat,dat,s,,0
my,my,s,FirstPer,0
Metresle,metresle,s,UNRECOGNIZED,0
did,did,s,ReportingEvents,0
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
long,long,s,ProjectBack,0
ago,ago,c,ProjectBack,1
.,.,nn,Question,0
What,what,c,Question,1
?,?,s,Question,0
some,some,s,Uncertainty,0
pretty,pretty,s,SubjectivePercept,0
little,little,s,SenseProperty,0
English,english,s,AbstractConcepts,0
Lady's,lady's,n,PersonProperty,0
Crept,crept,s,ReportingEvents,0
into,into,s,DirectAddress,0
your,your,s,DirectAddress,1
heart,heart,c,SenseObject,0
?,?,nn,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
but,but,s,Resistance,0
damned,damned,s,Anger,0
littel,littel,s,UNRECOGNIZED,0
English,english,s,AbstractConcepts,0
Whore,whore,s,Negativity,0
is,is,s,ReportingStates,0
creep,creep,n,Fear,0
Into,into,s,,0
my,my,s,FirstPer,0
bone,bone,s,SenseObject,0
begar,begar,c,UNRECOGNIZED,0
",",",",s,,0
me,me,s,FirstPer,0
could,could,s,Contingency,0
vish,vish,s,UNRECOGNIZED,0
dat,dat,s,,0
de,de,n,AbstractConcepts,0
Diable,diable,s,,0
vould,vould,s,UNRECOGNIZED,0
take,take,s,ReportingEvents,0
her,her,s,ReportingEvents,1
vid,vid,s,,0
all,all,s,Generalization,0
my,my,s,Generalization,1
heart,heart,nn,SenseObject,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
managed,managed,s,ReportingEvents,0
your,your,s,DirectAddress,0
business,business,s,AbstractConcepts,0
ill,ill,c,Negativity,0
",",",",s,,0
Monsieur,monsieur,c,PersonProperty,0
.,.,nn,,0
It,it,s,,0
vas,vas,s,SenseObject,0
de,de,s,AbstractConcepts,0
Raskal,raskal,s,UNRECOGNIZED,0
Cyrugin,cyrugin,s,UNRECOGNIZED,0
English,english,s,AbstractConcepts,0
dat,dat,s,,0
did,did,n,Intensity,0
Manage,manage,s,Intensity,1
de,de,s,AbstractConcepts,0
business,business,s,AbstractConcepts,0
ille,ille,c,UNRECOGNIZED,0
;,;,s,,0
me,me,s,FirstPer,0
did,did,s,ReportingEvents,0
put,put,s,ReportingEvents,0
my,my,n,FirstPer,0
Business,business,s,AbstractConcepts,0
into,into,s,Transformation,0
his,his,s,Transformation,1
haunde,haunde,c,UNRECOGNIZED,0
;,;,s,,0
he,he,s,Intensity,0
did,did,s,Intensity,1
stop,stop,s,Resistance,0
de,de,n,AbstractConcepts,0
Tape,tape,c,SenseObject,0
",",",",s,,0
and,and,s,,0
de,de,s,AbstractConcepts,0
liquor,liquor,s,SenseObject,0
did,did,s,ReportingEvents,0
varke,varke,c,UNRECOGNIZED,0
",",",",s,,0
varke,varke,c,UNRECOGNIZED,0
",",",",s,,0
varke,varke,c,UNRECOGNIZED,0
",",",",n,,0
Up,up,s,Transformation,0
into,into,s,Transformation,1
de,de,s,AbstractConcepts,0
head,head,s,SenseObject,0
and,and,s,,0
de,de,s,AbstractConcepts,0
shoulder,shoulder,s,SenseObject,0
begar,begar,c,UNRECOGNIZED,0
.,.,nn,OralCues,0
Like,like,s,OralCues,1
soap,soap,s,SenseObject,0
clapped,clapped,s,Motions,0
under,under,s,SpaceRelation,0
a,a,s,SpaceRelation,1
Saddle,saddle,c,SenseObject,0
.,.,nn,SpaceRelation,0
Here,here,s,SpaceRelation,1
come,come,s,ReportingEvents,0
my,my,s,FirstPer,0
Matre,matre,c,,0
",",",",s,,0
hold,hold,s,DirectAddress,0
your,your,s,DirectAddress,1
peace,peace,c,DirectAddress,2
.,.,nn,Question,0
Whither,whither,c,Question,1
",",",",s,,0
whither,whither,s,SpaceRelation,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
draw,draw,s,Motions,0
me,me,c,FirstPer,0
",",",",s,,0
Widow,widow,c,PersonProperty,0
?,?,n,Question,0
What,what,s,Confront,0
Is,is,s,Confront,1
your,your,s,Confront,2
design,design,c,AbstractConcepts,0
?,?,nn,Question,0
To,to,s,,0
walk,walk,s,Motions,0
a,a,s,Motions,1
turn,turn,s,Transformation,0
in,in,s,Transformation,1
the,the,s,SenseObject,0
Garden,garden,c,SenseObject,1
",",",",s,,0
and,and,s,Sequence,0
then,then,n,Sequence,1
Repose,repose,s,SpaceRelation,0
in,in,s,SpaceRelation,1
a,a,s,,0
cool,cool,s,,0
Arbor,arbor,c,SenseObject,0
.,.,nn,,0
Widow,widow,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
venture,venture,s,Contingency,0
my,my,s,Contingency,1
self,self,s,SubjectivePercept,0
in,in,s,,0
those,those,s,,0
amorous,amorous,n,Positivity,0
Shades,shades,c,SenseProperty,0
;,;,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
a,a,s,DirectAddress,2
mind,mind,s,Negativity,0
to,to,s,Negativity,1
be,be,s,ReportingStates,0
talking,talking,s,Citations,0
of,of,s,Citations,1
Love,love,n,Positivity,0
I,i,s,FirstPer,0
perceive,perceive,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
heart's,heart's,s,,0
too,too,s,,0
tender,tender,s,ReportingEvents,0
to,to,s,ReportingEvents,1
be,be,s,ReportingStates,0
trusted,trusted,n,Confidence,0
With,with,s,Specifiers,0
such,such,s,Specifiers,1
conversation,conversation,c,AbstractConcepts,0
.,.,nn,,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
imagine,imagine,s,DirectReasoning,0
you,you,s,DirectReasoning,1
were,were,s,ProjectBack,0
so,so,s,,0
foolishly,foolishly,n,Negativity,0
Conceited,conceited,c,Negativity,0
;,;,s,,0
is,is,s,Question,0
it,it,s,Question,1
your,your,s,DirectAddress,0
Wit,wit,s,StandardsPos,0
or,or,s,,0
your,your,s,DirectAddress,0
Person,person,c,PersonProperty,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",n,,0
That,that,s,Confidence,0
is,is,s,Confidence,1
so,so,s,Confidence,2
taking,taking,c,ReportingEvents,0
?,?,nn,Question,0
Truly,truly,s,Intensity,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
much,much,s,Intensity,0
mistaken,mistaken,c,StandardsNeg,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
no,no,n,DenyDisclaim,0
Such,such,s,Intensity,0
great,great,s,Intensity,0
thoughts,thoughts,s,PrivateThinking,0
of,of,s,PrivateThinking,1
the,the,s,,0
young,young,s,PersonProperty,0
man,man,s,PersonProperty,1
you,you,n,DirectAddress,0
See,see,c,DirectAddress,1
;,;,s,,0
who,who,s,,0
ever,ever,s,Biographical_Time,0
knew,knew,s,Confidence,0
a,a,s,Confidence,1
Woman,woman,s,PersonProperty,0
have,have,s,,0
so,so,s,Intensity,0
much,much,n,Intensity,1
Reason,reason,s,ReasonForward,0
to,to,s,ReasonForward,1
build,build,s,ReportingEvents,0
her,her,s,PersonPronoun,0
Love,love,s,Positivity,0
upon,upon,s,,0
merit,merit,c,StandardsPos,0
?,?,n,Question,0
Have,have,s,Question,0
we,we,s,Question,1
not,not,s,DenyDisclaim,0
daily,daily,s,DenyDisclaim,1
experience,experience,s,GenericEvents,0
of,of,s,,0
great,great,n,Intensity,0
Fortunes,fortunes,c,ProjectAhead,0
",",",",s,,0
that,that,s,,0
fling,fling,s,Motions,0
themselves,themselves,s,PersonPronoun,0
into,into,s,Transformation,0
the,the,s,Transformation,1
arms,arms,n,SenseObject,0
Of,of,s,,0
vain,vain,s,Negativity,0
idle,idle,s,SenseProperty,0
Fellows,fellows,c,PersonProperty,0
?,?,s,Question,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
blame,blame,s,Anger,0
me,me,s,FirstPer,0
then,then,n,,0
For,for,s,,0
standing,standing,s,Confidence,0
upon,upon,s,Confidence,1
my,my,s,FirstPer,0
guard,guard,c,Resistance,0
?,?,s,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
let,let,s,DirectAddress,0
us,us,n,DirectAddress,1
Sit,sit,s,SpaceRelation,0
down,down,s,SpaceRelation,1
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
have,have,s,ReportingEvents,0
each,each,s,ReportingEvents,1
on's,on's,s,UNRECOGNIZED,0
a,a,s,SenseObject,0
Bottle,bottle,s,SenseObject,1
of,of,s,SenseProperty,0
Wine,wine,n,SenseProperty,1
At,at,s,SpaceRelation,0
our,our,s,SpaceRelation,1
elbows,elbows,c,Motions,0
;,;,s,,0
so,so,s,,0
prompted,prompted,c,ReportingStates,0
",",",",s,ReportingStates,1
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
enter,enter,s,Sequence,0
into,into,n,Sequence,1
Discourse,discourse,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,c,DirectAddress,0
.,.,nn,Request,0
Would,would,s,Request,1
you,you,s,Request,2
have,have,s,Cause,0
me,me,s,Cause,1
sit,sit,n,SenseProperty,0
And,and,s,,0
drink,drink,s,Motions,0
hand,hand,s,SenseObject,0
to,to,s,,0
fist,fist,s,SenseObject,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
as,as,s,Resemblances,0
if,if,s,Resemblances,1
we,we,s,,0
were,were,n,ProjectBack,0
In,in,s,,0
the,the,s,SenseObject,0
Fleece,fleece,c,SenseObject,1
",",",",s,,0
or,or,s,,0
some,some,s,Specifiers,0
other,other,s,Specifiers,1
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
beloved,beloved,n,StandardsPos,0
Taverns,taverns,c,SenseObject,0
?,?,nn,Question,0
Faith,faith,s,StandardsPos,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
thee,thee,s,DirectAddress,0
come,come,s,ReportingEvents,0
as,as,s,ReportingEvents,1
near,near,n,SubjectivePercept,0
As,as,s,SubjectivePercept,1
possible,possible,s,Contingency,0
to,to,s,,0
something,something,s,Uncertainty,0
or,or,s,Uncertainty,1
other,other,s,Uncertainty,2
I,i,s,Autobio,0
have,have,n,Autobio,1
Been,been,s,Autobio,2
used,used,s,ProjectBack,0
to,to,s,ProjectBack,1
converse,converse,s,SpaceRelation,0
with,with,c,SpaceRelation,1
",",",",s,,0
that,that,s,,0
I,i,s,FirstPer,0
may,may,n,Contingency,0
The,the,s,Positivity,0
better,better,s,Positivity,1
know,know,s,StandardsPos,0
how,how,s,StandardsPos,1
to,to,s,StandardsPos,2
entertain,entertain,s,Positivity,0
thee,thee,c,DirectAddress,0
.,.,nn,Imperative,0
Pray,pray,s,Imperative,1
which,which,s,,0
of,of,s,,0
those,those,s,,0
Ladies,ladies,s,PersonProperty,0
you,you,s,DirectAddress,0
use,use,s,ReportingEvents,0
to,to,n,,0
Converse,converse,s,SpaceRelation,0
with,with,c,SpaceRelation,1
",",",",s,,0
could,could,s,Request,0
you,you,s,Request,1
fancy,fancy,s,SubjectivePercept,0
me,me,s,FirstPer,0
to,to,n,,0
Look,look,s,Resemblances,0
like,like,c,Resemblances,1
?,?,s,Question,0
be,be,s,Positivity,0
merry,merry,c,Positivity,1
",",",",s,,0
and,and,s,,0
tell,tell,s,Citations,0
me,me,c,Citations,1
.,.,nn,,0
Twere,twere,s,UNRECOGNIZED,0
too,too,s,,0
great,great,s,Intensity,0
a,a,s,,0
sin,sin,s,StandardsNeg,0
to,to,s,,0
compare,compare,s,Comparison,0
thee,thee,n,DirectAddress,0
To,to,s,,0
any,any,s,Specifiers,0
of,of,s,Specifiers,1
them,them,c,,0
;,;,s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
thou,thou,s,DirectAddress,0
have,have,s,,0
so,so,s,,0
incensed,incensed,n,Anger,0
Me,me,c,FirstPer,0
",",",",s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
hardly,hardly,s,DenyDisclaim,0
forbear,forbear,s,Reluctance,0
to,to,s,,0
wish,wish,s,SubjectivePercept,0
thee,thee,s,DirectAddress,0
one,one,n,Specifiers,0
Of,of,s,Specifiers,1
Them,them,c,Specifiers,2
",",",",s,,0
Ho,ho,c,OralCues,0
",",",",s,,0
Dufoy,dufoy,c,UNRECOGNIZED,0
!,!,n,,0
Widow,widow,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
stand,stand,s,StandardsPos,0
in,in,s,StandardsPos,1
awe,awe,s,StandardsPos,2
of,of,s,StandardsPos,3
this,this,s,,0
Gentleman,gentleman,c,Positivity,0
;,;,n,,0
I,i,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
his,his,s,PersonPronoun,0
advice,advice,s,GenericEvents,0
before,before,s,Sequence,0
I,i,s,FirstPer,0
dare,dare,n,SubjectivePercept,0
Keep,keep,s,DirectAddress,0
you,you,s,DirectAddress,1
company,company,s,AbstractConcepts,0
any,any,s,Specifiers,0
further,further,c,Specifiers,1
.,.,s,,0
--,--,s,,0
How,how,s,DirectAddress,0
do,do,n,DirectAddress,1
You,you,s,DirectAddress,2
approve,approve,s,StandardsPos,0
the,the,s,StandardsPos,1
spending,spending,s,ReportingEvents,0
of,of,s,Autobio,0
my,my,s,Autobio,1
time,time,n,Autobio,2
With,with,s,Specifiers,0
this,this,s,Specifiers,1
Lady,lady,c,PersonProperty,0
?,?,nn,Question,0
Ver,ver,s,,0
vel,vel,c,,0
",",",",s,,0
Begar,begar,c,UNRECOGNIZED,0
;,;,n,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
vish,vish,s,UNRECOGNIZED,0
I,i,s,Insist,0
had,had,s,Insist,1
never,never,s,Insist,2
spend,spend,s,SubjectiveTime,0
my,my,s,SubjectiveTime,1
time,time,s,SubjectiveTime,2
in,in,s,SubjectiveTime,3
de,de,n,AbstractConcepts,0
Vorse,vorse,s,UNRECOGNIZED,0
compaignie,compaignie,c,UNRECOGNIZED,0
.,.,nn,,0
You,you,s,DirectAddress,0
look,look,s,DirectAddress,1
but,but,s,Resistance,0
ill,ill,c,Negativity,0
",",",",s,,0
Monsieur,monsieur,c,PersonProperty,0
;,;,s,,0
have,have,n,DirectAddress,0
You,you,s,DirectAddress,1
been,been,s,ProjectBack,0
sick,sick,s,Negativity,0
lately,lately,c,Updates,0
?,?,nn,Question,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
de,de,s,AbstractConcepts,0
ver,ver,s,,0
great,great,s,Negativity,0
affliction,affliction,s,Negativity,1
in,in,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
mind,mind,c,SelfDisclosure,2
",",",",n,,0
Madam,madam,c,PersonProperty,0
.,.,nn,Curiosity,0
What,what,s,Curiosity,1
is,is,s,Curiosity,2
it,it,c,Curiosity,3
?,?,nn,Question,0
Truly,truly,s,Intensity,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
de,de,s,AbstractConcepts,0
ver,ver,s,,0
great,great,s,Intensity,0
passion,passion,s,SubjectivePercept,0
vor,vor,s,UNRECOGNIZED,0
dis,dis,n,,0
Jentel-woman,jentel-woman,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
she,she,s,PersonPronoun,0
have,have,s,Anger,0
no,no,s,Anger,1
compassion,compassion,n,Anger,2
At,at,s,Intensity,0
all,all,s,Intensity,1
vor,vor,s,UNRECOGNIZED,0
me,me,c,FirstPer,0
;,;,s,,0
she,she,s,PersonPronoun,0
do,do,s,Intensity,0
refuse,refuse,s,Resistance,0
me,me,s,FirstPer,0
all,all,s,Generalization,0
my,my,n,Generalization,1
Amoure,amoure,s,UNRECOGNIZED,0
and,and,s,,0
my,my,s,FirstPer,0
adresse,adresse,c,UNRECOGNIZED,0
.,.,nn,,0
Indeed,indeed,s,Intensity,0
Betty,betty,s,SenseObject,0
you,you,s,Responsibility,0
are,are,s,Responsibility,1
to,to,s,Responsibility,2
blame,blame,c,Responsibility,3
.,.,nn,,0
Out,out,s,,0
upon,upon,s,Immediacy,0
him,him,s,Immediacy,1
for,for,s,,0
a,a,s,,0
French,french,s,AbstractConcepts,0
dissembler,dissembler,c,Negativity,0
",",",",n,,0
He,he,s,Biographical_Time,0
never,never,s,Biographical_Time,1
spoke,spoke,s,ReportingEvents,0
to,to,s,ReportingEvents,1
me,me,s,FirstPer,0
in,in,s,Disclosure,0
his,his,s,Disclosure,1
life,life,c,Disclosure,2
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,nn,,0
You,you,s,DirectAddress,0
see,see,c,DirectAddress,1
",",",",s,DirectAddress,2
Madam,madam,c,PersonProperty,0
",",",",s,,0
she,she,s,PersonPronoun,0
scorn,scorn,s,Negative_Relation,0
me,me,s,FirstPer,0
vor,vor,n,UNRECOGNIZED,0
Her,her,s,PersonPronoun,0
Serviteur,serviteur,c,UNRECOGNIZED,0
.,.,nn,Imperative,0
Pray,pray,c,Imperative,1
",",",",s,,0
when,when,s,Confront,0
did,did,s,Confront,1
you,you,s,Confront,2
make,make,s,ReportingEvents,0
any,any,s,Specifiers,0
of,of,s,Specifiers,1
your,your,s,DirectAddress,0
French,french,n,AbstractConcepts,0
Love,love,s,Positivity,0
to,to,s,Positivity,1
me,me,c,FirstPer,0
?,?,nn,Question,0
It,it,s,,0
vil,vil,s,,0
break,break,s,Negative_Relation,0
my,my,s,Negative_Relation,1
heart,heart,s,Negative_Relation,2
to,to,s,ProjectBack,0
remember,remember,s,ProjectBack,1
de,de,n,AbstractConcepts,0
Time,time,s,,0
ven,ven,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
did,did,s,ReportingEvents,0
refuse,refuse,s,Resistance,0
me,me,c,FirstPer,0
.,.,nn,Request,0
Will,will,s,Request,1
you,you,s,Request,2
permit,permit,s,DirectAddress,0
me,me,s,DirectAddress,1
to,to,s,DirectAddress,2
serve,serve,s,ReportingEvents,0
you,you,s,DirectAddress,0
in,in,s,,0
this,this,n,,0
Business,business,c,AbstractConcepts,0
",",",",s,,0
Monsieur,monsieur,c,PersonProperty,0
?,?,nn,Question,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
it,it,s,Contingency,0
be,be,s,Contingency,1
d'honour,d'honour,s,UNRECOGNIZED,0
vor,vor,s,UNRECOGNIZED,0
de,de,s,AbstractConcepts,0
King,king,s,PersonProperty,0
de,de,s,AbstractConcepts,0
France,france,c,,0
.,.,nn,,0
Betty,betty,c,SenseObject,0
",",",",s,,0
whither,whither,s,SpaceRelation,0
run,run,s,MoveBody,0
you,you,c,MoveBody,1
?,?,nn,Question,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
uot,uot,s,UNRECOGNIZED,0
stay,stay,s,TimeDuration,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
jeered,jeered,s,Negative_Relation,0
by,by,s,,0
a,a,s,,0
sneaking,sneaking,n,Motions,0
Valet-De,valet-de,s,,0
chamber,chamber,c,SenseObject,0
:,:,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
revenged,revenged,n,ReportingEvents,0
If,if,s,Contingency,0
I,i,s,SelfDisclosure,0
live,live,c,SelfDisclosure,1
",",",",s,,0
Monsieur,monsieur,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
take,take,s,ReportingEvents,0
some,some,s,Uncertainty,0
other,other,s,Uncertainty,1
time,time,c,Uncertainty,2
.,.,nn,,0
Van,van,s,SenseObject,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
de,de,s,AbstractConcepts,0
leisure,leisure,c,AbstractConcepts,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,nn,,0
By,by,s,,0
those,those,s,,0
lips,lips,c,SenseObject,0
",",",",s,,0
--,--,nn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
pray,pray,s,Intensity,0
forbear,forbear,c,Reluctance,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
.,.,nn,Question,0
Who,who,s,Question,1
Is,is,s,Question,2
conceited,conceited,s,Negativity,0
now,now,c,Updates,0
",",",",s,Updates,1
Widow,widow,c,PersonProperty,0
?,?,s,Question,0
could,could,n,Request,0
You,you,s,Request,1
imagine,imagine,s,PrivateThinking,0
I,i,s,Autobio,0
was,was,s,Autobio,1
so,so,s,,0
fond,fond,s,Positivity,0
to,to,s,,0
kiss,kiss,s,Positivity,0
them,them,c,,0
?,?,nn,Question,0
You,you,s,Confront,0
cannot,cannot,s,Confront,1
blame,blame,s,Anger,0
me,me,s,FirstPer,0
for,for,s,,0
standing,standing,s,ReportingEvents,0
on,on,n,ReportingEvents,1
My,my,s,FirstPer,0
guard,guard,s,Resistance,0
so,so,s,,0
near,near,s,SpaceRelation,0
an,an,s,SpaceRelation,1
Enemy,enemy,c,Negativity,0
.,.,nn,,0
If,if,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,DirectAddress,2
so,so,s,Positivity,0
good,good,s,Positivity,1
at,at,s,,0
that,that,c,,0
",",",",s,,0
Widow,widow,c,PersonProperty,0
",",",",n,,0
Let,let,s,DirectAddress,0
Us,us,s,DirectAddress,1
see,see,c,,0
",",",",s,,0
what,what,s,,0
guard,guard,s,Resistance,0
would,would,s,Request,0
you,you,s,Request,1
choose,choose,s,ProjectAhead,0
to,to,s,ProjectAhead,1
be,be,s,SpaceRelation,0
at,at,n,SpaceRelation,1
Should,should,s,Insist,0
the,the,s,,0
Trumpet,trumpet,s,SenseProperty,0
sound,sound,s,SenseProperty,1
a,a,s,,0
Charge,charge,n,ReportingEvents,0
To,to,s,ReportingEvents,1
this,this,s,,0
dreadful,dreadful,s,Fear,0
foe,foe,c,Negative_Relation,0
?,?,nn,Question,0
It,it,s,,0
is,is,s,ReportingStates,0
an,an,s,ReportingStates,1
idle,idle,s,SenseProperty,0
Question,question,s,AbstractConcepts,0
amongst,amongst,s,SpaceRelation,0
experienced,experienced,n,ReportingEvents,0
Soldiers,soldiers,c,PersonProperty,0
;,;,s,Resistance,0
but,but,s,Resistance,1
if,if,s,Contingency,0
we,we,s,,0
ever,ever,s,Biographical_Time,0
have,have,s,Biographical_Time,1
a,a,s,,0
War,war,c,GenericEvents,0
",",",",n,,0
We,we,s,Resistance,0
Will,will,s,Resistance,1
never,never,s,Resistance,2
trouble,trouble,s,Negativity,0
the,the,s,,0
Trumpet,trumpet,c,SenseObject,0
;,;,s,,0
the,the,n,,0
Bells,bells,s,SenseObject,0
shall,shall,s,ProjectAhead,0
proclaim,proclaim,s,Citations,0
our,our,s,Inclusive,0
Quarrel,quarrel,c,Negative_Relation,0
.,.,nn,PredictedFuture,0
It,it,s,PredictedFuture,1
will,will,s,PredictedFuture,2
be,be,s,ReportingStates,0
most,most,s,Comparison,0
proper,proper,c,StandardsPos,0
;,;,s,,0
they,they,s,,0
shall,shall,s,ProjectAhead,0
be,be,n,ProjectAhead,1
Rung,rung,s,SenseObject,0
backwards,backwards,c,SpaceRelation,0
.,.,nn,Question,0
Why,why,s,Question,1
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
Sir,sir,c,PersonProperty,0
?,?,nn,Question,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
have,have,s,Metadiscourse,2
all,all,s,Generalization,0
the,the,s,Generalization,1
helps,helps,s,Positivity,0
that,that,s,Uncertainty,0
may,may,s,Uncertainty,1
be,be,s,Uncertainty,2
to,to,n,,0
Allay,allay,s,Positivity,0
a,a,s,,0
dangerous,dangerous,s,Fear,0
fire,fire,c,SenseObject,0
;,;,s,,0
Widows,widows,s,PersonProperty,0
must,must,n,Insist,0
Needs,needs,s,Insist,0
have,have,s,,0
furious,furious,s,Anger,0
flames,flames,c,SenseObject,0
;,;,s,,0
the,the,s,,0
bellows,bellows,n,SenseProperty,0
Have,have,s,ProjectBack,0
been,been,s,ProjectBack,1
at,at,s,GenericEvents,0
work,work,c,GenericEvents,1
",",",",s,,0
and,and,s,,0
blown'em,blown'em,s,UNRECOGNIZED,0
up,up,c,,0
.,.,nn,,0
You,you,s,DirectAddress,0
grow,grow,s,ReportingEvents,0
too,too,s,,0
rude,rude,c,Negative_Relation,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
:,:,s,,0
I,i,s,Metadiscourse,0
will,will,s,Metadiscourse,1
have,have,s,Metadiscourse,2
my,my,n,FirstPer,0
Humor,humor,c,Positivity,0
",",",",s,,0
a,a,s,,0
walk,walk,s,Motions,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Garden,garden,c,SpaceRelation,2
;,;,s,,0
and,and,s,,0
afterward,afterward,n,Sequence,0
We,we,s,,0
Will,will,s,PredictedFuture,0
take,take,s,Responsibility,0
the,the,s,Responsibility,1
Air,air,s,Responsibility,2
in,in,s,,0
