PRoceed,proceed,s,Sequence,0
?,?,nnn,Question,0
Come,come,s,Transformation,0
on,on,s,Transformation,1
sir,sir,s,PersonProperty,0
knave,knave,c,Negativity,0
",",",",s,,0
have,have,s,ReportingEvents,0
done,done,s,ReportingEvents,1
your,your,s,DirectAddress,0
foolishnes,foolishnes,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
how,how,s,,0
thou,thou,s,DirectAddress,0
ha^t,ha^t,s,UNRECOGNIZED,0
disposed,disposed,s,SubjectivePercept,0
thy,thy,s,DirectAddress,0
charge,charge,c,AbstractConcepts,0
*,*,nn,,0
My,my,s,Responsibility,0
charge,charge,s,Responsibility,1
was,was,s,ProjectBack,0
but,but,s,ProjectBack,1
to,to,s,,0
fetch,fetch,s,Motions,0
you,you,s,DirectAddress,0
f^o^,f^o^,s,UNRECOGNIZED,0
the,the,s,,0
Mart,mart,n,SenseObject,0
Home,home,s,SceneShift,0
to,to,s,SceneShift,1
your,your,s,DirectAddress,0
house,house,c,SenseObject,0
",",",",s,,0
the,the,s,SenseObject,0
Phoenix,phoenix,s,SenseObject,1
sir,sir,c,PersonProperty,0
",",",",s,,0
to,to,s,SceneShift,0
dinner,dinner,c,SceneShift,1
;,;,n,,0
My,my,s,FirstPer,0
Mistress,mistress,s,PersonProperty,0
and,and,s,,0
her,her,s,PersonPronoun,0
sister,sister,s,PersonProperty,0
stays,stays,s,TimeDuration,0
for,for,s,TimeDuration,1
you,you,c,DirectAddress,0
.,.,nn,,0
Now,now,s,Immediacy,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
am,am,s,FirstPer,0
a,a,s,,0
Christian,christian,s,PersonProperty,0
answer,answer,s,Specifiers,0
me,me,c,FirstPer,0
",",",",n,,0
In,in,s,,0
what,what,s,,0
safe,safe,s,StandardsPos,0
place,place,s,MoveBody,0
you,you,s,MoveBody,1
have,have,s,,0
bestowed,bestowed,s,StandardsPos,0
my,my,s,FirstPer,0
money,money,c,AbstractConcepts,0
;,;,n,,0
Or,or,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
break,break,s,ReportingEvents,0
that,that,s,,0
merry,merry,s,Positivity,0
sconce,sconce,s,SenseObject,0
of,of,s,DirectAddress,0
yours,yours,n,DirectAddress,1
That,that,s,,0
stands,stands,s,ReportingEvents,0
on,on,s,ReportingEvents,1
tricks,tricks,c,SubjectivePercept,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
am,am,s,FirstPer,0
vndispos'd,vndispos'd,c,UNRECOGNIZED,0
:,:,n,Question,0
Where,where,s,Question,1
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
thousand,thousand,s,Numbers,0
Marks,marks,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
had,had,s,ProjectBack,0
of,of,s,,0
me,me,c,FirstPer,0
?,?,nn,Question,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
some,some,s,Uncertainty,0
marks,marks,s,AbstractConcepts,0
of,of,s,DirectAddress,0
yours,yours,s,DirectAddress,1
upon,upon,s,,0
my,my,s,FirstPer,0
pate,pate,c,SenseObject,0
:,:,n,,0
Some,some,s,Specifiers,0
of,of,s,Specifiers,1
my,my,s,FirstPer,0
Mistress,mistress,s,PersonProperty,0
marks,marks,s,AbstractConcepts,0
upon,upon,s,,0
my,my,s,FirstPer,0
shoulders,shoulders,c,SenseObject,0
:,:,n,,0
But,but,s,Resistance,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
thousand,thousand,s,Numbers,0
marks,marks,s,AbstractConcepts,0
between,between,s,,0
you,you,s,DirectAddress,0
both,both,c,,0
.,.,n,,0
If,if,s,Contingency,0
I,i,s,Insist,0
should,should,s,Insist,1
pay,pay,s,DirectAddress,0
your,your,s,DirectAddress,1
worship,worship,s,Positivity,0
those,those,s,,0
again,again,c,RecurringEvents,0
",",",",n,,0
Perchance,perchance,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,Fear,0
not,not,s,Fear,1
bear,bear,s,Fear,2
them,them,s,,0
patiently,patiently,c,SubjectivePercept,0
.,.,nn,,0
Thy,thy,s,DirectAddress,0
Mistress,mistress,s,PersonProperty,0
marks,marks,c,AbstractConcepts,0
?,?,s,Question,0
what,what,s,,0
Mistress,mistress,s,PersonProperty,0
slave,slave,s,PersonProperty,0
have,have,s,,0
thou,thou,c,DirectAddress,0
?,?,nnn,Question,0
Your,your,s,DirectAddress,0
worships,worships,s,Positivity,0
wife,wife,c,PersonProperty,0
",",",",s,,0
my,my,s,FirstPer,0
Mistress,mistress,s,PersonProperty,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Phoenix,phoenix,c,SenseObject,0
;,;,n,,0
She,she,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
does,does,s,ReportingEvents,0
fast,fast,s,SubjectiveTime,0
till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
come,come,s,SceneShift,0
home,home,s,SceneShift,1
to,to,s,SceneShift,2
dinner,dinner,c,AbstractConcepts,0
:,:,n,,0
And,and,s,,0
prays,prays,s,PrivateThinking,0
that,that,s,PrivateThinking,1
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
hie,hie,s,Motions,0
you,you,s,DirectAddress,0
home,home,s,SceneShift,0
to,to,s,SceneShift,1
dinner,dinner,c,AbstractConcepts,0
.,.,nn,Future_Question,0
What,what,s,Future_Question,1
will,will,s,Future_Question,2
thou,thou,s,DirectAddress,0
flout,flout,s,Negative_Relation,0
me,me,s,FirstPer,0
thus,thus,s,ReasonForward,0
unto,unto,s,CommonAuthorities,0
my,my,s,FirstPer,0
face,face,n,SenseObject,0
Being,being,s,ReportingStates,0
forbid,forbid,c,Resistance,0
?,?,s,Question,0
There,there,s,,0
take,take,s,ReportingEvents,0
you,you,s,DirectAddress,0
that,that,s,,0
sir,sir,s,PersonProperty,0
knave,knave,c,Negativity,0
.,.,nn,Question,0
What,what,s,Question,1
mean,mean,s,,0
you,you,s,DirectAddress,0
sir,sir,c,PersonProperty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
God,god,s,CommonAuthorities,0
sake,sake,s,SenseObject,0
hold,hold,s,,0
your,your,s,DirectAddress,0
hands,hands,c,SenseObject,0
:,:,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
take,take,s,ReportingEvents,0
my,my,s,FirstPer,0
heels,heels,c,SenseObject,0
.,.,nn,Imperative,0
Upon,upon,s,Imperative,1
my,my,s,Autobio,0
life,life,s,Autobio,1
by,by,s,Uncertainty,0
some,some,s,Uncertainty,1
devise,devise,s,PrivateThinking,0
or,or,s,,0
other,other,c,Specifiers,0
",",",",n,,0
The,the,s,,0
villain,villain,s,Negativity,0
is,is,s,ReportingStates,0
ore-wrought,ore-wrought,s,UNRECOGNIZED,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
my,my,s,FirstPer,0
money,money,c,AbstractConcepts,0
.,.,n,,0
They,they,s,Citations,0
say,say,s,Citations,1
this,this,s,,0
town,town,s,SpaceRelation,0
is,is,s,ReportingStates,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
cosenage,cosenage,c,UNRECOGNIZED,0
:,:,n,,0
As,as,s,,0
nimble,nimble,s,Positivity,0
Iuglers,iuglers,s,UNRECOGNIZED,0
that,that,s,,0
deceive,deceive,s,Anger,0
the,the,s,,0
eye,eye,c,SenseObject,0
:,:,n,,0
Dark,dark,s,SenseProperty,0
working,working,s,ReportingEvents,0
Sorcerers,sorcerers,s,PersonProperty,0
that,that,s,,0
change,change,s,Transformation,0
the,the,s,Transformation,1
mind,mind,c,SubjectivePercept,0
:,:,n,,0
Soule-killing,soule-killing,s,UNRECOGNIZED,0
Witches,witches,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
deforme,deforme,s,UNRECOGNIZED,0
the,the,s,SenseObject,0
body,body,c,SenseObject,1
:,:,n,,0
Disguised,disguised,s,SubjectivePercept,0
Cheaters,cheaters,c,Negative_Relation,0
",",",",s,,0
prating,prating,s,Negativity,0
Mountebankes,mountebankes,c,UNRECOGNIZED,0
;,;,n,,0
And,and,s,,0
many,many,s,Specifiers,0
such,such,s,Specifiers,1
like-liberties,like-liberties,s,UNRECOGNIZED,0
of,of,s,StandardsNeg,0
sin,sin,c,StandardsNeg,1
:,:,n,,0
If,if,s,Contingency,0
it,it,s,Contingency,1
prove,prove,s,Confidence,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
gone,gone,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
sooner,sooner,c,Comparison,0
:,:,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
the,the,s,SenseObject,0
Centaur,centaur,s,SenseObject,1
to,to,s,,0
go,go,s,ReportingEvents,0
seek,seek,s,ProjectAhead,0
this,this,s,,0
slave,slave,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
greatly,greatly,s,Intensity,0
fear,fear,s,Fear,0
my,my,s,FirstPer,0
money,money,s,AbstractConcepts,0
is,is,s,Fear,0
not,not,s,Fear,1
safe,safe,c,Fear,2
.,.,nn,,0
Neither,neither,s,DenyDisclaim,0
my,my,s,FirstPer,0
husband,husband,s,PersonProperty,0
nor,nor,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
slave,slave,s,PersonProperty,0
returned,returned,c,ReportingStates,0
",",",",n,ReportingStates,1
That,that,s,,0
in,in,s,Specifiers,0
such,such,s,Specifiers,1
haste,haste,s,Negativity,0
I,i,s,FirstPer,0
sent,sent,s,SceneShift,0
to,to,s,SceneShift,1
seek,seek,s,ProjectAhead,0
his,his,s,PersonPronoun,0
Master,master,c,PersonProperty,0
?,?,n,Question,0
Sure,sure,s,Confidence,0
Luciana,luciana,s,UNRECOGNIZED,0
it,it,s,,0
is,is,s,ReportingStates,0
two,two,s,Numbers,0
a,a,s,SenseObject,0
clock,clock,c,SenseObject,1
.,.,nn,,0
Perhaps,perhaps,s,Uncertainty,0
some,some,s,Uncertainty,0
Merchant,merchant,s,PersonProperty,0
has,has,s,,0
invited,invited,s,Narrative_Verbs,0
him,him,c,Narrative_Verbs,1
",",",",n,,0
And,and,s,,0
from,from,s,,0
the,the,s,,0
Mart,mart,s,SenseObject,0
he,he,s,Updates,0
is,is,s,Updates,1
somewhere,somewhere,s,Uncertainty,0
gone,gone,s,SceneShift,0
to,to,s,SceneShift,1
dinner,dinner,c,AbstractConcepts,0
:,:,n,,0
Good,good,s,,0
Sister,sister,s,PersonProperty,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
dine,dine,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
never,never,s,DenyDisclaim,0
fret,fret,c,Negativity,0
;,;,n,,0
A,a,s,PersonProperty,0
man,man,s,PersonProperty,1
is,is,s,Positive_Attribution,0
Master,master,s,Positive_Attribution,1
of,of,s,,0
his,his,s,PersonPronoun,0
liberty,liberty,c,StandardsPos,0
:,:,n,,0
Time,time,s,,0
is,is,s,ReportingStates,0
their,their,s,ReportingStates,1
Master,master,c,PersonProperty,0
",",",",s,TimeDuration,0
and,and,s,TimeDuration,1
when,when,s,TimeDuration,2
they,they,s,,0
see,see,s,,0
time,time,c,,0
",",",",n,,0
They,they,s,,0
Will,will,s,PredictedFuture,0
go,go,s,ReportingEvents,0
or,or,s,,0
come,come,c,ReportingEvents,0
;,;,s,,0
if,if,s,ReasonForward,0
so,so,c,ReasonForward,1
",",",",s,,0
be,be,s,StandardsPos,0
patient,patient,s,StandardsPos,1
Sister,sister,c,PersonProperty,0
.,.,nn,Question,0
Why,why,s,Question,1
should,should,s,Insist,0
their,their,s,PersonPronoun,0
liberty,liberty,s,StandardsPos,0
then,then,s,,0
ours,ours,s,Inclusive,0
be,be,s,ReportingStates,0
more,more,c,Comparison,0
?,?,nnn,Question,0
Because,because,s,ReasonBackward,0
their,their,s,PersonPronoun,0
business,business,s,AbstractConcepts,0
still,still,s,Updates,0
lies,lies,s,,0
out,out,s,,0
adore,adore,c,Positivity,0
.,.,nnn,DirectAddress,0
Look,look,s,DirectAddress,1
when,when,s,DirectAddress,2
I,i,s,FirstPer,0
serve,serve,s,ReportingEvents,0
him,him,s,PersonPronoun,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
he,he,s,Neutral_Attribution,0
takes,takes,s,Neutral_Attribution,1
it,it,s,,0
thus,thus,c,ReasonForward,0
.,.,nnn,,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
know,know,s,Confidence,0
he,he,s,Updates,0
is,is,s,Updates,1
the,the,s,,0
bridle,bridle,s,SenseObject,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
will,will,c,PredictedFuture,0
.,.,nnn,ReportingStates,0
There,there,s,ReportingStates,1
Is,is,s,ReportingStates,2
none,none,s,DenyDisclaim,0
but,but,s,Resistance,0
asses,asses,s,Negativity,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
bridled,bridled,s,ReportingEvents,0
so,so,c,Intensity,0
.,.,nnn,Intensity,1
Why,why,c,Question,0
",",",",s,,0
headstrong,headstrong,s,Resistance,0
liberty,liberty,s,StandardsPos,0
is,is,s,ReportingStates,0
lasht,lasht,s,UNRECOGNIZED,0
wi^h,wi^h,s,UNRECOGNIZED,0
woe,woe,c,Sad,0
:,:,n,,0
There,there,s,DenyDisclaim,0
Is,is,s,DenyDisclaim,1
nothing,nothing,s,DenyDisclaim,2
situate,situate,s,SpaceRelation,0
under,under,s,SpaceRelation,1
^,^,c,UNRECOGNIZED,0
ens,ens,s,AbstractConcepts,0
eye,eye,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
has,has,s,,0
his,his,s,PersonPronoun,0
bound,bound,s,SenseProperty,0
in,in,s,SenseProperty,1
earth,earth,c,SpaceRelation,0
",",",",s,,0
in,in,s,,0
^,^,c,UNRECOGNIZED,0
ea,ea,c,,0
",",",",s,,0
in,in,s,,0
sky,sky,c,SenseObject,0
.,.,n,,0
The,the,s,Negativity,0
beasts,beasts,c,Negativity,1
",",",",s,,0
the,the,s,SenseObject,0
fishes,fishes,c,SenseObject,1
",",",",s,,0
and,and,s,,0
the,the,s,,0
winged,winged,s,SenseProperty,0
fowls,fowls,n,SenseObject,0
Are,are,s,ReportingStates,0
their,their,s,ReportingStates,1
males,males,s,PersonProperty,0
subjects,subjects,c,LangRef,0
",",",",s,,0
and,and,s,,0
at,at,s,,0
^,^,c,UNRECOGNIZED,0
he^r,he^r,s,UNRECOGNIZED,0
controules,controules,c,UNRECOGNIZED,0
:,:,n,,0
Man,man,s,PersonProperty,0
more,more,s,Comparison,0
divine,divine,c,StandardsPos,0
",",",",s,,0
the,the,s,CommonAuthorities,0
Master,master,s,CommonAuthorities,1
of,of,s,Specifiers,0
all,all,s,Specifiers,1
these,these,c,Immediacy,0
",",",",n,Immediacy,1
Lord,lord,s,CommonAuthorities,0
of,of,s,,0
the,the,s,,0
wide,wide,s,Intensity,0
world,world,c,Intensity,1
",",",",s,,0
and,and,s,,0
wild,wild,s,Intensity,0
watery,watery,s,SenseProperty,0
seas,seas,c,SenseObject,0
",",",",n,,0
Endued,endued,s,StandardsPos,0
with,with,s,,0
intellectual,intellectual,s,PersonProperty,0
sense,sense,s,AbstractConcepts,0
and,and,s,,0
souls,souls,c,Disclosure,0
",",",",n,,0
Of,of,s,,0
more,more,s,Comparison,0
pre-eminence,pre-eminence,s,StandardsPos,0
then,then,s,,0
fish,fish,s,SenseObject,0
and,and,s,,0
fowls,fowls,c,SenseObject,0
",",",",n,,0
Are,are,s,Positive_Attribution,0
masters,masters,s,Positive_Attribution,1
to,to,s,,0
their,their,s,PersonPronoun,0
females,females,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
their,their,s,PersonPronoun,0
Lords,lords,c,CommonAuthorities,0
:,:,n,,0
Then,then,s,Sequence,0
let,let,s,Sequence,1
your,your,s,DirectAddress,0
will,will,s,PredictedFuture,0
attend,attend,s,SpaceRelation,0
on,on,s,,0
their,their,s,PersonPronoun,0
accords,accords,c,Positivity,0
.,.,nn,,0
This,this,s,,0
servitude,servitude,s,StandardsNeg,0
makes,makes,s,DirectAddress,0
you,you,s,DirectAddress,1
to,to,s,TimeDuration,0
keep,keep,s,TimeDuration,1
vnwed,vnwed,c,UNRECOGNIZED,0
.,.,nnn,,0
Not,not,s,DenyDisclaim,0
this,this,c,Immediacy,0
",",",",s,Immediacy,1
but,but,s,Resistance,0
troubles,troubles,s,Negativity,0
of,of,s,,0
the,the,s,,0
marriage,marriage,s,AbstractConcepts,0
bed,bed,c,AbstractConcepts,1
.,.,nnn,Resistance,0
But,but,s,Resistance,1
were,were,s,ProjectBack,0
you,you,s,DirectAddress,0
wedded,wedded,c,ReportingEvents,0
",",",",s,,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
bear,bear,s,SenseObject,0
some,some,s,Uncertainty,0
sway,sway,nnn,Motions,0
Ere,ere,s,ProjectBack,0
I,i,s,SelfDisclosure,0
learned,learned,s,SelfDisclosure,1
love,love,c,Positivity,0
;,;,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
practice,practice,s,GenericEvents,0
to,to,s,,0
obey,obey,c,CommonAuthorities,0
.,.,nnn,Question,0
How,how,s,Question,1
if,if,s,Contingency,0
your,your,s,DirectAddress,0
husband,husband,s,PersonProperty,0
start,start,s,Sequence,0
some,some,s,Specifiers,0
other,other,s,Specifiers,1
where,where,c,Question,0
?,?,nnn,Question,1
Till,till,s,TimeShift,0
he,he,s,TimeShift,1
come,come,s,SceneShift,0
home,home,s,SceneShift,1
again,again,c,RecurringEvents,0
",",",",s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
for,for,s,,0
bear,bear,c,SenseObject,0
.,.,nnn,,0
Patience,patience,s,StandardsPos,0
unmoved,unmoved,c,Negative_Relation,0
",",",",s,,0
no,no,s,DenyDisclaim,0
marvel,marvel,s,Positivity,0
though,though,s,Concessive,0
she,she,s,PersonPronoun,0
pause,pause,c,TimeDuration,0
",",",",n,,0
They,they,s,Contingency,0
can,can,s,Contingency,1
be,be,s,Contingency,2
meek,meek,c,SubjectivePercept,0
",",",",s,,0
that,that,s,,0
have,have,s,,0
no,no,s,Exceptions,0
other,other,s,Exceptions,1
cause,cause,c,Cause,0
:,:,n,,0
A,a,s,Negativity,0
wretched,wretched,s,Negativity,1
soul,soul,s,Disclosure,0
bruised,bruised,s,Negativity,0
with,with,s,,0
adversity,adversity,c,Resistance,0
",",",",n,,0
We,we,s,,0
bid,bid,s,ReportingEvents,0
be,be,s,ReportingStates,0
quiet,quiet,s,SenseProperty,0
when,when,s,,0
we,we,s,,0
hear,hear,s,SpaceRelation,0
it,it,s,,0
cry,cry,c,Motions,0
.,.,n,Resistance,0
But,but,s,Resistance,1
were,were,s,Contingency,0
we,we,s,Contingency,1
burdned,burdned,s,UNRECOGNIZED,0
with,with,s,Resemblances,0
like,like,s,Resemblances,1
weight,weight,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
pain,pain,c,Negativity,0
",",",",n,,0
As,as,s,Comparison,0
much,much,c,Comparison,1
",",",",s,,0
or,or,s,,0
more,more,c,Comparison,0
",",",",s,,0
we,we,s,Insist,0
should,should,s,Insist,1
our,our,s,Inclusive,0
selves,selves,s,SubjectivePercept,0
complain,complain,c,Negative_Relation,0
:,:,n,,0
So,so,s,,0
thou,thou,s,DirectAddress,0
that,that,s,,0
have,have,s,,0
no,no,s,DenyDisclaim,0
unkind,unkind,s,StandardsNeg,0
mate,mate,s,SenseObject,0
to,to,s,Sad,0
grieve,grieve,s,Sad,1
thee,thee,c,DirectAddress,0
",",",",n,,0
With,with,s,,0
urging,urging,s,Intensity,0
helpelesse,helpelesse,s,UNRECOGNIZED,0
patience,patience,s,StandardsPos,0
would,would,s,ProjectBack,0
relieve,relieve,s,Reassure,0
me,me,c,FirstPer,0
;,;,n,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
thou,thou,s,DirectAddress,0
live,live,s,,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
like,like,s,SubjectivePercept,0
right,right,s,,0
bereft^,bereft^,c,UNRECOGNIZED,0
",",",",n,,0
This,this,s,,0
foole-beg'd,foole-beg'd,s,UNRECOGNIZED,0
patience,patience,s,StandardsPos,0
in,in,s,,0
thee,thee,s,DirectAddress,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
left,left,c,ReportingStates,0
.,.,nn,ReportingStates,1
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
marry,marry,s,Positivity,0
one,one,s,TimeShift,0
day,day,s,TimeShift,1
but,but,s,Resistance,0
to,to,s,Resistance,1
try,try,c,ProjectAhead,0
:,:,n,,0
Here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
your,your,s,Positivity,0
man,man,c,Positivity,1
",",",",s,,0
now,now,s,Updates,0
is,is,s,Updates,1
your,your,s,DirectAddress,0
husband,husband,s,PersonProperty,0
nie,nie,c,UNRECOGNIZED,0
.,.,nn,Imperative,0
Say,say,c,Imperative,1
",",",",s,,0
is,is,s,DirectAddress,0
your,your,s,DirectAddress,1
tardie,tardie,s,UNRECOGNIZED,0
master,master,s,PersonProperty,0
now,now,s,Updates,0
at,at,s,Updates,1
hand,hand,c,Updates,2
?,?,nnn,Question,0
Nay,nay,c,OralCues,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
at,at,s,,0
too,too,s,,0
hands,hands,s,SenseObject,0
with,with,s,,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
that,that,s,,0
my,my,s,FirstPer,0
two,two,s,Numbers,0
ears,ears,s,SenseObject,0
can,can,s,Contingency,0
witness,witness,c,PersonProperty,0
.,.,nnn,Imperative,0
Say,say,c,Imperative,1
",",",",s,,0
did,did,s,ReportingEvents,0
thou,thou,s,DirectAddress,0
speak,speak,s,SpaceRelation,0
with,with,s,SpaceRelation,1
him,him,c,PersonPronoun,0
?,?,s,Question,0
know,know,s,Confidence,0
thou,thou,s,DirectAddress,0
his,his,s,PrivateThinking,0
mind,mind,c,PrivateThinking,1
?,?,nnn,Question,0
I,i,c,FirstPer,0
",",",",s,,0
I,i,c,FirstPer,0
",",",",s,,0
he,he,s,PersonPronoun,0
told,told,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
mind,mind,s,SubjectivePercept,0
upon,upon,s,,0
mine,mine,s,FirstPer,0
ear,ear,c,SenseObject,0
",",",",n,,0
Beshrew,beshrew,s,Negativity,0
his,his,s,PersonPronoun,0
hand,hand,c,SenseObject,0
",",",",s,,0
I,i,s,FirstPer,0
scarce,scarce,s,Negativity,0
could,could,s,Contingency,0
understand,understand,s,PrivateThinking,0
it,it,c,,0
.,.,nn,Imperative,0
Spoke,spoke,s,Imperative,1
he,he,s,PersonPronoun,0
so,so,s,,0
doubtfully,doubtfully,c,Uncertainty,0
",",",",s,,0
thou,thou,s,DirectAddress,0
could,could,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
feel,feel,s,PrivateThinking,0
his,his,s,PersonPronoun,0
meaning,meaning,c,LangRef,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
struck,struck,s,Neutral_Attribution,1
so,so,s,,0
plainly,plainly,c,Confidence,0
",",",",s,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
too,too,s,,0
well,well,s,SenseObject,0
feel,feel,s,PrivateThinking,0
his,his,s,PersonPronoun,0
blows,blows,c,Motions,0
;,;,s,,0
and,and,s,,0
withal,withal,s,Metadiscourse,0
so,so,n,,0
doubtfully,doubtfully,c,Uncertainty,0
",",",",s,,0
that,that,s,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
scarce,scarce,s,Negativity,0
understand,understand,s,PrivateThinking,0
them,them,nnn,,0
But,but,s,Resistance,0
say,say,c,Citations,0
",",",",s,,0
I,i,s,FirstPer,0
prithee,prithee,c,DirectAddress,0
",",",",s,,0
is,is,s,Question,0
he,he,s,Question,1
coming,coming,s,SceneShift,0
home,home,c,SceneShift,1
?,?,n,Question,0
It,it,s,PrivateThinking,0
seems,seems,s,PrivateThinking,1
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
great,great,s,StandardsPos,0
care,care,s,StandardsPos,1
to,to,s,,0
please,please,s,Positivity,0
his,his,s,PersonPronoun,0
wife,wife,c,PersonProperty,0
.,.,nn,Question,0
Why,why,s,Question,1
Mistress,mistress,c,PersonProperty,0
",",",",s,,0
sure,sure,s,Confidence,0
my,my,s,FirstPer,0
Master,master,s,PersonProperty,0
is,is,s,ReportingStates,0
horn,horn,s,SenseObject,0
mad,mad,c,Negativity,0
.,.,nnn,,0
Horn,horn,s,SenseObject,0
mad,mad,c,Negativity,0
",",",",s,,0
thou,thou,s,DirectAddress,0
villain,villain,c,Negativity,0
?,?,nnn,Question,0
I,i,s,SelfDisclosure,0
mean,mean,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
Cuckold,cuckold,s,PersonProperty,0
mad,mad,c,Negativity,0
",",",",n,Resistance,0
But,but,s,Resistance,1
sure,sure,s,Confidence,0
he,he,s,Updates,0
is,is,s,Updates,1
stark,stark,s,Negativity,0
mad,mad,c,Negativity,0
:,:,n,,0
When,when,s,Autobio,0
I,i,s,Autobio,1
desired,desired,s,Positivity,0
him,him,s,Positivity,1
to,to,s,,0
come,come,s,SceneShift,0
home,home,s,SceneShift,1
to,to,s,SceneShift,2
dinner,dinner,c,AbstractConcepts,0
",",",",n,,0
He,he,s,PersonPronoun,0
asked,asked,s,,0
me,me,s,FirstPer,0
for,for,s,,0
a,a,s,,0
hundred,hundred,s,Numbers,0
marks,marks,s,AbstractConcepts,0
in,in,s,,0
gold,gold,c,SenseObject,0
:,:,n,,0
It,it,s,,0
Is,is,s,ReportingStates,0
dinner,dinner,s,TimeDuration,0
time,time,c,TimeDuration,1
*,*,s,,0
quoth,quoth,s,Citations,0
I,i,c,Citations,1
:,:,s,,0
my,my,s,FirstPer,0
gold,gold,c,SenseObject,0
",",",",s,,0
quoth,quoth,s,Citations,0
he,he,c,Citations,1
:,:,n,,0
Your,your,s,DirectAddress,0
meat,meat,s,SenseObject,0
does,does,s,ReportingEvents,0
burn,burn,c,,0
",",",",s,,0
quoth,quoth,s,Citations,0
I,i,c,Citations,1
:,:,s,,0
my,my,s,FirstPer,0
gold,gold,s,SenseObject,0
quoth,quoth,s,Citations,0
he,he,c,Citations,1
:,:,n,,0
Will,will,s,PredictedFuture,0
you,you,s,DirectAddress,0
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
quoth,quoth,s,Citations,0
I,i,c,Citations,1
:,:,s,,0
my,my,s,FirstPer,0
gold,gold,c,SenseObject,0
",",",",s,,0
quoth,quoth,s,Citations,0
he,he,c,Citations,1
;,;,n,,0
Where,where,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
thousand,thousand,s,Numbers,0
marks,marks,s,AbstractConcepts,0
I,i,s,FirstPer,0
gave,gave,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
villain,villain,c,Negativity,0
?,?,n,Question,0
The,the,s,,0
