SHamount,shamount,c,UNRECOGNIZED,0
man,man,s,PersonProperty,1
can,can,s,Contingency,0
in,in,s,Disclosure,0
his,his,s,Disclosure,1
life,life,s,Disclosure,2
time,time,s,,0
make,make,s,ReportingEvents,0
but,but,s,Exceptions,0
one,one,s,Exceptions,1
woman,woman,c,PersonProperty,0
",",",",n,Resistance,0
But,but,s,Resistance,1
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
make,make,s,Contingency,1
his,his,s,PersonPronoun,0
fifty,fifty,s,Numbers,0
Queanes,queanes,s,UNRECOGNIZED,0
a,a,s,TimeDuration,0
month,month,c,TimeDuration,1
.,.,nn,DirectAddress,0
Have,have,s,DirectAddress,1
you,you,s,DirectAddress,2
remembered,remembered,s,ProjectBack,0
a,a,s,ProjectBack,1
Priest,priest,s,PersonProperty,0
honest,honest,s,StandardsPos,0
brothers,brothers,c,PersonProperty,0
?,?,nn,Question,0
Yes,yes,s,DirectAddress,0
sister,sister,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
the,the,s,,0
young,young,s,SenseProperty,0
gentleman,gentleman,c,Positivity,0
",",",",n,,0
Make,make,s,DirectAddress,0
you,you,s,DirectAddress,1
no,no,s,Confidence,0
question,question,s,Confidence,1
of,of,s,Inclusive,0
our,our,s,Inclusive,1
faithfulness,faithfulness,c,StandardsPos,0
.,.,nn,,0
His,his,s,PersonPronoun,0
growing,growing,s,Transformation,0
shame,shame,s,StandardsNeg,0
sister,sister,s,PersonProperty,0
provokes,provokes,s,SubjectivePercept,0
our,our,s,Inclusive,0
care,care,c,StandardsPos,0
.,.,nn,,0
He,he,s,Insist,0
must,must,s,Insist,1
be,be,s,SubjectivePercept,0
taken,taken,s,SubjectivePercept,1
in,in,s,SubjectivePercept,2
this,this,s,,0
fit,fit,s,Intensity,0
of,of,s,Intensity,1
love,love,s,Positivity,0
Gentlemen,gentlemen,c,Positivity,0
.,.,nn,Question,0
What,what,s,Question,1
else,else,s,Contingency,0
sir,sir,c,PersonProperty,0
?,?,s,Question,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
do,do,s,ReportingEvents,0
it,it,c,ReportingEvents,1
.,.,nn,,0
Enough,enough,c,SubjectivePercept,0
.,.,nn,,0
Be,be,s,ReportingStates,0
cheerful,cheerful,s,Positivity,0
wench,wench,c,PersonProperty,0
.,.,nn,,0
Now,now,s,Sequence,0
by,by,s,Sequence,1
the,the,s,Negativity,0
stroke,stroke,s,Negativity,1
of,of,s,,0
pleasure,pleasure,c,Positivity,0
",",",",s,,0
a,a,s,SpaceRelation,0
deep,deep,s,SpaceRelation,1
oath,oath,c,CommonAuthorities,0
",",",",n,,0
Nimbly,nimbly,s,Positivity,0
hopt,hopt,s,UNRECOGNIZED,0
Ladies,ladies,s,PersonProperty,0
all,all,c,,0
;,;,s,,0
what,what,s,,0
height,height,s,SenseProperty,0
they,they,s,,0
bear,bear,s,SenseObject,0
too,too,c,,0
?,?,n,Question,0
A,a,s,,0
story,story,s,LangRef,0
higher,higher,s,Comparison,0
then,then,s,,0
your,your,s,DirectAddress,0
common,common,s,DirectAddress,1
statures,statures,c,SenseProperty,0
;,;,n,,0
A,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
man,man,s,SubjectivePercept,2
must,must,s,Insist,0
go,go,s,Transformation,0
up,up,s,Transformation,1
stairs,stairs,s,SenseObject,0
to,to,s,,0
kiss,kiss,s,Positivity,0
',',c,,0
em,em,c,SpaceRelation,0
:,:,n,Question,0
What,what,s,Question,1
a,a,s,Intensity,0
great,great,s,Intensity,1
space,space,s,AbstractConcepts,0
there,there,s,ReportingStates,0
is,is,n,ReportingStates,1
Betwixt,betwixt,s,TimeDuration,0
loves,loves,s,Positivity,0
dyning,dyning,s,UNRECOGNIZED,0
Chamber,chamber,c,SenseObject,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
Garret,garret,c,SenseObject,0
?,?,n,Question,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
try,try,s,Metadiscourse,2
the,the,s,Intensity,0
utmost,utmost,s,Intensity,1
height,height,s,SenseProperty,0
--,--,s,,0
the,the,s,,0
Garret,garret,s,SenseObject,0
stoopes,stoopes,s,UNRECOGNIZED,0
methinkes,methinkes,c,UNRECOGNIZED,0
;,;,n,,0
The,the,s,,0
rooms,rooms,s,SenseObject,0
are,are,s,ReportingStates,0
made,made,s,ReportingEvents,0
all,all,s,,0
bending,bending,c,SpaceRelation,0
",",",",s,,0
I,i,s,Metadiscourse,0
see,see,s,Metadiscourse,1
that,that,c,Metadiscourse,2
",",",",n,,0
And,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
so,so,s,Intensity,0
high,high,s,Intensity,1
as,as,s,CommonAuthorities,0
a,a,s,CommonAuthorities,1
man,man,s,CommonAuthorities,2
takes,takes,s,ReportingEvents,0
',',c,,0
em,em,s,SpaceRelation,0
for,for,c,,0
.,.,nn,,0
Now,now,s,Immediacy,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
follow,follow,s,,0
me,me,s,FirstPer,0
sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
that,that,s,,0
power,power,c,AbstractConcepts,0
",",",",n,,0
To,to,s,,0
make,make,s,ReportingEvents,0
them,them,s,,0
follow,follow,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nn,Question,0
Are,are,s,Question,1
they,they,s,Question,2
all,all,s,,0
shot,shot,c,ReportingEvents,0
?,?,nn,Question,0
All,all,c,,0
",",",",s,Generalization,0
all,all,s,Generalization,1
sir,sir,c,PersonProperty,0
",",",",s,,0
every,every,s,Generalization,0
mothers,mothers,s,PersonProperty,0
daughter,daughter,s,PersonProperty,0
of,of,s,,0
',',c,,0
em,em,c,SpaceRelation,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
fear,fear,s,Fear,0
of,of,s,Fear,1
following,following,c,,0
;,;,s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
be,be,s,ReportingStates,0
once,once,s,TimeShift,0
shot,shot,c,ReportingStates,0
",",",",n,ReportingStates,1
They,they,s,,0
Will,will,s,PredictedFuture,0
follow,follow,s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
to,to,s,,0
the,the,s,StandardsNeg,0
devil,devil,s,StandardsNeg,1
--,--,s,,0
As,as,s,Specifiers,0
for,for,s,Specifiers,1
you,you,s,DirectAddress,0
sir,sir,s,PersonProperty,0
--,--,nn,,0
Me,me,s,FirstPer,0
sir,sir,c,PersonProperty,0
?,?,nn,Question,0
Nay,nay,s,OralCues,0
sweet,sweet,s,SenseProperty,0
sir,sir,c,PersonProperty,0
.,.,nn,,0
A,a,s,,0
noise,noise,c,SenseProperty,0
",",",",s,,0
a,a,s,,0
threatening,threatening,c,Fear,0
;,;,s,Question,0
did,did,s,Question,1
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
hear,hear,s,SpaceRelation,0
it,it,s,,0
sir,sir,c,PersonProperty,0
?,?,nn,Question,0
Without,without,s,Contingency,0
regard,regard,s,Contingency,1
sir,sir,c,PersonProperty,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
would,would,s,Future_Question,0
I,i,s,Future_Question,1
hear,hear,s,SpaceRelation,0
you,you,c,DirectAddress,0
.,.,nn,,0
This,this,s,Insist,0
must,must,s,Insist,1
come,come,s,ReportingEvents,0
to,to,s,,0
something,something,c,Uncertainty,0
",",",",s,,0
never,never,s,DenyDisclaim,0
talk,talk,s,Citations,0
of,of,s,Citations,1
that,that,s,,0
Sir,sir,c,PersonProperty,0
",",",",n,,0
You,you,s,DirectAddress,0
never,never,s,DirectAddress,1
saw,saw,s,PrivateThinking,0
it,it,s,PrivateThinking,1
otherwise,otherwise,c,Contingency,0
.,.,nn,,0
Nay,nay,s,OralCues,0
dear,dear,s,Positivity,0
merit,merit,s,StandardsPos,0
--,--,nn,,0
Me,me,s,FirstPer,0
above,above,s,Intensity,0
all,all,s,Intensity,1
men,men,c,PersonProperty,0
?,?,nn,Question,0
Troth,troth,s,CommonAuthorities,0
you,you,s,DirectAddress,0
wrong,wrong,s,StandardsNeg,0
your,your,s,DirectAddress,0
anger,anger,c,Anger,0
.,.,nn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
armed,armed,s,SpaceRelation,0
my,my,s,FirstPer,0
honorable,honorable,s,StandardsPos,0
Letcher,letcher,c,Negativity,0
.,.,nn,,0
O,o,s,LangRef,0
fie,fie,s,Negativity,0
sweet,sweet,s,SenseProperty,0
sir,sir,c,PersonProperty,0
.,.,nn,,0
That,that,s,,0
devoures,devoures,s,UNRECOGNIZED,0
women's,women's,s,PersonProperty,0
honesties,honesties,s,StandardsPos,0
by,by,s,,0
lumps,lumps,c,SenseObject,0
",",",",n,,0
And,and,s,,0
never,never,s,DenyDisclaim,0
chawst,chawst,s,UNRECOGNIZED,0
thy,thy,s,DirectAddress,0
pleasure,pleasure,c,Positivity,0
.,.,nn,Question,0
What,what,s,Question,1
do,do,s,Question,2
you,you,s,DirectAddress,0
mean,mean,s,,0
sir,sir,c,PersonProperty,0
?,?,nn,Question,0
What,what,s,Question,0
does,does,s,Question,1
he,he,s,PersonPronoun,0
mean,mean,s,,0
t'ingrosse,t'ingrosse,s,UNRECOGNIZED,0
all,all,s,Exceptions,0
to,to,s,Exceptions,1
himself,himself,c,Exceptions,2
?,?,n,Question,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
others,others,s,Uncertainty,0
love,love,s,Positivity,0
a,a,s,Positivity,1
whore,whore,c,Negativity,0
",",",",s,,0
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
he,he,s,PersonPronoun,0
sir,sir,c,PersonProperty,0
.,.,nn,,0
Oh,oh,s,OralCues,0
an,an,c,,0
',',s,,0
that,that,s,Confidence,0
be,be,s,Confidence,1
part,part,s,,0
o'th,o'th,s,UNRECOGNIZED,0
fury,fury,c,Anger,0
",",",",s,,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
a,a,s,,0
City,city,n,CommonAuthorities,0
Is,is,s,Intensity,0
very,very,s,Intensity,1
well,well,s,StandardsPos,0
provided,provided,s,StandardsPos,1
for,for,s,StandardsPos,2
that,that,s,,0
case,case,c,AbstractConcepts,0
;,;,n,,0
Let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
alone,alone,s,ReportingEvents,2
with,with,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
sir,sir,s,PersonProperty,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
women,women,n,PersonProperty,0
Are,are,s,Intensity,0
very,very,s,Intensity,1
charitable,charitable,s,StandardsPos,0
to,to,s,,0
proper,proper,s,StandardsPos,0
men,men,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
to,to,s,,0
a,a,s,,0
Soldier,soldier,s,PersonProperty,0
that,that,s,,0
has,has,s,,0
all,all,s,Generalization,0
his,his,s,Generalization,1
limbs,limbs,c,SenseObject,0
;,;,n,,0
Marry,marry,s,Positivity,0
the,the,s,Negativity,0
sick,sick,s,Negativity,1
and,and,s,,0
lame,lame,s,Negativity,0
gets,gets,s,,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
penny,penny,c,SenseObject,0
:,:,n,,0
Right,right,s,,0
women's,women's,s,PersonProperty,0
charity,charity,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
the,the,s,PersonProperty,0
husbands,husbands,s,PersonProperty,1
follow't,follow't,s,UNRECOGNIZED,0
too,too,c,,0
:,:,n,,0
Here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
his,his,s,Immediacy,2
highness,highness,s,CommonAuthorities,0
sir,sir,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
walk,walk,s,SceneShift,0
to,to,s,SceneShift,1
cool,cool,s,,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,nn,Question,0
Who,who,s,Question,1
Is,is,s,Question,2
that,that,c,,0
?,?,nn,Question,0
The,the,s,PersonProperty,0
brother,brother,s,PersonProperty,1
of,of,s,PersonProperty,2
Shamont,shamont,c,UNRECOGNIZED,0
.,.,nn,,0
He,he,s,Updates,0
Is,is,s,Updates,1
Brother,brother,s,PersonProperty,0
then,then,n,TimeShift,0
To,to,s,TimeShift,1
all,all,s,Generalization,0
the,the,s,Generalization,1
Courts,courts,s,,0
love,love,c,Positivity,0
",",",",s,,0
they,they,s,,0
that,that,s,,0
love,love,s,Positivity,0
discreetly,discreetly,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
place,place,s,ReportingEvents,0
their,their,s,ReportingEvents,1
friendlinesse,friendlinesse,s,UNRECOGNIZED,0
upon,upon,s,,0
desert,desert,c,SenseObject,0
:,:,n,,0
As,as,s,Specifiers,0
for,for,s,Specifiers,1
the,the,s,Specifiers,2
rest,rest,c,Specifiers,3
",",",",s,,0
that,that,s,Contingency,0
with,with,s,Contingency,1
a,a,s,Contingency,2
double,double,s,Negativity,0
face,face,n,Negativity,1
Look,look,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
merit,merit,c,StandardsPos,0
",",",",s,,0
much,much,s,Resemblances,0
like,like,s,Resemblances,1
fortunes,fortunes,s,ProjectAhead,0
visage,visage,c,SenseObject,0
",",",",n,,0
That,that,s,,0
looks,looks,s,ReportingEvents,0
two,two,s,Numbers,0
ways,ways,c,AbstractConcepts,0
",",",",s,,0
both,both,s,,0
to,to,s,,0
life's,life's,s,AbstractConcepts,0
calmes,calmes,s,UNRECOGNIZED,0
and,and,s,,0
storms,storms,c,SenseProperty,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
so,so,s,,0
provide,provide,s,StandardsPos,0
for,for,s,StandardsPos,1
him,him,c,StandardsPos,2
",",",",s,,0
chiefly,chiefly,s,Intensity,0
for,for,s,SubjectivePercept,0
him,him,c,SubjectivePercept,1
",",",",n,,0
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
wish,wish,s,SubjectivePercept,0
their,their,s,PersonPronoun,0
loves,loves,c,Positivity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
dread,dread,s,Fear,0
their,their,s,PersonPronoun,0
envies,envies,c,Negative_Relation,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
here,here,s,Immediacy,0
comes,comes,s,Immediacy,1
my,my,s,FirstPer,0
Shamont,shamont,c,UNRECOGNIZED,0
.,.,nn,,0
That,that,s,,0
Ladies,ladies,s,PersonProperty,0
virtues,virtues,s,StandardsPos,0
are,are,s,ReportingStates,0
my,my,s,Exceptions,0
only,only,s,Exceptions,1
joys,joys,c,Positivity,0
",",",",n,,0
And,and,s,,0
he,he,s,PersonPronoun,0
to,to,s,,0
offer,offer,s,ProjectAhead,0
to,to,s,ProjectAhead,1
lay,lay,s,ReportingEvents,0
siedge,siedge,s,UNRECOGNIZED,0
to,to,s,,0
them,them,c,,0
?,?,nn,Question,0
Shamont,shamont,c,UNRECOGNIZED,0
.,.,nn,,0
Her,her,s,PersonPronoun,0
goodness,goodness,s,StandardsPos,0
is,is,s,ReportingStates,0
my,my,s,FirstPer,0
pride,pride,c,StandardsPos,0
;,;,s,,0
in,in,s,Generalization,0
all,all,s,Generalization,1
discourses,discourses,c,AbstractConcepts,0
",",",",n,,0
As,as,s,RecurringEvents,0
often,often,s,RecurringEvents,1
as,as,s,RecurringEvents,2
I,i,s,FirstPer,0
here,here,s,SpaceRelation,0
rash,rash,s,Negativity,0
tongued,tongued,s,SenseProperty,0
gallants,gallants,c,SubjectivePercept,0
",",",",n,,0
Speak,speak,s,ReportingEvents,0
rudely,rudely,s,Negative_Relation,0
of,of,s,,0
a,a,s,PersonProperty,0
woman,woman,c,PersonProperty,1
",",",",s,,0
presently,presently,n,TimeShift,0
I,i,s,FirstPer,0
give,give,s,,0
in,in,s,,0
but,but,s,Resistance,0
her,her,s,PersonPronoun,0
name,name,c,LangRef,0
",",",",s,,0
and,and,s,,0
they,they,s,Exceptions,0
are,are,s,Exceptions,1
all,all,s,Exceptions,2
silent,silent,c,SenseProperty,0
:,:,n,,0
O,o,s,LangRef,0
who,who,s,Future_Question,0
would,would,s,Future_Question,1
lose,lose,s,Negativity,0
this,this,s,,0
benefit,benefit,c,StandardsPos,0
?,?,nn,Question,0
Come,come,s,ReportingEvents,0
hither,hither,s,SpaceRelation,0
sir,sir,c,PersonProperty,0
.,.,nn,Resemblances,0
It,it,s,Resemblances,1
Is,is,s,Resemblances,2
like,like,s,Resemblances,3
the,the,s,StandardsPos,0
gift,gift,s,StandardsPos,1
of,of,s,StandardsPos,2
healing,healing,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
diviner,diviner,c,ProjectAhead,0
;,;,n,,0
For,for,s,Specifiers,0
that,that,s,Specifiers,1
but,but,s,Resistance,0
cures,cures,s,Positivity,0
diseases,diseases,s,StandardsNeg,0
in,in,s,Specifiers,0
the,the,s,Specifiers,1
body,body,c,Specifiers,2
",",",",n,,0
This,this,s,,0
works,works,s,StandardsPos,0
a,a,s,StandardsPos,1
cure,cure,s,StandardsPos,2
on,on,s,,0
fame,fame,c,StandardsPos,0
",",",",s,,0
on,on,s,,0
reputation,reputation,c,CommonAuthorities,0
:,:,n,,0
The,the,s,,0
noblest,noblest,s,StandardsPos,0
piece,piece,s,SenseObject,0
of,of,s,SenseObject,1
Surgery,surgery,s,AbstractConcepts,0
upon,upon,s,,0
earth,earth,c,SpaceRelation,0
.,.,nn,,0
Shamont,shamont,c,UNRECOGNIZED,0
;,;,s,,0
he,he,s,Neutral_Attribution,0
minds,minds,s,Neutral_Attribution,1
me,me,s,FirstPer,0
not,not,c,DenyDisclaim,0
.,.,nn,,0
A,a,s,PersonProperty,0
Brother,brother,s,PersonProperty,1
do,do,s,ReportingEvents,0
it,it,c,ReportingEvents,1
?,?,nn,Question,0
Shamont,shamont,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
say,say,c,Citations,0
.,.,s,,0
Gives,gives,s,,0
him,him,s,PersonPronoun,0
a,a,s,StandardsPos,0
touch,touch,s,StandardsPos,1
with,with,s,StandardsPos,2
his,his,s,PersonPronoun,0
switch,switch,c,SenseObject,0
.,.,nnn,,0
Ha,ha,c,OralCues,0
?,?,n,Question,0
If,if,s,Contingency,0
he,he,s,Contingency,1
be,be,s,ReportingStates,0
mortal,mortal,c,PersonProperty,0
",",",",s,,0
by,by,s,,0
this,this,s,,0
hand,hand,s,SenseObject,0
he,he,s,PersonPronoun,0
perishes,perishes,c,Negativity,0
;,;,n,,0
Unless,unless,s,Contingency,0
it,it,s,Contingency,0
be,be,s,Contingency,1
a,a,s,Negativity,0
stroke,stroke,s,Negativity,1
from,from,s,,0
heaven,heaven,c,Positivity,0
",",",",s,,0
he,he,s,PersonPronoun,0
dies,dies,s,Intensity,0
for,for,s,Intensity,1
it,it,c,,0
.,.,nn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
how,how,s,Updates,0
now,now,s,Updates,1
sir,sir,c,PersonProperty,0
?,?,s,Question,0
',',c,,0
twas,twas,s,ProjectBack,0
I,i,c,FirstPer,0
.,.,nn,,0
The,the,s,,0
more's,more's,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
misery,misery,c,StandardsNeg,0
.,.,nn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
what,what,s,Question,0
is,is,s,Question,1
the,the,s,Question,2
matter,matter,s,AbstractConcepts,0
prithee,prithee,c,DirectAddress,0
?,?,nn,Question,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
ask,ask,s,Request,0
it,it,s,,0
sir,sir,c,PersonProperty,0
?,?,n,Question,0
No,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
else,else,s,Contingency,0
should,should,c,Insist,0
;,;,s,,0
stood,stood,s,ReportingEvents,0
forty,forty,s,Numbers,0
lives,lives,s,,0
before,before,s,SpaceRelation,0
him,him,n,SpaceRelation,1
By,by,s,,0
this,this,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
opened,opened,s,ReportingEvents,0
my,my,s,SelfDisclosure,0
way,way,s,SelfDisclosure,1
to,to,s,PersonPronoun,0
him,him,c,PersonPronoun,1
;,;,n,,0
It,it,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
be,be,s,ReportingStates,0
you,you,s,DirectAddress,0
sir,sir,c,PersonProperty,0
",",",",s,,0
excuse,excuse,s,StandardsPos,0
him,him,s,PersonPronoun,0
not,not,c,DenyDisclaim,0
",",",",n,,0
What,what,s,,0
ere,ere,s,ProjectBack,0
he,he,s,PersonPronoun,0
be,be,c,ReportingStates,0
",",",",s,,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,ReportingStates,0
dear,dear,s,Disclosure,0
to,to,s,Disclosure,1
honor,honor,c,StandardsPos,0
",",",",n,,0
That,that,s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
find,find,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
peace,peace,s,StandardsPos,0
again,again,c,RecurringEvents,0
.,.,nn,,0
Forbear,forbear,s,Reluctance,0
I,i,s,FirstPer,0
say,say,c,Citations,0
.,.,n,Imperative,0
Upon,upon,s,Imperative,1
my,my,s,Positivity,0
love,love,s,Positivity,1
to,to,s,,0
truth,truth,c,StandardsPos,0
",",",",s,,0
',',c,,0
twas,twas,s,ProjectBack,0
none,none,s,DenyDisclaim,0
but,but,s,Resistance,0
I,i,c,FirstPer,0
.,.,nn,,0
Still,still,s,Updates,0
miserable,miserable,c,StandardsNeg,0
?,?,nn,Question,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
what,what,s,,0
ailes,ailes,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
sir,sir,c,PersonProperty,0
?,?,nn,Question,0
Never,never,s,DenyDisclaim,0
sat,sat,s,ReportingEvents,0
shame,shame,s,StandardsNeg,0
cooling,cooling,s,SenseProperty,0
so,so,s,SubjectiveTime,0
long,long,s,SubjectiveTime,1
upon,upon,s,Immediacy,0
me,me,c,Immediacy,1
",",",",n,,0
Without,without,s,Contingency,0
a,a,s,Contingency,1
satisfaction,satisfaction,s,StandardsPos,0
in,in,s,Negative_Relation,0
revenge,revenge,c,Negative_Relation,1
",",",",n,,0
And,and,s,,0
heaven,heaven,s,Positivity,0
has,has,s,,0
made,made,s,ReportingEvents,0
it,it,s,ReportingEvents,1
here,here,s,SpaceRelation,0
a,a,s,,0
sin,sin,s,StandardsNeg,0
to,to,s,,0
wish,wish,s,SubjectivePercept,0
it,it,c,,0
.,.,nn,Imperative,0
Hark,hark,s,Imperative,1
you,you,s,DirectAddress,0
sir,sir,c,PersonProperty,0
?,?,nn,Question,0
O,o,s,LangRef,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
undone,undone,s,Negativity,0
me,me,c,FirstPer,0
.,.,nn,Question,0
How,how,c,Question,1
?,?,nn,Question,0
Cruelly,cruelly,s,Anger,0
undone,undone,s,Negativity,0
me,me,c,FirstPer,0
;,;,n,,0
I,i,s,Sad,0
have,have,s,Sad,1
lost,lost,s,Sad,2
my,my,s,FirstPer,0
peace,peace,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
reputation,reputation,s,CommonAuthorities,0
by,by,s,DirectAddress,0
you,you,c,DirectAddress,1
:,:,n,,0
Sir,sir,s,PersonProperty,0
pardon,pardon,s,DirectAddress,0
me,me,c,DirectAddress,1
",",",",s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
never,never,s,Contingency,2
love,love,s,OralCues,0
you,you,s,OralCues,1
more,more,c,Comparison,0
.,.,nn,Question,0
What,what,s,Question,1
language,language,s,LangRef,0
call,call,s,ReportingEvents,0
you,you,s,DirectAddress,0
this,this,s,,0
sirs,sirs,c,PersonProperty,0
?,?,nn,Question,0
Truth,truth,s,StandardsPos,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
seldom,seldom,s,Exceptions,0
heard,heard,s,Updates,0
a,a,s,PersonProperty,0
stranger,stranger,c,PersonProperty,1
.,.,s,,0
--,--,nn,,0
He,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
man,man,s,PersonProperty,0
of,of,s,PersonProperty,1
a,a,s,Intensity,0
most,most,s,Intensity,1
curious,curious,s,Curiosity,0
valor,valor,c,StandardsPos,0
",",",",n,,0
Wondrous,wondrous,s,Curiosity,0
precise,precise,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
punctual,punctual,s,StandardsPos,0
in,in,s,Specifiers,0
that,that,s,Specifiers,1
virtue,virtue,c,StandardsPos,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
why,why,s,Question,0
to,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
so,so,s,,0
punctual,punctual,c,StandardsPos,0
?,?,s,Question,0
my,my,s,FirstPer,0
last,last,s,Sequence,0
thought,thought,n,PrivateThinking,0
Was,was,s,ProjectBack,0
most,most,s,Comparison,0
entirely,entirely,s,Intensity,0
fixed,fixed,s,PrivateThinking,0
on,on,s,PrivateThinking,1
his,his,s,PersonPronoun,0
advancement,advancement,c,StandardsPos,0
:,:,n,Question,0
Why,why,c,Question,1
",",",",s,,0
I,i,s,FirstPer,0
came,came,s,ReportingEvents,0
now,now,s,Immediacy,0
to,to,s,,0
put,put,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
in,in,s,Specifiers,0
possession,possession,n,Specifiers,1
Of,of,s,Specifiers,2
his,his,s,PersonPronoun,0
fair,fair,s,StandardsPos,0
fortunes,fortunes,c,ProjectAhead,0
:,:,s,Question,0
what,what,s,Question,1
a,a,s,,0
mis-conceiver,mis-conceiver,s,UNRECOGNIZED,0
it,it,s,,0
is,is,c,ReportingStates,0
?,?,n,Question,0
And,and,s,,0
from,from,s,,0
a,a,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
of,of,s,Inclusive,0
our,our,s,Inclusive,1
Chamber,chamber,s,SenseObject,0
merely,merely,c,SubjectivePercept,0
",",",",n,,0
Made,made,s,Cause,0
him,him,s,Cause,1
Vice,vice,s,CommonAuthorities,0
Admiral,admiral,c,CommonAuthorities,1
;,;,s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
settled,settled,s,SpaceRelation,0
in,in,s,SpaceRelation,1
it,it,c,,0
",",",",n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
him,him,s,PersonPronoun,0
next,next,s,SpaceRelation,0
to,to,s,SpaceRelation,1
health,health,c,StandardsPos,0
:,:,s,,0
call,call,s,ReportingEvents,0
him,him,s,PersonPronoun,0
Gentlemen,gentlemen,c,Positivity,0
;,;,n,,0
Why,why,s,Question,0
would,would,s,Contingency,0
not,not,s,Contingency,1
you,you,c,DirectAddress,0
",",",",s,,0
or,or,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
taken,taken,s,CommonAuthorities,0
as,as,s,CommonAuthorities,1
much,much,c,Intensity,0
",",",",n,,0
And,and,s,,0
never,never,s,DenyDisclaim,0
murmured,murmured,c,SenseProperty,0
