CUSTOM,custom,c,CommonAuthorities,0
my,my,s,FirstPer,0
Sins,sins,s,StandardsNeg,0
in,in,s,,0
my,my,s,FirstPer,0
Face,face,c,SenseObject,0
:,:,s,,0
Here,here,c,SpaceRelation,0
",",",",n,SpaceRelation,1
give,give,s,,0
her,her,s,PersonPronoun,0
this,this,c,Immediacy,0
",",",",nnn,Immediacy,1
What,what,s,Curiosity,0
is,is,s,Curiosity,1
it,it,s,Curiosity,2
Bouncing,bouncing,s,Motions,0
Margery,margery,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
Godson,godson,c,PersonProperty,0
?,?,nnn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
My,my,s,FirstPer,0
Blessing,blessing,s,StandardsPos,0
to,to,s,,0
the,the,s,PersonProperty,0
Boy,boy,c,PersonProperty,1
",",",",s,,0
with,with,s,Specifiers,0
this,this,s,Specifiers,1
Token,token,s,AbstractConcepts,0
Margery,margery,s,UNRECOGNIZED,0
put,put,s,ReportingEvents,0
more,more,s,Comparison,0
Flocks,flocks,s,SenseObject,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
Bed,bed,c,SenseObject,0
",",",",n,,0
shift,shift,s,Motions,0
twice,twice,s,RecurringEvents,0
a,a,s,RecurringEvents,1
Week,week,c,RecurringEvents,2
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
work,work,s,StandardsPos,0
so,so,s,StandardsPos,1
hard,hard,c,StandardsPos,2
",",",",s,,0
that,that,s,,0
she,she,s,PersonPronoun,0
may,may,s,Contingency,0
not,not,s,DenyDisclaim,0
smell,smell,s,SenseProperty,0
so,so,s,,0
vigorously,vigorously,c,StandardsPos,0
.,.,n,,0
--,--,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
take,take,s,Responsibility,0
the,the,s,Responsibility,1
Air,air,s,Responsibility,2
shortly,shortly,nnn,SubjectiveTime,0
Scandal,scandal,c,Negativity,0
",",",",s,,0
don't,don't,s,DenyDisclaim,0
spoil,spoil,s,Negativity,0
my,my,s,FirstPer,0
Boy's,boy's,s,PersonProperty,0
Milk,milk,c,SenseObject,0
:,:,s,,0
--,--,s,,0
Bid,bid,s,ReportingEvents,0
Trapland,trapland,s,UNRECOGNIZED,0
come,come,s,ReportingEvents,0
in,in,c,ReportingEvents,1
.,.,s,,0
If,if,s,Contingency,0
I,i,s,Contingency,1
can,can,s,Contingency,2
give,give,n,,0
that,that,s,,0
Cerberus,cerberus,s,,0
a,a,s,Negativity,0
Sop,sop,c,Negativity,1
",",",",s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,SpaceRelation,0
at,at,s,SpaceRelation,1
rest,rest,s,TimeDuration,0
for,for,s,TimeDuration,1
one,one,s,TimeShift,0
day,day,nn,TimeShift,1
O,o,s,LangRef,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Trapland,trapland,c,UNRECOGNIZED,0
!,!,s,,0
my,my,s,FirstPer,0
old,old,s,Positivity,0
Friend,friend,c,Positivity,1
!,!,s,,0
Welcome,welcome,c,Positivity,0
.,.,s,,0
Jeremy,jeremy,c,UNRECOGNIZED,0
",",",",s,,0
a,a,s,SenseObject,0
Chair,chair,s,SenseObject,1
quickly,quickly,c,SubjectiveTime,0
:,:,s,,0
A,a,s,SenseObject,0
Bottle,bottle,s,SenseObject,1
of,of,n,,0
Sack,sack,s,SenseObject,0
and,and,s,,0
a,a,s,,0
Toast,toast,s,SenseObject,0
--,--,s,,0
a,a,s,SenseObject,0
Chair,chair,s,SenseObject,1
first,first,nnn,Sequence,0
A,a,s,Positivity,0
good,good,s,Positivity,1
Morning,morning,s,,0
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Valentine,valentine,c,Positivity,0
",",",",s,,0
and,and,s,,0
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Scandal,scandal,c,Negativity,0
.,.,nnn,,0
The,the,s,GenericEvents,0
Morning's,morning's,s,GenericEvents,1
a,a,s,StandardsPos,0
very,very,s,StandardsPos,1
good,good,s,StandardsPos,2
Morning,morning,c,,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
don't,don't,s,DirectAddress,1
spoil,spoil,s,Negativity,0
it,it,c,,0
.,.,nnn,Imperative,0
Come,come,s,Imperative,1
sit,sit,s,SenseProperty,0
you,you,s,DirectAddress,0
down,down,c,,0
",",",",s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
his,his,s,SubjectivePercept,0
way,way,c,SubjectivePercept,1
.,.,nnn,,0
Valentine,valentine,c,Positivity,0
",",",",s,,0
of,of,s,,0
1500,1500,s,UNRECOGNIZED,0
l,l,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
of,of,s,,0
pretty,pretty,s,SubjectivePercept,0
long,long,s,ReceivedPOV,0
standing,standing,s,ReceivedPOV,1
--,--,nnn,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
talk,talk,s,ReportingEvents,0
about,about,s,ReportingEvents,1
Business,business,s,AbstractConcepts,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Thirsty,thirsty,s,SenseProperty,0
Palate,palate,c,PersonProperty,0
.,.,s,,0
--,--,s,,0
Sirrah,sirrah,s,Negativity,0
the,the,s,SenseObject,0
Sack,sack,c,SenseObject,1
.,.,s,,0
--,--,nnn,,0
And,and,s,,0
I,i,s,SelfDisclosure,0
desire,desire,s,SelfDisclosure,1
to,to,s,Curiosity,0
know,know,s,Curiosity,1
what,what,s,Curiosity,2
Course,course,s,AbstractConcepts,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
taken,taken,s,ProjectBack,0
for,for,s,,0
the,the,s,,0
Payment,payment,c,AbstractConcepts,0
?,?,nnn,Question,0
Faith,faith,s,StandardsPos,0
and,and,s,,0
Troth,troth,c,CommonAuthorities,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
heartily,heartily,s,Positivity,0
glad,glad,s,Positivity,0
to,to,s,Positivity,1
see,see,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
--,--,s,,0
my,my,s,FirstPer,0
Service,service,s,StandardsPos,0
to,to,s,StandardsPos,1
you,you,c,DirectAddress,0
",",",",s,,0
--,--,s,,0
fill,fill,c,,0
",",",",n,,0
fill,fill,c,,0
",",",",s,,0
to,to,s,,0
honest,honest,s,StandardsPos,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Trapland,trapland,c,UNRECOGNIZED,0
",",",",s,,0
fuller,fuller,nnn,Comparison,0
Hold,hold,c,,0
",",",",s,,0
Sweetheart,sweetheart,c,Positivity,0
.,.,s,,0
--,--,s,,0
This,this,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
to,to,s,Inclusive,0
our,our,s,Inclusive,1
Business,business,c,AbstractConcepts,0
;,;,s,,0
--,--,s,,0
my,my,s,FirstPer,0
Service,service,s,StandardsPos,0
to,to,s,StandardsPos,1
you,you,s,DirectAddress,0
Mr,mr,c,PersonProperty,0
.,.,n,PersonProperty,1
Scandal,scandal,s,Negativity,0
--,--,nnn,,0
The,the,s,Specifiers,0
Other,other,s,Specifiers,1
Glass,glass,c,SenseObject,0
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
we'll,we'll,s,ProjectAhead,0
talk,talk,c,ReportingEvents,0
.,.,s,,0
Fill,fill,c,,0
",",",",s,,0
Jeremy,jeremy,c,UNRECOGNIZED,0
.,.,nnn,,0
No,no,s,DenyDisclaim,0
more,more,c,DenyDisclaim,1
",",",",s,DenyDisclaim,2
in,in,s,Intensity,0
truth,truth,c,Intensity,1
.,.,s,,0
--,--,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
forborne,forborne,c,Reluctance,0
",",",",s,,0
I,i,s,FirstPer,0
say,say,s,Citations,0
--,--,nnn,,0
Sirrah,sirrah,c,Negativity,0
",",",",s,,0
fill,fill,s,,0
when,when,s,Autobio,0
I,i,s,Autobio,1
bid,bid,s,ReportingEvents,0
you,you,c,DirectAddress,0
.,.,s,,0
--,--,s,,0
And,and,s,,0
how,how,s,Question,0
does,does,s,Question,1
your,your,s,DirectAddress,0
handsome,handsome,s,Positivity,0
Daughter,daughter,c,PersonProperty,0
.,.,s,,0
--,--,s,,0
Come,come,s,ReportingEvents,0
a,a,n,Positivity,0
good,good,s,Positivity,1
Husband,husband,s,PersonProperty,0
to,to,s,PersonPronoun,0
her,her,nnn,PersonPronoun,1
Thank,thank,s,Acknowledge,0
you,you,s,Acknowledge,1
--,--,s,,0
I,i,s,Autobio,0
have,have,s,Autobio,1
been,been,s,Autobio,2
out,out,s,Specifiers,0
of,of,s,Specifiers,1
this,this,s,Specifiers,2
Money,money,s,AbstractConcepts,0
--,--,nnn,,0
Drink,drink,s,Motions,0
first,first,c,Sequence,0
.,.,s,Sequence,1
Scandal,scandal,c,Negativity,0
",",",",s,,0
why,why,s,Curiosity,0
do,do,s,Curiosity,1
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
Drink,drink,c,Motions,0
?,?,nnn,Question,0
And,and,s,,0
in,in,s,Metadiscourse,0
short,short,c,Metadiscourse,1
",",",",s,Metadiscourse,2
I,i,s,Contingency,0
can,can,s,Contingency,1
be,be,s,Contingency,2
put,put,s,SubjectivePercept,0
off,off,s,SubjectivePercept,1
no,no,s,Updates,0
longer,longer,c,Updates,1
.,.,nnn,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
much,much,s,Positivity,0
obliged,obliged,s,Positivity,1
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
Supply,supply,c,AbstractConcepts,0
:,:,s,,0
It,it,s,Intensity,0
did,did,s,Intensity,1
me,me,s,FirstPer,0
Signal,signal,s,AbstractConcepts,0
Service,service,s,AbstractConcepts,1
in,in,s,,0
my,my,n,FirstPer,0
necessity,necessity,c,Insist,0
.,.,s,Resistance,0
But,but,s,Resistance,1
you,you,s,DirectAddress,0
delight,delight,s,Positivity,0
in,in,s,Positivity,1
doing,doing,s,StandardsPos,0
good,good,c,StandardsPos,1
.,.,s,,0
--,--,s,,0
Scandal,scandal,c,Negativity,0
",",",",s,,0
Drink,drink,s,Positivity,0
to,to,s,Positivity,1
me,me,c,FirstPer,0
",",",",s,,0
my,my,s,FirstPer,0
Friend,friend,n,StandardsPos,0
Trapland's,trapland's,s,UNRECOGNIZED,0
Health,health,c,StandardsPos,0
.,.,s,,0
An,an,s,,0
honester,honester,s,UNRECOGNIZED,0
Man,man,s,PersonProperty,0
lives,lives,s,,0
not,not,c,DenyDisclaim,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
one,one,s,Numbers,0
more,more,s,Comparison,0
ready,ready,s,ProjectAhead,0
to,to,s,ProjectAhead,1
serve,serve,s,ReportingEvents,0
his,his,n,PersonPronoun,0
Friend,friend,s,StandardsPos,0
in,in,s,Negativity,0
Distress,distress,c,Negativity,1
",",",",s,Concessive,0
though,though,s,Concessive,1
I,i,s,FirstPer,0
say,say,s,Citations,0
it,it,s,,0
to,to,s,Intensity,0
his,his,s,Intensity,1
face,face,c,Intensity,2
.,.,s,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
fill,fill,s,,0
each,each,s,Inclusive,0
Man,man,s,Inclusive,1
his,his,s,PersonPronoun,0
Glass,glass,nnn,SenseObject,0
What,what,c,,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
Trapland,trapland,s,UNRECOGNIZED,0
has,has,s,ProjectBack,0
been,been,s,ProjectBack,1
a,a,s,,0
Whoremaster,whoremaster,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
loves,loves,s,Positivity,0
a,a,s,Positivity,1
Wench,wench,s,PersonProperty,0
still,still,c,Updates,0
.,.,s,,0
You,you,n,DirectAddress,0
never,never,s,DirectAddress,1
knew,knew,s,Confidence,0
a,a,s,Confidence,1
Whoremaster,whoremaster,c,StandardsNeg,0
",",",",s,,0
that,that,s,ProjectBack,0
was,was,s,ProjectBack,1
not,not,s,DenyDisclaim,0
an,an,s,DenyDisclaim,1
honest,honest,s,StandardsPos,0
Fellow,fellow,nnn,PersonProperty,0
Fie,fie,c,Negativity,0
",",",",s,,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Scandal,scandal,c,Negativity,0
",",",",s,,0
you,you,s,DirectAddress,0
never,never,s,DirectAddress,1
knew,knew,s,Confidence,0
--,--,nnn,,0
What,what,s,,0
don't,don't,s,DenyDisclaim,0
I,i,s,FirstPer,0
know,know,c,Confidence,0
?,?,s,Question,0
--,--,s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
the,the,s,Confidence,1
Buxom,buxom,s,PersonProperty,0
black,black,s,SenseObject,0
Widow,widow,s,SenseObject,1
in,in,s,,0
the,the,s,,0
Poultry,poultry,s,SenseObject,0
--,--,s,,0
800,800,s,Numbers,0
l,l,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
a,a,n,TimeDuration,0
Year,year,s,TimeDuration,1
Jointure,jointure,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
20000,20000,s,UNRECOGNIZED,0
l,l,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
in,in,s,,0
Money,money,c,AbstractConcepts,0
.,.,s,,0
A,a,s,,0
hah,hah,c,OralCues,0
!,!,s,,0
Old,old,s,SenseProperty,0
Trap,trap,nnn,SenseObject,0
Say,say,s,Citations,0
you,you,s,DirectAddress,0
so,so,c,DirectAddress,1
",",",",s,,0
In,in,s,StandardsPos,0
Faith,faith,c,StandardsPos,1
:,:,s,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
we'll,we'll,s,ProjectAhead,0
remember,remember,s,ProjectBack,0
the,the,s,ProjectBack,1
Widow,widow,c,PersonProperty,0
:,:,s,,0
I,i,s,SelfDisclosure,0
know,know,s,SelfDisclosure,1
where,where,s,SelfDisclosure,2
abouts,abouts,s,UNRECOGNIZED,0
you,you,n,DirectAddress,0
are,are,c,DirectAddress,1
:,:,s,,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
to,to,s,,0
the,the,s,PersonProperty,0
Widow,widow,s,PersonProperty,1
--,--,nnn,,0
No,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
indeed,indeed,c,Intensity,0
.,.,nnn,Question,0
What,what,c,Question,1
",",",",s,Question,2
the,the,s,PersonProperty,0
Widows,widows,s,PersonProperty,1
Health,health,c,StandardsPos,0
;,;,s,,0
give,give,s,ReportingEvents,0
it,it,s,ReportingEvents,1
him,him,s,PersonPronoun,0
--,--,s,,0
off,off,s,Negativity,0
with,with,s,Negativity,1
it,it,c,,0
:,:,nn,,0
A,a,s,,0
Lovely,lovely,s,Positivity,0
Girl,girl,c,PersonProperty,0
",",",",s,,0
In,in,s,StandardsPos,0
Faith,faith,c,StandardsPos,1
",",",",s,,0
black,black,s,SenseProperty,0
sparkling,sparkling,s,SenseProperty,0
Eyes,eyes,c,SenseObject,0
",",",",s,,0
soft,soft,s,SenseProperty,0
pouting,pouting,s,Negativity,0
Ruby-Lips,ruby-lips,c,UNRECOGNIZED,0
!,!,s,,0
better,better,n,Comparison,0
sealing,sealing,s,SenseObject,0
there,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
than,than,s,Comparison,0
a,a,s,Comparison,1
Bond,bond,s,AbstractConcepts,0
for,for,s,,0
a,a,s,,0
Million,million,c,Numbers,0
",",",",s,,0
hah,hah,nnn,OralCues,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",s,OralCues,1
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
such,such,s,Intensity,0
thing,thing,c,Uncertainty,0
",",",",s,,0
we'd,we'd,s,Insist,0
better,better,s,Insist,1
mind,mind,s,SubjectivePercept,0
our,our,s,Inclusive,0
business,business,c,AbstractConcepts,0
.,.,s,,0
--,--,s,,0
You're,you're,s,DirectAddress,0
a,a,s,PersonProperty,0
Wag,wag,c,PersonProperty,1
.,.,nnn,,0
No,no,s,DenyDisclaim,0
faith,faith,c,StandardsPos,0
",",",",s,,0
we'll,we'll,s,ProjectAhead,0
mind,mind,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
Widow's,widow's,s,PersonProperty,0
business,business,c,AbstractConcepts,0
",",",",s,,0
fill,fill,s,,0
again,again,c,RecurringEvents,0
.,.,s,,0
--,--,s,,0
Pretty,pretty,s,SubjectivePercept,0
round,round,s,SenseProperty,0
heaving,heaving,n,Motions,0
Breasts,breasts,c,SenseObject,0
",",",",s,,0
--,--,s,,0
a,a,s,,0
Barbary,barbary,s,,0
shape,shape,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
Jut,jut,s,SpaceRelation,0
with,with,s,,0
her,her,s,PersonPronoun,0
Bum,bum,c,Negativity,0
",",",",s,,0
would,would,s,ProjectBack,0
stir,stir,s,Motions,0
an,an,s,,0
Anchoret,anchoret,c,UNRECOGNIZED,0
:,:,n,,0
And,and,s,,0
the,the,s,Positivity,0
prettiest,prettiest,s,Positivity,1
Foot,foot,c,SenseObject,0
!,!,s,,0
Oh,oh,s,OralCues,0
if,if,s,Contingency,0
a,a,s,Contingency,1
Man,man,s,PersonProperty,0
could,could,s,Contingency,0
but,but,s,Resistance,0
fasten,fasten,s,Motions,0
his,his,s,PersonPronoun,0
Eyes,eyes,s,SenseObject,0
to,to,s,PersonPronoun,0
her,her,s,PersonPronoun,1
Feet,feet,c,SenseObject,0
",",",",s,,0
as,as,n,TimeDuration,0
they,they,s,TimeDuration,1
steal,steal,s,SubjectivePercept,0
in,in,s,SubjectivePercept,1
and,and,s,,0
out,out,c,,0
",",",",s,,0
and,and,s,,0
play,play,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
Bo-peep,bo-peep,s,SenseProperty,0
under,under,s,,0
her,her,s,PersonPronoun,0
Petticoats,petticoats,c,SenseObject,0
",",",",s,,0
ah,ah,c,OralCues,0
!,!,s,,0
Mr,mr,c,PersonProperty,0
.,.,n,PersonProperty,1
Trapland,trapland,nnn,UNRECOGNIZED,0
Verily,verily,c,Confidence,0
",",",",s,,0
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
a,a,s,ReportingEvents,2
Glass,glass,c,SenseObject,0
",",",",s,,0
--,--,s,,0
you're,you're,s,DirectAddress,0
a,a,s,PersonProperty,0
Wag,wag,c,PersonProperty,1
",",",",s,,0
--,--,s,,0
and,and,s,Immediacy,0
here,here,s,Immediacy,1
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
the,the,s,PersonProperty,0
Widow,widow,c,PersonProperty,1
.,.,nnn,,0
He,he,s,PersonPronoun,0
begins,begins,s,Sequence,0
to,to,s,Sequence,1
Chuckle,chuckle,c,Positivity,0
;,;,s,,0
--,--,s,,0
ply,ply,s,ReportingEvents,0
him,him,s,PersonPronoun,0
close,close,c,Motions,0
",",",",s,,0
or,or,s,,0
he,he,s,PersonPronoun,0
will,will,s,Fear,0
relapse,relapse,s,Fear,1
into,into,s,Transformation,0
a,a,s,Transformation,1
Dun,dun,c,SenseObject,0
.,.,nnn,,0
By,by,s,Request,0
your,your,s,Request,1
leave,leave,c,Request,2
",",",",s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
--,--,s,,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Trapland,trapland,c,UNRECOGNIZED,0
",",",",s,,0
if,if,s,Contingency,0
we,we,s,Insist,0
must,must,s,Insist,1
do,do,s,ReportingEvents,0
our,our,s,ReportingEvents,1
Office,office,c,ReportingEvents,2
",",",",s,,0
tell,tell,s,Citations,0
us,us,c,Citations,1
.,.,n,,0
--,--,s,,0
We,we,s,Inclusive,0
have,have,s,Inclusive,1
half,half,s,Numbers,0
a,a,s,Numbers,1
dozen,dozen,s,Numbers,2
Gentlemen,gentlemen,s,Positivity,0
to,to,s,,0
Arrest,arrest,s,ReportingEvents,0
in,in,s,,0
Pall,pall,s,Negativity,0
Mall,mall,s,SenseObject,0
and,and,s,,0
Covent,covent,s,UNRECOGNIZED,0
Garden,garden,c,SenseObject,0
;,;,s,,0
and,and,n,,0
if,if,s,Contingency,0
we,we,s,,0
don't,don't,s,DenyDisclaim,0
make,make,s,SubjectiveTime,0
haste,haste,c,SubjectiveTime,1
",",",",s,,0
the,the,s,,0
Chairmen,chairmen,s,PersonProperty,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
abroad,abroad,c,SceneShift,0
",",",",s,,0
and,and,s,,0
block,block,s,Resistance,0
up,up,s,Resistance,1
the,the,n,,0
Chocolate-Houses,chocolate-houses,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
our,our,s,Inclusive,0
labor's,labor's,s,UNRECOGNIZED,0
lost,lost,nnn,Negativity,0
',',c,,0
Udso,udso,s,UNRECOGNIZED,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
true,true,c,Concessive,0
",",",",s,Concessive,1
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Valentine,valentine,s,Positivity,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
Mirth,mirth,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
business,business,s,AbstractConcepts,0
must,must,s,Insist,0
be,be,s,ReportingStates,0
done,done,c,ReportingStates,0
",",",",s,ReportingStates,1
are,are,n,DirectAddress,0
you,you,s,DirectAddress,1
ready,ready,s,ProjectAhead,0
to,to,s,ProjectAhead,1
--,--,nnn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
your,your,s,DirectAddress,0
Father's,father's,s,PersonProperty,0
Steward,steward,s,PersonProperty,0
says,says,s,Citations,0
he,he,s,PersonPronoun,0
comes,comes,s,ReportingEvents,0
to,to,s,,0
make,make,s,ReportingEvents,0
Proposals,proposals,s,ProjectAhead,0
concerning,concerning,s,DirectAddress,0
your,your,n,DirectAddress,1
Debts,debts,nnn,Negativity,0
Bid,bid,s,ReportingEvents,0
him,him,s,ReportingEvents,1
come,come,s,ReportingEvents,0
in,in,c,ReportingEvents,1
:,:,s,,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Trapland,trapland,c,UNRECOGNIZED,0
",",",",s,,0
send,send,s,SceneShift,0
away,away,s,SceneShift,1
your,your,s,DirectAddress,0
Officer,officer,c,PersonProperty,0
",",",",s,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
have,have,s,ReportingEvents,0
an,an,n,ReportingEvents,1
answer,answer,s,Specifiers,0
presently,presently,nnn,TimeShift,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Snap,snap,s,Motions,0
stay,stay,s,TimeDuration,0
within,within,s,SpaceRelation,0
Call,call,c,SpaceRelation,1
.,.,nnn,Immediacy,0
Here,here,s,Immediacy,1
Is,is,s,Immediacy,2
a,a,s,Immediacy,3
Dog,dog,s,SenseObject,0
now,now,c,Updates,0
",",",",s,Updates,1
a,a,s,,0
Traitor,traitor,s,StandardsNeg,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
Wine,wine,c,SenseObject,0
",",",",s,,0
Sirrah,sirrah,s,Negativity,0
refund,refund,s,RecurringEvents,0
the,the,s,SenseObject,0
Sack,sack,c,SenseObject,1
:,:,s,,0
Jeremy,jeremy,s,UNRECOGNIZED,0
fetch,fetch,n,Motions,0
him,him,s,PersonPronoun,0
some,some,s,Uncertainty,0
warm,warm,s,SenseProperty,0
water,water,c,SenseProperty,1
",",",",s,,0
or,or,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
rip,rip,s,Motions,0
up,up,s,Motions,1
his,his,s,Motions,2
Stomach,stomach,c,SenseObject,0
",",",",s,,0
and,and,s,,0
go,go,s,ReportingEvents,0
the,the,s,,0
shortest,shortest,s,SubjectivePercept,0
way,way,s,SubjectivePercept,1
to,to,s,,0
his,his,n,PersonPronoun,0
Conscience,conscience,nnn,StandardsPos,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Scandal,scandal,c,Negativity,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
Uncivil,uncivil,c,Negativity,0
;,;,s,,0
I,i,s,FirstPer,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
value,value,s,StandardsPos,0
your,your,s,DirectAddress,0
Sack,sack,c,SenseObject,0
;,;,s,Resistance,0
but,but,s,Resistance,1
you,you,s,Confront,0
cannot,cannot,s,Confront,1
expect,expect,n,ProjectAhead,0
it,it,s,,0
again,again,c,RecurringEvents,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
have,have,s,,0
drank,drank,s,ReportingEvents,0
it,it,nnn,,0
And,and,s,,0
how,how,s,Confront,0
do,do,s,Confront,1
you,you,s,Confront,2
expect,expect,s,Confront,3
to,to,s,Confront,4
have,have,s,DirectAddress,0
your,your,s,DirectAddress,1
Money,money,s,AbstractConcepts,0
again,again,c,RecurringEvents,0
",",",",s,,0
when,when,s,,0
a,a,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
has,has,s,,0
spent,spent,s,ReportingEvents,0
it,it,c,,0
?,?,nnn,Question,0
You,you,s,Insist,0
need,need,s,Insist,1
say,say,s,Resistance,0
no,no,s,Resistance,1
more,more,c,Comparison,0
",",",",s,,0
I,i,s,FirstPer,0
understand,understand,s,PrivateThinking,0
the,the,s,PrivateThinking,1
Conditions,conditions,c,AbstractConcepts,0
;,;,s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
very,very,s,Intensity,0
hard,hard,c,Intensity,1
",",",",s,Resistance,0
but,but,s,Resistance,1
my,my,n,FirstPer,0
Necessity,necessity,s,Insist,0
is,is,s,Intensity,0
very,very,s,Intensity,1
pressing,pressing,c,Motions,0
",",",",s,,0
I,i,s,Self_Promise,0
agree,agree,s,Self_Promise,1
to,to,s,Self_Promise,2
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,,0
take,take,s,ReportingEvents,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Trapland,trapland,s,UNRECOGNIZED,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
and,and,s,,0
let,let,n,ReportingEvents,0
him,him,s,ReportingEvents,1
draw,draw,s,Motions,0
the,the,s,GenericEvents,0
Writing,writing,s,GenericEvents,1
--,--,s,,0
Mr,mr,c,PersonProperty,0
.,.,s,PersonProperty,1
Trapland,trapland,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
this,this,s,,0
Man,man,c,PersonProperty,0
",",",",s,,0
he,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
satisfy,satisfy,s,StandardsPos,0
you,you,nnn,DirectAddress,0
Sincerely,sincerely,c,Disclosure,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
loath,loath,s,Negative_Relation,0
to,to,s,Negative_Relation,1
be,be,s,ReasonForward,0
thus,thus,s,ReasonForward,1
pressing,pressing,c,Motions,0
",",",",s,Resistance,0
but,but,s,Resistance,1
my,my,s,FirstPer,0
necessity,necessity,c,Insist,0
.,.,nnn,,0
No,no,s,DenyDisclaim,0
