GAllants,gallants,s,SubjectivePercept,0
refuses,refuses,s,Resistance,0
you,you,c,DirectAddress,0
.,.,nnn,,0
Agreed,agreed,c,ReportingStates,0
.,.,nnn,ReportingStates,1
Oh,oh,c,OralCues,0
!,!,s,,0
here,here,s,SpaceRelation,0
he,he,s,PersonPronoun,0
comes,comes,s,ReportingEvents,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
purpose,purpose,c,ProjectAhead,0
.,.,s,Imperative,0
Master,master,s,Imperative,1
Cleverwit,cleverwit,c,UNRECOGNIZED,0
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
love,love,s,Positivity,0
my,my,s,Autobio,0
Daughter,daughter,c,Autobio,1
?,?,nnn,Question,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
once,once,s,TimeShift,0
Sir,sir,c,PersonProperty,0
.,.,nnn,Request,0
Would,would,s,Request,1
you,you,s,Request,2
have,have,s,Cause,0
her,her,s,Cause,1
still,still,c,Updates,0
?,?,nnn,Question,0
You,you,s,DirectAddress,0
discharged,discharged,s,ReportingEvents,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
do,do,s,DenyDisclaim,1
her,her,s,PersonPronoun,0
that,that,s,,0
wrong,wrong,c,StandardsNeg,0
",",",",s,,0
(,(,c,,0
since,since,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
provided,provided,n,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
Knight,knight,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
richer,richer,s,Comparison,0
man,man,s,PersonProperty,0
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
Husband,husband,c,PersonProperty,0
),),s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
her,her,s,PersonPronoun,0
hindrance,hindrance,nnn,Resistance,0
La,la,s,AbstractConcepts,0
you,you,s,DirectAddress,0
there,there,c,,0
;,;,s,,0
I,i,s,FirstPer,0
told,told,s,DirectAddress,0
you,you,s,DirectAddress,1
so,so,c,Intensity,0
.,.,nnn,Intensity,1
False,false,s,StandardsNeg,0
man,man,c,PersonProperty,0
!,!,nnn,,0
Besides,besides,c,Specifiers,0
",",",",s,Specifiers,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
I,i,s,FirstPer,0
told,told,s,DirectAddress,0
you,you,s,DirectAddress,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
engaged,engaged,s,ReportingEvents,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
elsewhere,elsewhere,c,SpaceRelation,0
.,.,nnn,,0
Oh,oh,s,OralCues,0
heavens,heavens,c,Positivity,0
!,!,s,,0
am,am,s,Question,0
I,i,s,Question,1
then,then,s,,0
forsaken,forsaken,c,Negativity,0
?,?,nnn,Question,0
Yes,yes,s,DirectAddress,0
indeed,indeed,c,Intensity,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Simon,simon,s,,0
will,will,s,PredictedFuture,0
down,down,s,,0
with,with,s,DirectAddress,0
you,you,s,DirectAddress,1
anon,anon,s,ProjectAhead,0
as,as,s,Comparison,0
much,much,s,Comparison,1
a,a,s,Comparison,2
fool,fool,s,Negativity,0
as,as,s,TimeDuration,0
he,he,s,TimeDuration,1
is,is,c,TimeDuration,2
.,.,nnn,Metadiscourse,0
Besides,besides,c,Metadiscourse,1
",",",",s,Metadiscourse,2
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
so,so,s,,0
entire,entire,s,Intensity,0
a,a,s,Positivity,0
friendship,friendship,s,Positivity,1
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
that,that,s,,0
did,did,s,Question,0
I,i,s,Question,1
love,love,s,Positivity,0
her,her,s,PersonPronoun,0
still,still,s,SenseProperty,0
as,as,n,SenseProperty,1
once,once,s,Immediacy,0
I,i,s,Immediacy,1
did,did,c,ReportingStates,0
",",",",s,ReportingStates,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
refuse,refuse,s,Resistance,0
her,her,s,PersonPronoun,0
though,though,s,Concessive,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
double,double,s,,0
her,her,s,PersonPronoun,0
portion,portion,c,SenseObject,0
",",",",s,,0
and,and,s,,0
say,say,s,Citations,0
take,take,n,ReportingEvents,0
her,her,c,ReportingEvents,1
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
judge,judge,s,PrivateThinking,0
it,it,s,,0
convenient,convenient,nnn,StandardsPos,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
worthy,worthy,s,StandardsPos,0
person,person,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
good,good,s,StandardsPos,0
friend,friend,c,StandardsPos,1
;,;,s,,0
and,and,s,,0
truly,truly,s,Intensity,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
had,had,s,ProjectBack,0
you,you,s,DirectAddress,0
not,not,n,DenyDisclaim,0
told,told,s,Citations,0
me,me,s,Citations,1
your,your,s,DirectAddress,0
Father,father,s,PersonProperty,0
was,was,s,ProjectBack,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
Gentleman,gentleman,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
a,a,s,,0
Citizen,citizen,c,CommonAuthorities,0
",",",",s,,0
you,you,s,ReasonBackward,0
should,should,s,ReasonBackward,1
have,have,s,ReasonBackward,2
had,had,s,ReasonBackward,3
her,her,n,PersonPronoun,0
before,before,s,Sequence,0
any,any,s,,0
man,man,nnn,PersonProperty,0
I,i,s,Acknowledge,0
thank,thank,s,Acknowledge,1
you,you,s,Acknowledge,2
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
Now,now,s,Immediacy,0
Master,master,s,PersonProperty,0
Cleverwit,cleverwit,s,UNRECOGNIZED,0
pray,pray,s,Intensity,0
be,be,s,ReportingStates,0
you,you,s,DirectAddress,0
Judge,judge,c,PrivateThinking,0
;,;,s,,0
ought,ought,s,Insist,0
not,not,s,Insist,1
my,my,s,Autobio,0
Daughter,daughter,s,Autobio,1
to,to,s,,0
marry,marry,s,Positivity,0
Sir,sir,n,PersonProperty,0
Simon,simon,nnn,,0
Without,without,s,Confidence,0
doubt,doubt,c,Confidence,1
:,:,s,,0
he,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
Knight,knight,c,PersonProperty,0
?,?,nnn,Question,0
Yes,yes,s,OralCues,0
Sir,sir,c,OralCues,1
.,.,nnn,,0
He,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
fool,fool,s,Negativity,0
too,too,c,,0
?,?,nnn,Question,0
A,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
shallow,shallow,s,SenseProperty,0
my,my,s,FirstPer,0
Brother,brother,s,PersonProperty,0
writes,writes,s,ReportingEvents,0
me,me,s,FirstPer,0
word,word,c,LangRef,0
",",",",s,Resistance,0
but,but,s,Resistance,1
that,that,s,Resistance,2
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
blot,blot,s,SenseObject,0
in,in,s,Specifiers,0
many,many,s,Specifiers,1
a,a,n,,0
Knights,knights,s,PersonProperty,0
Escutcheon,escutcheon,nnn,SenseObject,0
So,so,s,Positivity,0
much,much,s,Positivity,1
the,the,s,Positivity,2
better,better,s,Positivity,3
for,for,s,SubjectivePercept,0
her,her,c,SubjectivePercept,1
.,.,nnn,,0
Aye,aye,s,OralCues,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
as,as,s,Specifiers,0
how,how,c,Specifiers,1
?,?,nnn,Question,0
She,she,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
wedds,wedds,s,UNRECOGNIZED,0
a,a,s,Negativity,0
Fool,fool,c,Negativity,1
",",",",s,,0
marries,marries,s,Biographical_Time,0
her,her,s,SubjectivePercept,0
self,self,s,SubjectivePercept,1
to,to,s,,0
his,his,s,PersonPronoun,0
Estate,estate,s,AbstractConcepts,0
--,--,s,,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
have,have,s,PredictedFuture,1
all,all,c,PredictedFuture,2
",",",",s,,0
do,do,n,Generalization,0
all,all,c,Generalization,1
",",",",s,,0
dispose,dispose,s,ReportingEvents,0
of,of,s,ReportingEvents,1
all,all,c,,0
",",",",s,,0
and,and,s,,0
rule,rule,s,AbstractConcepts,0
the,the,s,SenseObject,0
roast,roast,s,SenseObject,1
as,as,s,TimeDuration,0
long,long,s,TimeDuration,1
as,as,s,TimeDuration,2
she,she,s,Neutral_Attribution,0
lives,lives,nnn,Neutral_Attribution,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
one,one,s,Numbers,0
without,without,s,Contingency,0
would,would,s,ProjectBack,0
speak,speak,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,c,DirectAddress,0
.,.,nnn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
with,with,s,PredictedFuture,2
you,you,s,DirectAddress,0
again,again,s,DirectAddress,1
presently,presently,c,TimeShift,0
;,;,s,,0
in,in,s,,0
the,the,s,,0
mean,mean,s,AbstractConcepts,0
time,time,s,AbstractConcepts,1
pray,pray,s,Intensity,0
take,take,s,ReportingEvents,0
some,some,s,Uncertainty,0
pains,pains,s,SenseProperty,0
with,with,n,Specifiers,0
the,the,s,Specifiers,1
baggage,baggage,c,SenseObject,0
;,;,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
powerful,powerful,s,Positivity,0
reasons,reasons,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
can,can,s,Contingency,0
persuade,persuade,nnn,ReportingEvents,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
labor,labor,s,AbstractConcepts,0
to,to,s,,0
serve,serve,s,ReportingEvents,0
you,you,s,DirectAddress,0
--,--,s,,0
but,but,s,Resistance,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
first,first,s,Sequence,0
--,--,nnn,,0
Perfidious,perfidious,s,StandardsNeg,0
man,man,c,PersonProperty,0
!,!,s,,0
is,is,s,Question,0
it,it,s,Question,1
thus,thus,s,ReasonForward,0
you,you,s,DirectAddress,0
use,use,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Maid,maid,s,PersonProperty,0
that,that,s,,0
loved,loved,s,Positivity,0
you,you,c,DirectAddress,0
?,?,s,Question,0
was,was,s,ProjectBack,0
it,it,s,,0
not,not,s,DenyDisclaim,0
crime,crime,n,StandardsNeg,0
enough,enough,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
be,be,s,ReportingStates,0
unconstant,unconstant,s,UNRECOGNIZED,0
to,to,s,,0
deprive,deprive,s,StandardsNeg,0
me,me,s,FirstPer,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,c,SubjectivePercept,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
condemn,condemn,s,Negative_Relation,0
me,me,s,FirstPer,0
with,with,s,DirectAddress,0
your,your,n,DirectAddress,1
own,own,s,DirectAddress,2
mouth,mouth,s,SpaceRelation,0
to,to,s,SpaceRelation,1
marry,marry,s,Positivity,0
one,one,s,Numbers,0
I,i,s,Autobio,0
never,never,s,Autobio,1
can,can,s,Contingency,0
love,love,nnn,Positivity,0
Ah,ah,s,OralCues,0
I,i,c,FirstPer,0
",",",",s,,0
Lucia,lucia,c,UNRECOGNIZED,0
!,!,nnn,,0
Nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
this,this,s,,0
proof,proof,s,Confidence,0
of,of,s,Confidence,1
your,your,s,DirectAddress,0
hatred,hatred,s,Negativity,0
can,can,s,Contingency,0
dispossess,dispossess,s,StandardsNeg,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
of,of,s,StandardsPos,0
Love,love,c,StandardsPos,1
.,.,s,Resistance,0
But,but,s,Resistance,1
I,i,n,FirstPer,0
will,will,s,PredictedFuture,0
dye,dye,s,SenseObject,0
rather,rather,s,Substitution,0
than,than,s,Substitution,1
let,let,s,ReportingEvents,0
it,it,s,,0
return,return,s,RecurringEvents,0
though,though,s,Concessive,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
be,be,s,ReportingStates,0
constant,constant,nnn,RecurringEvents,0
Now,now,s,Updates,0
is,is,s,Updates,1
the,the,s,Updates,2
time,time,s,Updates,3
to,to,s,,0
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
--,--,nnn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
to,to,s,,0
make,make,s,ReportingEvents,0
the,the,s,SenseObject,0
wound,wound,s,SenseObject,1
mortal,mortal,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
hear,hear,s,SpaceRelation,0
no,no,s,DenyDisclaim,0
cause,cause,s,Cause,0
of,of,s,Cause,1
your,your,s,DirectAddress,0
infidelity,infidelity,c,StandardsNeg,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
can,can,n,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
just,just,s,Intensity,0
pretense,pretense,c,SubjectivePercept,0
:,:,s,,0
farewell,farewell,c,SceneShift,0
",",",",s,,0
farewell,farewell,nnn,SceneShift,0
Lucia,lucia,s,UNRECOGNIZED,0
stay,stay,c,TimeDuration,0
.,.,nnn,Question,0
Why,why,s,Question,1
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
hold,hold,s,,0
me,me,c,FirstPer,0
?,?,nnn,Question,0
Hear,hear,s,SpaceRelation,0
me,me,c,FirstPer,0
",",",",s,,0
speak,speak,c,ReportingEvents,0
",",",",s,,0
or,or,s,,0
if,if,s,Contingency,0
you,you,s,Insist,0
needs,needs,s,Insist,1
will,will,s,PredictedFuture,0
go,go,c,ReportingEvents,0
",",",",s,,0
go,go,s,ReportingEvents,0
undeceived,undeceived,c,StandardsPos,0
.,.,nnn,Imperative,0
Speak,speak,s,Imperative,1
then,then,s,ReasonForward,0
what,what,s,ReasonForward,1
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
say,say,s,Citations,0
in,in,s,,0
as,as,s,Exceptions,0
few,few,s,Exceptions,1
words,words,s,LangRef,0
as,as,s,Contingency,0
you,you,s,Contingency,1
can,can,c,Contingency,2
.,.,nnn,,0
My,my,s,FirstPer,0
inconstancy,inconstancy,c,StandardsNeg,0
",",",",s,,0
dearest,dearest,s,Positivity,0
Lucia,lucia,c,UNRECOGNIZED,0
",",",",s,,0
was,was,s,ProjectBack,0
but,but,s,ProjectBack,1
feigned,feigned,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
a,a,s,Resemblances,0
disguise,disguise,s,Resemblances,1
to,to,s,,0
carry,carry,s,ReportingEvents,0
on,on,s,ReportingEvents,1
a,a,n,,0
plot,plot,s,LangRef,0
laid,laid,s,ReportingEvents,0
to,to,s,,0
divert,divert,s,ReportingEvents,0
your,your,s,DirectAddress,0
expected,expected,s,ProjectAhead,0
Lover,lover,c,Positivity,0
",",",",s,,0
and,and,s,,0
preserve,preserve,s,ProjectAhead,0
you,you,s,DirectAddress,0
mine,mine,nnn,FirstPer,0
You,you,s,DirectAddress,0
maintained,maintained,s,,0
your,your,s,DirectAddress,0
Rivals,rivals,s,Resistance,0
cause,cause,c,Cause,0
",",",",s,,0
and,and,s,,0
soothed,soothed,s,ReportingEvents,0
my,my,s,Autobio,0
father,father,s,Autobio,1
in,in,s,Specifiers,0
his,his,s,Specifiers,1
injustice,injustice,c,StandardsNeg,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
have,have,c,SelfDisclosure,1
",",",",s,,0
ere,ere,s,ProjectBack,0
since,since,s,,0
I,i,s,FirstPer,0
heard,heard,s,Updates,0
the,the,s,Updates,0
news,news,s,Updates,1
of,of,s,Updates,2
your,your,s,DirectAddress,0
new,new,s,,0
Lover,lover,c,Positivity,0
",",",",s,,0
prepared,prepared,s,ProjectAhead,0
him,him,s,ProjectAhead,1
for,for,s,ProjectAhead,2
this,this,n,,0
revolt,revolt,c,Resistance,0
:,:,s,,0
long,long,s,ProjectBack,0
since,since,s,ProjectBack,1
I,i,s,FirstPer,0
declared,declared,s,Citations,0
to,to,s,PersonPronoun,0
him,him,s,PersonPronoun,1
I,i,s,Autobio,0
was,was,s,Autobio,1
engaged,engaged,s,ReportingEvents,0
to,to,s,,0
another,another,c,Specifiers,0
",",",",s,,0
and,and,s,,0
showed,showed,s,ReportingEvents,0
this,this,n,,0
compliance,compliance,c,CommonAuthorities,0
",",",",s,,0
that,that,s,,0
he,he,s,PersonPronoun,0
might,might,s,Contingency,0
not,not,s,DenyDisclaim,0
suspect,suspect,s,Negativity,0
fire,fire,s,SenseObject,0
hid,hid,s,ReportingEvents,0
under,under,s,SpaceRelation,0
the,the,s,SpaceRelation,1
ashes,ashes,nnn,SenseObject,0
If,if,s,Contingency,0
this,this,s,,0
be,be,s,ReportingStates,0
true,true,c,Concessive,0
",",",",s,Concessive,1
make,make,s,ReportingEvents,0
use,use,s,ReportingEvents,1
of,of,s,ReportingEvents,2
these,these,s,Immediacy,0
few,few,s,SubjectivePercept,0
minutes,minutes,s,,0
to,to,s,,0
inform,inform,s,ReportingEvents,0
me,me,s,FirstPer,0
what,what,s,,0
inventions,inventions,n,StandardsPos,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
framed,framed,s,ReportingEvents,0
to,to,s,,0
divert,divert,s,ReportingEvents,0
this,this,s,,0
unlucky,unlucky,s,Negativity,0
marriage,marriage,nnn,CommonAuthorities,0
Be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
inquisitive,inquisitive,s,Curiosity,0
to,to,s,Curiosity,0
know,know,s,Curiosity,1
what,what,s,Curiosity,2
tricks,tricks,s,SubjectivePercept,0
we,we,s,,0
mean,mean,s,ProjectAhead,0
to,to,s,ProjectAhead,1
play,play,c,ReportingEvents,0
;,;,s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
as,as,s,Resemblances,0
in,in,n,Resemblances,1
Comedies,comedies,s,Positivity,0
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
divertisement,divertisement,s,UNRECOGNIZED,0
of,of,s,,0
the,the,s,,0
surprise,surprise,c,PrivateThinking,0
;,;,s,,0
let,let,s,ReportingEvents,0
it,it,s,,0
suffice,suffice,s,StandardsPos,0
to,to,s,StandardsPos,1
tell,tell,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,,0
Trickmore,trickmore,s,UNRECOGNIZED,0
is,is,s,Updates,0
the,the,s,Updates,1
main,main,s,Updates,2
engine,engine,c,SenseObject,0
.,.,s,,0
I,i,s,FirstPer,0
sent,sent,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
last,last,s,ProjectBack,0
night,night,s,ProjectBack,1
to,to,s,ProjectAhead,0
stay,stay,s,ProjectAhead,1
at,at,s,ProjectAhead,2
the,the,s,,0
Inn,inn,s,SenseObject,0
where,where,n,,0
the,the,s,PersonProperty,0
Coach,coach,s,PersonProperty,1
lies,lies,c,,0
",",",",s,,0
to,to,s,,0
take,take,s,ReportingEvents,0
a,a,s,ReportingEvents,1
strict,strict,s,CommonAuthorities,0
view,view,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
him,him,s,PersonPronoun,0
and,and,s,,0
his,his,s,PersonPronoun,0
Retinue,retinue,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
to,to,s,,0
make,make,s,ReportingEvents,0
as,as,n,,0
great,great,s,Intensity,0
a,a,s,Innovations,0
discovery,discovery,s,Innovations,1
of,of,s,Innovations,2
our,our,s,Inclusive,0
Knight,knight,s,StandardsNeg,0
Errant,errant,s,StandardsNeg,1
as,as,s,Contingency,0
he,he,s,Contingency,1
can,can,c,Contingency,2
",",",",s,,0
that,that,s,Inclusive,0
we,we,s,Inclusive,1
may,may,s,Contingency,0
the,the,s,Positivity,0
better,better,s,Positivity,1
know,know,n,StandardsPos,0
how,how,s,StandardsPos,1
to,to,s,StandardsPos,2
manage,manage,s,ReportingEvents,0
him,him,nnn,ReportingEvents,1
My,my,s,Autobio,0
Father,father,s,Autobio,1
returns,returns,c,RecurringEvents,0
.,.,s,,0
--,--,nnn,,0
A,a,s,PersonProperty,0
Daughters,daughters,s,PersonProperty,1
reputation,reputation,s,CommonAuthorities,0
is,is,s,ReportingStates,0
safe,safe,s,StandardsPos,0
no,no,s,Comparison,0
longer,longer,s,Comparison,1
than,than,s,Comparison,2
her,her,s,PersonPronoun,0
obedience,obedience,s,CommonAuthorities,0
continues,continues,c,TimeDuration,0
",",",",s,,0
and,and,s,,0
a,a,n,PersonProperty,0
Daughter,daughter,s,PersonProperty,1
ought,ought,s,Insist,0
not,not,s,Insist,1
to,to,s,,0
regard,regard,s,PrivateThinking,0
whether,whether,s,Contingency,0
her,her,s,PersonPronoun,0
Husband,husband,s,PersonProperty,0
be,be,s,ReportingStates,0
handsome,handsome,s,Positivity,0
or,or,s,,0
wise,wise,c,StandardsPos,0
",",",",s,,0
when,when,s,,0
a,a,n,PersonProperty,0
Parent,parent,s,PersonProperty,1
commands,commands,c,CommonAuthorities,0
:,:,s,,0
Riches,riches,c,Positivity,0
",",",",s,,0
and,and,s,,0
Gentility,gentility,s,PersonProperty,0
are,are,s,ReportingStates,0
above,above,s,SpaceRelation,0
Youth,youth,s,AbstractConcepts,0
and,and,s,,0
Beauty,beauty,c,StandardsPos,0
*,*,s,,0
they,they,s,,0
fade,fade,s,SenseProperty,0
in,in,n,SenseProperty,1
the,the,s,,0
marriage,marriage,s,AbstractConcepts,0
bed,bed,c,AbstractConcepts,1
",",",",s,,0
the,the,s,Specifiers,0
other,other,s,Specifiers,1
accompany,accompany,s,SpaceRelation,0
you,you,s,DirectAddress,0
to,to,s,Negativity,0
the,the,s,Negativity,1
grave,grave,c,Negativity,2
",",",",s,,0
and,and,s,,0
descend,descend,s,SceneShift,0
to,to,n,SceneShift,1
posterity,posterity,nnn,CommonAuthorities,0
Oh,oh,s,OralCues,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
good,good,s,StandardsPos,0
man,man,c,StandardsPos,1
",",",",s,,0
you,you,s,DirectAddress,0
speak,speak,s,ReportingEvents,0
admirable,admirable,s,StandardsPos,0
things,things,c,Uncertainty,0
.,.,nnn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
almost,almost,s,SubjectivePercept,0
prevailed,prevailed,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
brought,brought,s,ReportingEvents,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
little,little,s,SenseProperty,0
more,more,n,Comparison,0
counsel,counsel,s,PersonProperty,0
to,to,s,,0
obey,obey,s,CommonAuthorities,0
you,you,nnn,DirectAddress,0
How,how,s,,0
happy,happy,s,Positivity,0
is,is,s,ReportingStates,0
our,our,s,Inclusive,0
Family,family,s,,0
in,in,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Specifiers,2
friend,friend,c,StandardsPos,0
",",",",s,,0
how,how,s,,0
pleased,pleased,s,Positivity,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
you,you,s,DirectAddress,0
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
hopes,hopes,s,Positivity,0
I,i,n,Metadiscourse,0
shall,shall,s,Metadiscourse,1
see,see,s,,0
my,my,s,Autobio,0
Daughter,daughter,s,Autobio,1
a,a,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
to,to,s,,0
night,night,s,,0
and,and,s,,0
that,that,s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Knight,knight,s,PersonProperty,0
for,for,s,,0
my,my,n,FirstPer,0
Son-in-Law,son-in-law,nnn,PersonProperty,0
But,but,s,Resistance,0
can,can,s,Contingency,0
it,it,s,Contingency,0
be,be,s,Contingency,1
to,to,s,,0
night,night,c,,0
?,?,nnn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
Sir,sir,s,PersonProperty,0
Simon,simon,s,,0
arrived,arrived,s,ReportingEvents,0
late,late,s,SubjectiveTime,0
last,last,s,ProjectBack,0
night,night,c,ProjectBack,1
",",",",s,,0
and,and,s,,0
sent,sent,s,ReportingEvents,0
me,me,s,FirstPer,0
word,word,s,LangRef,0
just,just,s,Immediacy,0
now,now,c,Immediacy,1
",",",",s,,0
that,that,s,PredictedFuture,0
he,he,n,PredictedFuture,1
will,will,s,PredictedFuture,2
be,be,s,SpaceRelation,0
here,here,s,SpaceRelation,1
within,within,s,Specifiers,0
this,this,s,Specifiers,1
hour,hour,c,TimeDuration,0
",",",",s,,0
or,or,s,,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
more,more,c,Comparison,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
immediately,immediately,s,Immediacy,0
take,take,s,ReportingEvents,0
Coach,coach,n,PersonProperty,0
and,and,s,,0
go,go,s,ReportingEvents,0
to,to,s,PersonPronoun,0
him,him,c,PersonPronoun,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
am,am,s,FirstPer,0
impatient,impatient,s,SubjectiveTime,0
to,to,s,SubjectiveTime,1
see,see,s,,0
my,my,s,FirstPer,0
Son-in-Law,son-in-law,nnn,PersonProperty,0
Sir,sir,s,PersonProperty,0
Simon,simon,s,,0
arrived,arrived,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
no,no,s,Updates,0
news,news,s,Updates,1
from,from,s,,0
Trickmore,trickmore,s,UNRECOGNIZED,0
yet,yet,c,Resistance,0
?,?,nnn,Question,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
one,one,s,Numbers,0
come,come,s,Transformation,0
from,from,s,Transformation,1
your,your,s,DirectAddress,0
Fencing-master,fencing-master,s,UNRECOGNIZED,0
to,to,s,,0
speak,speak,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,c,DirectAddress,0
.,.,nnn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
Master,master,s,PersonProperty,0
Jorden,jorden,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Yes,yes,s,OralCues,0
Sir,sir,c,OralCues,1
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
Master,master,s,PersonProperty,0
Jorden,jorden,c,UNRECOGNIZED,0
.,.,nnn,,0
Your,your,s,DirectAddress,0
Fencing-master,fencing-master,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
sick,sick,c,Negativity,0
",",",",s,Intensity,0
very,very,s,Intensity,1
sick,sick,c,Negativity,0
",",",",s,,0
and,and,s,,0
