GEntlemen,gentlemen,c,Positivity,0
to,to,s,PersonPronoun,0
him,him,c,PersonPronoun,1
",",",",s,,0
to,to,s,TimeDuration,0
keep,keep,s,TimeDuration,1
her,her,s,PersonPronoun,0
at,at,s,,0
(,(,c,,0
my,my,s,FirstPer,0
house,house,c,SenseObject,0
),),s,,0
or,or,s,,0
bring,bring,s,,0
her,her,s,PersonPronoun,0
in,in,n,SubjectivePercept,0
disguise,disguise,c,SubjectivePercept,1
",",",",s,,0
to,to,s,,0
his,his,s,PersonPronoun,0
bed,bed,s,SenseObject,0
Chamber,chamber,nn,SenseObject,0
The,the,s,,0
twynes,twynes,s,UNRECOGNIZED,0
of,of,s,,0
Adders,adders,c,SenseObject,0
",",",",s,,0
and,and,s,,0
of,of,s,,0
Scorpions,scorpions,n,SenseObject,0
About,about,s,FirstPer,0
my,my,s,FirstPer,1
naked,naked,s,SenseObject,0
breast,breast,c,PersonProperty,0
",",",",s,,0
will,will,s,PredictedFuture,0
seem,seem,s,Uncertainty,0
to,to,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
More,more,s,Comparison,0
tickling,tickling,s,Motions,0
then,then,s,,0
those,those,s,,0
claspes,claspes,c,UNRECOGNIZED,0
",",",",s,Aside,0
which,which,s,Aside,1
men,men,s,PersonProperty,0
adore,adore,c,Positivity,0
;,;,n,,0
The,the,s,,0
lustful,lustful,c,Intensity,0
",",",",s,,0
dull,dull,c,SenseProperty,0
",",",",s,,0
ill,ill,s,Negativity,0
spirited,spirited,s,Positivity,0
embraces,embraces,n,Positivity,0
Of,of,s,,0
women,women,c,PersonProperty,0
;,;,s,,0
the,the,s,,0
much,much,s,Intensity,0
praised,praised,s,StandardsPos,0
Amazones,amazones,c,UNRECOGNIZED,0
",",",",n,,0
Knowing,knowing,s,Confidence,0
their,their,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
infirmities,infirmities,s,StandardsNeg,0
so,so,s,Intensity,0
well,well,c,Intensity,1
",",",",n,,0
Made,made,s,Specifiers,0
of,of,s,Specifiers,1
themselves,themselves,s,PersonPronoun,0
a,a,s,PersonProperty,0
people,people,c,PersonProperty,1
",",",",s,,0
and,and,s,,0
what,what,s,,0
men,men,n,PersonProperty,0
They,they,s,,0
take,take,s,ReportingEvents,0
amongst,amongst,s,SpaceRelation,0
them,them,c,,0
",",",",s,,0
they,they,s,,0
condemn,condemn,s,Negative_Relation,0
to,to,s,ProjectAhead,0
die,die,c,ProjectAhead,1
",",",",n,,0
Perceiving,perceiving,s,PrivateThinking,0
that,that,s,PrivateThinking,1
their,their,s,PersonPronoun,0
folly,folly,s,StandardsNeg,0
made,made,s,ReportingEvents,0
them,them,s,,0
fit,fit,n,ProjectAhead,0
To,to,s,ProjectAhead,1
live,live,s,,0
no,no,s,Updates,0
longer,longer,c,Updates,1
",",",",s,,0
that,that,s,ProjectAhead,0
would,would,s,ProjectAhead,1
willingly,willingly,n,SubjectivePercept,0
Come,come,s,ReportingEvents,0
in,in,s,ReportingEvents,1
the,the,s,,0
worthless,worthless,s,StandardsNeg,0
presence,presence,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
a,a,s,PersonProperty,0
woman,woman,c,PersonProperty,1
.,.,n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
attend,attend,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
see,see,s,Curiosity,0
what,what,s,Curiosity,1
my,my,s,FirstPer,0
young,young,s,SenseProperty,0
Lord,lord,s,CommonAuthorities,0
will,will,s,PredictedFuture,0
do,do,s,ReportingEvents,0
with,with,s,ReportingEvents,1
his,his,s,PersonPronoun,0
sister,sister,c,PersonProperty,0
.,.,nn,,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
;,;,s,,0
the,the,s,SenseObject,0
fish,fish,s,SenseObject,1
head,head,s,SenseObject,0
is,is,s,ReportingStates,0
gone,gone,s,ReportingEvents,0
again,again,c,RecurringEvents,0
.,.,nnn,Question,0
Whither,whither,c,Question,1
.,.,nnn,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
whither,whither,s,SpaceRelation,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,Imperative,0
Keep,keep,s,Imperative,1
it,it,s,,0
from,from,s,,0
Lazarello,lazarello,c,UNRECOGNIZED,0
:,:,s,,0
Sister,sister,s,PersonProperty,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
confer,confer,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,s,DirectAddress,0
in,in,s,Disclosure,0
private,private,c,Disclosure,1
",",",",s,,0
to,to,s,,0
know,know,n,Confidence,0
the,the,s,Confidence,1
cause,cause,s,Cause,0
of,of,s,Cause,1
the,the,s,,0
Dukes,dukes,s,CommonAuthorities,0
coming,coming,s,GenericEvents,0
hither,hither,c,SpaceRelation,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
he,he,s,Neutral_Attribution,0
makes,makes,s,Neutral_Attribution,1
you,you,s,DirectAddress,0
acquainted,acquainted,s,,0
with,with,s,,0
his,his,n,PersonPronoun,0
business,business,s,AbstractConcepts,0
of,of,s,,0
State,state,nnn,,0
He,he,s,PersonPronoun,0
satisfy,satisfy,s,StandardsPos,0
you,you,s,DirectAddress,0
brother,brother,c,PersonProperty,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
I,i,s,ReasonForward,2
see,see,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,ReportingStates,0
jealous,jealous,s,Negative_Relation,0
of,of,s,,0
me,me,c,FirstPer,0
.,.,nnn,,0
Now,now,s,Immediacy,0
there,there,s,,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
some,some,s,Uncertainty,0
course,course,s,AbstractConcepts,0
taken,taken,s,ProjectBack,0
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
conuei^^ce,conuei^^ce,c,UNRECOGNIZED,0
.,.,nnn,,0
Lazarello,lazarello,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
happy,happy,c,Positivity,0
",",",",s,,0
thy,thy,s,DirectAddress,0
carriage,carriage,s,SenseObject,0
has,has,s,,0
begot,begot,s,Consequence,0
love,love,c,Positivity,0
",",",",s,,0
and,and,s,,0
that,that,s,,0
love,love,s,Positivity,0
has,has,n,,0
brought,brought,s,Transformation,0
forth,forth,s,Transformation,1
fruits,fruits,c,SenseObject,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
here,here,s,SpaceRelation,0
in,in,s,SpaceRelation,1
the,the,s,,0
company,company,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
honorable,honorable,c,StandardsPos,0
",",",",s,,0
that,that,n,PredictedFuture,0
will,will,s,PredictedFuture,1
help,help,s,Positivity,0
thee,thee,s,DirectAddress,0
to,to,s,,0
taste,taste,s,SenseProperty,0
of,of,s,SenseProperty,1
the,the,s,,0
bounties,bounties,s,StandardsPos,0
of,of,s,StandardsPos,1
the,the,s,,0
Sea,sea,c,SenseObject,0
",",",",s,TimeDuration,0
and,and,s,TimeDuration,1
when,when,s,TimeDuration,2
thou,thou,s,DirectAddress,0
have,have,s,,0
so,so,s,,0
done,done,c,ReportingStates,0
",",",",n,ReportingStates,1
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
retire,retire,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
self,self,s,SubjectivePercept,0
unto,unto,s,CommonAuthorities,0
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
",",",",s,,0
and,and,s,,0
there,there,s,,0
taste,taste,s,SenseProperty,0
of,of,s,SenseProperty,1
the,the,s,,0
delicates,delicates,s,SubjectivePercept,0
of,of,n,,0
the,the,s,SpaceRelation,0
earth,earth,c,SpaceRelation,1
",",",",s,,0
and,and,s,,0
be,be,s,ReportingStates,0
great,great,s,Intensity,0
in,in,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
eyes,eyes,s,SubjectivePercept,2
of,of,s,SubjectivePercept,3
thy,thy,s,DirectAddress,0
Sovereign,sovereign,c,CommonAuthorities,0
:,:,s,,0
now,now,s,Immediacy,0
no,no,s,Updates,0
more,more,s,Updates,1
shall,shall,s,Updates,2
thou,thou,n,DirectAddress,0
need,need,s,Insist,0
to,to,s,Insist,1
scramble,scramble,s,ProjectAhead,0
for,for,s,ProjectAhead,1
thy,thy,s,DirectAddress,0
meat,meat,c,SenseObject,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
remove,remove,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
stomach,stomach,s,SenseObject,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
Court,court,c,AbstractConcepts,0
;,;,s,Resistance,0
but,but,s,Resistance,1
thy,thy,n,DirectAddress,0
credit,credit,s,StandardsPos,0
shall,shall,s,ProjectAhead,0
command,command,s,CommonAuthorities,0
thy,thy,s,DirectAddress,0
hearts,hearts,s,SenseObject,0
desire,desire,c,Positivity,0
",",",",s,,0
and,and,s,Generalization,0
all,all,s,Generalization,1
nouilties,nouilties,s,UNRECOGNIZED,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
sent,sent,s,ReportingEvents,0
as,as,n,,0
presents,presents,s,,0
unto,unto,s,CommonAuthorities,0
thee,thee,nnn,DirectAddress,0
Good,good,s,,0
Sister,sister,c,PersonProperty,0
",",",",s,,0
when,when,s,DirectAddress,0
you,you,s,DirectAddress,1
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
own,own,s,ReportingEvents,0
time,time,c,,0
",",",",s,,0
will,will,s,PredictedFuture,0
you,you,s,DirectAddress,0
return,return,s,SceneShift,0
home,home,c,SceneShift,1
.,.,nnn,,0
Yes,yes,s,DirectAddress,0
brother,brother,c,PersonProperty,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
before,before,c,Sequence,0
.,.,nnn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
grow,grow,s,ReportingEvents,0
populer,populer,s,UNRECOGNIZED,0
in,in,s,,0
this,this,s,,0
State,state,c,,0
",",",",s,,0
and,and,s,,0
overthrow,overthrow,s,Negativity,0
the,the,s,,0
fortunes,fortunes,s,ProjectAhead,0
of,of,s,,0
a,a,s,,0
number,number,c,AbstractConcepts,0
",",",",n,,0
that,that,s,,0
live,live,s,,0
by,by,s,,0
extortion,extortion,nnn,StandardsNeg,0
Lazarello,lazarello,c,UNRECOGNIZED,0
",",",",s,,0
bestirre,bestirre,s,UNRECOGNIZED,0
thy,thy,s,DirectAddress,0
self,self,s,SubjectivePercept,0
nimbly,nimbly,s,Positivity,0
and,and,s,,0
suddenly,suddenly,c,Immediacy,0
",",",",s,,0
and,and,s,Immediacy,0
here,here,s,Immediacy,1
me,me,s,FirstPer,0
with,with,s,StandardsPos,0
patience,patience,c,StandardsPos,1
.,.,n,,0
to,to,s,,0
hear,hear,nnn,SpaceRelation,0
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
not,not,s,DenyDisclaim,0
fall,fall,s,Negativity,0
from,from,s,Negativity,1
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
;,;,s,,0
speak,speak,s,ReportingEvents,0
I,i,s,Responsibility,0
am,am,s,Responsibility,1
bound,bound,nnn,Responsibility,2
So,so,s,,0
art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
to,to,s,,0
revenge,revenge,c,Resistance,0
",",",",s,,0
when,when,s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
hear,hear,s,SenseProperty,0
the,the,s,SenseProperty,1
fish,fish,s,SenseObject,0
head,head,s,SenseObject,0
is,is,s,ReportingStates,0
gone,gone,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
we,we,n,,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
whither,whither,nnn,SpaceRelation,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
curse,curse,c,Negativity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
swear,swear,c,Intensity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
rage,rage,c,Anger,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
rail,rail,c,SenseObject,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
with,with,s,,0
contempteous,contempteous,s,UNRECOGNIZED,0
tongue,tongue,c,SenseObject,0
",",",",s,,0
accuse,accuse,s,Negative_Relation,0
my,my,s,FirstPer,0
Fate,fate,c,SubjectivePercept,0
;,;,n,,0
Though,though,s,Concessive,0
I,i,s,FirstPer,0
might,might,s,Contingency,0
justly,justly,s,StandardsPos,0
do,do,s,ReportingEvents,0
it,it,c,ReportingEvents,1
",",",",s,,0
nor,nor,s,PredictedFuture,0
will,will,s,PredictedFuture,1
I,i,n,FirstPer,0
Wish,wish,s,SubjectivePercept,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
uncreated,uncreated,s,CommonAuthorities,0
for,for,s,,0
this,this,s,,0
evil,evil,c,StandardsNeg,0
:,:,n,,0
Shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
entreat,entreat,s,Request,0
your,your,s,DirectAddress,0
Lordship,lordship,s,CommonAuthorities,0
to,to,s,SenseProperty,0
be,be,s,SenseProperty,1
seen,seen,n,SenseProperty,2
A,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
longer,longer,s,Comparison,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
company,company,n,SpaceRelation,2
Of,of,s,SpaceRelation,3
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
crossed,crossed,s,ReportingEvents,0
by,by,s,Contingency,0
Fortune,fortune,c,Contingency,1
.,.,nn,,0
I,i,s,SelfReluctance,0
hate,hate,s,SelfReluctance,1
to,to,s,SelfReluctance,2
leave,leave,s,,0
my,my,s,FirstPer,0
friend,friend,s,StandardsPos,0
in,in,s,SenseProperty,0
his,his,s,SenseProperty,1
extremities,extremities,c,SenseProperty,2
.,.,nnn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
noble,noble,s,StandardsPos,0
in,in,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
take,take,s,MoveBody,0
your,your,s,MoveBody,1
hand,hand,c,MoveBody,2
",",",",n,,0
And,and,s,,0
do,do,s,Intensity,0
protest,protest,c,Resistance,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
follow,follow,s,,0
this,this,n,,0
For,for,s,Specifiers,0
any,any,s,Specifiers,1
malice,malice,c,StandardsNeg,0
",",",",s,,0
or,or,s,,0
for,for,s,,0
private,private,s,AbstractConcepts,0
ends,ends,c,Sequence,0
",",",",n,Resistance,0
But,but,s,Resistance,1
with,with,s,Specifiers,0
a,a,s,Specifiers,1
love,love,c,Positivity,0
",",",",s,,0
as,as,s,,0
gentle,gentle,s,Positivity,0
and,and,s,,0
as,as,s,,0
chaste,chaste,c,StandardsPos,0
",",",",n,,0
As,as,s,Comparison,0
that,that,s,Comparison,1
a,a,s,PersonProperty,0
brother,brother,s,PersonProperty,1
to,to,s,,0
his,his,s,PersonPronoun,0
sister,sister,s,PersonProperty,0
bears,bears,c,SenseObject,0
:,:,n,,0
And,and,s,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
see,see,s,,0
this,this,s,,0
fish,fish,s,SenseObject,0
head,head,s,SenseObject,0
yet,yet,s,Resistance,0
unknown,unknown,c,Uncertainty,0
",",",",n,,0
The,the,s,SubjectiveTime,0
last,last,s,SubjectiveTime,1
words,words,s,SubjectiveTime,2
that,that,s,,0
my,my,s,FirstPer,0
dying,dying,s,Negativity,0
father,father,s,PersonProperty,0
spoke,spoke,c,ReportingStates,0
",",",",n,ReportingStates,1
Before,before,s,Sequence,0
his,his,s,PersonPronoun,0
eye-strings,eye-strings,s,UNRECOGNIZED,0
brake,brake,c,SenseObject,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
of,of,s,,0
me,me,n,FirstPer,0
So,so,s,,0
often,often,s,RecurringEvents,0
be,be,s,ReportingStates,0
remembered,remembered,c,ReportingStates,0
",",",",s,ReportingStates,1
as,as,s,,0
our,our,s,Inclusive,0
meeting,meeting,c,GenericEvents,0
",",",",n,,0
Fortune,fortune,s,ProjectAhead,0
attend,attend,s,SpaceRelation,0
me,me,c,FirstPer,0
",",",",s,,0
as,as,s,,0
my,my,s,FirstPer,0
ends,ends,s,Sequence,0
are,are,s,ReportingStates,0
just,just,c,Intensity,0
",",",",n,,0
Full,full,s,Specifiers,0
of,of,s,Specifiers,1
pure,pure,s,StandardsPos,0
love,love,c,Positivity,0
",",",",s,,0
and,and,s,,0
free,free,s,AbstractConcepts,0
from,from,s,AbstractConcepts,1
servile,servile,s,Negativity,0
lust,lust,c,Intensity,0
.,.,nn,,0
Farewell,farewell,s,SceneShift,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
entreated,entreated,s,Request,0
to,to,s,,0
inuit,inuit,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
Lordship,lordship,s,CommonAuthorities,0
to,to,s,,0
a,a,s,PersonProperty,0
Ladies,ladies,s,PersonProperty,1
vpsitting,vpsitting,c,UNRECOGNIZED,0
.,.,nnn,,0
O,o,s,LangRef,0
my,my,s,FirstPer,0
ears,ears,c,SenseObject,0
",",",",s,,0
why,why,s,Question,0
Madame,madame,c,PersonProperty,0
",",",",s,,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
you,you,s,DirectAddress,0
follow,follow,s,DirectAddress,0
your,your,s,DirectAddress,1
brother,brother,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
waited,waited,s,ProjectAhead,0
for,for,n,ProjectAhead,1
by,by,s,,0
great,great,s,Intensity,0
me^,me^,c,UNRECOGNIZED,0
",",",",s,,0
heel,heel,s,SenseObject,0
bring,bring,s,DirectAddress,0
you,you,s,DirectAddress,1
to,to,s,PersonPronoun,0
him,him,nnn,PersonPronoun,1
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
very,very,s,StandardsPos,0
well,well,s,StandardsPos,1
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
mistake,mistake,s,Negativity,0
me,me,c,FirstPer,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
think,think,s,DirectAddress,1
I,i,s,FirstPer,0
affect,affect,s,ReportingEvents,0
greater,greater,n,Comparison,0
company,company,s,AbstractConcepts,0
then,then,s,,0
your,your,s,DirectAddress,0
self,self,nnn,SubjectivePercept,0
What,what,s,,0
madness,madness,s,Negativity,0
possesses,possesses,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
",",",",s,,0
that,that,s,,0
thou,thou,s,DirectAddress,0
can,can,s,PrivateThinking,0
imagine,imagine,s,PrivateThinking,1
me,me,s,FirstPer,0
a,a,s,Intensity,0
fit,fit,s,Intensity,1
man,man,s,PersonProperty,0
to,to,n,,0
entertain,entertain,s,Positivity,0
Ladies,ladies,c,PersonProperty,0
;,;,s,,0
I,i,s,FirstPer,0
tell,tell,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
use,use,s,ReportingEvents,0
to,to,s,,0
tear,tear,s,Negativity,0
their,their,s,Negativity,1
hair,hair,c,Negativity,2
",",",",s,,0
to,to,s,,0
kick,kick,s,Negativity,0
them,them,c,Negativity,1
",",",",n,,0
and,and,s,,0
to,to,s,,0
twindge,twindge,s,UNRECOGNIZED,0
their,their,s,PersonPronoun,0
noses,noses,c,SenseObject,0
",",",",s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
careful,careful,s,StandardsPos,0
in,in,s,,0
avoiding,avoiding,s,Resistance,0
me,me,nnn,FirstPer,0
Your,your,s,DirectAddress,0
Lordship,lordship,s,CommonAuthorities,0
may,may,s,Contingency,0
descant,descant,s,SenseProperty,0
upon,upon,s,DirectAddress,0
your,your,s,DirectAddress,1
own,own,s,ReportingEvents,0
behauior,behauior,s,UNRECOGNIZED,0
as,as,s,,0
please,please,s,Positivity,0
you,you,c,DirectAddress,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,n,FirstPer,0
protest,protest,c,Resistance,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
sweet,sweet,s,SenseProperty,0
and,and,s,,0
courtly,courtly,s,Positivity,0
it,it,s,,0
appears,appears,s,SpaceRelation,0
in,in,s,SpaceRelation,1
my,my,s,FirstPer,0
eye,eye,c,SenseObject,0
",",",",s,,0
that,that,s,,0
I,i,s,SelfDisclosure,0
mean,mean,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
leave,leave,n,,0
you,you,s,DirectAddress,0
yet,yet,nnn,Resistance,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
grow,grow,s,ReportingEvents,0
rough,rough,c,SenseProperty,0
.,.,nnn,,0
A,a,s,Negativity,0
rough,rough,s,Negativity,1
carriage,carriage,s,SenseObject,0
is,is,s,Positivity,0
best,best,s,Positivity,1
in,in,s,,0
a,a,s,PersonProperty,0
man,man,c,PersonProperty,1
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
dine,dine,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,s,DirectAddress,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,Question,0
Why,why,s,Question,1
I,i,s,FirstPer,0
will,will,s,Fear,0
starve,starve,s,Fear,1
thee,thee,c,DirectAddress,0
",",",",s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
have,have,s,,0
nothing,nothing,c,DenyDisclaim,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,s,Updates,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
Lordships,lordships,s,CommonAuthorities,0
nothing,nothing,c,DenyDisclaim,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
put,put,s,ReportingEvents,0
that,that,s,ProjectAhead,0
to,to,s,ProjectAhead,1
the,the,s,,0
venture,venture,c,Contingency,0
.,.,nnn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
have,have,s,,0
meat,meat,c,SenseObject,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
send,send,s,SceneShift,0
it,it,s,SceneShift,1
to,to,s,SceneShift,2
thee,thee,c,DirectAddress,0
.,.,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
keep,keep,s,TimeDuration,0
no,no,s,DenyDisclaim,0
state,state,s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
neither,neither,s,ConfirmedThght,0
do,do,s,ConfirmedThght,1
I,i,s,ConfirmedThght,2
mourn,mourn,c,Sad,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
dine,dine,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,c,DirectAddress,0
.,.,nnn,,0
Is,is,s,Intensity,0
such,such,s,Intensity,1
a,a,s,Specifiers,0
thing,thing,s,Specifiers,1
as,as,s,Comparison,0
this,this,s,Comparison,1
allowed,allowed,s,CommonAuthorities,0
to,to,s,CommonAuthorities,1
live,live,c,,0
:,:,n,Question,0
What,what,s,Question,1
power,power,s,AbstractConcepts,0
has,has,s,ReportingEvents,0
let,let,s,ReportingEvents,1
thee,thee,s,DirectAddress,0
loose,loose,s,AbstractConcepts,0
upon,upon,s,,0
the,the,s,SpaceRelation,0
earth,earth,n,SpaceRelation,1
To,to,s,,0
plague,plague,s,Negativity,0
us,us,s,Inclusive,0
for,for,s,Inclusive,0
our,our,s,Inclusive,1
sins,sins,c,StandardsNeg,0
?,?,s,Question,0
out,out,s,,0
of,of,s,,0
my,my,s,FirstPer,0
doors,doors,c,SenseObject,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
your,your,s,DirectAddress,0
Lordship,lordship,s,CommonAuthorities,0
did,did,s,ReportingEvents,0
but,but,s,Resistance,0
see,see,s,Curiosity,0
how,how,s,Curiosity,1
well,well,n,SenseObject,0
This,this,s,,0
fury,fury,s,Anger,0
does,does,s,ReportingEvents,0
become,become,s,Transformation,0
you,you,c,DirectAddress,0
",",",",s,,0
it,it,s,,0
does,does,s,ReportingEvents,0
show,show,n,ReportingEvents,0
So,so,s,,0
near,near,s,SpaceRelation,0
the,the,s,SpaceRelation,1
life,life,c,AbstractConcepts,0
",",",",s,,0
as,as,s,Metadiscourse,0
it,it,s,Metadiscourse,1
were,were,s,Metadiscourse,2
natural,natural,c,AbstractConcepts,0
.,.,nn,,0
O,o,s,LangRef,0
thou,thou,s,DirectAddress,0
damned,damned,s,Anger,0
woman,woman,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
fly,fly,s,PredictedFuture,1
the,the,s,,0
veangeance,veangeance,n,UNRECOGNIZED,0
That,that,s,,0
hangs,hangs,s,SpaceRelation,0
above,above,s,SpaceRelation,1
thee,thee,c,DirectAddress,0
",",",",s,,0
follow,follow,s,,0
if,if,s,Contingency,0
thou,thou,s,DirectAddress,0
dare,dare,c,SubjectivePercept,0
.,.,nn,,0
I,i,s,Insist,0
must,must,s,Insist,1
not,not,s,Insist,2
leave,leave,s,,0
this,this,s,,0
fellow,fellow,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,Fear,0
torment,torment,s,Fear,1
him,him,s,PersonPronoun,0
to,to,s,,0
madness,madness,c,Negativity,0
",",",",n,,0
To,to,s,,0
teach,teach,s,ReportingEvents,0
his,his,s,PersonPronoun,0
passions,passions,s,SubjectivePercept,0
against,against,s,,0
kind,kind,s,Positivity,0
to,to,s,Positivity,1
move,move,c,Motions,0
",",",",n,,0
The,the,s,Comparison,0
more,more,s,Comparison,1
he,he,s,PersonPronoun,0
hates,hates,c,Negativity,0
",",",",s,,0
the,the,s,Comparison,0
more,more,s,Comparison,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
seem,seem,s,Uncertainty,0
to,to,s,,0
love,love,c,Positivity,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
what,what,s,Curiosity,0
may,may,s,Curiosity,1
be,be,s,Curiosity,2
done,done,s,Curiosity,3
by,by,s,,0
art,art,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
done,done,c,ReportingStates,0
",",",",n,ReportingStates,1
I,i,s,FirstPer,0
wear,wear,s,SpaceRelation,0
not,not,s,DenyDisclaim,0
this,this,s,,0
black,black,s,SenseProperty,0
cloak,cloak,s,SenseObject,0
for,for,s,DenyDisclaim,0
nothing,nothing,c,DenyDisclaim,1
.,.,nn,Imperative,0
Perform,perform,s,Imperative,1
this,this,c,Immediacy,0
",",",",s,Immediacy,1
help,help,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
