Our,our,s,Inclusive,0
heed,heed,c,SubjectivePercept,1
",",",",s,,0
to,to,s,,0
Christ,christ,s,AbstractConcepts,0
I,i,s,FirstPer,0
him,him,s,PersonPronoun,0
dyrect,dyrect,n,UNRECOGNIZED,0
Forgyuenes,forgyuenes,s,UNRECOGNIZED,0
to,to,s,,0
have,have,c,,0
",",",",s,,0
with,with,s,Resemblances,0
like,like,s,Resemblances,1
health,health,s,StandardsPos,0
and,and,s,,0
saluatyon,saluatyon,c,UNRECOGNIZED,0
.,.,n,,0
Least,least,s,Comparison,0
he,he,s,PersonPronoun,0
shuloe,shuloe,s,UNRECOGNIZED,0
dyspayre,dyspayre,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
fall,fall,s,ReportingEvents,0
into,into,s,ReportingEvents,1
dampnacion,dampnacion,c,UNRECOGNIZED,0
.,.,nn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",s,,0
ha,ha,c,OralCues,0
",",",",n,,0
A,a,s,,0
pastyme,pastyme,s,UNRECOGNIZED,0
quoth,quoth,s,Citations,0
a,a,c,,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
the,the,s,TimeShift,0
time,time,s,TimeShift,1
nor,nor,s,DenyDisclaim,0
when,when,n,Autobio,0
I,i,s,Autobio,1
did,did,s,ReportingEvents,0
laghe,laghe,s,UNRECOGNIZED,0
so,so,s,Intensity,0
much,much,c,Intensity,1
",",",",s,,0
sense,sense,s,AbstractConcepts,0
I,i,s,Autobio,0
was,was,s,Autobio,1
an,an,s,,0
honest,honest,s,StandardsPos,0
man,man,n,StandardsPos,1
Believe,believe,s,PrivateThinking,0
me,me,s,FirstPer,0
and,and,s,,0
ye,ye,s,OralCues,0
will,will,c,PredictedFuture,0
",",",",s,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
saw,saw,s,,0
such,such,s,Specifiers,0
a,a,s,Specifiers,1
sport,sport,n,AbstractConcepts,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
ye,ye,s,OralCues,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
there,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
lie,lie,s,Motions,0
might,might,s,Contingency,0
have,have,s,Contingency,1
made,made,s,ReportingEvents,0
the,the,s,SenseObject,0
fort,fort,c,SenseObject,1
.,.,nn,Curiosity,0
Where,where,s,Curiosity,1
would,would,s,Curiosity,2
thou,thou,s,DirectAddress,0
have,have,s,Updates,0
had,had,s,Updates,1
me,me,c,FirstPer,0
",",",",s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
good,good,s,,0
brother,brother,s,PersonProperty,0
mine,mine,c,FirstPer,0
.,.,nnn,,0
At,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Mynorasse,mynorasse,s,UNRECOGNIZED,0
sir,sir,c,PersonProperty,0
",",",",s,,0
late,late,s,SubjectiveTime,0
yester,yester,s,ProjectBack,0
night,night,s,ProjectBack,1
at,at,s,,0
complyne,complyne,c,UNRECOGNIZED,0
.,.,nnn,,0
At,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Mynorasse,mynorasse,c,UNRECOGNIZED,0
?,?,s,Question,0
why,why,s,Question,0
what,what,s,ProjectBack,0
was,was,s,ProjectBack,1
there,there,s,,0
a,a,s,,0
do,do,c,Intensity,0
?,?,nnn,Question,0
For,for,s,Specifiers,0
such,such,s,Specifiers,1
an,an,s,Specifiers,0
other,other,c,Specifiers,1
",",",",s,Specifiers,2
would,would,s,Future_Question,0
I,i,s,Future_Question,1
to,to,s,,0
South,south,s,SpaceRelation,0
ampton,ampton,s,UNRECOGNIZED,0
go,go,n,SceneShift,0
In,in,s,SceneShift,1
deed,deed,s,AbstractConcepts,0
yesterdaye,yesterdaye,s,UNRECOGNIZED,0
was,was,s,ProjectBack,0
their,their,s,ProjectBack,1
dedycacion,dedycacion,n,UNRECOGNIZED,0
And,and,s,,0
thythe^,thythe^,s,UNRECOGNIZED,0
in,in,s,,0
Gods,gods,s,CommonAuthorities,0
name,name,c,LangRef,0
",",",",s,,0
came,came,s,ReportingEvents,0
I,i,s,FirstPer,0
to,to,s,,0
se,se,s,AbstractConcepts,0
the,the,s,,0
fasshion,fasshion,n,UNRECOGNIZED,0
An,an,s,,0
old,old,s,SenseProperty,0
friar,friar,s,PersonProperty,0
stood,stood,s,ReportingEvents,0
forth,forth,c,ReportingEvents,1
",",",",s,,0
with,with,s,,0
spectacles,spectacles,s,SpaceRelation,0
on,on,s,SpaceRelation,0
his,his,s,SpaceRelation,1
nose,nose,n,SpaceRelation,2
Begy^nynge,begy^nynge,s,UNRECOGNIZED,0
this,this,s,,0
Anteme,anteme,c,UNRECOGNIZED,0
",",",",s,,0
a,a,s,,0
my,my,s,FirstPer,0
faith,faith,c,StandardsPos,0
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
gloss,gloss,c,LangRef,0
.,.,n,LangRef,1
^,^,nn,UNRECOGNIZED,0
^^,^^,c,UNRECOGNIZED,0
pides,pides,s,UNRECOGNIZED,0
pr^ciosi,pr^ciosi,c,UNRECOGNIZED,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
what,what,s,Question,0
did,did,s,Question,1
follow,follow,s,,0
of,of,s,Specifiers,0
this,this,c,Specifiers,1
?,?,nnn,Question,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
tell,tell,s,,0
ye,ye,s,OralCues,0
by,by,s,,0
Gods,gods,s,CommonAuthorities,0
bliss,bliss,n,Positivity,0
Then,then,s,Sequence,0
came,came,s,Sequence,1
Dame,dame,s,SenseObject,0
Isbell,isbell,s,UNRECOGNIZED,0
an,an,s,,0
^,^,c,UNRECOGNIZED,0
lde,lde,s,UNRECOGNIZED,0
Noune,noune,s,UNRECOGNIZED,0
and,and,s,,0
a,a,s,,0
cal^e,cal^e,n,UNRECOGNIZED,0
Crowynge,crowynge,s,UNRECOGNIZED,0
like,like,s,SubjectivePercept,0
acapon,acapon,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
thus,thus,s,ReasonForward,0
began,began,s,Sequence,0
the,the,s,,0
Psalm,psalm,c,CommonAuthorities,0
.,.,n,,0
^,^,nn,UNRECOGNIZED,0
Sepe,sepe,s,UNRECOGNIZED,0
expugnauetun^,expugnauetun^,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
a,a,s,,0
i^uent^te,i^uent^te,s,UNRECOGNIZED,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),nnn,,0
And,and,s,,0
what,what,s,,0
includes,includes,s,ReportingEvents,0
this,this,s,,0
mysterye,mysterye,c,UNRECOGNIZED,0
?,?,nnn,Question,0
A,a,s,,0
simple,simple,s,SubjectivePercept,0
problem,problem,s,Negativity,0
of,of,s,,0
bytcherye,bytcherye,n,UNRECOGNIZED,0
When,when,s,,0
the,the,s,,0
friar,friar,s,PersonProperty,0
begone,begone,c,Negativity,0
",",",",s,,0
before,before,s,Sequence,0
the,the,s,,0
Nonne,nonne,n,,0
to,to,s,,0
sing,sing,s,SenseProperty,0
of,of,s,SenseProperty,1
precious,precious,s,SenseObject,0
stones,stones,n,SenseObject,1
From,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
youth,youth,s,AbstractConcepts,0
says,says,s,Citations,0
she,she,s,PersonPronoun,0
/,/,s,,0
they,they,s,,0
have,have,s,,0
comfort,comfort,s,Reassure,0
me,me,n,Reassure,1
As,as,s,Specifiers,0
it,it,s,Specifiers,1
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
for,for,s,,0
the,the,s,,0
nones,nones,nn,TimeDuration,0
I,i,s,FirstPer,0
assure,assure,s,Confidence,0
the,the,s,SenseProperty,0
plain,plain,c,SenseProperty,1
",",",",s,,0
I,i,s,FirstPer,0
set,set,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
by,by,s,,0
such,such,s,Intensity,0
gaudes,gaudes,n,UNRECOGNIZED,0
Thy,thy,s,DirectAddress,0
usage,usage,s,GenericEvents,0
show,show,s,ReportingEvents,0
the,the,c,,0
",",",",s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
brought,brought,s,Transformation,0
up,up,s,Transformation,1
among,among,s,,0
baude^,baude^,nn,UNRECOGNIZED,0
It,it,s,ProjectBack,0
was,was,s,ProjectBack,1
a,a,s,ProjectBack,2
good,good,s,,0
world,world,c,AbstractConcepts,0
",",",",s,,0
wha^,wha^,s,UNRECOGNIZED,0
we,we,s,ProjectBack,0
had,had,s,ProjectBack,1
such,such,s,Intensity,0
holsom,holsom,s,UNRECOGNIZED,0
story^s,story^s,n,UNRECOGNIZED,0
Preached,preached,s,Citations,0
in,in,s,,0
out,out,s,,0
church,church,c,SenseObject,0
",",",",s,,0
on,on,s,,0
sondayes,sondayes,s,UNRECOGNIZED,0
and,and,s,,0
other,other,s,Specifiers,0
feryes,feryes,n,UNRECOGNIZED,0
With,with,s,Inclusive,0
us,us,s,Inclusive,1
was,was,s,ProjectBack,0
it,it,s,,0
in^rye,in^rye,n,UNRECOGNIZED,0
When,when,s,,0
we,we,s,SceneShift,0
went,went,s,SceneShift,1
to,to,s,SceneShift,2
Berye,berye,n,UNRECOGNIZED,0
And,and,s,,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
lady,lady,s,PersonProperty,0
of,of,s,,0
grace,grace,n,StandardsPos,0
To,to,s,,0
the,the,s,,0
blou^e,blou^e,s,UNRECOGNIZED,0
of,of,s,,0
hayles,hayles,n,UNRECOGNIZED,0
Where,where,s,,0
no,no,s,Negativity,0
good,good,s,Negativity,1
chere,chere,s,,0
fayles,fayles,n,UNRECOGNIZED,0
And,and,s,,0
other,other,s,Specifiers,0
holy,holy,s,CommonAuthorities,0
place,place,c,CommonAuthorities,1
.,.,n,Question,0
When,when,s,Question,1
the,the,s,,0
pryestes,pryestes,s,UNRECOGNIZED,0
might,might,s,Contingency,0
walk,walk,n,Motions,0
And,and,s,,0
with,with,s,AbstractConcepts,0
young,young,s,AbstractConcepts,1
wives,wives,s,PersonProperty,0
talk,talk,n,ReportingEvents,0
Than,than,s,Comparison,0
had,had,s,Contingency,0
we,we,s,Contingency,1
children,children,s,PersonProperty,0
plentye,plentye,n,UNRECOGNIZED,0
Then,then,s,,0
Cuckoldes,cuckoldes,s,UNRECOGNIZED,0
might,might,s,Contingency,0
leap,leap,n,Motions,0
A,a,s,,0
score,score,s,AbstractConcepts,0
on,on,s,,0
a,a,s,,0
heap,heap,n,SenseObject,0
Now,now,s,Updates,0
is,is,s,Updates,1
there,there,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
one,one,s,Numbers,0
to,to,s,,0
twenty,twenty,c,Numbers,0
.,.,n,Question,0
When,when,s,Question,1
the,the,s,,0
Monks,monks,s,PersonProperty,0
were,were,s,ProjectBack,0
fat,fat,n,SenseProperty,0
And,and,s,,0
rank,rank,s,,0
as,as,s,,0
a,a,s,,0
ratte,ratte,n,UNRECOGNIZED,0
With,with,s,,0
bellyes,bellyes,s,UNRECOGNIZED,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Bore,bore,c,ReportingStates,0
.,.,n,ReportingStates,1
Then,then,s,,0
all,all,s,SubjectivePercept,0
things,things,s,SubjectivePercept,1
were,were,s,ProjectBack,0
dear,dear,n,Positivity,0
Both,both,s,,0
beafe,beafe,c,UNRECOGNIZED,0
",",",",s,,0
bread,bread,s,SenseObject,0
and,and,s,,0
bear,bear,n,SenseObject,0
Now,now,s,Immediacy,0
grudge,grudge,s,Negative_Relation,0
the,the,s,,0
iourers,iourers,s,UNRECOGNIZED,0
sore,sore,c,Negativity,0
.,.,n,Question,0
When,when,s,Question,1
Bysshoppes,bysshoppes,s,UNRECOGNIZED,0
might,might,s,Contingency,0
burn,burn,n,,0
And,and,s,,0
from,from,s,,0
the,the,s,StandardsPos,0
truth,truth,s,StandardsPos,1
turn,turn,n,,0
The,the,s,,0
syllye,syllye,s,UNRECOGNIZED,0
simple,simple,s,Disclosure,0
soul,soul,c,Disclosure,1
.,.,n,,0
Than,than,s,Comparison,0
dut^^^,dut^^^,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
man,man,s,DenyDisclaim,1
creake,creake,n,UNRECOGNIZED,0
Open,open,s,,0
mouth,mouth,s,SenseObject,0
nor,nor,s,DenyDisclaim,0
speak,speak,n,Citations,0
Of,of,s,Citations,1
Christ,christ,s,AbstractConcepts,0
nor,nor,s,SubjectiveTime,0
yet,yet,s,SubjectiveTime,1
of,of,s,,0
Powle,powle,c,UNRECOGNIZED,0
.,.,n,,0
No,no,s,DenyDisclaim,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
the,the,s,,0
knaves,knaves,s,Negativity,0
bold,bold,n,Confidence,0
With,with,s,,0
Scriptures,scriptures,s,CommonAuthorities,0
to,to,s,,0
bold,bold,n,Confidence,0
And,and,s,,0
teach,teach,s,ReportingEvents,0
them,them,s,,0
every,every,s,Generalization,0
where,where,n,,0
The,the,s,PersonProperty,0
carter,carter,c,PersonProperty,1
",",",",s,,0
the,the,s,,0
sowter,sowter,n,UNRECOGNIZED,0
The,the,s,,0
bodger,bodger,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
clowter,clowter,n,UNRECOGNIZED,0
That,that,s,Generalization,0
all,all,s,Generalization,1
will,will,s,PredictedFuture,0
away,away,s,,0
I,i,s,FirstPer,0
fere,fere,c,PersonProperty,0
.,.,n,,0
At,at,s,Motions,0
us,us,s,Motions,1
so,so,s,,0
they,they,s,,0
pulle,pulle,n,UNRECOGNIZED,0
Our,our,s,Inclusive,0
lyuynges,lyuynges,s,UNRECOGNIZED,0
are,are,s,ReportingStates,0
dulle,dulle,n,UNRECOGNIZED,0
We,we,s,ReportingStates,0
are,are,s,ReportingStates,1
now,now,s,Immediacy,0
like,like,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
fall,fall,n,,0
If,if,s,Contingency,0
we,we,s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
fight,fight,n,Resistance,0
For,for,s,Resistance,1
the,the,s,,0
churches,churches,s,SenseObject,0
right,right,n,SpaceRelation,0
By,by,s,SpaceRelation,1
the,the,s,SpaceRelation,2
Mess,mess,s,Negativity,0
we,we,s,,0
lose,lose,s,Negativity,0
all,all,c,Inclusive,0
.,.,n,Inclusive,1
But,but,s,Resistance,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
ye,ye,s,OralCues,0
sir,sir,c,PersonProperty,0
",",",",s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
what,what,s,DirectAddress,0
is,is,s,DirectAddress,1
your,your,s,DirectAddress,2
name,name,c,DirectAddress,3
*,*,nn,,0
The,the,s,CommonAuthorities,0
law,law,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
Moses,moses,c,,0
",",",",s,,0
to,to,s,,0
lie,lie,s,Motions,0
were,were,s,Contingency,0
I,i,s,Contingency,1
to,to,s,Contingency,2
blame,blame,nnn,Anger,0
In,in,s,Comparison,0
the,the,s,Comparison,1
same,same,s,Comparison,2
parties,parties,c,AbstractConcepts,0
",",",",s,,0
what,what,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
intend,intend,c,ProjectAhead,0
?,?,nnn,Question,0
Mankind,mankind,s,AbstractConcepts,0
to,to,s,,0
refourme,refourme,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,,0
he,he,s,PersonPronoun,0
his,his,s,Biographical_Time,0
life,life,s,Biographical_Time,1
amend,amend,n,ReportingEvents,0
I,i,s,Metadiscourse,0
show,show,s,Metadiscourse,1
what,what,s,,0
sin,sin,s,StandardsNeg,0
is,is,c,ReportingStates,0
",",",",s,,0
and,and,s,,0
what,what,s,,0
thing,thing,s,Uncertainty,0
pleseth,pleseth,s,UNRECOGNIZED,0
God,god,n,CommonAuthorities,0
I,i,s,FirstPer,0
comfort,comfort,s,Positivity,0
the,the,s,StandardsPos,0
just,just,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
the,the,s,Negativity,0
ill,ill,c,Negativity,1
",",",",s,,0
I,i,s,FirstPer,0
ponysshe,ponysshe,s,UNRECOGNIZED,0
with,with,s,,0
rod,rod,n,SenseObject,0
The,the,s,Inclusive,0
common,common,s,Inclusive,1
people,people,c,PersonProperty,0
",",",",s,,0
have,have,s,,0
thought,thought,s,PrivateThinking,0
it,it,s,PrivateThinking,1
commodyous,commodyous,n,UNRECOGNIZED,0
Diverse,diverse,s,AbstractConcepts,0
Gods,gods,s,CommonAuthorities,0
to,to,s,,0
have,have,c,,0
",",",",s,,0
with,with,s,,0
rytes,rytes,s,UNRECOGNIZED,0
supersticious,supersticious,c,UNRECOGNIZED,0
.,.,n,,0
My,my,s,FirstPer,0
commandment,commandment,s,CommonAuthorities,0
is,is,c,ReportingStates,0
",",",",s,,0
to,to,s,ProjectAhead,0
seek,seek,s,ProjectAhead,1
one,one,s,Numbers,0
God,god,s,CommonAuthorities,0
alone,alone,n,SpaceRelation,0
And,and,s,,0
in,in,s,Intensity,0
all,all,s,Intensity,1
their,their,s,Intensity,2
needs,needs,c,Insist,0
",",",",s,,0
to,to,s,PersonPronoun,0
him,him,s,PersonPronoun,1
to,to,s,,0
make,make,s,ReportingEvents,0
their,their,s,PersonPronoun,0
moan,moan,n,SenseProperty,0
Among,among,s,,0
the,the,s,,0
Gentyles,gentyles,c,UNRECOGNIZED,0
",",",",s,,0
was,was,s,ProjectBack,0
it,it,s,,0
thought,thought,s,PrivateThinking,0
none,none,s,DenyDisclaim,0
iniurye,iniurye,n,UNRECOGNIZED,0
If,if,s,Contingency,0
a,a,s,Contingency,1
man,man,s,PersonProperty,0
were,were,s,ProjectBack,0
hurt,hurt,c,ReportingStates,0
",",",",s,ReportingStates,1
to,to,s,,0
slay,slay,s,Negativity,0
his,his,s,PersonPronoun,0
aduersarye,aduersarye,n,UNRECOGNIZED,0
This,this,s,,0
thing,thing,s,Uncertainty,0
I,i,s,FirstPer,0
forbid,forbid,c,Resistance,0
",",",",s,,0
and,and,s,,0
say,say,c,Citations,0
",",",",s,,0
thou,thou,s,Imperative,0
shall,shall,s,Imperative,1
not,not,s,Imperative,2
kill,kill,n,Negativity,0
Law,law,s,AbstractConcepts,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
revenger,revenger,c,Resistance,0
",",",",s,,0
the,the,s,PersonProperty,0
man,man,s,PersonProperty,1
may,may,s,Contingency,0
do,do,s,Contingency,1
no,no,s,DenyDisclaim,0
ill,ill,c,Citations,0
.,.,n,Citations,1
Some,some,s,Uncertainty,0
persons,persons,s,Uncertainty,1
there,there,s,ReportingStates,0
are,are,c,ReportingStates,1
",",",",s,,0
that,that,s,,0
inordynatlye,inordynatlye,s,UNRECOGNIZED,0
love,love,n,Positivity,0
Those,those,s,ReportingStates,0
are,are,s,ReportingStates,1
persuaded,persuaded,c,ReportingStates,0
",",",",s,ReportingStates,1
all,all,s,SubjectivePercept,0
things,things,s,SubjectivePercept,1
them,them,s,,0
to,to,s,,0
behoue,behoue,n,UNRECOGNIZED,0
Which,which,s,,0
I,i,s,FirstPer,0
inhybyte,inhybyte,c,UNRECOGNIZED,0
",",",",s,,0
saying,saying,s,Citations,0
contynuallye,contynuallye,n,UNRECOGNIZED,0
No,no,s,DenyDisclaim,0
rape,rape,s,Negative_Relation,0
shall,shall,s,ProjectAhead,0
thou,thou,s,DirectAddress,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
nor,nor,s,SubjectiveTime,0
yet,yet,s,SubjectiveTime,1
commit,commit,s,ReportingEvents,0
aduouteye,aduouteye,n,UNRECOGNIZED,0
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
do,do,s,Intensity,0
no,no,s,DenyDisclaim,0
theft,theft,c,Negativity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
coueyte,coueyte,s,UNRECOGNIZED,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
not,not,s,DenyDisclaim,0
thine,thine,n,UNRECOGNIZED,0
Against,against,s,,0
thy,thy,s,DirectAddress,0
neighbor,neighbor,c,PersonProperty,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
thou,thou,s,DirectAddress,0
not,not,s,DenyDisclaim,0
falsely,falsely,s,StandardsNeg,0
dyffyne,dyffyne,c,UNRECOGNIZED,0
.,.,nn,,0
We,we,s,,0
may,may,s,Contingency,0
do,do,s,Contingency,1
nothing,nothing,c,DenyDisclaim,0
",",",",s,,0
if,if,s,Contingency,0
we,we,s,,0
be,be,s,ReportingStates,0
pynned,pynned,s,UNRECOGNIZED,0
in,in,s,,0
thus,thus,n,ReasonForward,0
Neither,neither,s,DenyDisclaim,0
you,you,s,DirectAddress,0
nor,nor,s,DenyDisclaim,0
God,god,c,CommonAuthorities,0
",",",",s,,0
to,to,s,,0
that,that,s,,0
hard,hard,s,,0
trade,trade,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
bring,bring,s,,0
us,us,n,Inclusive,0
We,we,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
one,one,s,Numbers,0
God,god,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
worship,worship,s,Positivity,0
him,him,s,PersonPronoun,0
alone,alone,n,SpaceRelation,0
Matye,matye,s,UNRECOGNIZED,0
that,that,s,,0
in,in,s,,0
deed,deed,c,AbstractConcepts,0
",",",",s,,0
would,would,s,ProjectAhead,0
make,make,s,ProjectAhead,1
a,a,s,ProjectAhead,2
Turk,turk,s,PersonProperty,0
to,to,s,,0
g^^ne,g^^ne,n,UNRECOGNIZED,0
If,if,s,Contingency,0
we,we,s,,0
be,be,s,ReportingStates,0
stryken,stryken,c,UNRECOGNIZED,0
",",",",s,,0
we,we,s,,0
may,may,s,Contingency,0
not,not,s,DenyDisclaim,0
stryke,stryke,s,UNRECOGNIZED,0
again,again,c,RecurringEvents,0
?,?,n,Question,0
Aprope^^,aprope^^,s,UNRECOGNIZED,0
^,^,c,UNRECOGNIZED,0
gyne,gyne,c,UNRECOGNIZED,0
*,*,s,,0
and,and,s,,0
dyscretlye,dyscretlye,s,UNRECOGNIZED,0
v^t^,v^t^,s,UNRECOGNIZED,0
r^d,r^d,s,UNRECOGNIZED,0
^,^,c,UNRECOGNIZED,0
la^ne,la^ne,n,UNRECOGNIZED,0
For,for,s,,0
companyes,companyes,s,UNRECOGNIZED,0
sake,sake,c,SenseObject,0
",",",",s,,0
ye,ye,s,OralCues,0
say,say,s,Citations,0
we,we,s,,0
may,may,s,Contingency,0
not,not,s,DenyDisclaim,0
love,love,n,Positivity,0
I,i,s,FirstPer,0
defye,defye,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
worste,worste,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
my,my,s,FirstPer,0
glove,glove,c,SenseObject,0
.,.,nn,Question,0
What,what,c,Question,1
?,?,s,Question,0
thou,thou,s,DirectAddress,0
wylt,wylt,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
fight,fight,s,Resistance,0
thy,thy,s,DirectAddress,0
wits,wits,s,StandardsPos,0
are,are,s,Positivity,0
better,better,s,Positivity,1
than,than,s,Comparison,0
so,so,c,Intensity,0
.,.,nnn,Intensity,1
In,in,s,,0
the,the,s,,0
quarrel,quarrel,s,Negative_Relation,0
of,of,s,StandardsPos,0
love,love,c,StandardsPos,1
",",",",s,,0
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
prove,prove,s,Confidence,0
ye,ye,s,OralCues,0
ere,ere,s,ProjectBack,0
I,i,s,FirstPer,0
go,go,n,TimeDuration,0
By,by,s,TimeDuration,1
the,the,s,,0
Mess,mess,s,Negativity,0
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
",",",",s,,0
to,to,s,,0
put,put,s,ReportingEvents,0
ye,ye,s,OralCues,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
f^ure,f^ure,c,UNRECOGNIZED,0
.,.,nn,,0
Thou,thou,s,DirectAddress,0
were,were,s,ProjectBack,0
much,much,s,Positivity,0
better,better,c,Positivity,1
",",",",s,,0
to,to,s,TimeDuration,0
keep,keep,s,TimeDuration,1
thy,thy,s,DirectAddress,0
pacyence,pacyence,c,UNRECOGNIZED,0
.,.,nnn,,0
Nay,nay,s,OralCues,0
by,by,s,,0
Cocks,cocks,s,SenseObject,0
soul,soul,s,Disclosure,0
frynd,frynd,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
lay,lay,s,ReportingEvents,0
ye,ye,s,OralCues,0
on,on,s,,0
y^,y^,s,UNRECOGNIZED,0
coat,coat,n,SenseObject,0
In,in,s,,0
loves,loves,s,Positivity,0
cause,cause,s,Cause,0
to,to,s,Cause,1
fight,fight,c,Resistance,0
",",",",s,,0
ye,ye,s,OralCues,0
may,may,s,ProjectAhead,0
soon,soon,s,ProjectAhead,1
have,have,s,,0
m^a,m^a,s,UNRECOGNIZED,0
f^^,f^^,s,UNRECOGNIZED,0
ar^,ar^,n,UNRECOGNIZED,0
Nay,nay,s,OralCues,0
but,but,s,Resistance,0
have,have,s,Negativity,0
at,at,s,Negativity,1
your,your,s,Negativity,2
py^ch^,py^ch^,c,UNRECOGNIZED,0
",",",",s,,0
defend,defend,s,Resistance,0
ye,ye,s,OralCues,0
if,if,s,Contingency,0
ye,ye,s,OralCues,0
may,may,c,Contingency,0
.,.,nn,ReasonForward,0
Such,such,s,ReasonForward,1
a,a,s,Negativity,0
fool,fool,s,Negativity,1
art,art,s,AbstractConcepts,0
thou,thou,c,DirectAddress,0
",",",",s,,0
as,as,s,,0
sekes,sekes,s,UNRECOGNIZED,0
thine,thine,s,UNRECOGNIZED,0
own,own,s,ReportingEvents,0
decay,decay,n,Negativity,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
ones,ones,s,Numbers,0
meddle,meddle,c,Negative_Relation,0
",",",",s,,0
t^,t^,s,UNRECOGNIZED,0
the,the,c,,0
",",",",s,,0
it,it,s,PredictedFuture,0
will,will,s,PredictedFuture,1
be,be,s,PredictedFuture,2
death,death,n,Negativity,0
Dyddest,dyddest,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
never,never,s,DenyDisclaim,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
that,that,s,,0
law,law,s,AbstractConcepts,0
sleeth,sleeth,s,UNRECOGNIZED,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
wrath,wrath,c,Anger,0
.,.,nn,,0
By,by,s,,0
the,the,s,StandardsPos,0
blessed,blessed,s,StandardsPos,1
lord,lord,c,CommonAuthorities,0
",",",",s,,0
than,than,s,Comparison,0
will,will,s,PredictedFuture,0
I,i,s,FirstPer,0
play,play,s,ReportingEvents,0
Robsons,robsons,s,UNRECOGNIZED,0
part,part,c,AbstractConcepts,0
.,.,nnn,AbstractConcepts,1
Why,why,s,Question,0
what,what,s,,0
part,part,s,,0
will,will,s,PredictedFuture,0
thou,thou,s,DirectAddress,0
