O^^,o^^,s,UNRECOGNIZED,0
affection,affection,s,Positivity,0
to,to,s,,0
the,the,s,,0
young,young,s,SenseProperty,0
Prince,prince,s,PersonProperty,0
my,my,s,FirstPer,0
brother,brother,c,PersonProperty,0
",",",",s,,0
did,did,s,ReportingEvents,0
beget,beget,s,Transformation,0
this,this,s,,0
my,my,n,FirstPer,0
request,request,c,Request,0
;,;,s,,0
I,i,s,FirstPer,0
willingly,willingly,s,SubjectivePercept,0
would,would,s,Contingency,0
have,have,s,Contingency,1
his,his,s,PersonPronoun,0
youth,youth,s,AbstractConcepts,0
adorned,adorned,s,SenseProperty,0
with,with,s,SenseProperty,1
glory,glory,s,StandardsPos,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
conquest,conquest,c,Intensity,0
.,.,n,,0
No,no,s,DenyDisclaim,0
tree,tree,s,SenseObject,0
bears,bears,s,StandardsPos,0
fruit,fruit,s,StandardsPos,1
in,in,s,TimeDuration,0
Autumn,autumn,c,TimeDuration,1
",",",",s,,0
',',c,,0
less,less,s,Comparison,0
it,it,s,,0
blossom,blossom,s,SenseObject,0
first,first,s,Sequence,0
in,in,s,TimeDuration,0
the,the,s,TimeDuration,1
Spring,spring,c,TimeDuration,2
;,;,s,,0
it,it,s,,0
is,is,s,Positive_Attribution,0
fit,fit,n,Positive_Attribution,1
he,he,s,PersonPronoun,0
were,were,s,ProjectBack,0
acquainted,acquainted,s,,0
in,in,s,,0
these,these,s,Immediacy,0
soft,soft,s,SenseProperty,0
years,years,s,TimeDuration,0
with,with,s,TimeDuration,1
military,military,s,PersonProperty,0
action,action,c,GenericEvents,0
",",",",s,,0
that,that,s,TimeShift,0
when,when,s,TimeShift,1
grown,grown,n,ReportingEvents,0
perfect,perfect,s,StandardsPos,0
man,man,c,PersonProperty,0
",",",",s,,0
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
grow,grow,s,Transformation,0
up,up,s,Transformation,1
too,too,s,,0
perfect,perfect,s,StandardsPos,0
in,in,s,,0
warlike,warlike,s,SubjectivePercept,0
discipline,discipline,nnn,,0
Hereafter,hereafter,s,Metadiscourse,0
we,we,s,Metadiscourse,1
shall,shall,s,ProjectAhead,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
appointment,appointment,s,TimeDuration,0
guide,guide,s,AbstractConcepts,0
our,our,s,Inclusive,0
Counsels,counsels,c,PersonProperty,0
.,.,s,Question,0
Why,why,s,Question,1
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,n,DenyDisclaim,0
entreat,entreat,s,Request,0
me,me,s,FirstPer,0
to,to,s,,0
resign,resign,s,ReportingEvents,0
my,my,s,FirstPer,0
Crown,crown,c,SenseObject,0
",",",",s,,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,,0
peoples,peoples,s,PersonProperty,0
much,much,s,Intensity,0
loved,loved,s,Positivity,0
minion,minion,s,PersonProperty,0
may,may,n,Contingency,0
with,with,s,AbstractConcepts,0
it,it,s,AbstractConcepts,1
impale,impale,s,Negativity,0
your,your,s,DirectAddress,0
glorious,glorious,s,Positivity,0
brow,brow,c,SenseObject,0
?,?,s,Question,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
henceforth,henceforth,s,ProjectAhead,0
or,or,s,,0
know,know,s,Confidence,0
your,your,s,Responsibility,0
duty,duty,s,Responsibility,1
better,better,c,Comparison,0
",",",",s,,0
or,or,n,,0
your,your,s,DirectAddress,0
pride,pride,s,StandardsPos,0
shall,shall,s,ProjectAhead,0
meet,meet,s,ReportingEvents,0
our,our,s,Inclusive,0
just,just,s,Immediacy,0
waked,waked,s,Immediacy,1
anger,anger,c,Anger,0
.,.,s,,0
To,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Charge,charge,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
march,march,s,AbstractConcepts,0
with,with,n,AbstractConcepts,0
speed,speed,c,AbstractConcepts,1
",",",",s,,0
or,or,s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
know,know,s,Confidence,0
what,what,s,Confidence,1
it,it,s,Confidence,2
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
disobey,disobey,s,Negative_Relation,0
our,our,s,Inclusive,0
pleasure,pleasure,c,Positivity,0
.,.,s,Question,0
When,when,s,Question,1
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
King,king,c,PersonProperty,0
",",",",n,,0
learn,learn,s,ReportingEvents,0
to,to,s,ReportingEvents,1
command,command,s,CommonAuthorities,0
your,your,s,DirectAddress,0
Subjects,subjects,c,LangRef,0
;,;,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
mine,mine,s,FirstPer,0
(,(,c,,0
Sir,sir,c,PersonProperty,0
.,.,c,,0
),),s,,0
You,you,s,DirectAddress,0
know,know,s,DirectAddress,1
your,your,s,Responsibility,0
Charge,charge,c,Responsibility,1
",",",",n,,0
perform,perform,s,ReportingEvents,0
it,it,nnn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
done,done,c,ReportingStates,0
.,.,s,ReportingStates,1
Our,our,s,Inclusive,0
hopes,hopes,s,Inclusive,1
(,(,c,,0
I,i,s,FirstPer,0
see,see,c,,0
),),s,,0
resemble,resemble,s,Resemblances,0
much,much,s,Intensity,0
the,the,s,SenseObject,0
Sun,sun,c,SenseObject,1
",",",",s,,0
that,that,s,,0
rising,rising,s,Motions,0
and,and,n,,0
declining,declining,s,Negativity,0
cast,cast,s,ReportingEvents,0
large,large,s,SenseProperty,0
shadows,shadows,c,SenseObject,0
;,;,s,Resistance,0
but,but,s,Resistance,1
when,when,s,Resistance,2
his,his,s,PersonPronoun,0
beams,beams,s,SenseObject,0
are,are,s,ReportingStates,0
dressed,dressed,s,SenseProperty,0
in's,in's,s,UNRECOGNIZED,0
midday,midday,n,Sequence,0
brightness,brightness,c,SenseProperty,0
",",",",s,,0
yields,yields,s,ReportingEvents,0
none,none,s,DenyDisclaim,0
at,at,s,Intensity,0
all,all,c,Intensity,1
:,:,s,,0
when,when,s,TimeShift,0
they,they,s,TimeShift,1
are,are,s,ReportingStates,0
farthest,farthest,s,SpaceRelation,0
from,from,s,SpaceRelation,1
success,success,c,StandardsPos,0
",",",",s,,0
their,their,n,PersonPronoun,0
guilt,guilt,s,StandardsNeg,0
reflection,reflection,s,AbstractConcepts,0
does,does,s,ReportingEvents,0
display,display,s,ReportingEvents,0
the,the,s,ReportingEvents,1
largest,largest,s,Comparison,0
shows,shows,s,ReportingEvents,0
of,of,s,,0
events,events,s,GenericEvents,0
fair,fair,s,StandardsPos,0
and,and,s,,0
prosperous,prosperous,c,StandardsPos,0
.,.,n,,0
With,with,s,Specifiers,0
what,what,s,Specifiers,1
a,a,s,Specifiers,2
settled,settled,s,ReportingEvents,0
confidence,confidence,s,StandardsPos,0
did,did,s,Question,0
I,i,s,Question,1
promise,promise,s,StandardsPos,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
my,my,s,FirstPer,0
stay,stay,s,SpaceRelation,0
here,here,c,SpaceRelation,1
",",",",s,,0
Mura's,mura's,n,UNRECOGNIZED,0
wished,wished,s,ProjectAhead,0
departure,departure,c,SceneShift,0
?,?,s,Question,0
when,when,s,,0
stead,stead,s,Substitution,0
of,of,s,,0
these,these,c,Immediacy,0
",",",",s,Immediacy,1
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
my,my,s,Autobio,0
fathers,fathers,s,Autobio,1
wrath,wrath,s,Anger,0
destroying,destroying,s,Negativity,0
mine,mine,n,FirstPer,0
intentions,intentions,c,PrivateThinking,0
.,.,s,ReasonForward,0
Such,such,s,ReasonForward,1
a,a,s,Negativity,0
fool,fool,s,Negativity,1
is,is,s,ReportingStates,0
self-compassion,self-compassion,c,SubjectivePercept,0
",",",",s,,0
soothing,soothing,s,Positivity,0
us,us,s,Inclusive,0
to,to,s,,0
faith,faith,s,StandardsPos,0
of,of,s,Curiosity,0
what,what,s,Curiosity,1
we,we,n,,0
wish,wish,s,SubjectivePercept,0
should,should,s,Insist,0
hap,hap,c,AbstractConcepts,0
*,*,s,,0
while,while,s,TimeDuration,0
vain,vain,s,Negativity,0
desire,desire,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
things,things,s,Uncertainty,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
not,not,c,DenyDisclaim,0
",",",",s,,0
makes,makes,s,Inclusive,0
us,us,s,Inclusive,1
quite,quite,s,Intensity,0
forget,forget,n,Negativity,0
those,those,s,,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
possessed,possessed,s,ReportingStates,0
of,of,nnn,ReportingStates,1
Alone,alone,s,SpaceRelation,0
the,the,s,,0
engine,engine,s,SenseObject,0
works,works,s,ReportingEvents,0
beyond,beyond,s,,0
or,or,s,,0
hope,hope,s,Positivity,0
or,or,s,,0
credit,credit,c,StandardsPos,0
.,.,s,Question,0
How,how,s,Question,1
I,i,s,FirstPer,0
hug,hug,s,Motions,0
with,with,s,,0
vast,vast,s,Intensity,0
delight,delight,c,Positivity,0
",",",",n,,0
beyond,beyond,s,,0
that,that,s,,0
of,of,s,,0
stolen,stolen,s,Negativity,0
pleasures,pleasures,s,Positivity,0
forbidden,forbidden,s,Resistance,0
Lovers,lovers,s,Positivity,0
taste,taste,c,SenseProperty,0
",",",",s,,0
my,my,s,FirstPer,0
darling,darling,s,Positivity,0
Mistress,mistress,c,PersonProperty,0
",",",",s,,0
my,my,n,FirstPer,0
active,active,s,,0
Brain,brain,c,SenseObject,0
!,!,s,,0
If,if,s,Contingency,0
I,i,s,Contingency,1
can,can,s,Contingency,2
be,be,s,ReasonForward,0
thus,thus,s,ReasonForward,1
subtle,subtle,s,SubjectivePercept,0
while,while,s,TimeDuration,0
a,a,s,TimeDuration,1
young,young,s,SenseProperty,0
Serpent,serpent,c,SenseObject,0
",",",",s,,0
when,when,s,,0
grown,grown,s,Transformation,0
up,up,s,Transformation,1
a,a,n,SenseObject,0
Dragon,dragon,s,SenseObject,1
how,how,s,,0
glorious,glorious,s,Positivity,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
cunning,cunning,s,Negativity,0
practice,practice,c,GenericEvents,0
?,?,s,Question,0
My,my,s,FirstPer,0
gracious,gracious,s,StandardsPos,0
brother,brother,nnn,PersonProperty,0
Gentle,gentle,s,Positivity,0
Abrahen,abrahen,c,UNRECOGNIZED,0
.,.,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
grieved,grieved,s,Sad,0
my,my,s,FirstPer,0
power,power,s,AbstractConcepts,0
cannot,cannot,s,DenyDisclaim,0
comply,comply,s,ReportingEvents,0
my,my,s,Self_Promise,0
promise,promise,c,Self_Promise,1
:,:,s,,0
my,my,s,Autobio,0
Father's,father's,s,Autobio,1
so,so,n,,0
averse,averse,s,Negative_Relation,0
from,from,s,,0
granting,granting,s,CommonAuthorities,0
my,my,s,FirstPer,0
request,request,s,Request,0
concerning,concerning,s,Specifiers,0
thee,thee,c,DirectAddress,0
",",",",s,,0
that,that,s,Specifiers,0
with,with,s,Specifiers,1
angry,angry,s,Anger,0
frowns,frowns,s,Negative_Relation,0
he,he,s,Intensity,0
did,did,n,Intensity,1
express,express,s,Citations,0
rather,rather,s,Resistance,0
a,a,s,,0
passionate,passionate,s,Positivity,0
rage,rage,c,Anger,0
",",",",s,,0
then,then,s,,0
a,a,s,Resistance,0
refusal,refusal,s,Resistance,1
civil,civil,c,CommonAuthorities,0
",",",",s,,0
or,or,s,,0
accustomed,accustomed,s,RecurringEvents,0
to,to,s,RecurringEvents,1
his,his,n,PersonPronoun,0
indulgent,indulgent,s,SubjectivePercept,0
disposition,disposition,nnn,AbstractConcepts,0
He,he,s,Updates,0
Is,is,s,Updates,1
our,our,s,Inclusive,0
Father,father,c,Inclusive,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
the,the,s,,0
tyrant,tyrant,s,Negative_Relation,0
Custom,custom,s,CommonAuthorities,0
does,does,s,ReportingEvents,0
enforce,enforce,s,CommonAuthorities,0
us,us,s,Inclusive,0
to,to,s,,0
yield,yield,s,ReportingEvents,0
him,him,s,PersonPronoun,0
that,that,n,Specifiers,0
which,which,s,Specifiers,1
fools,fools,s,Negativity,0
call,call,s,ReportingEvents,0
natural,natural,c,AbstractConcepts,0
",",",",s,,0
when,when,s,,0
wise,wise,s,StandardsPos,0
men,men,s,StandardsPos,1
know,know,s,Confidence,0
it,it,s,Confidence,1
is,is,s,Confidence,2
more,more,s,Comparison,0
then,then,s,,0
servile,servile,s,Negativity,0
duty,duty,c,StandardsPos,0
",",",",s,,0
a,a,n,,0
slavish,slavish,c,Anger,0
",",",",s,,0
blind,blind,s,StandardsNeg,0
obedience,obedience,s,StandardsNeg,1
to,to,s,,0
his,his,s,PersonPronoun,0
pleasure,pleasure,c,Positivity,0
",",",",s,,0
be,be,s,ReportingStates,0
it,it,s,,0
nor,nor,s,DenyDisclaim,0
just,just,c,Intensity,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
honorable,honorable,nnn,StandardsPos,0
O,o,s,LangRef,0
my,my,s,FirstPer,0
Abrahen,abrahen,c,UNRECOGNIZED,0
",",",",s,,0
these,these,s,Immediacy,0
sounds,sounds,s,SenseProperty,0
are,are,s,ReportingStates,0
unharmonious,unharmonious,c,StandardsNeg,0
",",",",s,,0
as,as,s,,0
unlookt,unlookt,s,UNRECOGNIZED,0
for,for,s,,0
from,from,s,,0
thy,thy,n,DirectAddress,0
unblemished,unblemished,s,StandardsPos,0
innocence,innocence,c,Disclosure,0
:,:,s,,0
though,though,s,Concessive,0
he,he,s,Contingency,0
could,could,s,Contingency,1
put,put,s,SubjectivePercept,0
off,off,s,SubjectivePercept,1
paternal,paternal,s,PersonProperty,0
piety,piety,c,StandardsPos,0
",",",",s,,0
',',c,,0
t,t,s,AbstractConcepts,0
gives,gives,s,,0
no,no,n,DenyDisclaim,0
privilege,privilege,s,SubjectivePercept,0
for,for,s,Inclusive,0
us,us,s,Inclusive,1
to,to,s,,0
wander,wander,s,SceneShift,0
from,from,s,SceneShift,1
our,our,s,Inclusive,0
filial,filial,s,AbstractConcepts,0
duty,duty,c,StandardsPos,0
:,:,s,,0
though,though,s,Concessive,0
harsh,harsh,c,Negativity,0
",",",",s,,0
and,and,s,,0
to,to,s,Inclusive,0
our,our,n,Inclusive,1
natures,natures,s,AbstractConcepts,0
much,much,s,Intensity,0
unwelcom,unwelcom,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
his,his,s,PersonPronoun,0
decrees,decrees,c,CommonAuthorities,0
",",",",s,,0
like,like,s,SubjectivePercept,0
those,those,s,,0
of,of,s,CommonAuthorities,0
Heaven,heaven,c,CommonAuthorities,1
",",",",s,,0
we,we,s,Insist,0
must,must,s,Insist,1
not,not,s,Insist,2
presume,presume,n,Negativity,0
to,to,s,Negativity,1
question,question,s,Resistance,0
them,them,nnn,Resistance,1
Not,not,c,DenyDisclaim,0
",",",",s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
concern,concern,s,SubjectivePercept,0
our,our,s,Biographical_Time,0
lives,lives,s,Biographical_Time,1
and,and,s,,0
fortunes,fortunes,c,ProjectAhead,0
?,?,s,Question,0
It,it,s,DenyDisclaim,0
Is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
for,for,s,,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
I,i,s,Insist,0
urge,urge,s,Insist,1
these,these,n,Immediacy,0
doubts,doubts,c,Uncertainty,0
;,;,s,Resistance,0
but,but,s,Resistance,1
it,it,s,DirectAddress,0
is,is,s,DirectAddress,1
for,for,s,DirectAddress,2
you,you,c,DirectAddress,3
",",",",s,,0
who,who,s,Question,0
are,are,s,Question,1
my,my,s,FirstPer,0
Brother,brother,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
I,i,s,SelfDisclosure,0
hope,hope,c,SelfDisclosure,1
",",",",s,,0
must,must,s,Insist,0
be,be,s,ReportingStates,0
my,my,n,FirstPer,0
Sovereign,sovereign,c,CommonAuthorities,0
",",",",s,,0
my,my,s,FirstPer,0
fears,fears,s,Fear,0
grow,grow,s,Positivity,0
on,on,s,Positivity,1
me,me,s,Positivity,2
almost,almost,s,SubjectivePercept,0
to,to,s,,0
distraction,distraction,c,Negativity,0
:,:,s,,0
Our,our,s,Inclusive,0
Father's,father's,s,PersonProperty,0
age,age,n,Specifiers,0
betrays,betrays,s,Negative_Relation,0
him,him,s,PersonPronoun,0
to,to,s,,0
a,a,s,,0
dotage,dotage,c,Negativity,0
",",",",s,Aside,0
which,which,s,Aside,1
may,may,s,Fear,0
be,be,s,Fear,1
dangerous,dangerous,s,Fear,2
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
future,future,s,StandardsPos,0
safety,safety,c,StandardsPos,1
;,;,s,,0
he,he,n,PersonPronoun,0
does,does,s,ReportingEvents,0
suspect,suspect,s,Negativity,0
your,your,s,DirectAddress,0
loyalty,loyalty,nnn,StandardsPos,0
How,how,c,,0
",",",",s,,0
Abrahen,abrahen,c,UNRECOGNIZED,0
?,?,nnn,Question,0
I,i,s,SelfDisclosure,0
knew,knew,s,SelfDisclosure,1
',',c,,0
twould,twould,s,UNRECOGNIZED,0
start,start,s,Sequence,0
your,your,s,DirectAddress,0
innocence,innocence,c,Disclosure,0
;,;,s,Resistance,0
but,but,s,Resistance,1
it,it,s,,0
is,is,s,ReportingStates,0
truth,truth,c,StandardsPos,0
",",",",s,,0
a,a,s,,0
sad,sad,s,Sad,0
and,and,s,,0
serious,serious,s,SubjectivePercept,0
truth,truth,c,StandardsPos,0
;,;,n,,0
nay,nay,s,OralCues,0
his,his,s,PersonPronoun,0
suspicion,suspicion,s,Negativity,0
almost,almost,s,SubjectivePercept,0
arrived,arrived,s,ReportingEvents,0
unto,unto,s,CommonAuthorities,0
a,a,s,,0
settled,settled,s,ReportingEvents,0
faith,faith,s,StandardsPos,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
are,are,s,SubjectivePercept,0
ambitious,ambitious,nnn,SubjectivePercept,1
It,it,s,,0
Is,is,s,ReportingStates,0
impossible,impossible,c,StandardsNeg,0
.,.,nnn,,0
The,the,s,,0
glorious,glorious,s,Positivity,0
shine,shine,s,SenseProperty,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
illustrious,illustrious,s,StandardsPos,0
virtues,virtues,s,StandardsPos,0
are,are,s,ReportingStates,0
grown,grown,s,ReportingEvents,0
too,too,s,,0
bright,bright,s,Positivity,0
and,and,n,Positivity,1
dazzling,dazzling,s,Positivity,0
for,for,s,,0
his,his,s,PersonPronoun,0
eyes,eyes,s,SenseObject,0
to,to,s,,0
look,look,s,Resemblances,0
on,on,s,Resemblances,1
as,as,s,Resemblances,2
he,he,s,Insist,0
ought,ought,c,Insist,1
",",",",s,,0
with,with,s,,0
admiration,admiration,c,StandardsPos,0
;,;,s,,0
and,and,s,,0
he,he,s,PersonPronoun,0
with,with,s,Fear,0
fear,fear,n,Fear,1
beholds,beholds,s,SpaceRelation,0
them,them,c,,0
",",",",s,Specifiers,0
as,as,s,Specifiers,1
it,it,s,Specifiers,2
were,were,c,Specifiers,3
",",",",s,Specifiers,4
through,through,s,,0
a,a,s,,0
perspective,perspective,c,SubjectivePercept,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
each,each,s,Specifiers,0
brave,brave,s,StandardsPos,0
action,action,s,GenericEvents,0
of,of,n,DirectAddress,0
yours,yours,s,DirectAddress,1
surveyed,surveyed,s,ReportingEvents,0
though,though,s,Concessive,0
at,at,s,,0
remotest,remotest,s,Comparison,0
distance,distance,c,AbstractConcepts,0
",",",",s,,0
appears,appears,s,SubjectivePercept,0
far,far,s,Intensity,0
greater,greater,s,Intensity,1
then,then,s,,0
it,it,s,,0
is,is,c,ReportingStates,0
.,.,s,,0
In,in,n,Specifiers,0
brief,brief,c,Specifiers,1
",",",",s,,0
that,that,s,,0
love,love,s,Positivity,0
which,which,s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
purchased,purchased,s,ReportingEvents,0
from,from,s,,0
the,the,s,PersonProperty,0
people,people,s,PersonProperty,1
that,that,s,,0
sing,sing,s,Motions,0
glad,glad,s,Positivity,0
Hymns,hymns,n,SenseObject,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
victorious,victorious,s,Positivity,0
fortunes,fortunes,c,ProjectAhead,0
",",",",s,,0
betraies,betraies,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
to,to,s,,0
his,his,s,PersonPronoun,0
hate,hate,c,Negativity,0
;,;,s,,0
and,and,s,,0
in,in,s,,0
this,this,s,,0
Voyage,voyage,s,Motions,0
which,which,n,,0
he,he,s,PersonPronoun,0
inforces,inforces,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
to,to,s,,0
undertake,undertake,c,ProjectAhead,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
set,set,s,ReportingEvents,0
spies,spies,s,Motions,0
upon,upon,s,DirectAddress,0
you,you,nnn,DirectAddress,1
It,it,s,ReportingStates,0
Is,is,s,ReportingStates,1
so,so,c,ReportingStates,2
:,:,s,,0
afflictions,afflictions,s,Negativity,0
do,do,s,Intensity,0
fall,fall,s,,0
like,like,s,SubjectivePercept,0
hailstones,hailstones,c,SenseObject,0
",",",",s,,0
one,one,s,Numbers,0
no,no,s,SubjectiveTime,0
sooner,sooner,s,SubjectiveTime,1
drops,drops,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
a,a,s,Specifiers,0
whole,whole,n,Specifiers,1
Shower,shower,s,SenseObject,0
does,does,s,ReportingEvents,0
follow,follow,c,,0
.,.,s,,0
I,i,s,SelfDisclosure,0
observed,observed,s,SelfDisclosure,1
indeeed,indeeed,c,UNRECOGNIZED,0
",",",",s,,0
my,my,s,FirstPer,0
Abrahen,abrahen,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,,0
his,his,s,SenseProperty,0
looks,looks,s,SenseProperty,1
and,and,s,,0
language,language,n,LangRef,0
was,was,s,ProjectBack,0
dressed,dressed,s,SenseProperty,0
in,in,s,SenseProperty,1
unaccustomed,unaccustomed,s,Uncertainty,0
clouds,clouds,c,SenseObject,0
",",",",s,Resistance,0
but,but,s,Resistance,1
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
imagine,imagine,s,PrivateThinking,0
they,they,s,Biographical_Time,0
would,would,s,Biographical_Time,1
presaged,presaged,s,ProjectAhead,0
so,so,n,,0
fierce,fierce,s,Resistance,0
a,a,s,,0
tempest,tempest,c,Negativity,0
.,.,s,,0
Ye,ye,s,OralCues,0
gods,gods,c,CommonAuthorities,0
",",",",s,,0
why,why,s,Curiosity,0
do,do,s,Curiosity,1
you,you,s,DirectAddress,0
give,give,s,ReportingEvents,0
us,us,s,ReportingEvents,1
gifts,gifts,s,Positivity,0
and,and,s,,0
graces,graces,c,StandardsPos,0
",",",",s,,0
share,share,s,ReportingEvents,0
your,your,s,DirectAddress,0
own,own,n,DirectAddress,1
attributes,attributes,s,ReportingEvents,0
with,with,s,,0
men,men,c,PersonProperty,0
",",",",s,,0
your,your,s,DirectAddress,0
virtues,virtues,c,StandardsPos,0
",",",",s,,0
when,when,s,TimeShift,0
they,they,s,TimeShift,1
betray,betray,s,Negative_Relation,0
them,them,s,,0
to,to,s,,0
worse,worse,s,Negativity,0
hate,hate,s,Negativity,0
then,then,n,,0
vices,vices,c,Negativity,0
?,?,s,Question,0
But,but,s,Resistance,0
Abrahen,abrahen,c,UNRECOGNIZED,0
",",",",s,,0
prithee,prithee,s,DirectAddress,0
reconfirm,reconfirm,s,RecurringEvents,0
my,my,s,FirstPer,0
fears,fears,s,Fear,0
by,by,s,,0
testimonial,testimonial,s,CommonAuthorities,0
how,how,s,Curiosity,0
this,this,s,Curiosity,1
can,can,s,Contingency,0
be,be,n,Contingency,1
truth,truth,c,StandardsPos,0
;,;,s,,0
for,for,s,,0
yet,yet,s,Resistance,0
my,my,s,FirstPer,0
innocence,innocence,s,Disclosure,0
with,with,s,,0
too,too,s,,0
credulous,credulous,s,StandardsNeg,0
trust,trust,s,Confidence,0
sooths,sooths,s,Positivity,0
up,up,s,,0
my,my,s,SelfDisclosure,0
soul,soul,c,SelfDisclosure,1
",",",",s,,0
our,our,n,Inclusive,0
father,father,s,Inclusive,1
should,should,s,Insist,0
not,not,s,Insist,1
thus,thus,s,ReasonForward,0
put,put,s,ReportingEvents,0
that,that,s,,0
off,off,s,,0
which,which,s,,0
does,does,s,Intensity,0
make,make,s,Intensity,1
him,him,s,PersonPronoun,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
his,his,s,PersonPronoun,0
sweetness,sweetness,c,SenseObject,0
",",",",s,,0
to,to,n,,0
feed,feed,s,SenseObject,0
the,the,s,,0
irregular,irregular,s,Exceptions,0
flames,flames,s,SenseObject,0
of,of,s,,0
false,false,s,StandardsNeg,0
suspicions,suspicions,s,Negativity,0
and,and,s,,0
soul,soul,s,Disclosure,0
tormenting,tormenting,s,Negativity,0
jealousies,jealousies,nnn,Negative_Relation,0
Why,why,c,Question,0
",",",",s,,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",s,SelfDisclosure,2
to,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
(,(,c,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
),),s,,0
he,he,s,Intensity,0
did,did,s,Intensity,1
with,with,s,,0
strong,strong,s,Intensity,0
Injunctions,injunctions,s,CommonAuthorities,0
give,give,s,ReportingEvents,0
a,a,s,ReportingEvents,1
solicitous,solicitous,n,Positivity,0
charge,charge,s,ReportingEvents,0
to,to,s,ReportingEvents,1
overlook,overlook,s,Negativity,0
your,your,s,DirectAddress,0
actions,actions,c,GenericEvents,0
.,.,s,,0
My,my,s,FirstPer,0
Abrahen,abrahen,s,UNRECOGNIZED,0
(,(,c,,0
quoth,quoth,s,Citations,0
he,he,c,Citations,1
),),s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
not,not,s,Resistance,0
so,so,s,Resistance,1
unhappie,unhappie,c,UNRECOGNIZED,0
",",",",n,,0
that,that,s,,0
like,like,s,SubjectivePercept,0
thy,thy,s,DirectAddress,0
brother,brother,s,PersonProperty,0
thou,thou,s,DirectAddress,0
should,should,s,Insist,0
be,be,s,ReportingStates,0
ambitious,ambitious,c,ProjectAhead,0
",",",",s,,0
who,who,s,Question,0
does,does,s,Question,1
affect,affect,c,ReportingEvents,0
",",",",s,,0
before,before,s,Sequence,0
thy,thy,n,DirectAddress,0
aged,aged,s,SenseProperty,0
Fathers,fathers,s,PersonProperty,0
ashes,ashes,c,SenseObject,0
",",",",s,,0
with,with,s,,0
greedy,greedy,s,Negativity,0
lust,lust,s,Intensity,0
my,my,s,FirstPer,0
Empire,empire,c,CommonAuthorities,0
.,.,s,Question,0
Have,have,s,Question,1
a,a,s,Question,2
strict,strict,s,CommonAuthorities,0
and,and,s,,0
cautious,cautious,n,Negativity,0
diligence,diligence,s,StandardsPos,0
to,to,s,,0
observe,observe,s,Curiosity,0
his,his,s,Curiosity,1
carriage,carriage,c,SenseObject,0
",",",",s,,0
',',c,,0
twil,twil,s,UNRECOGNIZED,0
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
pious,pious,s,StandardsPos,0
care,care,c,StandardsPos,0
.,.,s,,0
Moved,moved,s,ReportingEvents,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
