WHy,why,s,Curiosity,0
song,song,c,SenseObject,0
.,.,n,,0
yt,yt,s,UNRECOGNIZED,0
would,would,s,ProjectBack,0
abate,abate,s,ReportingEvents,0
your,your,s,DirectAddress,0
cheer,cheer,c,Positivity,0
.,.,n,,0
Fie,fie,s,Negativity,0
of,of,s,,0
wealth,wealth,s,Positivity,0
which,which,s,,0
lacks,lacks,s,Negativity,0
^,^,c,UNRECOGNIZED,0
ybertye,ybertye,n,UNRECOGNIZED,0
Fie,fie,s,Negativity,0
of,of,s,,0
Health,health,s,StandardsPos,0
and,and,s,,0
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
captivity,captivity,n,AbstractConcepts,0
Fie,fie,s,Negativity,0
of,of,s,,0
riches,riches,s,Positivity,0
and,and,s,,0
lack,lack,s,Negativity,0
good,good,s,StandardsPos,0
company,company,n,StandardsPos,1
Lyberty,lyberty,s,UNRECOGNIZED,0
has,has,s,,0
no,no,s,DenyDisclaim,0
pere,pere,c,UNRECOGNIZED,0
",",",",nn,,0
Will,will,s,PredictedFuture,0
ye,ye,s,OralCues,0
hear,hear,s,SpaceRelation,0
how,how,s,,0
he,he,s,PersonPronoun,0
does,does,s,ReportingEvents,0
clatter,clatter,c,SenseProperty,0
?,?,n,Question,0
What,what,s,,0
need,need,s,Insist,0
ye,ye,s,OralCues,0
to,to,s,,0
rehearse,rehearse,s,ReportingEvents,0
all,all,s,Generalization,0
this,this,s,Generalization,1
matter,matter,c,AbstractConcepts,0
.,.,n,,0
ye,ye,s,OralCues,0
know,know,s,Confidence,0
that,that,s,Confidence,1
we,we,s,,0
twain,twain,s,AbstractConcepts,0
before,before,s,Sequence,0
any,any,s,,0
other,other,c,Specifiers,0
.,.,n,,0
Lyberty,lyberty,s,UNRECOGNIZED,0
must,must,s,Insist,0
needs,needs,s,Insist,0
have,have,s,Updates,0
still,still,c,Updates,1
.,.,n,,0
Liberty,liberty,s,StandardsPos,0
o^,o^,s,UNRECOGNIZED,0
us,us,s,Inclusive,0
is,is,s,ReportingStates,0
glade,glade,s,SpaceRelation,0
to,to,s,,0
wait,wait,n,ProjectAhead,0
ye,ye,s,OralCues,0
stand,stand,s,ProjectAhead,0
to,to,s,ProjectAhead,1
far,far,s,SpaceRelation,0
i^,i^,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
conceyte,conceyte,n,UNRECOGNIZED,0
I,i,s,FirstPer,0
wys,wys,s,UNRECOGNIZED,0
lybertye,lybertye,s,UNRECOGNIZED,0
ye,ye,s,OralCues,0
ran,ran,s,ReportingEvents,0
make,make,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
bayte,bayte,n,UNRECOGNIZED,0
To,to,s,,0
catch,catch,s,ReportingEvents,0
us,us,s,Inclusive,0
at,at,s,DirectAddress,0
your,your,s,DirectAddress,1
will,will,c,DirectAddress,2
.,.,nn,,0
Now,now,s,Immediacy,0
there,there,s,,0
ye,ye,s,OralCues,0
lie,lie,c,Motions,0
",",",",s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
suffer,suffer,s,Negativity,0
no,no,s,Updates,0
longer,longer,n,Updates,1
Wealth,wealth,s,Positivity,0
for,for,s,,0
Liberty,liberty,s,StandardsPos,0
does,does,s,ReportingEvents,0
lobo^re,lobo^re,s,UNRECOGNIZED,0
ever,ever,n,Biographical_Time,0
And,and,s,,0
health,health,s,StandardsPos,0
for,for,s,,0
Liberty,liberty,s,StandardsPos,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
great,great,s,Intensity,0
store,store,n,SenseObject,0
Therefore,therefore,s,ReasonForward,0
set,set,s,ReportingEvents,0
me,me,s,FirstPer,0
not,not,s,Resistance,0
so,so,s,Resistance,1
light,light,nn,SenseProperty,0
Liberty,liberty,s,StandardsPos,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
the,the,s,Intensity,1
reasou,reasou,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
more,more,n,DenyDisclaim,1
ye,ye,s,OralCues,0
are,are,s,ReportingStates,0
welcome,welcome,s,Positivity,0
to,to,s,Positivity,1
us,us,s,Inclusive,0
as,as,s,,0
ye,ye,s,OralCues,0
were,were,s,ProjectBack,0
before,before,n,Sequence,0
In,in,s,,0
deed,deed,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
liberty,liberty,s,StandardsPos,0
it,it,s,,0
is,is,s,Positivity,0
great,great,s,Positivity,1
suter,suter,n,UNRECOGNIZED,0
Therefore,therefore,s,ReasonForward,0
welcome,welcome,s,Positivity,0
by,by,s,,0
this,this,s,,0
light,light,nn,SenseProperty,0
Now,now,s,Immediacy,0
I,i,s,Acknowledge,0
thank,thank,s,Acknowledge,1
you,you,s,Acknowledge,2
both,both,s,,0
full,full,s,,0
kindly,kindly,n,StandardsPos,0
your,your,s,DirectAddress,0
strange,strange,s,SubjectivePercept,0
words,words,s,LangRef,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
did,did,s,ReportingEvents,0
grene,grene,s,UNRECOGNIZED,0
me,me,n,FirstPer,0
And,and,s,Immediacy,0
now,now,s,Immediacy,1
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
commandment,commandment,s,CommonAuthorities,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
ready,ready,n,ProjectAhead,0
And,and,s,,0
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
own,own,s,ReportingEvents,0
will,will,c,PredictedFuture,0
.,.,nn,,0
Mary,mary,s,PersonProperty,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
come,come,s,ReportingEvents,0
at,at,s,ReportingEvents,1
the,the,s,,0
first,first,s,Sequence,0
call,call,n,ReportingEvents,0
Will,will,c,PredictedFuture,0
",",",",s,,0
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
man,man,s,DirectAddress,2
have,have,s,Cause,0
me,me,s,Cause,1
who,who,s,,0
shall,shall,n,ProjectAhead,0
For,for,s,ReasonForward,0
I,i,s,ReasonForward,1
am,am,s,ReasonForward,2
will,will,s,PredictedFuture,0
servant,servant,s,PersonProperty,0
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
al,al,n,,0
Ye,ye,s,Insist,0
shall,shall,s,Insist,1
not,not,s,DenyDisclaim,0
need,need,s,Insist,0
to,to,s,Insist,1
send,send,s,ProjectAhead,0
for,for,s,ProjectAhead,1
me,me,c,FirstPer,0
.,.,nn,Question,0
Who,who,s,Question,1
is,is,s,Question,2
acquanted,acquanted,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
this,this,s,Specifiers,1
man,man,n,PersonProperty,0
He,he,s,Updates,0
is,is,s,Updates,1
very,very,s,Intensity,0
homely,homely,s,Negativity,0
and,and,s,,0
little,little,s,Negativity,0
good,good,s,Negativity,1
he,he,s,Contingency,0
can,can,n,Contingency,1
To,to,s,,0
come,come,s,ReportingEvents,0
in,in,s,ReportingEvents,1
here,here,s,SpaceRelation,0
so,so,s,,0
boldly,boldly,c,Confidence,0
",",",",s,,0
then,then,n,,0
D^^ue,d^^ue,s,UNRECOGNIZED,0
him,him,s,PersonPronoun,0
away,away,s,,0
quickly,quickly,c,SubjectiveTime,0
",",",",nn,,0
Why,why,c,Question,0
",",",",s,,0
I,i,s,FirstPer,0
came,came,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
till,till,s,AbstractConcepts,0
C,c,s,,0
was,was,s,ProjectBack,0
called,called,n,DirectAddress,0
your,your,s,DirectAddress,1
own,own,s,DirectAddress,2
will,will,s,PredictedFuture,0
opeuly,opeuly,s,UNRECOGNIZED,0
ye,ye,s,OralCues,0
named,named,n,ReportingEvents,0
Then,then,s,Sequence,0
I,i,s,Sequence,1
came,came,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
pace,pace,s,,0
lest,lest,s,Negativity,0
I,i,s,Insist,0
should,should,s,Insist,1
be,be,s,Insist,2
blamed,blamed,n,Anger,0
Ther^ore,ther^ore,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,s,DirectAddress,0
let,let,s,DirectAddress,1
me,me,s,FirstPer,0
hyde,hyde,s,,0
still,still,c,Updates,0
",",",",nn,,0
Whose,whose,s,PersonPronoun,0
will,will,c,PredictedFuture,0
",",",",s,,0
or,or,s,,0
what,what,s,Future_Question,0
will,will,c,Future_Question,1
",",",",s,,0
does,does,s,Question,0
he,he,s,Question,1
mean,mean,n,,0
Thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
not,not,s,DenyDisclaim,0
my,my,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
I,i,s,FirstPer,0
forsake,forsake,s,Resistance,0
thee,thee,s,DirectAddress,0
clean,clean,n,,0
My,my,s,FirstPer,0
will,will,s,PredictedFuture,0
and,and,s,,0
their,their,s,PersonPronoun,0
wylles,wylles,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
often,often,s,RecurringEvents,0
seen,seen,n,SpaceRelation,0
Our,our,s,Inclusive,0
wylles,wylles,s,UNRECOGNIZED,0
can,can,s,Contingency,0
none,none,s,DenyDisclaim,0
ill,ill,nn,Negativity,0
Alas,alas,s,Negativity,0
good,good,s,,0
masters,masters,s,StandardsPos,0
I,i,s,Contingency,0
can,can,s,Contingency,1
none,none,s,DenyDisclaim,0
ill,ill,n,Negativity,0
yet,yet,s,Resistance,0
by,by,s,,0
my,my,s,FirstPer,0
troth,troth,s,CommonAuthorities,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
your,your,s,DirectAddress,0
evil,evil,s,StandardsNeg,0
will,will,n,PredictedFuture,0
your,your,s,DirectAddress,0
will,will,c,PredictedFuture,0
",",",",s,,0
and,and,s,,0
your,your,s,DirectAddress,0
will,will,c,PredictedFuture,0
",",",",s,,0
and,and,s,,0
yonr,yonr,s,UNRECOGNIZED,0
will,will,c,PredictedFuture,0
",",",",s,,0
therefore,therefore,s,ReasonForward,0
keep,keep,s,TimeDuration,0
m^,m^,n,UNRECOGNIZED,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
ye,ye,s,OralCues,0
by,by,s,,0
gods,gods,s,CommonAuthorities,0
mother,mother,c,PersonProperty,0
",",",",nn,,0
This,this,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,SubjectivePercept,0
strange,strange,s,SubjectivePercept,1
saying,saying,s,DialogCues,0
unto,unto,s,DialogCues,1
me,me,n,FirstPer,0
My,my,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
your,your,s,DirectAddress,0
will,will,c,PredictedFuture,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
will,will,c,PredictedFuture,0
",",",",s,,0
this,this,s,DenyDisclaim,0
cannot,cannot,s,DenyDisclaim,1
be,be,n,ReportingStates,0
For,for,s,,0
in,in,s,Inclusive,0
our,our,s,Inclusive,1
wyles,wyles,s,UNRECOGNIZED,0
is,is,s,Positivity,0
great,great,s,Positivity,1
diversity,diversity,n,StandardsPos,0
For,for,s,,0
one,one,s,Numbers,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
like,like,s,Resemblances,0
another,another,c,Resemblances,1
",",",",nn,Resistance,0
Yet,yet,s,Resistance,1
by,by,s,,0
Christ,christ,s,AbstractConcepts,0
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
will,will,s,DirectAddress,2
I,i,s,SelfDisclosure,0
am,am,n,SelfDisclosure,1
The,the,s,SelfDisclosure,2
maddest,maddest,s,Anger,0
will,will,c,PredictedFuture,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
meriest,meriest,c,UNRECOGNIZED,0
",",",",s,,0
than,than,n,Comparison,0
For,for,s,,0
gods,gods,s,CommonAuthorities,0
sake,sake,s,SenseObject,0
now,now,c,Updates,0
",",",",s,Updates,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
be,be,s,ReportingStates,0
your,your,s,Positivity,0
man,man,n,Positivity,1
Till,till,s,AbstractConcepts,0
ye,ye,s,OralCues,0
have,have,s,SubjectivePercept,0
better,better,s,SubjectivePercept,1
acquaintance,acquaintance,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
perceive,perceive,s,PrivateThinking,0
this,this,s,,0
fellow,fellow,s,PersonProperty,0
is,is,s,ReportingStates,0
kind,kind,n,Positivity,0
And,and,s,Positivity,1
owes,owes,s,ReportingEvents,0
to,to,s,Inclusive,0
us,us,s,Inclusive,1
good,good,s,StandardsPos,0
will,will,s,StandardsPos,1
and,and,s,,0
mind,mind,n,SubjectivePercept,0
Some,some,s,Uncertainty,0
kinds,kinds,s,Specifiers,0
again,again,s,RecurringEvents,0
then,then,s,Sequence,0
let,let,s,Sequence,1
him,him,s,PersonPronoun,0
find,find,n,,0
Let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
have,have,s,ReportingEvents,0
some,some,s,ReportingEvents,1
furderauuce,furderauuce,nn,UNRECOGNIZED,0
By,by,s,,0
god,god,s,CommonAuthorities,0
^,^,c,UNRECOGNIZED,0
ir,ir,s,Negativity,0
and,and,s,,0
I,i,s,FirstPer,0
durst,durst,s,SubjectivePercept,0
be,be,s,ReportingStates,0
so,so,s,Intensity,0
bold,bold,n,Intensity,1
A^quaintance,a^quaintance,s,UNRECOGNIZED,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
man,man,s,PersonProperty,0
claim,claim,s,Citations,0
I,i,s,SelfDisclosure,0
would,would,n,SelfDisclosure,1
and,and,s,,0
ky^ted,ky^ted,s,UNRECOGNIZED,0
to,to,c,,0
",",",",s,,0
if,if,s,Contingency,0
the,the,s,Contingency,1
troth,troth,s,CommonAuthorities,0
were,were,s,ProjectBack,0
told,told,n,ReportingEvents,0
we,we,s,,0
be,be,s,ReportingStates,0
of,of,s,,0
one,one,s,Numbers,0
consangnynitie,consangnynitie,nn,UNRECOGNIZED,0
How,how,s,,0
so,so,c,,0
?,?,s,Question,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
here,here,s,SpaceRelation,0
that,that,s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
thee,thee,s,DirectAddress,0
hartly,hartly,nn,UNRECOGNIZED,0
Will,will,s,PredictedFuture,0
and,and,s,,0
lyberty^is,lyberty^is,c,UNRECOGNIZED,0
",",",",s,,0
of,of,s,,0
aunci^erie,aunci^erie,s,UNRECOGNIZED,0
old,old,n,SenseProperty,0
with,with,s,,0
ont,ont,s,UNRECOGNIZED,0
lyber^ye,lyber^ye,c,UNRECOGNIZED,0
",",",",s,,0
will,will,s,PredictedFuture,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
be^olde,be^olde,n,UNRECOGNIZED,0
And,and,s,,0
where,where,s,Future_Question,0
will,will,s,Future_Question,1
lacks,lacks,c,Negativity,0
",",",",s,,0
lybertye,lybertye,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
full,full,s,,0
cold,cold,n,SenseProperty,0
Thyrfore,thyrfore,s,UNRECOGNIZED,0
will,will,s,PredictedFuture,0
and,and,s,,0
lybertye,lybertye,s,UNRECOGNIZED,0
must,must,s,Insist,0
needs,needs,s,Insist,0
be,be,s,Insist,1
of,of,s,,0
kyn,kyn,c,UNRECOGNIZED,0
.,.,nn,,0
In,in,s,,0
deed,deed,s,AbstractConcepts,0
as,as,s,Citations,0
he,he,s,Citations,1
says,says,s,Citations,2
it,it,s,Contingency,0
may,may,s,Contingency,1
well,well,s,SenseObject,0
be,be,n,ReportingStates,0
For,for,s,,0
will,will,s,PredictedFuture,0
ever,ever,s,PredictedFuture,1
longs,longs,s,,0
unto,unto,s,CommonAuthorities,0
lybrtye,lybrtye,n,UNRECOGNIZED,0
Therefore,therefore,s,ReasonForward,0
good,good,s,,0
freende,freende,s,UNRECOGNIZED,0
welcome,welcome,s,Positivity,0
to,to,s,Positivity,1
me,me,n,FirstPer,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,s,DirectAddress,0
al,al,s,,0
be,be,s,ReportingStates,0
good,good,s,StandardsPos,0
to,to,s,StandardsPos,1
him,him,nn,PersonPronoun,0
For,for,s,DirectAddress,0
your,your,s,DirectAddress,1
sake,sake,s,DirectAddress,2
he,he,s,Updates,0
is,is,s,Updates,1
welcome,welcome,s,Positivity,0
to,to,s,Positivity,1
b^,b^,s,UNRECOGNIZED,0
all,all,n,,0
Let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
come,come,s,ReportingEvents,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
place,place,s,SpaceRelation,0
an^,an^,s,UNRECOGNIZED,0
than,than,s,Comparison,0
he,he,s,PersonPronoun,0
shall,shall,n,ProjectAhead,0
Have,have,s,,0
succoure,succoure,s,UNRECOGNIZED,0
of,of,s,Inclusive,0
us,us,s,Inclusive,1
and,and,s,StandardsPos,0
help,help,s,StandardsPos,1
withal,withal,n,Metadiscourse,0
and,and,s,Immediacy,0
now,now,s,Immediacy,1
we,we,s,,0
will,will,s,PredictedFuture,0
^,^,c,UNRECOGNIZED,0
epart,epart,c,UNRECOGNIZED,0
.,.,s,DirectAddress,0
And,and,s,DirectAddress,1
wealth,wealth,s,Positivity,0
and,and,s,,0
health,health,s,StandardsPos,0
goth,goth,s,UNRECOGNIZED,0
out,out,c,,0
.,.,nn,Future_Question,0
Will,will,s,Future_Question,1
ye,ye,s,OralCues,0
go,go,s,ReportingEvents,0
hence,hence,c,ReasonForward,0
.,.,s,,0
I,i,s,FirstPer,0
thank,thank,s,Acknowledge,0
ye,ye,s,OralCues,0
masters,masters,s,StandardsPos,0
with,with,s,Positivity,0
all,all,s,Positivity,1
my,my,s,Positivity,2
heart,heart,n,Positivity,3
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
s^ke,s^ke,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
out,out,s,,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
you,you,s,DirectAddress,0
fear,fear,s,Fear,0
not,not,n,DenyDisclaim,0
Now,now,s,DenyDisclaim,1
they,they,s,,0
be,be,s,ReportingStates,0
gone,gone,s,ReportingEvents,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
glad,glad,s,Positivity,0
by,by,s,,0
saint,saint,s,StandardsPos,0
mary,mary,n,PersonProperty,0
A,a,s,,0
lyttel,lyttel,s,UNRECOGNIZED,0
while,while,s,TimeDuration,0
hear,hear,s,SpaceRelation,0
I,i,s,FirstPer,0
purpose,purpose,s,ProjectAhead,0
to,to,s,,0
tarry,tarry,n,SubjectiveTime,0
How,how,s,Curiosity,0
to,to,s,Curiosity,1
deceive,deceive,s,Anger,0
wealth,wealth,c,Positivity,0
",",",",s,,0
health,health,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
liberty,liberty,n,StandardsPos,0
Now,now,s,Immediacy,0
must,must,s,Insist,0
I,i,s,FirstPer,0
deuyse,deuyse,c,UNRECOGNIZED,0
.,.,n,,0
For,for,s,ReasonForward,0
I,i,s,ReasonForward,1
am,am,s,ReasonForward,2
a,a,s,PersonProperty,0
child,child,s,PersonProperty,1
that,that,s,Specifiers,0
is,is,s,Specifiers,1
pas,pas,s,Motions,0
grace,grace,n,StandardsPos,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
called,called,s,ReportingEvents,0
that,that,s,,0
in,in,s,Generalization,0
every,every,s,Generalization,1
place,place,n,Generalization,2
Does,does,s,ReportingEvents,0
much,much,s,Intensity,0
mi^chiefe,mi^chiefe,s,UNRECOGNIZED,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,SenseProperty,0
plain,plain,s,SenseProperty,1
case,case,n,AbstractConcepts,0
Virtue,virtue,s,StandardsPos,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
utterly,utterly,s,Intensity,0
despise,despise,c,Negative_Relation,0
",",",",n,Resistance,0
But,but,s,Resistance,1
if,if,s,Contingency,0
they,they,s,Contingency,1
wist,wist,s,PrivateThinking,0
what,what,s,,0
I,i,s,FirstPer,0
were,were,n,Biographical_Time,0
Then,then,s,Biographical_Time,1
of,of,s,,0
my,my,s,Metadiscourse,0
purpose,purpose,s,Metadiscourse,1
I,i,s,Insist,0
should,should,s,Insist,1
be,be,s,Insist,2
never,never,s,DenyDisclaim,0
y^,y^,s,UNRECOGNIZED,0
^,^,c,UNRECOGNIZED,0
ere,ere,n,ProjectBack,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
keep,keep,s,TimeDuration,0
my,my,s,FirstPer,0
^,^,c,UNRECOGNIZED,0
onge,onge,s,UNRECOGNIZED,0
le^^e,le^^e,s,UNRECOGNIZED,0
that,that,s,,0
I,i,s,FirstPer,0
^^,^^,c,UNRECOGNIZED,0
r,r,c,AbstractConcepts,0
.,.,n,AbstractConcepts,1
My,my,s,FirstPer,0
whole,whole,s,,0
intent,intent,s,PrivateThinking,0
and,and,s,,0
will,will,c,PredictedFuture,0
.,.,n,Resistance,0
But,but,s,Resistance,1
now,now,s,Immediacy,0
I,i,s,FirstPer,0
marvel,marvel,s,Positivity,0
by,by,s,,0
this,this,s,Immediacy,0
day,day,n,Immediacy,1
Where,where,s,,0
shrewd,shrewd,s,StandardsPos,0
wit,wit,s,StandardsPos,0
is,is,s,ReportingStates,0
gone,gone,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
stray,stray,n,Motions,0
Some,some,s,Uncertainty,0
crafty,crafty,s,StandardsPos,0
touch,touch,s,Motions,0
is,is,s,ReportingStates,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
way,way,n,AbstractConcepts,0
I,i,s,FirstPer,0
here,here,s,SpaceRelation,0
him,him,c,PersonPronoun,0
",",",",s,,0
peace,peace,c,StandardsPos,0
",",",",s,,0
stand,stand,s,SpaceRelation,0
still,still,n,SpaceRelation,1
Dien,dien,s,,0
vous,vous,s,,0
guard,guard,s,Resistance,0
playsaunce,playsaunce,n,UNRECOGNIZED,0
On,on,s,,0
seven,seven,s,Numbers,0
or,or,s,,0
no,no,s,DenyDisclaim,0
^^^,^^^,c,UNRECOGNIZED,0
chaunce,chaunce,c,UNRECOGNIZED,0
",",",",s,,0
what,what,s,,0
youkers,youkers,s,UNRECOGNIZED,0
dare,dare,s,SubjectivePercept,0
auaunte,auaunte,n,UNRECOGNIZED,0
To,to,s,,0
play,play,s,ReportingEvents,0
a,a,s,,0
grote,grote,s,UNRECOGNIZED,0
or,or,s,,0
twain,twain,c,AbstractConcepts,0
.,.,n,,0
Lo,lo,s,DirectAddress,0
hear,hear,s,SpaceRelation,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
in,in,s,ProjectAhead,0
store,store,n,ProjectAhead,1
Two,two,s,Numbers,0
or,or,s,Numbers,1
three,three,s,Numbers,2
grotes,grotes,s,UNRECOGNIZED,0
and,and,s,,0
no,no,s,DenyDisclaim,0
more,more,n,DenyDisclaim,1
I,i,s,FirstPer,0
take,take,s,ReportingEvents,0
great,great,s,Intensity,0
thought,thought,s,PrivateThinking,0
therefore,therefore,n,ReasonForward,0
For,for,s,ProjectAhead,0
to,to,s,ProjectAhead,1
keep,keep,s,TimeDuration,0
it,it,c,TimeDuration,1
",",",",s,,0
it,it,s,,0
is,is,s,Intensity,0
much,much,s,Intensity,1
pain,pain,n,Negativity,0
I,i,s,Metadiscourse,0
come,come,s,Metadiscourse,1
uow,uow,s,UNRECOGNIZED,0
out,out,s,,0
of,of,s,SpaceRelation,0
a,a,s,SpaceRelation,1
place,place,n,SpaceRelation,2
where,where,s,Question,0
is,is,s,Question,1
a,a,s,,0
company,company,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
small,small,s,SenseProperty,0
grace,grace,n,StandardsPos,0
Thieves,thieves,s,Negative_Relation,0
and,and,s,,0
hores,hores,s,UNRECOGNIZED,0
that,that,s,,0
spendes,spendes,s,UNRECOGNIZED,0
a,a,s,,0
pace,pace,n,,0
They,they,s,,0
were,were,s,ProjectBack,0
dronken,dronken,s,UNRECOGNIZED,0
all,all,s,Generalization,0
the,the,s,Generalization,1
sort,sort,c,AbstractConcepts,0
.,.,n,,0
One,one,s,Specifiers,0
of,of,s,Specifiers,1
their,their,s,Specifiers,2
purces,purces,s,UNRECOGNIZED,0
I,i,s,FirstPer,0
did,did,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
spy,spy,n,Negativity,0
Out,out,s,,0
of,of,s,,0
his,his,s,PersonPronoun,0
sleue,sleue,s,UNRECOGNIZED,0
where,where,s,Question,0
it,it,s,Question,1
did,did,s,ReportingEvents,0
lie,lie,n,Motions,0
And,and,s,,0
one,one,s,Numbers,0
wynked,wynked,s,UNRECOGNIZED,0
on,on,s,,0
me,me,s,FirstPer,0
with,with,s,,0
his,his,s,PersonPronoun,0
eye,eye,n,SenseObject,0
But,but,s,Resistance,0
there,there,s,,0
began,began,s,Sequence,0
the,the,s,,0
sport,sport,n,SenseProperty,0
Their,their,s,SenseProperty,1
false,false,s,StandardsNeg,0
falsehode,falsehode,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
crafty,crafty,s,StandardsPos,0
wit,wit,n,StandardsPos,0
got,got,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
purse,purse,s,SenseObject,0
lo,lo,c,DirectAddress,0
",",",",s,,0
hear,hear,s,SpaceRelation,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
it,it,n,,0
I,i,s,FirstPer,0
ran,ran,s,ReportingEvents,0
my,my,s,SelfDisclosure,0
way,way,s,SelfDisclosure,1
and,and,s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
sit,sit,n,SenseProperty,0
Smoke,smoke,s,SenseObject,0
and,and,s,,0
shitten,shitten,s,UNRECOGNIZED,0
arse,arse,s,SenseObject,0
together,together,c,Inclusive,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
if,if,s,Contingency,0
that,that,s,Contingency,1
I,i,s,Autobio,0
had,had,s,Autobio,1
ill,ill,s,Negativity,0
will,will,s,Negativity,1
here,here,n,SpaceRelation,0
with,with,s,Specifiers,0
this,this,s,Specifiers,1
money,money,s,AbstractConcepts,0
we,we,s,,0
would,would,s,Contingency,0
make,make,s,Contingency,1
good,good,s,,0
chere,chere,n,,0
Gentle,gentle,s,Positivity,0
brother,brother,s,PersonProperty,0
will,will,c,PredictedFuture,0
",",",",s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
the,the,s,Intensity,1
apeare,apeare,n,UNRECOGNIZED,0
For,for,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
in,in,s,,0
some,some,s,Uncertainty,0
corner,corner,c,SpaceRelation,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
come,come,s,ReportingEvents,0
in,in,s,ReportingEvents,1
but,but,s,Resistance,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
fearde,fearde,n,UNRECOGNIZED,0
Least,least,s,Comparison,0
that,that,s,,0
I,i,s,FirstPer,0
be,be,s,ReportingStates,0
taken,taken,s,ProjectBack,0
by,by,s,,0
the,the,s,,0
bearde,bearde,n,UNRECOGNIZED,0
With,with,s,,0
some,some,s,Uncertainty,0
catchepol,catchepol,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,n,Updates,0
How,how,s,,0
thou,thou,s,DirectAddress,0
haste,haste,s,Negativity,0
