GRacious,gracious,s,StandardsPos,0
that,that,s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
is,is,s,Support,0
a,a,s,Support,1
sign,sign,s,Support,2
of,of,s,Support,3
a,a,s,,0
Scholar,scholar,c,StandardsPos,0
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,n,,0
purse,purse,s,SenseObject,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
and,and,s,,0
that,that,c,,0
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
",",",",s,,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
a,a,s,ProjectAhead,0
sign,sign,s,ProjectAhead,1
of,of,s,ProjectAhead,2
a,a,s,,0
Scholar,scholar,nnn,StandardsPos,0
What,what,s,Question,0
Is,is,s,Question,1
in,in,s,,0
it,it,c,,0
?,?,s,Question,0
what,what,s,Question,0
is,is,s,Question,1
in,in,s,,0
it,it,c,,0
?,?,nnn,Question,0
Nay,nay,c,OralCues,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
swear,swear,c,Intensity,0
",",",",s,,0
we,we,s,Inclusive,0
both,both,s,Inclusive,1
ran,ran,s,ReportingEvents,0
since,since,s,,0
I,i,s,FirstPer,0
Nimb'd,nimb'd,s,UNRECOGNIZED,0
it,it,c,,0
",",",",s,,0
that,that,s,Inclusive,0
we,we,s,Inclusive,1
durst,durst,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
be,be,s,ReportingStates,0
so,so,s,Intensity,0
bold,bold,n,Intensity,1
yet,yet,c,Resistance,0
",",",",s,,0
as,as,s,Specifiers,0
to,to,s,Specifiers,1
take,take,s,ReportingEvents,0
leisure,leisure,s,AbstractConcepts,0
to,to,s,,0
look,look,s,SpaceRelation,0
in,in,s,SpaceRelation,1
it,it,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
now,now,s,Immediacy,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
see,see,nnn,Curiosity,0
What,what,s,Curiosity,1
Is,is,s,ReportingStates,0
this,this,c,,0
?,?,s,Question,0
Anacreon,anacreon,c,UNRECOGNIZED,0
?,?,s,Question,0
an,an,s,,0
old,old,s,SenseProperty,0
bawdy,bawdy,s,SubjectivePercept,0
Poet,poet,c,PersonProperty,0
?,?,s,Question,0
a,a,s,Intensity,0
fit,fit,s,Intensity,1
companion,companion,s,Positivity,0
for,for,s,Positivity,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Gallant,gallant,c,StandardsPos,0
.,.,nnn,,0
A,a,s,SenseObject,0
fire,fire,s,SenseObject,1
burn,burn,s,,0
it,it,c,,0
;,;,s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
a,a,s,Intensity,2
scuruy,scuruy,s,UNRECOGNIZED,0
paper,paper,c,,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
a,a,s,,0
murren,murren,c,UNRECOGNIZED,0
",",",",s,,0
how,how,s,,0
could,could,s,Contingency,0
thou,thou,s,DirectAddress,0
possibly,possibly,s,Uncertainty,0
get,get,s,,0
these,these,s,Immediacy,0
things,things,s,Uncertainty,0
from,from,s,,0
him,him,c,PersonPronoun,0
?,?,nnn,Question,0
Faith,faith,c,StandardsPos,0
",",",",s,,0
Cheiromantes,cheiromantes,c,UNRECOGNIZED,0
",",",",s,,0
by,by,s,,0
the,the,s,SenseProperty,0
slight,slight,s,SenseProperty,1
of,of,s,,0
the,the,s,,0
Hand,hand,s,SenseObject,0
did,did,s,ReportingEvents,0
it,it,s,ReportingEvents,1
very,very,s,Intensity,0
neatly,neatly,c,Positivity,0
.,.,nnn,,0
I,i,c,FirstPer,0
",",",",s,,0
',',c,,0
faith,faith,c,StandardsPos,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
the,the,s,,0
trick,trick,s,SubjectivePercept,0
on,on,s,SpaceRelation,0
it,it,c,SpaceRelation,1
:,:,s,,0
for,for,s,,0
(,(,c,,0
a,a,s,,0
rapture,rapture,s,Positivity,0
of,of,s,StandardsPos,0
love,love,s,StandardsPos,1
seizing,seizing,s,Motions,0
on,on,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
and,and,n,,0
casting,casting,s,ReportingEvents,0
him,him,s,ReportingEvents,1
into,into,s,Transformation,0
an,an,s,Transformation,1
ecstasy,ecstasy,c,Positivity,0
),),s,,0
he,he,s,PersonPronoun,0
fell,fell,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
talking,talking,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
himself,himself,s,SubjectivePercept,2
of,of,s,,0
a,a,s,PrivateThinking,0
dream,dream,s,PrivateThinking,1
he,he,s,ProjectBack,0
had,had,c,ProjectBack,1
:,:,n,,0
I,i,s,FirstPer,0
seeing,seeing,s,,0
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
fallen,fallen,s,Negative_Relation,0
into,into,s,Negative_Relation,1
a,a,s,PrivateThinking,0
Dream,dream,c,PrivateThinking,1
",",",",s,,0
persuaded,persuaded,s,,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
fast,fast,s,SenseProperty,0
asleep,asleep,c,SenseProperty,1
;,;,n,,0
and,and,s,ReasonForward,0
so,so,s,ReasonForward,1
presumptuously,presumptuously,s,StandardsNeg,0
diu'd,diu'd,s,UNRECOGNIZED,0
into,into,s,Transformation,0
his,his,s,Transformation,1
pockets,pockets,c,SenseObject,0
",",",",s,,0
whence,whence,s,SpaceRelation,0
I,i,s,FirstPer,0
brought,brought,s,ReportingEvents,0
these,these,s,Immediacy,0
spoils,spoils,nnn,Negativity,0
Good,good,c,,0
",",",",s,,0
good,good,c,,0
",",",",s,,0
prithee,prithee,s,DirectAddress,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
see,see,s,,0
the,the,s,,0
paper,paper,c,,0
.,.,nn,,0
Anacreons,anacreons,s,UNRECOGNIZED,0
Niobe,niobe,c,,0
",",",",s,,0
or,or,s,,0
his,his,s,PersonPronoun,0
Lyricks,lyricks,s,UNRECOGNIZED,0
to,to,s,,0
his,his,s,PersonPronoun,0
love,love,c,Positivity,0
",",",",s,,0
beginning,beginning,s,Sequence,0
with,with,s,Sequence,1
the,the,s,Biographical_Time,0
daughter,daughter,s,Biographical_Time,1
of,of,n,Biographical_Time,2
Tantalus,tantalus,s,AbstractConcepts,0
or,or,s,,0
Niobe,niobe,c,,0
",",",",s,,0
thus,thus,c,ReasonForward,0
",",",",s,,0
(,(,c,,0
...,...,n,UNRECOGNIZED,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),c,,0
.,.,n,,0
Translated,translated,s,ReportingEvents,0
by,by,s,Cause,0
me,me,s,Cause,1
this,this,s,Immediacy,0
morning,morning,s,Immediacy,1
upon,upon,s,,0
occasion,occasion,s,AbstractConcepts,0
of,of,s,,0
my,my,s,FirstPer,0
celestial,celestial,s,SenseProperty,0
vision,vision,c,AbstractConcepts,0
.,.,nnn,,0
Pretty,pretty,c,SubjectivePercept,0
",",",",s,,0
pretty,pretty,c,SubjectivePercept,0
",",",",s,,0
why,why,s,Question,0
these,these,s,Immediacy,0
Poets,poets,c,PersonProperty,0
",",",",s,,0
they,they,s,Exceptions,0
are,are,s,Exceptions,1
all,all,s,Exceptions,2
of,of,s,,0
them,them,s,,0
borne,borne,c,ReportingStates,0
",",",",s,ReportingStates,1
I,i,s,SelfDisclosure,0
think,think,c,SelfDisclosure,1
",",",",s,,0
upon,upon,n,,0
Friday,friday,s,,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
sixth,sixth,s,Sequence,0
hour,hour,c,TimeDuration,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
then,then,s,,0
Venus,venus,s,UNRECOGNIZED,0
has,has,s,ReportingEvents,0
the,the,s,ReportingEvents,1
dominion,dominion,s,CommonAuthorities,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
Day,day,c,TimeDuration,2
",",",",s,,0
and,and,s,,0
Mars,mars,n,SenseObject,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
Hour,hour,c,TimeDuration,2
;,;,s,,0
now,now,s,Updates,0
the,the,s,Updates,1
Planet,planet,s,SenseObject,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
Day,day,s,TimeDuration,2
does,does,s,ReportingEvents,0
chiefly,chiefly,s,Intensity,0
govern,govern,s,ReportingEvents,0
their,their,s,PersonPronoun,0
Actions,actions,c,GenericEvents,0
",",",",s,,0
and,and,n,,0
the,the,s,SpaceRelation,0
Planet,planet,s,SpaceRelation,1
of,of,s,SpaceRelation,2
the,the,s,TimeDuration,0
Hour,hour,s,TimeDuration,1
does,does,s,ReportingEvents,0
admixe,admixe,s,UNRECOGNIZED,0
a,a,s,,0
Subordinate,subordinate,s,PersonProperty,0
Influence,influence,c,Cause,0
",",",",s,,0
and,and,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
the,the,n,Specifiers,2
reason,reason,s,ReasonForward,0
that,that,s,ReasonForward,1
your,your,s,DirectAddress,0
Poets,poets,s,PersonProperty,0
have,have,s,,0
more,more,s,Comparison,0
of,of,s,,0
Venus,venus,s,UNRECOGNIZED,0
in,in,s,,0
them,them,s,,0
then,then,s,,0
Mars,mars,c,SenseObject,0
;,;,s,Resistance,0
yet,yet,s,Resistance,1
sometimes,sometimes,s,Contingency,0
they,they,n,ReportingStates,0
are,are,s,ReportingStates,1
in,in,s,,0
combats,combats,c,Resistance,0
",",",",s,,0
as,as,s,,0
lately,lately,s,Updates,0
Poeta,poeta,c,UNRECOGNIZED,0
:,:,s,,0
so,so,s,,0
on,on,s,SpaceRelation,0
the,the,s,SpaceRelation,1
other,other,s,SpaceRelation,2
side,side,s,SpaceRelation,3
your,your,s,DirectAddress,0
Warriors,warriors,s,PersonProperty,0
for,for,s,Metadiscourse,0
the,the,n,Metadiscourse,1
most,most,s,Metadiscourse,2
part,part,s,Metadiscourse,3
are,are,s,ReportingStates,0
borne,borne,s,ReportingEvents,0
upon,upon,s,,0
Tuesdaies,tuesdaies,s,UNRECOGNIZED,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
third,third,s,Sequence,0
hour,hour,c,TimeDuration,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
then,then,s,,0
Mars,mars,s,SenseObject,0
has,has,s,ReportingEvents,0
the,the,n,ReportingEvents,1
dominion,dominion,s,CommonAuthorities,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
Day,day,c,TimeDuration,2
",",",",s,,0
and,and,s,,0
Venus,venus,s,UNRECOGNIZED,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
Hour,hour,c,TimeDuration,2
",",",",s,,0
and,and,s,,0
therefore,therefore,s,ReasonForward,0
your,your,s,DirectAddress,0
Warriors,warriors,s,PersonProperty,0
have,have,n,,0
more,more,s,Comparison,0
of,of,s,,0
Mars,mars,s,SenseObject,0
then,then,s,,0
Venus,venus,nnn,UNRECOGNIZED,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
read,read,s,Narrative_Verbs,0
them,them,c,Narrative_Verbs,1
.,.,nn,,0
NIOBE,niobe,c,,0
",",",",s,,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
say,say,c,Citations,0
",",",",s,,0
once,once,s,TimeShift,0
stood,stood,n,ReportingEvents,0
Turned,turned,s,Transformation,0
to,to,s,Transformation,1
a,a,s,Transformation,2
stone,stone,s,SenseObject,0
by,by,s,,0
Phrygian,phrygian,s,UNRECOGNIZED,0
flood,flood,c,Motions,0
",",",",n,,0
PANDIONS,pandions,s,UNRECOGNIZED,0
daughter,daughter,s,PersonProperty,0
(,(,c,,0
so,so,s,,0
fame,fame,s,StandardsPos,0
sings,sings,c,Motions,0
),),n,,0
Changed,changed,s,Transformation,0
to,to,s,Transformation,1
a,a,s,,0
Swallow,swallow,s,Motions,0
had,had,s,ProjectBack,0
swift,swift,s,SenseProperty,0
wings,wings,c,SenseObject,0
",",",",n,Resistance,0
But,but,s,Resistance,1
I,i,s,FirstPer,0
a,a,s,,0
Looking-glass,looking-glass,s,SenseObject,0
would,would,s,Contingency,0
be,be,c,Contingency,1
",",",",n,,0
Still,still,s,Updates,0
to,to,s,Updates,1
be,be,s,Updates,2
looked,looked,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
by,by,s,,0
Thee,thee,c,DirectAddress,0
:,:,n,,0
Or,or,s,,0
I,i,s,FirstPer,0
(,(,c,,0
my,my,s,Positivity,0
Love,love,c,Positivity,1
),),s,,0
would,would,s,Contingency,0
be,be,s,Contingency,1
thy,thy,s,DirectAddress,0
Gown,gown,c,SenseObject,0
",",",",n,,0
By,by,s,,0
Thee,thee,s,DirectAddress,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
worn,worn,s,ReportingEvents,0
up,up,s,Motions,0
and,and,s,Motions,1
down,down,c,Motions,2
.,.,n,,0
Or,or,s,,0
a,a,s,,0
pure,pure,s,StandardsPos,0
Well,well,s,SenseObject,0
full,full,s,,0
to,to,s,,0
the,the,s,,0
brimmes,brimmes,c,UNRECOGNIZED,0
",",",",n,,0
That,that,s,,0
I,i,s,FirstPer,0
might,might,s,Contingency,0
wash,wash,s,Motions,0
Thy,thy,s,DirectAddress,0
purer,purer,s,StandardsPos,0
limbs,limbs,c,SenseObject,0
.,.,n,,0
Or,or,s,,0
I,i,s,Autobio,0
Would,would,s,Autobio,1
be,be,s,Autobio,2
precious,precious,s,StandardsPos,0
Balm,balm,s,SenseObject,0
to,to,s,,0
',',c,,0
Noynt,noynt,n,UNRECOGNIZED,0
With,with,s,,0
choicest,choicest,s,StandardsPos,0
care,care,s,StandardsPos,0
each,each,s,Specifiers,0
Choicest,choicest,s,StandardsPos,0
joint,joint,c,SenseObject,0
.,.,n,,0
Or,or,c,,0
",",",",s,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
might,might,c,Contingency,0
",",",",s,,0
I,i,s,Autobio,0
would,would,s,Autobio,1
be,be,s,Autobio,2
(,(,c,,0
feign,feign,c,SubjectivePercept,0
),),n,,0
About,about,s,,0
Thy,thy,s,DirectAddress,0
neck,neck,s,SenseObject,0
thy,thy,s,DirectAddress,0
happy,happy,s,Positivity,0
Chain,chain,c,SenseObject,0
.,.,n,,0
Or,or,s,,0
would,would,s,Future_Question,0
it,it,s,Future_Question,1
were,were,s,ProjectBack,0
my,my,s,FirstPer,0
blessed,blessed,s,StandardsPos,0
hap,hap,n,AbstractConcepts,0
To,to,s,GenericEvents,0
be,be,s,GenericEvents,1
the,the,s,,0
Lawne,lawne,s,UNRECOGNIZED,0
over,over,s,,0
Thy,thy,s,DirectAddress,0
fair,fair,s,StandardsPos,0
Pap,pap,c,Negativity,0
.,.,n,,0
Or,or,s,,0
would,would,s,Future_Question,0
I,i,s,Future_Question,1
were,were,s,ProjectBack,0
thy,thy,s,DirectAddress,0
Shoo,shoo,s,Motions,0
to,to,s,GenericEvents,0
be,be,n,GenericEvents,1
Daily,daily,s,RecurringEvents,0
but,but,s,Resistance,0
Trod,trod,s,ReportingEvents,0
upon,upon,s,,0
by,by,s,,0
Thee,thee,c,DirectAddress,0
.,.,n,,0
Pretty,pretty,c,SubjectivePercept,0
",",",",s,,0
pretty,pretty,c,SubjectivePercept,0
",",",",s,,0
by,by,s,,0
the,the,s,,0
dimpled,dimpled,s,SenseProperty,0
chin,chin,s,SenseObject,0
of,of,s,,0
my,my,s,FirstPer,0
Astrologia,astrologia,c,UNRECOGNIZED,0
",",",",s,,0
pretty,pretty,c,SubjectivePercept,0
;,;,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
give,give,s,ReportingEvents,0
the,the,n,ReportingEvents,1
rascal,rascal,s,Negativity,0
his,his,s,PersonPronoun,0
Anacreon,anacreon,s,UNRECOGNIZED,0
again,again,s,RecurringEvents,0
(,(,c,,0
because,because,s,ReasonBackward,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
tell,tell,s,,0
what,what,s,Curiosity,0
to,to,s,Curiosity,1
do,do,s,ReportingEvents,0
with,with,s,ReportingEvents,1
it,it,c,,0
),),s,,0
for,for,n,,0
this,this,s,,0
trick,trick,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
tell,tell,s,,0
him,him,s,PersonPronoun,0
I,i,s,FirstPer,0
found,found,s,SubjectivePercept,0
it,it,c,SubjectivePercept,1
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
make,make,s,Cause,0
him,him,s,Cause,1
fall,fall,s,Positivity,0
in,in,s,Positivity,1
love,love,s,Positivity,2
with,with,s,Positivity,3
me,me,n,FirstPer,0
most,most,s,Comparison,0
poetically,poetically,c,StandardsPos,0
;,;,s,OralCues,0
well,well,c,OralCues,1
",",",",s,,0
my,my,s,FirstPer,0
little,little,s,SenseProperty,0
rascals,rascals,c,Negativity,0
",",",",s,,0
expect,expect,s,ProjectAhead,0
a,a,s,Positivity,0
better,better,s,Positivity,1
booty,booty,s,AbstractConcepts,0
of,of,s,,0
some,some,s,Uncertainty,0
richer,richer,n,Comparison,0
body,body,s,ReportingEvents,0
the,the,s,ReportingEvents,1
next,next,s,PredictedFuture,0
time,time,c,PredictedFuture,1
;,;,s,,0
be,be,s,ReportingStates,0
gone,gone,c,ReportingEvents,0
:,:,s,,0
but,but,s,Resistance,0
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
readiness,readiness,c,ProjectAhead,0
",",",",s,,0
there,there,s,ReportingStates,0
is,is,s,ReportingStates,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
a,a,s,,0
banquet,banquet,s,Positivity,0
at,at,n,,0
Ethicus,ethicus,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
house,house,c,SenseObject,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
the,the,s,,0
reconciling,reconciling,s,StandardsPos,0
of,of,s,,0
Logicus,logicus,c,UNRECOGNIZED,0
",",",",s,,0
Grammaticus,grammaticus,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
this,this,s,,0
Poeta,poeta,c,UNRECOGNIZED,0
",",",",n,,0
if,if,s,Contingency,0
he,he,s,Contingency,1
can,can,s,Contingency,2
be,be,s,Contingency,3
there,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
and,and,s,,0
I,i,s,FirstPer,0
with,with,s,,0
Astrologia,astrologia,s,UNRECOGNIZED,0
are,are,s,ReportingStates,0
invited,invited,s,ReportingEvents,0
thither,thither,c,SpaceRelation,0
",",",",s,,0
wherefore,wherefore,s,ReasonForward,0
if,if,n,Contingency,0
there,there,s,Contingency,1
should,should,s,Insist,0
be,be,s,ReportingStates,0
any,any,s,,0
occasion,occasion,s,AbstractConcepts,0
of,of,s,,0
employment,employment,s,AbstractConcepts,0
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
be,be,s,Immediacy,0
at,at,s,Immediacy,1
hand,hand,nnn,Immediacy,2
We,we,s,,0
warrant,warrant,s,CommonAuthorities,0
you,you,c,DirectAddress,0
.,.,nnn,DirectAddress,0
Now,now,c,DirectAddress,1
",",",",s,DirectAddress,2
Astrologia,astrologia,c,UNRECOGNIZED,0
",",",",s,,0
take,take,s,Responsibility,0
that,that,s,Responsibility,1
powder,powder,c,SenseObject,0
",",",",s,,0
and,and,s,,0
according,according,s,Citations,0
to,to,s,Citations,1
my,my,s,FirstPer,0
instructions,instructions,s,AbstractConcepts,0
at,at,s,SpaceRelation,0
the,the,n,SpaceRelation,1
banquet,banquet,c,Positivity,0
",",",",s,,0
see,see,s,Confidence,0
that,that,s,Confidence,1
Astronomia,astronomia,s,UNRECOGNIZED,0
drink,drink,s,Motions,0
it,it,s,,0
off,off,c,,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
her,her,s,PersonPronoun,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
',',c,,0
twill,twill,s,SenseObject,0
make,make,n,ReportingEvents,0
her,her,s,PersonPronoun,0
love,love,s,Positivity,0
our,our,s,Inclusive,0
more,more,s,Comparison,0
loved,loved,s,Positivity,0
Geometres,geometres,nnn,UNRECOGNIZED,0
Fear,fear,s,Fear,0
not,not,c,DenyDisclaim,0
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
already,already,s,Updates,0
by,by,s,,0
the,the,s,,0
Stars,stars,s,SenseObject,0
',',c,,0
twill,twill,s,SenseObject,0
take,take,s,Updates,0
effect,effect,c,Updates,1
.,.,nnn,,0
Farewell,farewell,c,SceneShift,0
;,;,s,,0
I,i,s,Insist,0
must,must,s,Insist,1
to,to,s,,0
Geometres,geometres,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,Contingency,0
else,else,s,Contingency,1
in,in,s,StandardsPos,0
faith,faith,s,StandardsPos,1
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
Conjure,conjure,s,PrivateThinking,0
me,me,s,FirstPer,0
for,for,s,,0
staying,staying,c,TimeDuration,0
.,.,nnn,,0
FOr,for,s,,0
the,the,s,,0
learning,learning,s,Curiosity,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
languages,languages,c,AbstractConcepts,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,Insist,0
must,must,s,Insist,1
confess,confess,c,Insist,2
",",",",s,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
highly,highly,s,Intensity,0
approve,approve,n,StandardsPos,0
of,of,s,StandardsPos,1
it,it,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
see,see,s,,0
no,no,s,DenyDisclaim,0
such,such,s,Intensity,0
necessity,necessity,s,Insist,0
of,of,s,Insist,1
travailing,travailing,c,Negativity,0
",",",",s,,0
beside,beside,s,SpaceRelation,0
the,the,s,SpaceRelation,1
danger,danger,s,Fear,0
and,and,n,,0
expense,expense,s,AbstractConcepts,0
that,that,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
undergone,undergone,nnn,ProjectBack,0
O,o,c,LangRef,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
could,could,s,SelfDisclosure,1
tell,tell,s,SelfDisclosure,2
you,you,s,DirectAddress,0
such,such,s,Intensity,0
wonders,wonders,c,Curiosity,0
",",",",s,,0
as,as,s,,0
would,would,s,ProjectBack,0
inflame,inflame,s,SenseProperty,0
you,you,s,DirectAddress,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
desire,desire,c,Positivity,0
.,.,nnn,,0
As,as,s,,0
what,what,c,,0
",",",",s,,0
I,i,s,FirstPer,0
pray,pray,s,Intensity,0
you,you,c,DirectAddress,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
?,?,nnn,Question,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
impart,impart,s,ReportingEvents,0
such,such,s,Intensity,0
rarities,rarities,s,Exceptions,0
of,of,s,,0
relation,relation,s,AbstractConcepts,0
unto,unto,s,CommonAuthorities,0
you,you,c,DirectAddress,0
",",",",s,,0
as,as,s,,0
would,would,s,ProjectBack,0
amaze,amaze,s,Intensity,0
you,you,c,DirectAddress,0
;,;,s,,0
and,and,n,Resistance,0
yet,yet,s,Resistance,1
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
familiar,familiar,s,PriorKnowledge,0
to,to,s,,0
a,a,s,,0
Trauailour,trauailour,c,UNRECOGNIZED,0
.,.,s,SpaceRelation,0
In,in,s,SpaceRelation,1
a,a,s,SpaceRelation,2
City,city,s,SpaceRelation,3
of,of,s,,0
Greece,greece,c,,0
",",",",s,,0
I,i,s,Autobio,0
remember,remember,s,Autobio,1
I,i,s,FirstPer,0
saw,saw,n,,0
the,the,s,,0
admired,admired,s,StandardsPos,0
net,net,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
Vulcan,vulcan,s,UNRECOGNIZED,0
made,made,s,ReportingEvents,0
to,to,s,ReportingEvents,1
entangle,entangle,s,SpaceRelation,0
Mars,mars,s,SenseObject,0
and,and,s,,0
Venus,venus,c,UNRECOGNIZED,0
;,;,s,,0
and,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
hanged,hanged,n,SpaceRelation,0
up,up,s,SpaceRelation,0
in,in,s,SpaceRelation,1
a,a,s,SpaceRelation,2
Temple,temple,s,SenseObject,0
dedicated,dedicated,s,StandardsPos,0
to,to,s,StandardsPos,1
the,the,s,Comparison,0
same,same,s,Comparison,1
god,god,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
by,by,s,SpaceRelation,0
himself,himself,s,SpaceRelation,1
was,was,s,ProjectBack,0
given,given,s,ReportingStates,0
thereunto,thereunto,c,CommonAuthorities,0
",",",",n,,0
to,to,s,,0
the,the,s,Fear,0
terror,terror,s,Fear,1
of,of,s,Fear,2
all,all,s,,0
Cuckold-makers,cuckold-makers,s,UNRECOGNIZED,0
for,for,s,Intensity,0
ever,ever,nnn,Intensity,1
O,o,s,LangRef,0
strange,strange,c,SubjectivePercept,0
!,!,s,,0
but,but,c,Resistance,0
",",",",s,Resistance,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
remember,remember,s,DirectAddress,0
that,that,s,DirectAddress,1
net,net,s,SenseObject,0
was,was,s,ProjectBack,0
invisible,invisible,c,AbstractConcepts,0
.,.,nnn,Imperative,0
Hum,hum,s,Imperative,1
--,--,s,,0
oh,oh,s,OralCues,0
--,--,s,,0
true,true,s,StandardsPos,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
invisible,invisible,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,c,Resistance,1
",",",",s,,0
Now,now,s,Immediacy,0
Sir,sir,s,PersonProperty,0
--,--,s,,0
it,it,s,ProjectAhead,0
is,is,s,ProjectAhead,1
to,to,s,ProjectAhead,2
be,be,s,ProjectAhead,3
seen,seen,c,ReportingStates,0
.,.,nnn,ReportingStates,1
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
take,take,s,SceneShift,0
leave,leave,s,SceneShift,1
to,to,s,SceneShift,2
help,help,s,StandardsPos,0
a,a,s,StandardsPos,1
little,little,s,SenseProperty,0
my,my,s,FirstPer,0
Masters,masters,s,StandardsPos,0
memory,memory,c,PrivateThinking,0
",",",",s,,0
not,not,s,DenyDisclaim,0
his,his,n,DenyDisclaim,1
invention,invention,c,StandardsPos,0
;,;,s,,0
for,for,s,SpaceRelation,0
by,by,s,SpaceRelation,1
Jove,jove,c,,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
by,by,s,,0
the,the,s,,0
Artemisian,artemisian,s,UNRECOGNIZED,0
Mausoleum,mausoleum,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
these,these,s,Immediacy,0
eyes,eyes,c,SenseObject,0
",",",",n,,0
not,not,s,DenyDisclaim,0
without,without,s,DenyDisclaim,1
amazement,amazement,c,Intensity,0
",",",",s,,0
have,have,s,,0
beheld,beheld,c,ReportingStates,0
