LOrd,lord,c,CommonAuthorities,0
be,be,s,ReportingStates,0
in,in,s,ReportingStates,1
Town,town,s,SpaceRelation,0
within,within,s,,0
these,these,s,Immediacy,0
three,three,s,Numbers,0
days,days,c,TimeDuration,0
;,;,s,,0
so,so,s,ReasonForward,0
that,that,s,ReasonForward,1
you,you,s,ReasonForward,2
have,have,n,,0
nothing,nothing,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
do,do,c,DenyDisclaim,2
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
obey,obey,s,CommonAuthorities,0
your,your,s,DirectAddress,0
careful,careful,s,StandardsPos,0
Father,father,nnnnn,PersonProperty,0
has,has,s,,0
commanded,commanded,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,,0
receive,receive,s,ReportingEvents,0
your,your,s,DirectAddress,0
passionate,passionate,s,Positivity,0
addresses,addresses,c,ReportingEvents,0
;,;,s,Resistance,0
but,but,s,Resistance,1
you,you,s,Insist,0
must,must,s,Insist,1
also,also,s,,0
give,give,n,ReportingEvents,0
me,me,s,ReportingEvents,1
leave,leave,s,SceneShift,0
to,to,s,SceneShift,1
avow,avow,c,Citations,0
",",",",s,,0
that,that,s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
merit,merit,s,StandardsPos,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,,0
from,from,s,,0
so,so,s,,0
accomplished,accomplished,s,StandardsPos,0
a,a,s,,0
Cavalier,cavalier,nnn,Negative_Relation,0
I,i,s,SelfDisclosure,0
want,want,s,SelfDisclosure,1
many,many,s,Specifiers,0
things,things,c,Specifiers,1
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
to,to,s,,0
render,render,s,ReportingEvents,0
me,me,s,FirstPer,0
accomplished,accomplished,c,ReportingStates,0
;,;,s,ReportingStates,1
and,and,s,,0
the,the,s,,0
first,first,s,Sequence,0
and,and,n,,0
greatest,greatest,s,Comparison,0
of,of,s,,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,,0
is,is,s,DirectAddress,0
your,your,s,DirectAddress,1
favor,favor,nnn,Positivity,0
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
die,die,c,AbstractConcepts,0
",",",",s,,0
Philotis,philotis,c,UNRECOGNIZED,0
",",",",s,Resistance,0
but,but,s,Resistance,1
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
extremely,extremely,s,Intensity,0
French,french,c,AbstractConcepts,0
;,;,s,Resistance,0
but,but,s,Resistance,1
yet,yet,s,Resistance,0
Count,count,s,AbstractConcepts,0
Rhodophil,rhodophil,s,UNRECOGNIZED,0
--,--,n,,0
A,a,s,PersonProperty,0
Gentleman,gentleman,c,PersonProperty,1
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
understands,understands,s,PrivateThinking,0
the,the,s,PrivateThinking,1
Grand,grand,s,Intensity,0
mond,mond,s,UNRECOGNIZED,0
so,so,s,Intensity,0
well,well,c,Intensity,1
",",",",s,,0
who,who,s,Question,0
has,has,s,Question,1
hanted,hanted,s,UNRECOGNIZED,0
the,the,n,Positivity,0
best,best,s,Positivity,1
conversations,conversations,c,GenericEvents,0
",",",",s,,0
and,and,s,,0
who,who,s,,0
(,(,c,,0
in,in,s,Metadiscourse,0
short,short,c,Metadiscourse,1
),),s,,0
has,has,s,,0
voyag'd,voyag'd,c,UNRECOGNIZED,0
",",",",s,,0
may,may,s,Resemblances,0
pretend,pretend,s,Resemblances,1
to,to,s,Resemblances,2
the,the,s,StandardsPos,0
good,good,n,StandardsPos,1
graces,graces,s,StandardsPos,2
of,of,s,,0
any,any,s,,0
Lady,lady,nnn,PersonProperty,0
Grand,grand,s,Intensity,0
mond,mond,c,UNRECOGNIZED,0
!,!,s,,0
conversation,conversation,c,AbstractConcepts,0
!,!,s,,0
voyag'd,voyag'd,c,UNRECOGNIZED,0
!,!,s,,0
and,and,s,,0
good,good,s,Positivity,0
graces,graces,c,Positivity,1
!,!,s,,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
my,my,s,FirstPer,0
Mistress,mistress,s,PersonProperty,0
is,is,s,ReportingStates,0
one,one,n,Specifiers,0
of,of,s,Specifiers,1
those,those,s,Specifiers,2
that,that,s,,0
run,run,s,Intensity,0
mad,mad,s,Intensity,1
in,in,s,,0
new,new,s,,0
French,french,s,AbstractConcepts,0
words,words,nnn,LangRef,0
I,i,s,FirstPer,0
suppose,suppose,c,Uncertainty,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
made,made,s,ReportingEvents,0
the,the,s,,0
Tour,tour,s,SceneShift,0
of,of,s,SceneShift,1
France,france,c,,0
;,;,s,,0
and,and,s,,0
having,having,s,ProjectBack,0
seen,seen,s,ProjectBack,1
all,all,s,Generalization,0
that,that,s,Generalization,1
is,is,n,Generalization,2
fine,fine,s,Positivity,0
there,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
a,a,s,,0
considerable,considerable,s,StandardsPos,0
reformation,reformation,s,AbstractConcepts,0
in,in,s,,0
the,the,s,,0
rudeness,rudeness,s,Negative_Relation,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
Court,court,c,AbstractConcepts,0
:,:,n,,0
for,for,c,,0
",",",",s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
die,die,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
an,an,s,,0
unfashion'd,unfashion'd,c,UNRECOGNIZED,0
",",",",s,,0
untravel'd,untravel'd,c,UNRECOGNIZED,0
",",",",s,,0
mere,mere,s,SubjectivePercept,0
Sicilian,sicilian,c,UNRECOGNIZED,0
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
Beat,beat,c,ReportingStates,0
;,;,s,ReportingStates,1
and,and,n,,0
has,has,s,,0
nothing,nothing,s,OralCues,0
in,in,s,OralCues,1
the,the,s,SubjectivePercept,0
world,world,s,SubjectivePercept,1
of,of,s,SubjectivePercept,2
an,an,s,,0
honete,honete,s,UNRECOGNIZED,0
homme,homme,nnn,,0
I,i,s,Insist,0
must,must,s,Insist,1
confess,confess,c,Insist,2
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
--,--,nnn,,0
And,and,s,,0
what,what,s,,0
new,new,s,,0
Minouets,minouets,s,UNRECOGNIZED,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
brought,brought,s,SceneShift,0
over,over,s,SceneShift,1
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
!,!,s,,0
their,their,s,PersonPronoun,0
Minouets,minouets,s,UNRECOGNIZED,0
are,are,s,ProjectAhead,0
to,to,s,ProjectAhead,1
a,a,n,,0
miracle,miracle,c,Positivity,0
!,!,s,,0
and,and,s,,0
our,our,s,Inclusive,0
Sicilian,sicilian,s,UNRECOGNIZED,0
Iigs,iigs,s,UNRECOGNIZED,0
are,are,s,Intensity,0
so,so,s,Intensity,1
dull,dull,s,SenseProperty,0
and,and,s,,0
fad,fad,s,SubjectivePercept,0
to,to,s,,0
',',c,,0
em,em,nnn,SpaceRelation,0
For,for,s,,0
Minouets,minouets,c,UNRECOGNIZED,0
",",",",s,,0
Madam,madam,s,PersonProperty,0
--,--,nnn,,0
And,and,s,,0
what,what,s,,0
new,new,s,,0
Plays,plays,s,ReportingEvents,0
are,are,s,SpaceRelation,0
there,there,s,SpaceRelation,1
in,in,s,SpaceRelation,2
vogue,vogue,c,SubjectiveTime,0
?,?,s,Question,0
and,and,s,,0
who,who,s,,0
danced,danced,s,ReportingEvents,0
best,best,s,Intensity,0
in,in,s,Intensity,1
the,the,s,,0
last,last,s,Sequence,0
Grand,grand,n,Intensity,0
Ballet,ballet,c,SenseObject,0
?,?,s,Question,0
Come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
sweet,sweet,s,SenseProperty,0
Servant,servant,c,PersonProperty,0
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
tell,tell,s,Citations,0
me,me,s,Citations,1
all,all,nnnnnn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
thinking,thinking,s,PrivateThinking,0
what,what,s,PrivateThinking,1
a,a,s,Positivity,0
happy,happy,s,Positivity,1
couple,couple,s,AbstractConcepts,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,c,ReportingStates,0
!,!,s,,0
for,for,s,DirectAddress,0
you,you,s,DirectAddress,1
shall,shall,s,ProjectAhead,0
keep,keep,s,TimeDuration,0
up,up,s,TimeDuration,1
your,your,n,DirectAddress,0
correspondence,correspondence,s,SenseObject,0
abroad,abroad,c,SceneShift,0
",",",",s,,0
and,and,s,,0
every,every,s,Generalization,0
thing,thing,s,Generalization,1
that,that,s,Specifiers,0
is,is,s,Specifiers,1
new,new,s,,0
writ,writ,c,CommonAuthorities,0
",",",",s,,0
in,in,s,,0
France,france,c,,0
",",",",s,,0
and,and,s,,0
fine,fine,c,Positivity,0
",",",",s,,0
I,i,n,SelfDisclosure,0
mean,mean,s,SelfDisclosure,1
all,all,s,Generalization,0
that,that,s,Generalization,1
is,is,s,Generalization,2
delicate,delicate,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
bien,bien,s,,0
turn,turn,c,,0
",",",",s,,0
we,we,s,Metadiscourse,0
will,will,s,Metadiscourse,1
have,have,s,Metadiscourse,2
first,first,nnn,Sequence,0
But,but,c,Resistance,0
",",",",s,Resistance,1
Madam,madam,c,PersonProperty,0
",",",",s,,0
our,our,s,Inclusive,0
fortune,fortune,s,ProjectAhead,0
--,--,nnn,,0
I,i,s,FirstPer,0
understand,understand,s,PrivateThinking,0
you,you,c,DirectAddress,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
;,;,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
leave,leave,s,,0
that,that,s,ProjectAhead,0
to,to,s,ProjectAhead,1
me,me,c,FirstPer,0
:,:,s,,0
for,for,s,,0
the,the,s,,0
mennage,mennage,s,UNRECOGNIZED,0
of,of,s,,0
a,a,s,,0
family,family,c,,0
",",",",s,,0
I,i,n,FirstPer,0
know,know,s,Confidence,0
it,it,s,Insist,0
better,better,s,Insist,1
then,then,s,,0
any,any,s,,0
Lady,lady,s,PersonProperty,0
in,in,s,,0
Sicily,sicily,nnn,UNRECOGNIZED,0
Alas,alas,c,Negativity,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
we,we,s,,0
--,--,nnn,,0
Then,then,c,TimeShift,0
",",",",s,TimeShift,1
we,we,s,Resistance,0
will,will,s,Resistance,1
never,never,s,Resistance,2
make,make,s,ReportingEvents,0
visits,visits,s,SceneShift,0
together,together,c,Inclusive,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
see,see,s,,0
a,a,s,,0
Play,play,c,ReportingEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
always,always,s,SubjectiveTime,0
apart,apart,c,AbstractConcepts,0
;,;,n,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
be,be,s,ReportingStates,0
every,every,s,RecurringEvents,0
day,day,s,RecurringEvents,1
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
King's,king's,s,PersonProperty,0
Leve,leve,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Queen's,queen's,c,PersonProperty,0
;,;,s,,0
and,and,s,,0
we,we,s,Resistance,0
will,will,n,Resistance,1
never,never,s,Resistance,2
meet,meet,c,ReportingEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
in,in,s,,0
the,the,s,SenseObject,0
Drawing,drawing,s,SenseObject,1
Room,room,nnn,SenseObject,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
the,the,s,Updates,0
new,new,s,Updates,1
Prince,prince,s,PersonProperty,0
is,is,s,ReportingStates,0
just,just,s,Immediacy,0
passed,passed,s,Immediacy,1
by,by,s,TimeShift,0
the,the,s,TimeShift,1
end,end,s,TimeShift,2
of,of,s,TimeShift,3
the,the,s,,0
Walk,walk,c,Motions,0
.,.,nnn,,0
The,the,s,Updates,0
new,new,s,Updates,1
Prince,prince,c,PersonProperty,0
",",",",s,,0
say,say,s,Citations,0
thou,thou,c,DirectAddress,0
?,?,s,Question,0
Adieu,adieu,c,SceneShift,0
",",",",s,,0
dear,dear,s,Positivity,0
Servant,servant,c,PersonProperty,0
;,;,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
made,made,s,DenyDisclaim,1
my,my,s,FirstPer,0
court,court,s,AbstractConcepts,0
to,to,n,PersonPronoun,0
him,him,s,PersonPronoun,1
these,these,s,Immediacy,0
two,two,s,Numbers,0
long,long,s,SubjectiveTime,0
hours,hours,c,SubjectiveTime,1
.,.,s,,0
O,o,c,LangRef,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
sweetest,sweetest,s,Positivity,0
Prince,prince,c,PersonProperty,0
!,!,s,,0
so,so,s,,0
obligeant,obligeant,c,UNRECOGNIZED,0
",",",",s,,0
charmant,charmant,c,UNRECOGNIZED,0
",",",",n,,0
ravissant,ravissant,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,,0
--,--,s,,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
make,make,s,SubjectiveTime,0
haste,haste,s,SubjectiveTime,1
to,to,s,,0
kiss,kiss,s,Positivity,0
his,his,s,SenseObject,0
hands,hands,c,SenseObject,1
;,;,s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
make,make,s,ReportingEvents,0
half,half,n,SenseObject,0
a,a,s,SenseObject,1
score,score,s,AbstractConcepts,0
visits,visits,s,SceneShift,0
more,more,c,Comparison,0
",",",",s,,0
and,and,s,,0
be,be,s,SpaceRelation,0
with,with,s,SpaceRelation,1
you,you,s,DirectAddress,0
again,again,s,DirectAddress,1
in,in,s,SenseProperty,0
a,a,s,SenseProperty,1
twinkling,twinkling,nnn,SenseProperty,2
French,french,s,AbstractConcepts,0
Gibberish,gibberish,c,Negativity,0
.,.,s,ConfirmedThght,0
It,it,s,ConfirmedThght,1
Is,is,s,ConfirmedThght,2
true,true,c,ConfirmedThght,3
",",",",s,,0
in,in,s,,0
the,the,s,,0
daytime,daytime,c,TimeDuration,0
",",",",s,,0
it,it,s,,0
is,is,s,ReportingStates,0
tolerable,tolerable,c,SubjectivePercept,0
",",",",s,,0
when,when,s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
has,has,n,,0
field-room,field-room,s,UNRECOGNIZED,0
to,to,s,ProjectAhead,0
run,run,s,ProjectAhead,1
from,from,s,,0
it,it,c,,0
;,;,s,Resistance,0
but,but,c,Resistance,1
",",",",s,,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
shut,shut,s,Negativity,0
up,up,s,Negativity,1
in,in,s,Negativity,2
a,a,s,SenseObject,0
bed,bed,s,SenseObject,1
with,with,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
like,like,s,SubjectivePercept,0
two,two,s,Numbers,0
Cocks,cocks,n,SenseObject,0
in,in,s,,0
a,a,s,SenseObject,0
pit,pit,c,SenseObject,1
;,;,s,,0
humanity,humanity,s,CommonAuthorities,0
cannot,cannot,s,DenyDisclaim,0
support,support,s,AbstractConcepts,0
it,it,c,,0
:,:,s,,0
I,i,s,Insist,0
must,must,s,Insist,1
kiss,kiss,s,Positivity,0
all,all,s,TimeDuration,0
night,night,c,TimeDuration,1
",",",",s,,0
in,in,s,SubjectivePercept,0
my,my,s,SubjectivePercept,1
own,own,s,SubjectivePercept,2
defense,defense,c,AbstractConcepts,0
",",",",n,,0
and,and,s,,0
hold,hold,s,Negativity,0
her,her,s,Negativity,1
down,down,c,Negativity,2
",",",",s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Boy,boy,s,PersonProperty,0
at,at,s,,0
cuffs,cuffs,c,SenseObject,0
",",",",s,,0
nay,nay,c,OralCues,0
",",",",s,,0
and,and,s,,0
give,give,s,,0
her,her,s,PersonPronoun,0
the,the,s,,0
rising,rising,s,Motions,0
blow,blow,s,Motions,0
every,every,n,Generalization,0
time,time,s,Generalization,1
she,she,s,PersonPronoun,0
begins,begins,s,Sequence,0
to,to,s,Sequence,1
speak,speak,nn,ReportingEvents,0
But,but,s,Immediacy,0
here,here,s,Immediacy,1
comes,comes,s,ReportingEvents,0
Rhodophil,rhodophil,c,UNRECOGNIZED,0
.,.,s,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
pretty,pretty,s,SubjectivePercept,0
odd,odd,s,Curiosity,0
that,that,s,Curiosity,1
my,my,s,FirstPer,0
Mistress,mistress,s,PersonProperty,0
should,should,s,Insist,0
so,so,s,Intensity,0
much,much,n,Intensity,1
resemble,resemble,s,Resemblances,0
his,his,c,PersonPronoun,0
:,:,s,,0
the,the,s,Comparison,0
same,same,s,Comparison,1
News-monger,news-monger,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,Comparison,0
same,same,s,Comparison,1
passionate,passionate,s,Positivity,0
lover,lover,s,Positivity,0
of,of,s,Positivity,1
a,a,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
",",",",s,,0
the,the,n,Comparison,0
same,same,s,Comparison,1
--,--,c,,0
.,.,s,Resistance,0
But,but,s,Resistance,1
Basta,basta,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
I,i,s,Insist,0
must,must,s,Insist,1
marry,marry,s,Positivity,0
her,her,c,PersonPronoun,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
say,say,s,DenyDisclaim,0
nothing,nothing,c,DenyDisclaim,1
",",",",s,,0
because,because,s,ReasonBackward,0
he,he,s,PersonPronoun,0
shall,shall,n,ProjectAhead,0
not,not,s,ProjectAhead,1
laugh,laugh,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
my,my,s,FirstPer,0
misfortune,misfortune,nnn,StandardsNeg,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
Palamede,palamede,c,UNRECOGNIZED,0
",",",",s,,0
how,how,s,,0
go,go,s,ReportingEvents,0
the,the,s,,0
affairs,affairs,s,GenericEvents,0
of,of,s,StandardsPos,0
love,love,c,StandardsPos,1
?,?,s,Question,0
You,you,s,DirectAddress,0
Have,have,s,DirectAddress,1
seen,seen,s,SpaceRelation,0
your,your,s,DirectAddress,0
Mistress,mistress,c,PersonProperty,0
?,?,nnn,Question,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
so,so,c,Intensity,0
.,.,nnn,Intensity,1
And,and,s,,0
how,how,c,,0
",",",",s,,0
and,and,s,,0
how,how,c,Question,0
?,?,s,Question,1
has,has,s,ReportingEvents,0
the,the,s,ReportingEvents,1
old,old,s,SenseProperty,0
Cupid,cupid,c,Positivity,0
",",",",s,,0
your,your,s,DirectAddress,0
Father,father,c,PersonProperty,0
",",",",s,,0
chosen,chosen,s,ReportingStates,0
well,well,s,SenseObject,0
for,for,s,DirectAddress,0
you,you,c,DirectAddress,1
?,?,s,Question,0
is,is,s,Question,0
he,he,s,Question,1
a,a,n,Positivity,0
good,good,s,Positivity,1
Woodman,woodman,nnn,PersonProperty,0
She,she,s,Updates,0
Is,is,s,Updates,1
much,much,s,Intensity,0
handsomer,handsomer,s,Positivity,0
then,then,s,Sequence,0
I,i,s,Sequence,1
could,could,s,Contingency,0
have,have,s,Contingency,1
imagined,imagined,c,PrivateThinking,0
:,:,s,,0
In,in,s,Metadiscourse,0
short,short,c,Metadiscourse,1
",",",",s,Metadiscourse,2
I,i,s,FirstPer,0
love,love,s,Positivity,0
her,her,c,PersonPronoun,0
",",",",s,,0
and,and,n,,0
will,will,s,PredictedFuture,0
marry,marry,s,Positivity,0
her,her,nnn,PersonPronoun,0
Then,then,s,Sequence,0
you,you,s,Sequence,1
are,are,s,ReportingStates,0
quite,quite,s,Intensity,0
off,off,s,,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
other,other,s,Specifiers,0
Mistress,mistress,c,PersonProperty,0
?,?,nnn,Question,0
You,you,s,Confront,0
are,are,s,Confront,1
mistaken,mistaken,c,Confront,2
",",",",s,,0
I,i,s,SelfDisclosure,0
intend,intend,s,SelfDisclosure,1
to,to,s,SelfDisclosure,2
love,love,s,Positivity,0
',',c,,0
em,em,s,SpaceRelation,0
both,both,c,,0
",",",",s,,0
as,as,s,,0
a,a,s,,0
reasonable,reasonable,s,StandardsPos,0
man,man,s,PersonProperty,0
ought,ought,s,Insist,0
to,to,s,Insist,1
do,do,c,GenericEvents,0
.,.,n,GenericEvents,1
For,for,c,,0
",",",",s,ReasonForward,0
since,since,s,ReasonForward,1
all,all,s,,0
women,women,s,PersonProperty,0
have,have,s,,0
their,their,s,PersonPronoun,0
faults,faults,c,StandardsNeg,0
",",",",s,,0
and,and,s,,0
imperfections,imperfections,c,StandardsNeg,0
",",",",s,,0
it,it,s,,0
is,is,s,Positive_Attribution,0
fit,fit,s,Positive_Attribution,1
that,that,s,Specifiers,0
one,one,s,Specifiers,1
of,of,n,,0
',',c,,0
em,em,s,SpaceRelation,0
should,should,s,Insist,0
help,help,s,StandardsPos,0
out,out,s,StandardsPos,1
the,the,s,Specifiers,0
other,other,nnn,Specifiers,1
This,this,s,,0
were,were,s,ProjectBack,0
a,a,s,StandardsPos,0
blessed,blessed,s,StandardsPos,1
Doctrine,doctrine,c,CommonAuthorities,0
",",",",s,,0
indeed,indeed,c,Intensity,0
",",",",s,,0
if,if,s,Contingency,0
our,our,s,Inclusive,0
Wives,wives,s,PersonProperty,0
would,would,s,ProjectBack,0
hear,hear,s,SpaceRelation,0
it,it,c,,0
;,;,s,Resistance,0
but,but,c,Resistance,1
",",",",s,,0
they,they,s,ReportingStates,0
are,are,n,ReportingStates,1
their,their,s,SubjectivePercept,0
own,own,s,SubjectivePercept,1
enemies,enemies,c,Negativity,0
:,:,s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
would,would,s,ProjectBack,0
suffer,suffer,s,Negativity,0
us,us,s,Inclusive,0
but,but,s,Immediacy,0
now,now,s,Immediacy,1
and,and,s,Sequence,0
then,then,s,Sequence,1
to,to,s,,0
make,make,s,ReportingEvents,0
excursions,excursions,c,SceneShift,0
",",",",n,,0
the,the,s,,0
benefit,benefit,s,StandardsPos,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
variety,variety,s,AbstractConcepts,0
would,would,s,Contingency,0
be,be,s,Contingency,1
theirs,theirs,c,,0
;,;,s,,0
instead,instead,s,Substitution,0
of,of,s,Substitution,1
one,one,s,Numbers,0
continued,continued,c,ReportingStates,0
",",",",s,ReportingStates,1
lazy,lazy,c,Negativity,0
",",",",n,,0
tired,tired,s,SenseProperty,0
love,love,c,Positivity,0
",",",",s,,0
they,they,s,Biographical_Time,0
would,would,c,Biographical_Time,1
",",",",s,,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
turns,turns,c,,0
",",",",s,,0
have,have,s,,0
twenty,twenty,s,Numbers,0
vigorous,vigorous,c,StandardsPos,0
",",",",s,,0
fresh,fresh,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
active,active,n,,0
loves,loves,nnn,Positivity,0
And,and,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
ask,ask,s,Request,0
any,any,s,Specifiers,0
of,of,s,Specifiers,1
',',c,,0
em,em,c,SpaceRelation,0
",",",",s,Contingency,0
whether,whether,s,Contingency,1
a,a,s,StandardsNeg,0
poor,poor,s,StandardsNeg,1
narrow,narrow,s,SenseProperty,0
Brook,brook,c,SenseObject,0
",",",",s,,0
half,half,s,Numbers,0
dry,dry,s,SenseProperty,0
the,the,s,Positivity,0
best,best,n,Positivity,1
part,part,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
year,year,c,TimeDuration,0
",",",",s,,0
and,and,s,SubjectiveTime,0
running,running,s,SubjectiveTime,1
ever,ever,s,Biographical_Time,0
one,one,s,Numbers,0
way,way,c,AbstractConcepts,0
",",",",s,,0
be,be,s,Intensity,0
to,to,s,Intensity,1
be,be,s,ReportingStates,0
compared,compared,s,Comparison,0
to,to,s,Comparison,1
a,a,s,,0
lusty,lusty,n,UNRECOGNIZED,0
Stream,stream,c,SenseObject,0
",",",",s,,0
that,that,s,,0
has,has,s,,0
Ebbs,ebbs,s,Motions,0
and,and,s,,0
Flows,flows,nnn,Motions,0
Ay,ay,c,OralCues,0
;,;,s,,0
or,or,s,,0
is,is,s,ReportingStates,0
half,half,s,Numbers,0
so,so,s,,0
profitable,profitable,s,StandardsPos,0
for,for,s,,0
Navigation,navigation,c,AbstractConcepts,0
?,?,nnn,Question,0
Ods,ods,s,SenseObject,0
my,my,s,Autobio,0
life,life,c,Autobio,1
",",",",s,,0
Rhodophil,rhodophil,c,UNRECOGNIZED,0
",",",",s,,0
will,will,s,PredictedFuture,0
you,you,s,DirectAddress,0
keep,keep,s,TimeDuration,0
my,my,s,FirstPer,0
counsel,counsel,c,PersonProperty,0
?,?,nnn,Question,0
Yes,yes,c,DirectAddress,0
:,:,s,Question,0
where,where,s,Question,1
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
secret,secret,c,AbstractConcepts,0
?,?,nnn,Question,0
There,there,s,Confidence,0
it,it,s,Confidence,1
is,is,c,Confidence,2
.,.,s,Imperative,0
sub,sub,s,Imperative,1
sigillo,sigillo,c,,0
",",",",s,,0
etc,etc,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
that,that,s,,0
very,very,s,Intensity,0
numerical,numerical,s,AbstractConcepts,0
Lady,lady,c,PersonProperty,0
",",",",s,,0
with,with,s,SpaceRelation,0
whom,whom,s,SpaceRelation,1
I,i,s,SelfDisclosure,0
am,am,n,SelfDisclosure,1
in,in,s,Positivity,0
love,love,nnn,Positivity,1
By,by,s,Generalization,0
all,all,s,Generalization,1
that,that,s,Specifiers,0
is,is,s,Specifiers,1
virtuous,virtuous,c,StandardsPos,0
",",",",s,,0
my,my,s,FirstPer,0
Wife,wife,c,PersonProperty,0
!,!,nnn,,0
You,you,s,DirectAddress,0
look,look,s,DirectAddress,1
strangely,strangely,c,Uncertainty,0
:,:,s,Question,0
how,how,s,Question,1
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
like,like,s,SubjectivePercept,0
her,her,c,PersonPronoun,0
?,?,s,Question,0
is,is,s,Question,0
she,she,s,Question,1
not,not,s,DenyDisclaim,0
very,very,s,Intensity,0
handsome,handsome,c,Positivity,0
?,?,nnn,Question,0
Sure,sure,s,Confidence,0
he,he,s,PersonPronoun,0
abuses,abuses,s,Negativity,0
me,me,c,FirstPer,0
.,.,n,Question,0
Why,why,s,Question,1
the,the,s,StandardsNeg,0
devil,devil,s,StandardsNeg,1
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
ask,ask,s,Request,0
my,my,s,FirstPer,0
judgment,judgment,c,PrivateThinking,0
?,?,nn,Question,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
so,so,s,,0
dogged,dogged,s,Negativity,0
now,now,c,Updates,0
",",",",s,Updates,1
you,you,s,DirectAddress,0
think,think,s,DirectAddress,1
no,no,s,DenyDisclaim,0
man's,man's,s,PersonProperty,0
