DVnston,dvnston,c,UNRECOGNIZED,0
",",",",n,,0
Then,then,s,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
pay,pay,s,ReportingEvents,0
not,not,c,DenyDisclaim,0
",",",",s,,0
they,they,s,,0
may,may,s,Contingency,0
burn,burn,s,ReportingEvents,0
the,the,s,ReportingEvents,1
band,band,c,SenseObject,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
father,father,c,PersonProperty,0
",",",",s,,0
hark,hark,s,Immediacy,0
how,how,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
have,have,s,,0
profited,profited,c,ReportingStates,0
",",",",n,ReportingStates,1
Walter,walter,s,,0
your,your,s,DirectAddress,0
son,son,s,PersonProperty,0
that,that,s,TimeDuration,0
keeps,keeps,s,TimeDuration,1
the,the,s,,0
country,country,c,AbstractConcepts,0
",",",",n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
raised,raised,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
markets,markets,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
oppressed,oppressed,s,StandardsNeg,0
the,the,s,StandardsNeg,0
poor,poor,c,StandardsNeg,1
",",",",n,,0
And,and,s,,0
made,made,s,ReportingEvents,0
a,a,s,,0
thousand,thousand,s,Numbers,0
go,go,s,SceneShift,0
from,from,s,SceneShift,1
door,door,s,SceneShift,0
to,to,s,SceneShift,1
door,door,c,SceneShift,2
:,:,n,,0
And,and,s,,0
why,why,s,Curiosity,0
did,did,s,Curiosity,1
I,i,s,FirstPer,0
(,(,c,,0
think,think,s,PrivateThinking,0
you,you,c,DirectAddress,0
),),s,,0
use,use,s,ReportingEvents,0
this,this,s,,0
extremity,extremity,c,SenseObject,0
",",",",n,,0
Because,because,s,ReasonBackward,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
corn,corn,s,SenseObject,0
y^ough,y^ough,s,UNRECOGNIZED,0
to,to,s,,0
feed,feed,s,SenseObject,0
the,the,s,Negative_Relation,0
enemy,enemy,c,Negative_Relation,1
",",",",n,,0
Father,father,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
we,we,s,Inclusive,0
have,have,s,Inclusive,1
but,but,s,Resistance,0
a,a,s,TimeDuration,0
while,while,s,TimeDuration,1
to,to,s,,0
live,live,c,,0
",",",",n,,0
Then,then,s,,0
while,while,s,TimeDuration,0
we,we,s,Inclusive,0
live,live,c,Inclusive,1
",",",",s,,0
let,let,s,ReportingEvents,0
each,each,s,Inclusive,0
man,man,s,Inclusive,1
shift,shift,s,Transformation,0
for,for,s,Transformation,1
one,one,c,Numbers,0
:,:,n,,0
For,for,s,,0
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
can,can,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
make,make,s,ReportingEvents,0
shift,shift,s,ReportingEvents,1
in,in,s,Intensity,0
the,the,s,Intensity,1
world,world,c,Intensity,2
",",",",n,Intensity,3
They,they,s,Citations,0
say,say,s,Citations,1
he,he,s,Updates,0
is,is,s,Updates,1
unworthy,unworthy,s,StandardsNeg,0
to,to,s,ProjectAhead,0
live,live,s,ProjectAhead,1
in,in,s,ProjectAhead,2
it,it,c,,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
lives,lives,s,,0
must,must,s,Insist,0
still,still,s,Updates,0
increase,increase,s,Transformation,0
his,his,s,PersonPronoun,0
store,store,c,SenseObject,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
he,he,s,ReasonForward,2
that,that,s,,0
has,has,s,,0
most,most,s,Comparison,0
wealth,wealth,s,StandardsPos,0
of,of,s,StandardsPos,1
all,all,s,,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
more,more,c,Comparison,0
.,.,nn,,0
Brethren,brethren,s,StandardsPos,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
spoken,spoken,s,SenseProperty,0
well,well,c,OralCues,0
",",",",s,OralCues,1
I,i,s,Insist,0
must,must,s,Insist,1
needs,needs,s,Insist,0
say,say,c,Citations,0
",",",",n,Resistance,0
But,but,s,Resistance,1
now,now,s,Immediacy,0
give,give,s,SubjectivePercept,0
ear,ear,s,SubjectivePercept,1
to,to,s,SubjectivePercept,2
me,me,c,FirstPer,0
",",",",s,,0
to,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
that,that,s,TimeDuration,0
keeps,keeps,s,TimeDuration,1
the,the,s,CommonAuthorities,0
court,court,c,CommonAuthorities,1
.,.,n,,0
Father,father,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
live,live,s,SelfDisclosure,1
as,as,s,,0
Aristipus,aristipus,s,UNRECOGNIZED,0
did,did,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
use,use,s,StandardsPos,0
my,my,s,StandardsPos,1
wits,wits,s,StandardsPos,2
to,to,s,,0
flatter,flatter,s,SubjectivePercept,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
king,king,c,PersonProperty,0
.,.,n,,0
If,if,s,Contingency,0
any,any,s,Contingency,1
in,in,s,SpaceRelation,0
private,private,s,SpaceRelation,1
conference,conference,s,SpaceRelation,2
name,name,s,ReportingEvents,0
the,the,s,ReportingEvents,1
king,king,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
straight,straight,s,AbstractConcepts,0
inform,inform,s,ReportingEvents,0
his,his,s,ReportingEvents,1
Grace,grace,s,StandardsPos,0
they,they,s,,0
envy,envy,s,Negative_Relation,0
him,him,c,PersonPronoun,0
:,:,n,Question,0
Did,did,s,Question,1
Sinon,sinon,s,UNRECOGNIZED,0
live,live,s,Biographical_Time,0
with,with,s,Biographical_Time,1
all,all,s,Generalization,0
his,his,s,Generalization,1
subtlety,subtlety,c,SubjectivePercept,0
?,?,n,Question,0
He,he,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
tell,tell,s,DenyDisclaim,1
a,a,s,,0
flattering,flattering,s,SubjectivePercept,0
tale,tale,s,LangRef,0
more,more,s,Comparison,0
cunningly,cunningly,c,SubjectivePercept,0
:,:,n,,0
Some,some,s,Uncertainty,0
time,time,s,,0
I,i,s,FirstPer,0
move,move,s,MoveBody,0
the,the,s,MoveBody,1
King,king,s,PersonProperty,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
effeminate,effeminate,c,Negativity,0
",",",",n,,0
And,and,s,,0
spend,spend,s,SubjectiveTime,0
his,his,s,SubjectiveTime,1
time,time,s,SubjectiveTime,2
with,with,s,,0
some,some,s,Uncertainty,0
coy,coy,s,SubjectivePercept,0
Curtizan,curtizan,c,UNRECOGNIZED,0
:,:,n,,0
Thus,thus,s,ReasonForward,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
King,king,s,PersonProperty,0
I,i,s,FirstPer,0
currie,currie,s,UNRECOGNIZED,0
fa^our,fa^our,s,UNRECOGNIZED,0
still,still,c,Updates,0
",",",",n,Concessive,0
Though,though,s,Concessive,1
with,with,s,,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
I,i,s,FirstPer,0
wish,wish,s,SubjectivePercept,0
him,him,s,PersonPronoun,0
any,any,s,,0
ill,ill,c,Negativity,0
:,:,n,,0
And,and,s,,0
sometime,sometime,s,Uncertainty,0
I,i,s,Contingency,0
can,can,s,Contingency,1
counterfeit,counterfeit,s,StandardsNeg,0
his,his,s,PersonPronoun,0
hand,hand,s,SenseObject,0
and,and,s,,0
seal,seal,c,SenseObject,0
",",",",n,,0
And,and,s,,0
borrow,borrow,s,ReportingEvents,0
money,money,s,AbstractConcepts,0
of,of,s,,0
the,the,s,,0
communalty,communalty,c,UNRECOGNIZED,0
:,:,n,,0
And,and,s,,0
thus,thus,s,ReasonForward,0
I,i,s,SelfDisclosure,0
live,live,s,SelfDisclosure,1
and,and,s,,0
flaunt,flaunt,s,SubjectivePercept,0
it,it,s,,0
with,with,s,Positivity,0
the,the,s,Positivity,1
best,best,c,Positivity,2
",",",",n,,0
And,and,s,,0
dice,dice,s,SenseObject,0
and,and,s,,0
card,card,s,SenseObject,0
inferior,inferior,s,StandardsNeg,0
unto,unto,s,CommonAuthorities,0
none,none,c,DenyDisclaim,0
:,:,n,,0
And,and,s,,0
none,none,s,DenyDisclaim,0
dares,dares,s,SubjectivePercept,0
speak,speak,s,Resistance,0
against,against,s,Resistance,1
me,me,s,FirstPer,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
court,court,c,SpaceRelation,2
",",",",n,,0
Because,because,s,ReasonBackward,0
they,they,s,,0
know,know,s,Confidence,0
the,the,s,Confidence,1
King,king,s,PersonProperty,0
does,does,s,ReportingEvents,0
favor,favor,s,Positivity,0
me,me,c,FirstPer,0
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,FirstPer,0
among,among,s,,0
my,my,s,FirstPer,0
brethren,brethren,s,StandardsPos,0
and,and,s,,0
my,my,s,FirstPer,0
friends,friends,n,StandardsPos,0
Do,do,s,Intensity,0
still,still,s,Updates,0
instruct,instruct,s,ReportingEvents,0
them,them,s,,0
with,with,s,,0
my,my,s,FirstPer,0
doctrine,doctrine,c,CommonAuthorities,0
",",",",n,,0
And,and,s,,0
Yea,yea,s,OralCues,0
and,and,s,,0
nay,nay,s,OralCues,0
goes,goes,s,SceneShift,0
through,through,s,SceneShift,1
the,the,s,SceneShift,2
world,world,s,AbstractConcepts,0
with,with,s,Inclusive,0
us,us,c,Inclusive,1
*,*,n,,0
Fie,fie,c,Negativity,0
",",",",s,,0
not,not,s,DenyDisclaim,0
an,an,s,DenyDisclaim,1
oath,oath,s,CommonAuthorities,0
we,we,s,Self_Promise,0
swear,swear,s,Self_Promise,1
for,for,s,,0
twenty,twenty,s,Numbers,0
pound,pound,c,Numbers,1
",",",",n,,0
Brethren,brethren,s,StandardsPos,0
(,(,c,,0
say,say,s,Citations,0
we,we,c,,0
),),s,,0
take,take,s,SubjectivePercept,0
heed,heed,s,SubjectivePercept,1
by,by,s,,0
Adams,adams,s,,0
fall,fall,c,,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
by,by,s,,0
his,his,s,PersonPronoun,0
sins,sins,s,StandardsNeg,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
condemned,condemned,s,Negative_Relation,0
all,all,c,Inclusive,0
.,.,n,Inclusive,1
Thus,thus,s,ReasonForward,0
preach,preach,s,Intensity,0
we,we,s,,0
still,still,s,Updates,0
unto,unto,s,CommonAuthorities,0
out,out,s,,0
brethren,brethren,c,StandardsPos,0
",",",",n,Concessive,0
Though,though,s,Concessive,1
in,in,s,Inclusive,0
our,our,s,Inclusive,1
heart,heart,s,Inclusive,2
we,we,s,Biographical_Time,0
never,never,s,Biographical_Time,1
mean,mean,s,,0
the,the,s,Specifiers,0
thing,thing,c,Specifiers,1
:,:,n,,0
Thus,thus,s,ReasonForward,0
do,do,s,Question,0
we,we,s,Question,1
blind,blind,s,Negativity,0
the,the,s,Negativity,1
world,world,s,AbstractConcepts,0
with,with,s,,0
holiness,holiness,c,StandardsPos,0
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
so,so,s,ReasonForward,2
by,by,s,,0
that,that,s,Specifiers,0
are,are,s,Specifiers,1
termed,termed,s,Definition,0
pure,pure,s,StandardsPos,0
Precisians,precisians,c,PersonProperty,0
.,.,nn,,0
Full,full,s,,0
well,well,s,SenseObject,0
and,and,s,,0
wisely,wisely,s,StandardsPos,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
said,said,s,DirectAddress,2
my,my,s,FirstPer,0
sons,sons,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
commend,commend,s,StandardsPos,0
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
your,your,s,DirectAddress,0
forward,forward,s,AbstractConcepts,0
minds,minds,c,SubjectivePercept,0
:,:,n,,0
That,that,s,,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
lives,lives,s,,0
bewray,bewray,s,SubjectivePercept,0
whose,whose,s,PersonPronoun,0
sons,sons,s,PersonProperty,0
ye,ye,s,OralCues,0
are,are,c,ReportingStates,0
:,:,n,,0
Here,here,s,SpaceRelation,0
have,have,s,Question,0
I,i,s,Question,1
hene,hene,s,UNRECOGNIZED,0
a,a,s,,0
Bayliefe,bayliefe,s,UNRECOGNIZED,0
three,three,s,Numbers,0
score,score,s,AbstractConcepts,0
years,years,c,TimeDuration,0
",",",",n,,0
And,and,s,,0
used,used,s,ReportingEvents,0
exaction,exaction,s,StandardsNeg,0
on,on,s,,0
the,the,s,,0
dwellers,dwellers,s,PersonProperty,0
by,by,c,,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
if,if,s,Contingency,0
a,a,s,Contingency,1
man,man,s,PersonProperty,0
were,were,s,ProjectBack,0
brought,brought,s,Transformation,0
before,before,s,Transformation,1
my,my,s,FirstPer,0
face,face,c,SenseObject,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
cosenage,cosenage,c,UNRECOGNIZED,0
",",",",s,,0
theft,theft,c,Negativity,0
",",",",s,,0
or,or,s,,0
living,living,s,Biographical_Time,0
on,on,s,Biographical_Time,1
his,his,s,PersonPronoun,0
wit,wit,c,StandardsPos,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
counterfeiting,counterfeiting,s,StandardsNeg,0
any,any,s,,0
hand,hand,s,SenseObject,0
or,or,s,,0
seal,seal,c,SenseObject,0
",",",",n,,0
The,the,s,,0
matter,matter,s,AbstractConcepts,0
heard,heard,c,ReportingStates,0
",",",",s,ReportingStates,1
the,the,s,PersonProperty,0
witness,witness,s,PersonProperty,1
brought,brought,s,Transformation,0
to,to,s,Transformation,1
me,me,c,FirstPer,0
",",",",n,,0
I,i,s,FirstPer,0
took,took,s,ReportingEvents,0
a,a,s,ReportingEvents,1
bribe,bribe,c,Negativity,0
",",",",s,,0
and,and,s,,0
set,set,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
prisoners,prisoners,s,Negativity,0
free,free,c,AbstractConcepts,0
:,:,n,,0
So,so,s,,0
by,by,s,,0
such,such,s,Intensity,0
dealings,dealings,s,GenericEvents,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
got,got,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
wealth,wealth,c,Positivity,0
",",",",n,Aside,0
Which,which,s,Aside,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
disburst,disburst,s,UNRECOGNIZED,0
among,among,s,,0
you,you,s,DirectAddress,0
al,al,c,,0
",",",",n,,0
With,with,s,Specifiers,0
this,this,s,Specifiers,1
prouiso,prouiso,c,UNRECOGNIZED,0
",",",",s,,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
all,all,s,,0
shall,shall,s,ProjectAhead,0
live,live,c,,0
",",",",n,,0
And,and,s,,0
lead,lead,s,,0
such,such,s,Intensity,0
lives,lives,s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
have,have,s,,0
set,set,s,DirectAddress,0
you,you,s,DirectAddress,1
down,down,c,DirectAddress,2
",",",",n,,0
Carue,carue,s,UNRECOGNIZED,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
selves,selves,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
care,care,s,Negativity,0
not,not,s,Negativity,1
what,what,s,Citations,0
they,they,s,Citations,1
say,say,c,Citations,2
",",",",n,,0
That,that,s,,0
bid,bid,s,ReportingEvents,0
you,you,s,DirectAddress,0
fear,fear,s,Fear,0
the,the,s,,0
fearful,fearful,s,Fear,0
Judgment,judgment,s,AbstractConcepts,0
day,day,c,AbstractConcepts,1
.,.,n,Imperative,0
Live,live,s,Imperative,1
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
selves,selves,s,SubjectivePercept,0
while,while,s,TimeDuration,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
time,time,s,SubjectiveTime,0
to,to,s,SubjectiveTime,1
live,live,c,,0
",",",",n,,0
Get,get,s,,0
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
can,can,c,Contingency,0
",",",",s,Resistance,0
but,but,s,Resistance,1
see,see,s,,0
ye,ye,s,OralCues,0
nothing,nothing,s,DenyDisclaim,0
give,give,c,,0
:,:,n,,0
But,but,s,Resistance,0
hark,hark,s,Immediacy,0
my,my,s,FirstPer,0
sons,sons,c,PersonProperty,0
",",",",s,,0
me,me,s,FirstPer,0
thinks,thinks,s,PrivateThinking,0
I,i,s,FirstPer,0
hear,hear,s,SenseProperty,0
a,a,s,SenseProperty,1
noise,noise,c,SenseProperty,0
",",",",n,,0
And,and,s,,0
gastlie,gastlie,s,UNRECOGNIZED,0
visions,visions,s,SubjectivePercept,0
makes,makes,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
timorous,timorous,c,Negativity,0
",",",",n,,0
Ah,ah,s,OralCues,0
see,see,s,,0
my,my,s,FirstPer,0
sons,sons,c,PersonProperty,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
death,death,c,Negativity,0
",",",",s,,0
pall,pall,s,Negativity,0
Death,death,s,Negativity,0
appears,appears,c,SubjectivePercept,0
",",",",n,,0
To,to,s,,0
summon,summon,s,ReportingEvents,0
me,me,s,FirstPer,0
before,before,s,Sequence,0
a,a,s,,0
fearful,fearful,s,Fear,0
Judge,judge,c,PrivateThinking,0
:,:,n,,0
Me,me,s,FirstPer,0
thiuks,thiuks,s,UNRECOGNIZED,0
revenge,revenge,s,Resistance,0
stands,stands,s,,0
with,with,s,Specifiers,0
an,an,s,Specifiers,1
iron,iron,s,SenseObject,0
whip,whip,c,Motions,0
",",",",n,,0
And,and,s,,0
cries,cries,s,Motions,0
repent,repent,c,Negative_Relation,0
",",",",s,,0
or,or,s,,0
I,i,s,FirstPer,0
will,will,s,Fear,0
punish,punish,s,Fear,1
thee,thee,c,DirectAddress,0
:,:,n,,0
My,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
is,is,s,ReportingStates,0
hardened,hardened,c,Transformation,0
",",",",s,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
repent,repent,c,Negative_Relation,0
.,.,n,,0
Ah,ah,s,OralCues,0
hark,hark,c,Immediacy,0
",",",",s,,0
me,me,s,FirstPer,0
thinks,thinks,s,Citations,0
the,the,s,Citations,1
Judge,judge,s,PrivateThinking,0
does,does,s,ReportingEvents,0
give,give,s,,0
my,my,s,FirstPer,0
doom,doom,c,Negativity,0
",",",",n,,0
And,and,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
damn^d,damn^d,s,UNRECOGNIZED,0
to,to,s,,0
ever,ever,s,Biographical_Time,0
burning,burning,s,SenseProperty,0
fire,fire,c,SenseObject,0
:,:,n,,0
Soul,soul,c,Disclosure,0
",",",",s,,0
be,be,s,ReportingStates,0
thou,thou,s,DirectAddress,0
safe,safe,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
body,body,s,SenseObject,0
fly,fly,s,SceneShift,0
to,to,s,SceneShift,1
hell,hell,c,Negativity,0
.,.,nn,,0
Br^ther,br^ther,c,UNRECOGNIZED,0
",",",",s,,0
why,why,s,Curiosity,0
do,do,s,Curiosity,1
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
read,read,s,ReportingEvents,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
father,father,c,PersonProperty,0
?,?,nn,Question,0
Truly,truly,s,Intensity,0
my,my,s,FirstPer,0
book,book,s,,0
of,of,s,,0
exhortation,exhortation,s,Insist,0
is,is,s,ReportingStates,0
at,at,s,ReportingStates,1
my,my,s,FirstPer,0
place,place,s,SpaceRelation,0
of,of,s,SpaceRelation,1
Exercise,exercise,c,GenericEvents,0
",",",",s,,0
and,and,s,,0
without,without,s,Contingency,0
it,it,s,,0
I,i,n,Negativity,0
can,can,s,Negativity,1
do,do,s,Negativity,2
nothing,nothing,c,Negativity,3
:,:,s,,0
Gods,gods,s,CommonAuthorities,0
peace,peace,s,StandardsPos,0
be,be,s,SpaceRelation,0
with,with,s,SpaceRelation,1
him,him,nnn,PersonPronoun,0
FAther,father,s,PersonProperty,0
say,say,s,Citations,0
on,on,c,,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
now,now,s,Immediacy,0
my,my,s,FirstPer,0
leisure,leisure,s,AbstractConcepts,0
serves,serves,c,ReportingEvents,0
",",",",n,,0
And,and,s,,0
Edgar,edgar,s,UNRECOGNIZED,0
gives,gives,s,,0
thee,thee,s,DirectAddress,0
leave,leave,s,SceneShift,0
to,to,s,SceneShift,1
tell,tell,s,,0
thy,thy,s,DirectAddress,0
mind,mind,c,SubjectivePercept,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
I,i,s,ReasonForward,2
perceive,perceive,s,PrivateThinking,0
thine,thine,s,UNRECOGNIZED,0
eyes,eyes,s,SenseObject,0
are,are,s,ReportingStates,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
^,^,c,UNRECOGNIZED,0
eares,eares,c,UNRECOGNIZED,0
",",",",n,Aside,0
Which,which,s,Aside,1
shows,shows,s,Confidence,0
that,that,s,Confidence,1
many,many,s,,0
inward,inward,s,SubjectivePercept,0
passions,passions,s,SubjectivePercept,0
troubles,troubles,s,Negativity,0
thee,thee,c,DirectAddress,0
.,.,n,,0
If,if,s,Contingency,0
any,any,s,Contingency,1
here,here,s,SpaceRelation,0
have,have,s,,0
wronged,wronged,s,StandardsNeg,0
thine,thine,s,UNRECOGNIZED,0
aged,aged,s,SenseProperty,0
years,years,c,TimeDuration,0
",",",",n,,0
In,in,s,,0
keeping,keeping,s,TimeDuration,0
that,that,s,,0
from,from,s,,0
thee,thee,s,DirectAddress,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
thy,thy,s,DirectAddress,0
^,^,c,UNRECOGNIZED,0
ue,ue,c,UNRECOGNIZED,0
",",",",n,,0
Name,name,s,LangRef,0
but,but,s,Resistance,0
the,the,s,PersonProperty,0
man,man,c,PersonProperty,1
",",",",s,,0
and,and,s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
am,am,s,FirstPer,0
Englands,englands,s,UNRECOGNIZED,0
King,king,c,PersonProperty,0
",",",",n,,0
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
have,have,s,Generalization,0
all,all,s,Generalization,1
the,the,s,Positivity,0
favor,favor,s,Positivity,1
I,i,s,Contingency,0
can,can,s,Contingency,1
show,show,c,ReportingEvents,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
virtuous,virtuous,s,StandardsPos,0
Prince,prince,c,PersonProperty,0
",",",",s,,0
myrrour,myrrour,s,UNRECOGNIZED,0
of,of,s,,0
courtesy,courtesy,c,Positivity,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
Judgments,judgments,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
whose,whose,s,PersonPronoun,0
laws,laws,s,AbstractConcepts,0
for,for,s,,0
government,government,c,CommonAuthorities,0
",",",",n,,0
And,and,s,,0
punishing,punishing,s,Negativity,0
of,of,s,,0
every,every,s,Generalization,0
foul,foul,s,Negativity,0
abuse,abuse,c,Negativity,0
",",",",n,,0
Is,is,s,Resemblances,0
like,like,s,Resemblances,1
the,the,s,Resemblances,2
judgment,judgment,s,PrivateThinking,0
of,of,s,,0
great,great,s,Intensity,0
Alexander,alexander,c,,0
",",",",n,,0
Third,third,s,Sequence,0
of,of,s,Sequence,1
that,that,s,,0
name,name,c,LangRef,0
",",",",s,,0
whom,whom,s,PersonPronoun,0
some,some,s,Uncertainty,0
termed,termed,s,Definition,0
the,the,s,Definition,1
Severe,severe,c,Negativity,0
",",",",n,,0
Or,or,s,,0
like,like,s,SubjectivePercept,0
Vaspasian,vaspasian,c,UNRECOGNIZED,0
",",",",s,,0
Romes,romes,s,UNRECOGNIZED,0
virtuous,virtuous,s,StandardsPos,0
governor,governor,c,PersonProperty,0
",",",",n,,0
Who,who,s,,0
for,for,s,,0
a,a,s,,0
blow,blow,s,Motions,0
his,his,s,PersonPronoun,0
son,son,s,PersonProperty,0
did,did,s,ReportingEvents,0
give,give,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Swain,swain,c,PersonProperty,0
",",",",n,,0
Did,did,s,ReportingEvents,0
straight,straight,s,AbstractConcepts,0
command,command,s,CommonAuthorities,0
that,that,s,,0
he,he,s,Insist,0
should,should,s,Insist,1
loose,loose,s,ReportingEvents,0
his,his,s,ReportingEvents,1
hand,hand,c,SenseObject,0
.,.,n,,0
T^en,t^en,s,UNRECOGNIZED,0
virtuous,virtuous,s,StandardsPos,0
Edgar,edgar,c,UNRECOGNIZED,0
",",",",s,,0
be,be,s,ReportingStates,0
Vaspasian,vaspasian,s,UNRECOGNIZED,0
once,once,c,TimeShift,0
",",",",n,,0
In,in,s,,0
giving,giving,s,,0
sentence,sentence,s,AbstractConcepts,0
on,on,s,,0
a,a,s,,0
graceless,graceless,s,Negative_Attribution,0
child,child,c,PersonProperty,0
",",",",n,,0
Know,know,s,Confidence,0
(,(,c,,0
virtuous,virtuous,s,StandardsPos,0
Prince,prince,c,PersonProperty,0
),),s,,0
that,that,s,,0
in,in,s,,0
my,my,s,FirstPer,0
pride,pride,s,StandardsPos,0
of,of,s,,0
years,years,c,TimeDuration,0
",",",",n,,0
When,when,s,,0
lustful,lustful,s,Intensity,0
pleasure,pleasure,s,Positivity,0
pricked,pricked,s,Negativity,0
my,my,s,FirstPer,0
wanton,wanton,s,StandardsNeg,0
mind,mind,c,SubjectivePercept,0
:,:,n,,0
Even,even,s,Intensity,0
in,in,s,Intensity,1
the,the,s,Intensity,2
April,april,s,AbstractConcepts,0
of,of,s,,0
my,my,s,FirstPer,0
flourishing,flourishing,s,Positivity,0
time,time,c,,0
",",",",n,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
betr^th'd,betr^th'd,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
wedded,wedded,s,ReportingEvents,0
to,to,s,ReportingEvents,1
a,a,s,ReportingEvents,2
wife,wife,c,PersonProperty,0
",",",",n,,0
By,by,s,,0
whom,whom,c,PersonPronoun,0
",",",",s,Specifiers,0
too,too,s,Specifiers,1
soon,soon,c,TimeShift,0
",",",",s,TimeShift,1
I,i,s,Autobio,0
had,had,s,Autobio,1
that,that,s,,0
unkind,unkind,s,StandardsNeg,0
boy,boy,c,PersonProperty,0
",",",",n,,0
Whose,whose,s,PersonPronoun,0
disobedience,disobedience,s,StandardsNeg,0
to,to,s,,0
his,his,s,PersonPronoun,0
aged,aged,s,SenseProperty,0
Sire,sire,c,PersonProperty,0
",",",",n,,0
The,the,s,,0
Lord,lord,s,CommonAuthorities,0
will,will,s,PredictedFuture,0
plague,plague,s,Negativity,0
with,with,s,,0
torments,torments,s,Negativity,0
worse,worse,s,Negativity,0
than,than,s,Negativity,1
death,death,c,Negativity,0
",",",",n,,0
This,this,s,,0
disobedient,disobedient,s,StandardsNeg,0
child,child,c,PersonProperty,0
",",",",s,,0
nay,nay,s,OralCues,0
base,base,s,AbstractConcepts,0
Abstranogant,abstranogant,c,UNRECOGNIZED,0
",",",",n,,0
Whom,whom,s,PersonPronoun,0
I,i,s,FirstPer,0
with,with,s,StandardsPos,0
care,care,s,StandardsPos,1
did,did,s,ReportingEvents,0
nourish,nourish,s,StandardsPos,0
to,to,s,,0
this,this,s,,0
state,state,c,,0
