MOst,most,s,Comparison,0
.,.,nnn,,0
Excellent,excellent,s,StandardsPos,0
and,and,s,,0
right,right,s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
woman,woman,c,PersonProperty,0
.,.,nnn,,0
A,a,s,SubjectivePercept,0
strange,strange,s,SubjectivePercept,1
sight,sight,s,SenseProperty,0
to,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
water,water,s,SenseObject,0
come,come,s,SceneShift,0
out,out,s,SceneShift,1
of,of,s,SceneShift,2
fire,fire,c,SenseObject,0
.,.,nnn,ReportingStates,0
It,it,s,ReportingStates,1
is,is,s,ReportingStates,2
their,their,s,PersonPronoun,0
property,property,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
carry,carry,s,ReportingEvents,0
in,in,s,ReportingEvents,1
their,their,s,PersonPronoun,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
fire,fire,c,SenseObject,0
",",",",s,,0
and,and,s,,0
water,water,c,SenseObject,0
",",",",s,,0
tears,tears,s,Sad,0
and,and,n,,0
torches,torches,c,SenseObject,0
",",",",s,,0
and,and,s,,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
mouths,mouths,c,SenseObject,0
",",",",s,,0
honey,honey,s,SenseObject,0
and,and,s,,0
gall,gall,nnn,AbstractConcepts,0
You,you,s,Confidence,0
will,will,s,Confidence,1
be,be,s,Confidence,2
a,a,s,Positivity,0
good,good,s,Positivity,1
one,one,s,Numbers,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
live,live,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
what,what,s,Question,0
is,is,s,Question,1
yonder,yonder,s,SpaceRelation,0
formal,formal,s,AbstractConcepts,0
fellow,fellow,c,PersonProperty,0
?,?,nnn,Question,0
Sir,sir,s,PersonProperty,0
Tophas,tophas,c,UNRECOGNIZED,0
",",",",s,,0
sir,sir,s,PersonProperty,0
Tophas,tophas,c,UNRECOGNIZED,0
",",",",s,,0
of,of,s,PersonProperty,0
whom,whom,s,PersonProperty,1
we,we,s,,0
told,told,s,DirectAddress,0
you,you,c,DirectAddress,1
:,:,s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
good,good,s,,0
wenches,wenches,s,PersonProperty,0
make,make,s,ReportingEvents,0
as,as,n,ReportingEvents,1
though,though,s,ReportingEvents,2
you,you,s,DirectAddress,0
love,love,s,Positivity,0
him,him,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
wonder,wonder,s,Curiosity,0
at,at,s,,0
him,him,nnn,PersonPronoun,0
We,we,s,Metadiscourse,0
will,will,s,Metadiscourse,1
do,do,s,Metadiscourse,2
our,our,s,Inclusive,0
parts,parts,c,AbstractConcepts,0
.,.,nnn,Resistance,0
But,but,s,Resistance,1
first,first,s,Sequence,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
stand,stand,s,SpaceRelation,0
aside,aside,c,SpaceRelation,1
",",",",s,,0
and,and,s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
use,use,s,ReportingEvents,0
his,his,s,PersonPronoun,0
garb,garb,c,SenseObject,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
all,all,s,,0
consists,consists,s,ReportingEvents,0
in,in,n,ReportingEvents,1
his,his,s,PersonPronoun,0
gracing,gracing,nnn,StandardsPos,0
Epi,epi,c,UNRECOGNIZED,0
.,.,nnn,,0
At,at,s,Immediacy,0
hand,hand,s,Immediacy,1
sir,sir,c,PersonProperty,0
.,.,nnn,Question,0
How,how,s,Question,1
likest,likest,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
this,this,s,,0
Martial,martial,s,AbstractConcepts,0
life,life,c,AbstractConcepts,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
blood,blood,s,SenseObject,0
besprinkleth,besprinkleth,s,UNRECOGNIZED,0
our,our,n,Inclusive,0
bosoms,bosoms,c,SenseProperty,0
?,?,s,Question,0
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
see,see,s,,0
be,be,s,ReportingStates,0
our,our,s,Inclusive,0
enemies,enemies,s,Negativity,0
fat,fat,nnn,SenseProperty,0
Passing,passing,s,ReportingEvents,0
fat,fat,c,SenseProperty,0
:,:,s,,0
and,and,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
change,change,s,DenyDisclaim,1
this,this,s,,0
life,life,s,AbstractConcepts,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
a,a,s,,0
Lord,lord,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
your,your,s,DirectAddress,0
self,self,n,SubjectivePercept,0
passes,passes,s,ReportingEvents,0
all,all,s,,0
comparison,comparison,c,Comparison,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
other,other,s,Specifiers,0
Captains,captains,s,PersonProperty,0
kill,kill,s,Negativity,0
and,and,s,,0
beat,beat,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
there,there,s,DenyDisclaim,0
is,is,n,DenyDisclaim,1
nothing,nothing,s,DenyDisclaim,2
you,you,s,DirectAddress,0
kill,kill,c,Negativity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
you,you,s,DirectAddress,0
also,also,s,DirectAddress,1
eat,eat,nnn,ReportingEvents,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
draw,draw,s,ReportingEvents,0
out,out,s,ReportingEvents,1
their,their,s,PersonPronoun,0
guts,guts,s,StandardsPos,0
out,out,s,StandardsPos,1
of,of,s,,0
their,their,s,PersonPronoun,0
bellies,bellies,c,Motions,0
",",",",s,,0
and,and,s,,0
tear,tear,s,Negativity,0
the,the,s,SenseObject,0
flesh,flesh,s,SenseObject,1
with,with,n,,0
my,my,s,FirstPer,0
teeth,teeth,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
mortal,mortal,s,PersonProperty,0
is,is,s,ReportingStates,0
my,my,s,FirstPer,0
hate,hate,c,Negativity,0
",",",",s,ReasonForward,0
and,and,s,ReasonForward,1
so,so,s,ReasonForward,2
eger,eger,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
vnstaunched,vnstaunched,s,UNRECOGNIZED,0
stomach,stomach,nnn,SenseObject,0
My,my,s,FirstPer,0
master,master,s,PersonProperty,0
thinks,thinks,s,PrivateThinking,0
himself,himself,s,PersonPronoun,0
the,the,s,,0
valiantest,valiantest,s,UNRECOGNIZED,0
man,man,s,PersonProperty,0
in,in,s,Intensity,0
the,the,s,Intensity,1
world,world,s,Intensity,2
if,if,s,Contingency,0
he,he,s,Contingency,1
kill,kill,s,Negativity,0
a,a,s,,0
wren,wren,c,SenseObject,0
:,:,n,,0
so,so,s,,0
warlike,warlike,s,SubjectivePercept,0
a,a,s,Specifiers,0
thing,thing,s,Specifiers,1
he,he,s,PersonPronoun,0
accompteth,accompteth,s,UNRECOGNIZED,0
to,to,s,,0
take,take,s,ReportingEvents,0
away,away,s,ReportingEvents,1
life,life,c,AbstractConcepts,0
",",",",s,Concessive,0
though,though,s,Concessive,1
it,it,s,Contingency,0
be,be,s,Contingency,1
from,from,s,,0
a,a,s,,0
Lark,lark,nnn,SenseObject,0
Epi,epi,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
my,my,s,SelfDisclosure,0
thoughts,thoughts,s,SelfDisclosure,1
to,to,s,,0
swell,swell,c,Transformation,0
",",",",s,,0
and,and,s,,0
my,my,s,FirstPer,0
spirit,spirit,s,SubjectivePercept,0
to,to,s,,0
take,take,s,ReportingEvents,0
wings,wings,c,SenseObject,0
",",",",s,,0
in,in,s,Specifiers,0
so,so,s,Specifiers,1
much,much,n,Specifiers,2
that,that,s,Specifiers,3
I,i,s,Insist,0
cannot,cannot,s,Insist,1
continue,continue,s,Updates,0
within,within,s,,0
the,the,s,SenseObject,0
compass,compass,s,SenseObject,1
of,of,s,,0
so,so,s,,0
slender,slender,s,SenseProperty,0
combats,combats,nnn,Resistance,0
This,this,s,,0
passes,passes,c,ReportingEvents,0
.,.,nnn,Question,0
Why,why,s,Question,1
is,is,s,Question,0
he,he,s,Question,1
not,not,s,DenyDisclaim,0
mad,mad,c,DenyDisclaim,1
?,?,nnn,Question,0
No,no,c,OralCues,0
",",",",s,OralCues,1
but,but,s,Resistance,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
vain,vain,s,Negativity,0
glorious,glorious,c,Positivity,0
.,.,nnn,,0
Epi,epi,c,UNRECOGNIZED,0
.,.,nnn,,0
Sir,sir,c,PersonProperty,0
.,.,nnn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
encounter,encounter,s,SceneShift,0
that,that,s,,0
black,black,s,SenseProperty,0
and,and,s,,0
cruel,cruel,s,Anger,0
enemy,enemy,c,Negativity,0
",",",",s,,0
that,that,s,,0
bears,bears,s,SenseObject,0
rough,rough,s,SenseProperty,0
and,and,s,,0
vntewed,vntewed,n,UNRECOGNIZED,0
locks,locks,s,ReportingEvents,0
upon,upon,s,,0
his,his,s,PersonPronoun,0
body,body,c,SenseObject,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
Sire,sire,s,PersonProperty,0
throws,throws,s,Motions,0
down,down,s,Motions,0
the,the,s,Motions,1
strongest,strongest,s,Comparison,0
walls,walls,c,SenseObject,0
",",",",s,,0
whose,whose,n,PersonPronoun,0
legs,legs,s,SenseObject,0
are,are,s,ReportingStates,0
as,as,s,Intensity,0
many,many,s,Intensity,1
as,as,s,Intensity,2
both,both,s,,0
ours,ours,c,Inclusive,0
",",",",s,,0
on,on,s,PersonProperty,0
whose,whose,s,PersonProperty,1
head,head,s,SenseObject,0
are,are,s,ReportingStates,0
placed,placed,s,ReportingEvents,0
most,most,s,Comparison,0
horrible,horrible,s,Negativity,0
horns,horns,c,SenseObject,0
",",",",n,,0
by,by,s,Specifiers,0
nature,nature,c,Specifiers,1
",",",",s,,0
as,as,s,,0
a,a,s,,0
defense,defense,s,AbstractConcepts,0
from,from,s,Generalization,0
all,all,s,Generalization,1
harms,harms,nnn,Negativity,0
What,what,s,,0
mean,mean,s,,0
you,you,s,DirectAddress,0
Master,master,s,PersonProperty,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
so,so,s,,0
desperate,desperate,c,Negativity,0
?,?,nnn,Question,0
Honor,honor,s,StandardsPos,0
inciteth,inciteth,s,UNRECOGNIZED,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
very,very,s,Intensity,0
hunger,hunger,s,Negativity,0
compels,compels,s,CommonAuthorities,0
me,me,c,FirstPer,0
.,.,nnn,Question,0
What,what,s,Question,1
is,is,s,Question,2
that,that,s,,0
monster,monster,c,Negativity,0
?,?,nnn,Question,0
The,the,s,Intensity,0
Monster,monster,s,Intensity,1
Ouis,ouis,c,UNRECOGNIZED,0
.,.,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
said,said,c,Citations,0
",",",",s,,0
let,let,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
wits,wits,s,StandardsPos,0
work,work,c,GenericEvents,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
cannot,cannot,s,SelfDisclosure,1
imagine,imagine,s,SelfDisclosure,2
it,it,c,,0
;,;,s,Resistance,0
yet,yet,s,Resistance,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
see,see,c,,0
",",",",s,,0
a,a,s,,0
black,black,s,SenseProperty,0
enemy,enemy,s,Negativity,0
with,with,s,,0
rough,rough,s,SenseProperty,0
locks,locks,s,ReportingEvents,0
it,it,s,Contingency,0
may,may,s,Contingency,1
be,be,n,Contingency,2
a,a,s,SenseObject,0
sheep,sheep,c,SenseObject,1
",",",",s,,0
and,and,s,,0
Ouis,ouis,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
sheep,sheep,c,SenseObject,0
:,:,s,,0
his,his,s,PersonPronoun,0
Sire,sire,s,PersonProperty,0
so,so,s,,0
strong,strong,c,Intensity,0
",",",",s,,0
a,a,s,SenseObject,0
Ram,ram,s,SenseObject,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
sheep,sheep,s,SenseObject,0
Sire,sire,c,PersonProperty,0
:,:,s,,0
that,that,n,ReportingStates,0
being,being,s,ReportingStates,1
also,also,s,,0
an,an,s,,0
engine,engine,s,SenseObject,0
of,of,s,AbstractConcepts,0
war,war,c,AbstractConcepts,1
",",",",s,,0
horns,horns,s,SenseObject,0
he,he,s,Neutral_Attribution,0
has,has,c,Neutral_Attribution,1
",",",",s,,0
and,and,s,,0
four,four,s,Numbers,0
legs,legs,c,SenseObject,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
has,has,s,ReportingEvents,0
a,a,s,ReportingEvents,1
sheep,sheep,c,SenseObject,0
:,:,n,,0
without,without,s,Confidence,0
doubt,doubt,s,Confidence,1
this,this,s,,0
monster,monster,s,Negativity,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
black,black,s,Negativity,0
sheep,sheep,c,Negativity,1
;,;,s,,0
Is,is,s,Question,0
it,it,s,Question,1
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
sheep,sheep,s,SenseObject,0
that,that,s,DirectAddress,0
you,you,n,DirectAddress,1
mean,mean,nnn,,0
Thou,thou,s,DirectAddress,0
have,have,s,,0
hit,hit,s,Motions,0
it,it,c,Motions,1
",",",",s,,0
that,that,s,,0
Monster,monster,s,Negativity,0
will,will,s,PredictedFuture,0
I,i,s,FirstPer,0
kill,kill,s,Negativity,0
and,and,s,,0
sup,sup,s,ReportingEvents,0
with,with,c,,0
.,.,nnn,Imperative,0
Come,come,s,Imperative,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
take,take,s,ReportingEvents,0
him,him,s,ReportingEvents,1
off,off,s,,0
Sir,sir,s,PersonProperty,0
Tophas,tophas,s,UNRECOGNIZED,0
all,all,s,DirectAddress,0
hail,hail,c,DirectAddress,1
.,.,nnn,,0
Welcome,welcome,s,Positivity,0
children,children,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
seldom,seldom,s,Exceptions,0
cast,cast,s,ReportingEvents,0
mine,mine,s,SelfDisclosure,0
eyes,eyes,s,SelfDisclosure,1
so,so,s,,0
low,low,s,AbstractConcepts,0
as,as,s,Specifiers,0
to,to,s,Specifiers,1
the,the,s,Specifiers,2
crowns,crowns,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
your,your,n,DirectAddress,0
heads,heads,c,SenseObject,0
",",",",s,,0
and,and,s,,0
therefore,therefore,s,ReasonForward,0
pardon,pardon,s,DirectAddress,0
me,me,s,DirectAddress,1
that,that,s,,0
I,i,s,FirstPer,0
spoke,spoke,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
all,all,s,DenyDisclaim,1
this,this,s,,0
while,while,nnn,TimeDuration,0
No,no,s,Reassure,0
harm,harm,s,Reassure,1
done,done,c,Reassure,2
",",",",s,,0
here,here,s,SpaceRelation,0
be,be,s,StandardsPos,0
fair,fair,s,StandardsPos,1
Ladies,ladies,s,PersonProperty,0
come,come,s,ReportingEvents,0
to,to,s,,0
wonder,wonder,s,Curiosity,0
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
person,person,c,PersonProperty,0
",",",",s,,0
your,your,n,DirectAddress,0
valor,valor,c,StandardsPos,0
",",",",s,,0
your,your,s,DirectAddress,0
wit,wit,c,StandardsPos,0
",",",",s,,0
the,the,s,,0
report,report,s,LangRef,0
whereof,whereof,c,CommonAuthorities,0
",",",",s,,0
has,has,s,,0
made,made,s,ReportingEvents,0
them,them,s,,0
careless,careless,s,Negativity,0
of,of,s,SubjectivePercept,0
their,their,s,SubjectivePercept,1
own,own,n,SubjectivePercept,2
honors,honors,c,StandardsPos,0
",",",",s,,0
to,to,s,,0
glut,glut,s,Negativity,0
their,their,s,PersonPronoun,0
eyes,eyes,s,SenseObject,0
and,and,s,,0
hearts,hearts,s,SenseObject,0
upon,upon,s,DirectAddress,0
yours,yours,nnn,DirectAddress,1
Report,report,s,LangRef,0
cannot,cannot,s,DenyDisclaim,0
but,but,s,Resistance,0
iniure,iniure,s,UNRECOGNIZED,0
me,me,c,FirstPer,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
that,that,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
knowing,knowing,s,Confidence,0
fully,fully,s,MatureProcess,0
what,what,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
am,am,c,SelfDisclosure,2
",",",",s,,0
I,i,s,Fear,0
fear,fear,n,Fear,1
she,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
been,been,s,ProjectBack,0
a,a,s,,0
niggard,niggard,s,Negativity,0
in,in,s,Specifiers,0
her,her,s,Specifiers,1
praises,praises,nnn,StandardsPos,0
No,no,s,DenyDisclaim,0
gentle,gentle,s,Positivity,0
knight,knight,c,PersonProperty,0
",",",",s,,0
Report,report,s,LangRef,0
has,has,s,ProjectBack,0
been,been,s,ProjectBack,1
prodigal,prodigal,c,Negativity,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
she,she,s,ReasonForward,2
has,has,s,,0
left,left,s,SceneShift,0
you,you,s,DirectAddress,0
no,no,n,DenyDisclaim,0
equal,equal,c,Comparison,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
her,her,s,SubjectivePercept,0
self,self,s,SubjectivePercept,1
credit,credit,c,StandardsPos,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
much,much,s,Intensity,0
has,has,s,,0
she,she,s,PersonPronoun,0
told,told,c,ReportingEvents,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
no,no,s,Comparison,0
more,more,s,Comparison,1
than,than,s,Comparison,2
we,we,s,,0
now,now,n,Immediacy,0
see,see,nnn,,0
A,a,s,Positivity,0
good,good,s,Positivity,1
wench,wench,c,PersonProperty,0
.,.,nnn,,0
If,if,s,Contingency,0
there,there,s,Contingency,1
remain,remain,s,TimeDuration,0
as,as,s,Comparison,0
much,much,s,Comparison,1
pity,pity,s,Sad,0
toward,toward,s,,0
women,women,c,PersonProperty,0
",",",",s,,0
as,as,s,Specifiers,0
there,there,s,Specifiers,1
is,is,s,Specifiers,2
in,in,s,DirectAddress,0
you,you,s,DirectAddress,1
courage,courage,n,StandardsPos,0
against,against,s,,0
your,your,s,DirectAddress,0
enemies,enemies,c,Negativity,0
",",",",s,,0
the^,the^,s,UNRECOGNIZED,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
be,be,s,ReportingStates,0
happy,happy,c,Positivity,0
",",",",s,,0
who,who,s,,0
hearing,hearing,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
your,your,s,DirectAddress,0
person,person,c,PersonProperty,0
",",",",s,,0
came,came,n,SceneShift,0
to,to,s,SceneShift,1
see,see,s,SceneShift,2
it,it,c,,0
",",",",s,,0
and,and,s,,0
seeing,seeing,s,PrivateThinking,0
it,it,c,PrivateThinking,1
",",",",s,,0
are,are,s,Updates,0
now,now,s,Updates,1
in,in,s,Updates,2
love,love,s,Positivity,0
with,with,s,AbstractConcepts,0
it,it,nnn,AbstractConcepts,1
Love,love,s,Positivity,0
me,me,s,FirstPer,0
Ladies,ladies,c,PersonProperty,0
?,?,s,Question,0
I,i,s,FirstPer,0
easily,easily,s,Confidence,0
believe,believe,s,PrivateThinking,0
it,it,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
my,my,s,FirstPer,0
tough,tough,s,Negativity,0
heart,heart,s,SenseObject,0
receives,receives,s,ReportingEvents,0
no,no,n,DenyDisclaim,0
impression,impression,s,AbstractConcepts,0
with,with,s,,0
sweet,sweet,s,Positivity,0
words,words,c,Positivity,1
.,.,s,,0
Mars,mars,s,SenseObject,0
may,may,s,Contingency,0
pearce,pearce,s,UNRECOGNIZED,0
it,it,c,,0
",",",",s,,0
Venus,venus,s,UNRECOGNIZED,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
paint,paint,s,Motions,0
on,on,s,Motions,1
it,it,nnn,,0
A,a,s,Anger,0
cruel,cruel,s,Anger,1
saying,saying,c,Citations,0
.,.,nnn,ReportingStates,0
There,there,s,ReportingStates,1
Is,is,s,ReportingStates,2
a,a,s,ReportingStates,3
girl,girl,c,PersonProperty,0
.,.,nnn,Request,0
Will,will,s,Request,1
you,you,s,Request,2
cast,cast,s,ReportingEvents,0
these,these,s,Immediacy,0
Ladies,ladies,s,PersonProperty,0
away,away,c,,0
",",",",s,,0
and,and,s,Generalization,0
all,all,s,Generalization,1
for,for,s,,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
love,love,c,Positivity,0
?,?,s,Question,0
do,do,s,Intensity,0
but,but,s,Resistance,0
speak,speak,n,ReportingEvents,0
kindly,kindly,nnn,StandardsPos,0
There,there,s,,0
comes,comes,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
soft,soft,s,SenseProperty,0
syllable,syllable,s,SenseObject,0
within,within,s,,0
my,my,s,FirstPer,0
lips,lips,c,SenseObject,0
",",",",s,,0
custom,custom,s,CommonAuthorities,0
has,has,s,,0
made,made,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
words,words,n,LangRef,0
bloody,bloody,c,Negativity,0
",",",",s,,0
and,and,s,,0
my,my,s,SelfDisclosure,0
heart,heart,s,SelfDisclosure,1
barbarous,barbarous,c,Negativity,0
:,:,s,,0
that,that,s,,0
pelting,pelting,s,Negativity,0
word,word,s,LangRef,0
love,love,c,Positivity,0
",",",",s,,0
how,how,s,,0
watrish,watrish,s,UNRECOGNIZED,0
it,it,s,,0
is,is,s,ReportingStates,0
in,in,s,,0
my,my,n,FirstPer,0
mouth,mouth,c,SenseObject,0
",",",",s,,0
it,it,s,,0
carries,carries,s,Motions,0
no,no,s,DenyDisclaim,0
sound,sound,c,SenseProperty,0
",",",",s,,0
hate,hate,c,Negativity,0
",",",",s,,0
horror,horror,c,Fear,0
",",",",s,,0
death,death,c,Negativity,0
",",",",s,,0
are,are,s,ReportingStates,0
speeches,speeches,s,LangRef,0
that,that,s,,0
nourish,nourish,s,StandardsPos,0
my,my,n,FirstPer,0
spirits,spirits,c,SubjectivePercept,0
.,.,s,,0
I,i,s,SelfDisclosure,0
like,like,s,SelfDisclosure,1
honey,honey,s,SenseObject,0
but,but,s,Resistance,0
I,i,s,FirstPer,0
care,care,s,Negativity,0
not,not,s,Negativity,1
for,for,s,,0
the,the,s,,0
bees,bees,c,SenseObject,0
",",",",s,,0
I,i,s,FirstPer,0
delight,delight,s,Positivity,0
in,in,s,Positivity,1
music,music,s,SenseProperty,0
but,but,s,Resistance,0
I,i,n,FirstPer,0
love,love,s,Positivity,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
play,play,s,ReportingEvents,0
on,on,s,ReportingEvents,1
the,the,s,,0
bagpipes,bagpipes,c,SenseObject,0
",",",",s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
vouchsafe,vouchsafe,s,ProjectAhead,0
to,to,s,ProjectAhead,1
hear,hear,s,SenseProperty,0
the,the,s,SenseProperty,1
voice,voice,s,SenseProperty,0
of,of,s,SenseProperty,1
women,women,c,PersonProperty,0
",",",",n,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
touch,touch,s,Motions,0
their,their,s,PersonPronoun,0
bodies,bodies,s,SenseObject,0
I,i,s,Anger,0
disdain,disdain,s,Anger,1
it,it,c,,0
",",",",s,,0
as,as,s,,0
a,a,s,Specifiers,0
thing,thing,s,Specifiers,1
childish,childish,c,Anger,0
",",",",s,,0
and,and,s,,0
fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
such,such,n,Intensity,0
men,men,s,PersonProperty,0
as,as,s,,0
can,can,s,Contingency,0
digest,digest,s,SenseObject,0
nothing,nothing,s,Intensity,0
but,but,s,Intensity,1
milk,milk,nnn,SubjectivePercept,0
A,a,s,SubjectivePercept,1
hard,hard,s,Negativity,0
heart,heart,c,Negativity,1
",",",",s,,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
dye,dye,s,SenseObject,0
for,for,s,DirectAddress,0
your,your,s,DirectAddress,1
love,love,c,Positivity,0
",",",",s,,0
and,and,s,,0
find,find,s,,0
no,no,s,DenyDisclaim,0
remedy,remedy,c,Positivity,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
already,already,s,Updates,0
taken,taken,s,ProjectBack,0
a,a,s,,0
surfeit,surfeit,c,StandardsNeg,0
.,.,nnn,,0
Good,good,s,,0
master,master,s,PersonProperty,0
pity,pity,s,Sad,0
them,them,c,,0
.,.,nnn,,0
Pity,pity,s,Sad,0
them,them,s,,0
Epi,epi,c,UNRECOGNIZED,0
?,?,s,Question,0
no,no,s,DenyDisclaim,0
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
think,think,s,PrivateThinking,0
that,that,s,PrivateThinking,1
this,this,s,,0
breast,breast,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
pestred,pestred,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
such,such,n,Specifiers,1
a,a,s,Specifiers,2
foolish,foolish,s,Negativity,0
passion,passion,c,SubjectivePercept,0
.,.,s,Question,0
What,what,s,Question,1
is,is,s,Question,2
that,that,s,,0
the,the,s,,0
gentlewoman,gentlewoman,s,PersonProperty,0
carries,carries,s,ReportingEvents,0
in,in,s,ReportingEvents,1
a,a,s,SenseObject,0
chain,chain,nnn,SenseObject,1
Why,why,s,Curiosity,0
it,it,s,Curiosity,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Squirrill,squirrill,c,UNRECOGNIZED,0
.,.,nnn,,0
A,a,s,,0
Squirril,squirril,c,UNRECOGNIZED,0
?,?,s,Question,0
O,o,s,LangRef,0
Gods,gods,s,CommonAuthorities,0
what,what,s,Curiosity,0
things,things,s,Curiosity,1
are,are,s,Curiosity,2
made,made,s,ReportingEvents,0
for,for,s,ReportingEvents,1
money,money,c,AbstractConcepts,0
.,.,nnn,,0
Is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
this,this,s,,0
gentleman,gentleman,s,Positivity,0
ouerwise,ouerwise,c,UNRECOGNIZED,0
?,?,nnn,Question,0
I,i,s,Contingency,0
could,could,s,Contingency,1
stay,stay,s,TimeDuration,0
all,all,s,TimeDuration,1
day,day,s,TimeDuration,0
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
if,if,s,Contingency,0
I,i,s,FirstPer,0
feared,feared,s,Fear,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
shent,shent,c,UNRECOGNIZED,0
.,.,nnn,Question,0
Is,is,s,Question,1
it,it,s,Question,2
not,not,s,DenyDisclaim,0
possible,possible,s,DenyDisclaim,1
to,to,s,,0
meet,meet,s,ReportingEvents,0
again,again,c,RecurringEvents,0
.,.,nnn,,0
Yes,yes,s,DirectAddress,0
at,at,s,Uncertainty,0
any,any,s,Uncertainty,1
time,time,c,Uncertainty,2
.,.,nnn,Sequence,0
Then,then,s,Sequence,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
hasten,hasten,s,ReportingEvents,0
home,home,c,SpaceRelation,0
.,.,nnn,,0
Sir,sir,s,PersonProperty,0
Tophas,tophas,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,CommonAuthorities,0
God,god,s,CommonAuthorities,1
