DEar,dear,s,Positivity,0
service,service,s,StandardsPos,0
to,to,s,StandardsPos,1
little,little,s,SenseProperty,0
purpose,purpose,nnn,ProjectAhead,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
have,have,s,PredictedFuture,1
the,the,s,PredictedFuture,2
charity,charity,s,StandardsPos,0
to,to,s,ProjectAhead,0
assist,assist,s,ProjectAhead,1
us,us,c,Inclusive,0
",",",",n,Imperative,0
Do,do,s,Imperative,1
it,it,s,Imperative,2
speedily,speedily,c,SenseProperty,0
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
very,very,s,Positivity,0
grateful,grateful,s,Positivity,1
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,Resistance,0
but,but,s,Resistance,1
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
where,where,s,Curiosity,0
to,to,s,Curiosity,1
carry,carry,s,Motions,0
ye,ye,c,OralCues,0
;,;,s,,0
my,my,s,FirstPer,0
lodging,lodging,s,Motions,0
is,is,s,ReportingStates,0
an,an,s,ReportingStates,1
Inn,inn,c,SenseObject,0
",",",",s,,0
and,and,s,,0
is,is,n,ReportingStates,0
neither,neither,s,DenyDisclaim,0
safe,safe,s,StandardsPos,0
nor,nor,s,DenyDisclaim,0
honorable,honorable,c,StandardsPos,0
:,:,s,,0
but,but,s,Resistance,0
fortune,fortune,s,ProjectAhead,0
fares,fares,s,SubjectivePercept,0
no,no,s,Comparison,0
less,less,s,Comparison,1
than,than,s,Comparison,2
protect,protect,s,StandardsPos,0
the,the,s,Positivity,0
fair,fair,c,Positivity,1
",",",",n,,0
and,and,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
venture,venture,s,Contingency,0
my,my,s,Contingency,1
life,life,s,AbstractConcepts,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
protection,protection,s,StandardsPos,0
and,and,s,,0
service,service,nnn,StandardsPos,0
Stay,stay,s,TimeDuration,0
Traitor,traitor,s,StandardsNeg,0
stay,stay,c,TimeDuration,0
",",",",s,,0
oh,oh,s,OralCues,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
sight,sight,c,SpaceRelation,2
*,*,n,,0
But,but,s,Resistance,0
may,may,s,Contingency,0
my,my,s,FirstPer,0
curse,curse,s,Negativity,0
overtake,overtake,s,ReportingEvents,0
them,them,s,,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
flight,flight,c,SenseProperty,0
.,.,nn,,0
FRancisca,francisca,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
dull,dull,s,SenseProperty,0
to,to,s,,0
night,night,c,,0
.,.,nnn,,0
You,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
leave,leave,s,SceneShift,0
to,to,s,SceneShift,1
talk,talk,c,ReportingEvents,0
.,.,nnn,,0
Not,not,s,DenyDisclaim,0
thy,thy,s,DirectAddress,0
way,way,s,AbstractConcepts,0
indeed,indeed,c,Intensity,0
",",",",s,,0
have,have,s,,0
thou,thou,s,DirectAddress,0
no,no,s,DenyDisclaim,0
storys,storys,s,,0
but,but,s,Resistance,0
of,of,s,StandardsPos,0
love,love,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
of,of,s,,0
my,my,s,FirstPer,0
Brother,brother,s,PersonProperty,0
Silvio,silvio,c,UNRECOGNIZED,0
?,?,nnn,Question,0
None,none,s,DenyDisclaim,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
wish,wish,s,ProjectAhead,0
to,to,s,ProjectAhead,1
hear,hear,c,SpaceRelation,0
:,:,s,,0
But,but,s,Resistance,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
do,do,s,Metadiscourse,2
what,what,s,SubjectivePercept,0
you,you,s,SubjectivePercept,1
please,please,c,SubjectivePercept,2
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
oblige,oblige,n,Responsibility,0
me,me,s,FirstPer,0
to,to,s,,0
^,^,c,UNRECOGNIZED,0
igh,igh,s,UNRECOGNIZED,0
for,for,s,DirectAddress,0
you,you,nnn,DirectAddress,1
Then,then,s,,0
prithee,prithee,s,DirectAddress,0
sing,sing,s,Motions,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
.,.,nnn,Question,0
What,what,s,Question,1
Song,song,c,SenseObject,0
",",",",s,,0
a,a,s,,0
merry,merry,s,Positivity,0
or,or,s,,0
a,a,s,,0
sad,sad,c,Sad,0
?,?,nnn,Question,0
Please,please,s,Positivity,0
thy,thy,s,DirectAddress,0
own,own,s,ReportingEvents,0
humor,humor,c,Positivity,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
then,then,s,,0
thou,thou,s,DirectAddress,0
wilt,wilt,s,SenseProperty,0
sing,sing,s,Motions,0
best,best,c,Comparison,0
.,.,nnn,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
Madam,madam,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
obey,obey,s,CommonAuthorities,0
you,you,s,DirectAddress,0
and,and,s,,0
please,please,s,Positivity,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,nn,,0
A,a,s,,0
Myntas,myntas,s,UNRECOGNIZED,0
led,led,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
to,to,s,SelfDisclosure,2
a,a,s,SpaceRelation,0
grove,grove,c,SpaceRelation,1
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
all,all,s,Generalization,0
the,the,s,Generalization,1
Trees,trees,s,SenseObject,0
did,did,s,ReportingEvents,0
shade,shade,s,SenseObject,0
us,us,c,Inclusive,0
:,:,n,,0
The,the,s,SenseObject,0
Sun,sun,s,SenseObject,1
it,it,s,,0
self,self,c,SubjectivePercept,0
",",",",s,Concessive,0
though,though,s,Concessive,1
it,it,s,ProjectBack,0
had,had,s,ProjectBack,1
strove,strove,c,ReportingStates,0
",",",",n,ReportingStates,1
Yet,yet,s,Resistance,0
could,could,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
have,have,s,,0
betrayed,betrayed,s,Anger,0
us,us,c,Anger,1
.,.,n,,0
The,the,s,SpaceRelation,0
place,place,s,SpaceRelation,1
secure,secure,s,StandardsPos,0
from,from,s,,0
humane,humane,s,StandardsPos,0
eyes,eyes,c,SenseObject,0
",",",",n,,0
No,no,s,Exceptions,0
other,other,s,Exceptions,1
fear,fear,s,Fear,0
allows,allows,c,ReportingEvents,0
;,;,n,Resistance,0
But,but,s,Resistance,1
when,when,s,Resistance,2
the,the,s,SenseObject,0
winds,winds,s,SenseObject,1
that,that,s,,0
gently,gently,s,Positivity,0
rise,rise,n,Motions,0
Do,do,s,Intensity,0
kiss,kiss,s,Positivity,0
the,the,s,,0
yielding,yielding,s,ReportingEvents,0
bo^ghs,bo^ghs,c,UNRECOGNIZED,0
.,.,n,Imperative,0
Down,down,s,Imperative,1
there,there,s,SpaceRelation,0
we,we,s,SpaceRelation,1
sat,sat,s,SpaceRelation,0
upon,upon,s,SpaceRelation,1
the,the,s,SenseObject,0
Moss,moss,c,SenseObject,1
",",",",n,,0
And,and,s,,0
did,did,s,ReportingEvents,0
begin,begin,s,Sequence,0
to,to,s,Sequence,1
play,play,n,ReportingEvents,0
A,a,s,,0
thousand,thousand,s,Numbers,0
wanton,wanton,s,StandardsNeg,0
tricks,tricks,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
pass,pass,n,ReportingEvents,0
The,the,s,SenseProperty,0
heat,heat,s,SenseProperty,1
of,of,s,SenseProperty,2
all,all,s,Generalization,0
the,the,s,Generalization,1
day,day,c,TimeDuration,0
.,.,n,,0
A,a,s,,0
many,many,s,,0
kisses,kisses,s,Positivity,0
he,he,s,Intensity,0
did,did,s,Intensity,1
give,give,c,,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
returned,returned,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
same,same,c,Comparison,0
:,:,n,,0
Which,which,s,,0
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
willing,willing,s,ProjectAhead,0
to,to,s,ProjectAhead,1
receive,receive,c,ReportingEvents,0
",",",",n,,0
That,that,s,Specifiers,0
which,which,s,Specifiers,1
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
name,name,c,LangRef,0
.,.,n,,0
His,his,s,PersonPronoun,0
charming,charming,s,Positivity,0
eyes,eyes,s,SenseObject,0
no,no,s,DenyDisclaim,0
aid,aid,s,Positivity,0
required,required,c,CommonAuthorities,0
",",",",n,,0
To,to,s,,0
tell,tell,s,,0
their,their,s,PersonPronoun,0
amorous,amorous,s,Positivity,0
tale,tale,c,LangRef,0
;,;,n,,0
On,on,s,,0
her,her,s,PersonPronoun,0
that,that,s,ProjectBack,0
was,was,s,ProjectBack,1
already,already,s,Updates,0
fired,fired,c,ReportingStates,0
",",",",n,ReportingStates,1
',',c,,0
Twas,twas,s,ProjectBack,0
easy,easy,s,Positivity,0
to,to,s,Positivity,1
prevail,prevail,c,ReportingEvents,0
.,.,n,,0
He,he,s,Intensity,0
did,did,s,Intensity,1
but,but,s,Resistance,0
kiss,kiss,c,Positivity,0
",",",",s,,0
and,and,s,,0
clasp,clasp,s,Motions,0
me,me,s,FirstPer,0
round,round,c,SenseProperty,0
",",",",n,,0
Whilst,whilst,s,TimeDuration,0
they,they,s,,0
his,his,s,PersonPronoun,0
thoughts,thoughts,s,PrivateThinking,0
expressed,expressed,c,ReportingStates,0
",",",",n,ReportingStates,1
And,and,s,,0
laid,laid,s,ReportingEvents,0
me,me,s,FirstPer,0
gently,gently,s,Positivity,0
on,on,s,SpaceRelation,0
the,the,s,SpaceRelation,1
ground,ground,c,SpaceRelation,2
;,;,n,,0
Ah,ah,c,OralCues,0
!,!,s,,0
who,who,s,,0
can,can,s,Contingency,0
guess,guess,s,Uncertainty,0
the,the,s,,0
rest,rest,c,,0
?,?,nn,Question,0
My,my,s,FirstPer,0
Brother,brother,s,PersonProperty,0
Silvio,silvio,c,UNRECOGNIZED,0
",",",",s,,0
at,at,s,Immediacy,0
this,this,s,Immediacy,1
late,late,s,Sequence,0
hour,hour,c,Sequence,1
",",",",s,,0
and,and,s,,0
in,in,s,,0
my,my,s,FirstPer,0
lodgings,lodgings,s,AbstractConcepts,0
too,too,c,,0
!,!,s,,0
How,how,s,DirectAddress,0
do,do,s,DirectAddress,1
you,you,c,DirectAddress,2
",",",",s,,0
Sir,sir,c,PersonProperty,0
?,?,n,Question,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
well,well,nnn,SenseObject,0
Oh,oh,s,OralCues,0
why,why,s,Curiosity,0
did,did,s,Curiosity,1
nature,nature,s,AbstractConcepts,0
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
being,being,c,ReportingStates,0
?,?,n,Question,0
Or,or,s,,0
why,why,s,Question,0
create,create,s,ReportingEvents,0
me,me,s,FirstPer,0
brother,brother,s,PersonProperty,0
to,to,s,,0
Cleonte,cleonte,c,UNRECOGNIZED,0
?,?,n,Question,0
Or,or,s,,0
give,give,s,,0
her,her,s,PersonPronoun,0
charms,charms,c,Positivity,0
",",",",s,,0
and,and,s,,0
me,me,s,FirstPer,0
the,the,s,,0
sense,sense,s,AbstractConcepts,0
to,to,s,,0
adore,adore,s,Positivity,0
',',c,,0
em,em,c,SpaceRelation,0
?,?,nn,Question,0
Dear,dear,s,Positivity,0
Brother,brother,s,PersonProperty,0
--,--,nn,,0
Ah,ah,s,OralCues,0
Cleonte,cleonte,s,UNRECOGNIZED,0
--,--,nn,,0
What,what,s,OpenQuery,0
would,would,s,OpenQuery,1
you,you,c,OpenQuery,2
",",",",s,,0
Sir,sir,c,PersonProperty,0
?,?,nn,Question,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
--,--,s,,0
well,well,s,SenseObject,0
--,--,nn,,0
Sleep,sleep,c,Motions,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
will,will,s,PredictedFuture,0
give,give,s,DirectAddress,0
you,you,s,DirectAddress,1
ease,ease,c,Reassure,0
.,.,nn,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
sleep,sleep,c,Motions,0
",",",",s,,0
my,my,s,FirstPer,0
wounds,wounds,s,Negativity,0
do,do,s,Intensity,0
rage,rage,s,Anger,0
and,and,s,,0
burn,burn,s,,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
put,put,s,ReportingEvents,0
me,me,s,FirstPer,0
past,past,s,AbstractConcepts,0
all,all,s,,0
power,power,n,AbstractConcepts,0
of,of,s,AbstractConcepts,1
rest,rest,nnn,,0
We,we,s,,0
Will,will,s,PredictedFuture,0
call,call,s,ReportingEvents,0
your,your,s,DirectAddress,0
Surgeon,surgeon,c,SenseObject,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
.,.,nn,,0
He,he,s,Contingency,0
can,can,s,Contingency,1
contribute,contribute,s,StandardsPos,0
nothing,nothing,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
my,my,s,FirstPer,0
cure,cure,c,Positivity,0
",",",",n,Resistance,0
But,but,s,Resistance,1
I,i,s,Insist,0
must,must,s,Insist,1
owe,owe,s,ReportingEvents,0
it,it,s,Generalization,0
all,all,s,Generalization,1
to,to,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
Cleonte,cleonte,c,UNRECOGNIZED,0
.,.,nn,Imperative,0
Instruct,instruct,s,Imperative,1
me,me,s,FirstPer,0
in,in,s,Specifiers,0
the,the,s,Specifiers,1
way,way,c,Specifiers,2
",",",",s,,0
give,give,s,DirectAddress,0
me,me,s,DirectAddress,1
your,your,s,DirectAddress,2
arm,arm,c,SenseObject,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
bath,bath,s,Motions,0
it,it,s,,0
in,in,s,,0
a,a,s,,0
thousand,thousand,s,Numbers,0
tears,tears,c,Sad,0
",",",",n,,0
And,and,s,,0
breath,breath,s,SenseObject,0
so,so,s,Intensity,0
many,many,s,Intensity,1
sighs,sighs,s,Motions,0
into,into,s,DirectAddress,0
your,your,s,DirectAddress,1
wound,wound,s,Negativity,0
--,--,nn,,0
Let,let,s,ReportingEvents,0
that,that,s,,0
slight,slight,s,SenseProperty,0
hurt,hurt,s,Negativity,0
alone,alone,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
search,search,s,SpaceRelation,0
this,this,s,,0
--,--,s,,0
here,here,c,SpaceRelation,0
.,.,nn,Question,0
How,how,c,Question,1
!,!,s,,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
wounded,wounded,s,ReportingEvents,0
there,there,c,,0
?,?,n,Question,0
And,and,s,,0
would,would,s,Contingency,0
not,not,s,Contingency,1
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
know,know,s,DirectAddress,2
it,it,s,Generalization,0
all,all,s,Generalization,1
this,this,s,,0
while,while,c,TimeDuration,0
?,?,nn,Question,0
I,i,s,FirstPer,0
durst,durst,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
tell,tell,s,DenyDisclaim,1
you,you,c,DirectAddress,0
",",",",s,Resistance,0
but,but,s,Resistance,1
designed,designed,s,ProjectAhead,0
to,to,s,ProjectAhead,1
suffer,suffer,c,Negativity,0
",",",",n,,0
Rather,rather,s,Substitution,0
than,than,s,Substitution,1
trouble,trouble,s,Negativity,0
you,you,s,Negativity,1
with,with,s,,0
my,my,s,FirstPer,0
complaints,complaints,c,Negative_Relation,0
;,;,n,Resistance,0
But,but,s,Resistance,1
now,now,s,Immediacy,0
my,my,s,FirstPer,0
pain,pain,s,Negativity,0
is,is,s,ReportingStates,0
greater,greater,s,Comparison,0
than,than,s,Comparison,1
my,my,s,FirstPer,0
courage,courage,c,StandardsPos,0
.,.,nn,,0
Oh,oh,c,OralCues,0
",",",",s,OralCues,1
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
tell,tell,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
that,that,s,,0
he,he,s,PersonPronoun,0
loves,loves,s,Positivity,0
her,her,s,PersonPronoun,0
sure,sure,c,Confidence,0
.,.,nn,Imperative,0
Sit,sit,s,Imperative,1
down,down,c,Imperative,2
",",",",s,,0
and,and,s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
see,see,s,PrivateThinking,0
it,it,c,PrivateThinking,1
.,.,nn,,0
Oh,oh,s,OralCues,0
foolish,foolish,s,Negativity,0
innocence,innocence,s,Disclosure,0
--,--,nn,,0
You,you,s,Responsibility,0
have,have,s,Responsibility,1
deceived,deceived,s,Responsibility,2
^,^,c,UNRECOGNIZED,0
e,e,s,LangRef,0
brother,brother,c,PersonProperty,0
",",",",s,,0
here,here,s,Immediacy,0
is,is,s,Immediacy,1
no,no,s,DenyDisclaim,0
wound,wound,c,Negativity,0
.,.,nn,,0
Oh,oh,s,OralCues,0
take,take,s,DirectAddress,0
away,away,s,DirectAddress,1
your,your,s,DirectAddress,2
hand,hand,s,SenseObject,0
--,--,n,,0
It,it,s,,0
does,does,s,ReportingEvents,0
increase,increase,s,Transformation,0
my,my,s,FirstPer,0
pain,pain,c,Negativity,0
",",",",s,,0
and,and,s,,0
wounds,wounds,s,Negativity,0
me,me,s,FirstPer,0
deeper,deeper,c,Comparison,0
.,.,nn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
surely,surely,c,Confidence,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
my,my,s,FirstPer,0
hand,hand,s,SenseObject,0
is,is,s,Intensity,0
very,very,s,Intensity,1
gentle,gentle,c,Positivity,0
.,.,nn,,0
Therefore,therefore,s,ReasonForward,0
it,it,s,Sad,0
hurts,hurts,s,Sad,1
me,me,s,Sad,2
sister,sister,c,PersonProperty,0
;,;,s,,0
the,the,s,Intensity,0
very,very,s,Intensity,1
thoughts,thoughts,n,PrivateThinking,0
Of,of,s,PrivateThinking,1
touches,touches,s,Motions,0
by,by,s,,0
so,so,s,,0
soft,soft,s,SenseProperty,0
and,and,s,,0
fair,fair,s,ReportingEvents,0
a,a,s,ReportingEvents,1
hand,hand,c,SenseObject,0
",",",",n,,0
Playing,playing,s,ReportingEvents,0
about,about,s,FirstPer,0
my,my,s,FirstPer,1
heart,heart,s,SenseObject,0
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
to,to,s,GenericEvents,0
be,be,n,GenericEvents,1
Endured,endured,s,Resistance,0
with,with,s,StandardsPos,0
life,life,c,StandardsPos,1
.,.,nn,Metadiscourse,0
Alas,alas,c,Metadiscourse,1
",",",",s,Metadiscourse,2
what,what,s,,0
means,means,s,AbstractConcepts,0
my,my,s,FirstPer,0
Brother,brother,c,PersonProperty,0
?,?,nn,Question,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
guess,guess,s,Uncertainty,0
fair,fair,s,StandardsPos,0
sister,sister,c,PersonProperty,0
?,?,s,Question,0
have,have,s,,0
my,my,s,FirstPer,0
eyes,eyes,n,SenseObject,0
So,so,s,,0
ill,ill,s,Negativity,0
expressed,expressed,s,ReportingEvents,0
my,my,s,SelfDisclosure,0
soul,soul,c,SelfDisclosure,1
?,?,s,Question,0
or,or,s,,0
has,has,s,DirectAddress,0
your,your,s,DirectAddress,1
innocence,innocence,n,Disclosure,0
Not,not,s,DenyDisclaim,0
su^fer'd,su^fer'd,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
to,to,s,,0
understa^d,understa^d,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
sighs,sighs,c,Motions,0
?,?,n,Question,0
Have,have,s,,0
then,then,s,,0
a,a,s,,0
thousand,thousand,s,Numbers,0
tales,tales,s,LangRef,0
which,which,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
told,told,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,,0
Of,of,s,,0
broken,broken,s,Negativity,0
hearts,hearts,s,Negativity,1
and,and,s,,0
lovers,lovers,s,Positivity,0
languishments,languishments,c,UNRECOGNIZED,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
served,served,s,ProjectAhead,0
to,to,s,ProjectAhead,1
tell,tell,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
that,that,s,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
adore,adore,s,Positivity,0
you,you,c,DirectAddress,0
?,?,nn,Question,0
Oh,oh,s,OralCues,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
still,still,s,Updates,0
remain,remain,s,Updates,1
in,in,s,,0
innocence,innocence,c,Disclosure,0
",",",",n,,0
Rather,rather,s,Substitution,0
than,than,s,Substitution,1
sin,sin,s,StandardsNeg,0
so,so,s,Intensity,0
much,much,s,Intensity,1
to,to,s,PrivateThinking,0
understand,understand,s,PrivateThinking,1
you,you,c,DirectAddress,0
.,.,nn,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
endure,endure,s,Resistance,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
--,--,nn,,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
believe,believe,s,PrivateThinking,0
it,it,s,,0
sia,sia,s,UNRECOGNIZED,0
to,to,s,,0
love,love,s,Positivity,0
a,a,s,Positivity,1
Brother,brother,c,PersonProperty,0
?,?,s,Question,0
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
so,so,c,DenyDisclaim,3
*,*,s,,0
in,in,s,Specifiers,0
nature,nature,c,Specifiers,1
.,.,nnn,,0
Not,not,s,DenyDisclaim,0
as,as,s,DenyDisclaim,1
a,a,s,DenyDisclaim,2
Brother,brother,c,PersonProperty,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
;,;,s,Resistance,0
but,but,s,Resistance,1
otherwise,otherwise,n,Contingency,0
It,it,s,,0
is,is,c,ReportingStates,0
",",",",s,,0
by,by,s,Generalization,0
all,all,s,Generalization,1
the,the,s,CommonAuthorities,0
Laws,laws,s,CommonAuthorities,1
of,of,s,CommonAuthorities,2
Men,men,s,PersonProperty,0
and,and,s,,0
Heaven,heaven,c,Positivity,0
.,.,nn,,0
Sister,sister,c,PersonProperty,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
it,it,s,Confidence,0
is,is,s,Confidence,1
that,that,s,Confidence,2
we,we,s,Insist,0
should,should,s,Insist,1
do,do,s,Intensity,0
no,no,s,DenyDisclaim,0
murder,murder,c,Negativity,0
",",",",n,,0
And,and,s,Resistance,0
yet,yet,s,Resistance,1
you,you,s,DirectAddress,0
daily,daily,s,RecurringEvents,0
kill,kill,c,Negativity,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
among,among,s,,0
the,the,s,,0
number,number,n,AbstractConcepts,0
Of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
victims,victims,c,Negativity,0
",",",",s,,0
must,must,s,Insist,0
charge,charge,s,Negative_Relation,0
you,you,s,Negative_Relation,1
with,with,s,Negative_Relation,2
the,the,s,,0
sin,sin,s,StandardsNeg,0
of,of,n,StandardsNeg,1
Killing,killing,s,Negativity,0
me,me,c,Negativity,1
",",",",s,,0
a,a,s,,0
Lover,lover,c,Positivity,0
",",",",s,,0
and,and,s,,0
a,a,s,PersonProperty,0
Brother,brother,c,PersonProperty,1
.,.,nn,Curiosity,0
What,what,s,Curiosity,1
would,would,s,Curiosity,2
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
me,me,s,FirstPer,0
do,do,c,Intensity,0
?,?,nn,Question,0
Why,why,s,Question,0
--,--,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
have,have,s,SelfDisclosure,2
thee,thee,s,DirectAddress,0
do,do,s,Intensity,0
--,--,s,,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
what,what,s,Uncertainty,2
--,--,n,,0
Still,still,s,Updates,0
to,to,s,Updates,1
be,be,s,Updates,2
with,with,s,,0
me,me,s,FirstPer,0
--,--,s,,0
yet,yet,s,Resistance,0
that,that,s,PredictedFuture,0
will,will,s,PredictedFuture,1
not,not,s,DenyDisclaim,0
satisfy,satisfy,c,StandardsPos,0
;,;,n,,0
To,to,s,ProjectAhead,0
let,let,s,ProjectAhead,1
me,me,s,FirstPer,0
--,--,s,,0
look,look,s,SubjectivePercept,0
upon,upon,s,SubjectivePercept,1
thee,thee,s,DirectAddress,0
--,--,s,,0
still,still,s,Updates,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
not,not,s,DenyDisclaim,0
enough,enough,c,DenyDisclaim,1
.,.,n,,0
I,i,s,SelfDisclosure,0
dare,dare,s,SelfDisclosure,1
not,not,s,SelfDisclosure,2
say,say,s,SelfDisclosure,3
to,to,s,,0
ki^^,ki^^,s,UNRECOGNIZED,0
thee,thee,c,DirectAddress,0
",",",",s,,0
and,and,s,,0
embrace,embrace,s,Positivity,0
thee,thee,c,DirectAddress,0
;,;,n,,0
That,that,s,,0
were,were,s,ProjectBack,0
to,to,s,,0
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
wish,wish,s,SubjectivePercept,0
--,--,s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
tell,tell,s,DenyDisclaim,1
thee,thee,s,DirectAddress,0
what,what,s,,0
--,--,nn,,0
I,i,s,Insist,0
must,must,s,Insist,1
not,not,s,Insist,2
hear,hear,s,DirectAddress,0
this,this,s,DirectAddress,1
language,language,s,LangRef,0
from,from,s,,0
a,a,s,PersonProperty,0
Brother,brother,c,PersonProperty,1
.,.,nn,Confidence,0
What,what,s,Confidence,1
a,a,s,Confidence,2
vile,vile,s,StandardsNeg,0
thing's,thing's,s,,0
a,a,s,PersonProperty,0
brother,brother,c,PersonProperty,1
?,?,n,Question,0
Stay,stay,c,TimeDuration,0
",",",",s,,0
take,take,s,Responsibility,0
this,this,s,Responsibility,1
dagger,dagger,c,SenseObject,0
",",",",s,,0
and,and,s,,0
add,add,s,ReportingEvents,0
one,one,s,Numbers,0
wound,wound,s,Negativity,0
more,more,n,Comparison,0
To,to,s,,0
those,those,s,,0
your,your,s,DirectAddress,0
eyes,eyes,s,SenseObject,0
have,have,s,,0
given,given,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
after,after,s,Sequence,0
that,that,n,Sequence,1
You,you,s,Sequence,2
Will,will,s,PredictedFuture,0
find,find,s,,0
no,no,s,Reassure,0
trouble,trouble,s,Reassure,1
from,from,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
sighs,sighs,s,Motions,0
and,and,s,,0
tears,tears,c,Sad,0
.,.,nn,,0
By,by,s,,0
this,this,s,,0
she,she,s,PersonPronoun,0
understands,understands,s,PrivateThinking,0
him,him,c,PersonPronoun,0
",",",",s,,0
curse,curse,s,Negativity,0
on,on,s,,0
