PLays,plays,s,ReportingEvents,0
I,i,s,SelfDisclosure,1
deserve,deserve,c,StandardsPos,0
.,.,nnn,,0
Yes,yes,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
yes,yes,c,ConfirmedThght,2
",",",",s,,0
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
love,love,s,OralCues,0
you,you,s,OralCues,1
so,so,s,Contingency,0
long,long,s,Contingency,1
as,as,s,Contingency,2
you,you,s,Contingency,3
can,can,s,Contingency,0
fill,fill,s,SpaceRelation,0
his,his,s,SpaceRelation,1
Pockets,pockets,s,SpaceRelation,2
with,with,s,,0
Gold,gold,c,SenseObject,0
.,.,nnn,,0
You,you,s,DirectAddress,0
little,little,s,SenseProperty,0
Hussy,hussy,c,Negativity,0
",",",",s,,0
Love,love,s,Positivity,0
cannot,cannot,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
bought,bought,c,ReportingStates,0
.,.,nn,ReportingStates,1
He,he,s,PersonPronoun,0
loves,loves,s,Positivity,0
me,me,s,FirstPer,0
freely,freely,s,Disclosure,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
pure,pure,s,StandardsPos,0
passionate,passionate,s,Positivity,0
Love,love,c,Positivity,0
",",",",s,,0
and,and,s,,0
was,was,s,ProjectBack,0
never,never,s,DenyDisclaim,0
obliged,obliged,s,Responsibility,0
to,to,s,SelfDisclosure,0
me,me,n,SelfDisclosure,1
for,for,s,,0
one,one,s,Numbers,0
Sous,sous,nnn,AbstractConcepts,0
O,o,s,LangRef,0
thou,thou,s,DirectAddress,0
old,old,s,SenseProperty,0
lying,lying,s,Negativity,0
Sinner,sinner,c,PersonProperty,0
!,!,s,,0
speak,speak,s,CommonAuthorities,0
no,no,s,CommonAuthorities,1
more,more,c,Comparison,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
who,who,s,,0
comes,comes,s,ReportingEvents,0
now,now,c,Immediacy,0
?,?,s,Question,0
Speak,speak,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
the,the,s,SubjectivePercept,2
Devil,devil,s,SubjectivePercept,3
and,and,s,,0
he,he,s,PersonPronoun,0
appears,appears,c,SubjectivePercept,0
.,.,nn,,0
Welcome,welcome,c,Positivity,0
",",",",s,,0
Doctor,doctor,c,PersonProperty,0
;,;,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
got,got,s,DirectAddress,0
you,you,s,DirectAddress,1
a,a,s,Updates,0
new,new,s,Updates,1
Customer,customer,c,PersonProperty,0
.,.,nn,,0
I,i,s,SubjectivePercept,0
want,want,s,SubjectivePercept,1
a,a,s,SubjectivePercept,2
little,little,s,SenseProperty,0
more,more,s,Comparison,0
Money,money,s,AbstractConcepts,0
of,of,s,,0
the,the,s,,0
Queen,queen,c,PersonProperty,0
.,.,nnn,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
none,none,s,Negativity,0
of,of,s,Negativity,1
my,my,s,Negativity,2
Business,business,c,Negativity,3
.,.,nn,Resistance,0
But,but,s,Resistance,1
this,this,s,,0
old,old,s,SenseProperty,0
Gentlewoman,gentlewoman,s,PersonProperty,0
intends,intends,s,ProjectAhead,0
to,to,s,ProjectAhead,1
be,be,s,ReportingStates,0
married,married,s,Biographical_Time,0
to,to,s,Biographical_Time,1
a,a,s,,0
young,young,s,PersonProperty,0
Man,man,c,PersonProperty,1
;,;,s,,0
and,and,s,,0
will,will,s,PredictedFuture,0
give,give,n,DirectAddress,0
you,you,s,DirectAddress,1
a,a,s,DirectAddress,2
thousand,thousand,s,Numbers,0
Pistols,pistols,s,SenseObject,0
to,to,s,,0
make,make,s,ReportingEvents,0
her,her,s,ReportingEvents,1
a,a,s,ReportingEvents,2
Maid,maid,s,PersonProperty,0
again,again,nnn,RecurringEvents,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
no,no,s,DenyDisclaim,0
hard,hard,s,,0
matter,matter,c,AbstractConcepts,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,nnn,Question,0
Did,did,s,Question,1
you,you,s,DirectAddress,0
ever,ever,s,DirectAddress,1
restore,restore,s,ReportingEvents,0
a,a,s,Negativity,0
lost,lost,s,Negativity,1
Maidenhead,maidenhead,c,PersonProperty,0
?,?,nnn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
a,a,s,Intensity,0
great,great,s,Intensity,1
many,many,c,Intensity,2
.,.,nnn,Question,0
What,what,s,Question,1
wonderful,wonderful,s,Positivity,0
Cures,cures,s,Positivity,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
done,done,c,ReportingStates,0
?,?,s,Question,0
What,what,s,,0
Decays,decays,s,Transformation,0
of,of,s,,0
Nature,nature,s,AbstractConcepts,0
have,have,s,Curiosity,0
you,you,s,Curiosity,1
ever,ever,n,Curiosity,2
restored,restored,c,StandardsPos,0
?,?,s,Question,0
If,if,s,Contingency,0
I,i,s,Metadiscourse,0
find,find,s,Metadiscourse,1
you,you,s,DirectAddress,0
ingenious,ingenious,c,Innovations,0
",",",",s,,0
I,i,s,FirstPer,0
well,well,s,SenseObject,0
set,set,s,ReportingEvents,0
you,you,s,DirectAddress,0
to,to,s,,0
work,work,c,GenericEvents,0
",",",",s,,0
and,and,s,,0
nobly,nobly,s,StandardsPos,0
satisfy,satisfy,n,StandardsPos,0
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
some,some,s,Uncertainty,0
profitable,profitable,s,StandardsPos,0
Experiments,experiments,s,Curiosity,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
admirable,admirable,s,StandardsPos,0
Skill,skill,nnn,StandardsPos,0
The,the,s,Intensity,0
Grand,grand,s,Intensity,1
Signior,signior,s,PersonProperty,0
promised,promised,c,ReportingStates,0
",",",",s,ReportingStates,1
by,by,s,,0
Proclamation,proclamation,c,CommonAuthorities,0
",",",",s,,0
Ten,ten,s,Numbers,0
thousand,thousand,s,Numbers,1
pounds,pounds,s,Motions,0
to,to,s,,0
any,any,s,,0
Person,person,n,PersonProperty,0
that,that,s,ProjectAhead,0
would,would,s,ProjectAhead,1
bring,bring,s,Transformation,0
in,in,c,Transformation,1
",",",",s,,0
dead,dead,s,Negativity,0
or,or,s,,0
alive,alive,c,Positivity,0
",",",",s,,0
Bassa,bassa,s,AbstractConcepts,0
Fatanti,fatanti,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
seditious,seditious,s,StandardsNeg,0
Usurper,usurper,s,StandardsNeg,0
of,of,n,,0
Grand-Cairo,grand-cairo,c,UNRECOGNIZED,0
;,;,s,,0
and,and,s,,0
I,i,s,FirstPer,0
being,being,s,ReportingStates,0
intimately,intimately,s,Positivity,0
acquainted,acquainted,s,,0
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
he,he,s,PersonPronoun,0
knowing,knowing,s,Confidence,0
my,my,n,FirstPer,0
wonderful,wonderful,s,Positivity,0
Skill,skill,s,StandardsPos,0
in,in,s,StandardsPos,1
Physic,physic,s,AbstractConcepts,0
and,and,s,,0
Surgery,surgery,c,AbstractConcepts,0
",",",",s,,0
trusted,trusted,s,Confidence,0
me,me,s,FirstPer,0
with,with,s,,0
his,his,s,PersonPronoun,0
Head,head,s,SceneShift,0
to,to,s,SceneShift,1
the,the,n,,0
Ottoman,ottoman,s,SenseObject,0
Court,court,c,AbstractConcepts,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
on,on,s,SpaceRelation,0
sight,sight,s,SpaceRelation,1
I,i,s,FirstPer,0
received,received,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Money,money,c,AbstractConcepts,0
:,:,s,,0
And,and,s,,0
having,having,s,ReportingEvents,0
begged,begged,s,Intensity,0
the,the,s,SenseObject,0
Head,head,n,SenseObject,1
from,from,s,,0
the,the,s,,0
Grand-Signior,grand-signior,s,UNRECOGNIZED,0
again,again,c,RecurringEvents,0
",",",",s,,0
I,i,s,FirstPer,0
brought,brought,s,ReportingEvents,0
it,it,s,,0
back,back,s,ProjectBack,0
to,to,s,ProjectBack,1
Grand-Cairo,grand-cairo,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
set,set,s,ReportingEvents,0
it,it,n,,0
again,again,s,RecurringEvents,0
on,on,s,,0
the,the,s,,0
Bassa's,bassa's,s,UNRECOGNIZED,0
Neck,neck,c,SenseObject,0
;,;,s,,0
so,so,s,ReasonForward,0
that,that,s,ReasonForward,1
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
as,as,s,,0
sound,sound,s,StandardsPos,0
as,as,s,StandardsPos,1
formerly,formerly,c,ProjectBack,0
.,.,s,,0
I,i,s,FirstPer,0
cut,cut,s,Narrative_Verbs,0
his,his,n,Narrative_Verbs,1
Cataract,cataract,s,AbstractConcepts,0
of,of,s,,0
Conspiracy,conspiracy,c,Resistance,0
",",",",s,,0
and,and,s,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Plaster,plaster,s,SenseObject,0
of,of,s,,0
Privacy,privacy,c,StandardsPos,0
",",",",s,,0
I,i,s,FirstPer,0
cured,cured,s,StandardsPos,0
him,him,s,StandardsPos,1
of,of,s,StandardsPos,2
all,all,n,,0
Treason,treason,s,StandardsNeg,0
and,and,s,,0
Infamy,infamy,c,StandardsNeg,0
",",",",s,,0
made,made,s,ReportingEvents,0
him,him,s,ReportingEvents,1
a,a,s,ReportingEvents,2
Loyal,loyal,s,StandardsPos,0
Subject,subject,c,LangRef,0
",",",",s,,0
carried,carried,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
back,back,s,ProjectBack,0
to,to,s,ProjectBack,1
the,the,s,Intensity,0
Grand,grand,n,Intensity,1
Signior,signior,c,PersonProperty,0
",",",",s,,0
who,who,s,,0
(,(,c,,0
wondering,wondering,s,Curiosity,0
at,at,s,,0
my,my,s,FirstPer,0
unparalleled,unparalleled,s,Innovations,0
Skill,skill,c,StandardsPos,0
),),s,,0
pardoned,pardoned,s,Positivity,0
him,him,s,PersonPronoun,0
all,all,s,Generalization,0
his,his,s,Generalization,1
Crimes,crimes,c,StandardsNeg,0
",",",",n,,0
received,received,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
into,into,s,,0
favor,favor,c,Positivity,0
",",",",s,,0
and,and,s,,0
gave,gave,s,ReportingEvents,0
me,me,s,ReportingEvents,1
Ten,ten,s,Numbers,0
thousand,thousand,s,Numbers,1
pounds,pounds,s,Motions,0
more,more,s,Comparison,0
for,for,s,Comparison,1
my,my,s,FirstPer,0
Trouble,trouble,nn,Negativity,0
The,the,s,,0
Pope's,pope's,s,,0
eldest,eldest,s,Comparison,0
Son,son,s,PersonProperty,0
was,was,s,ProjectBack,0
so,so,s,,0
deaf,deaf,c,AbstractConcepts,0
",",",",s,,0
that,that,s,,0
he,he,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
hear,hear,s,SenseProperty,0
a,a,s,SenseProperty,1
Cannon,cannon,s,SenseObject,0
shot,shot,s,SenseObject,1
within,within,n,SpaceRelation,0
six,six,s,SpaceRelation,1
foot,foot,s,SpaceRelation,2
of,of,s,SpaceRelation,3
his,his,s,PersonPronoun,0
Ear,ear,c,SenseObject,0
;,;,s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
bored,bored,s,,0
his,his,s,PersonPronoun,0
Head,head,s,SenseObject,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
golden,golden,s,SenseProperty,0
Wiar,wiar,c,UNRECOGNIZED,0
",",",",s,,0
in,in,s,,0
at,at,s,AbstractConcepts,0
one,one,s,AbstractConcepts,1
Ear,ear,c,SenseObject,0
",",",",n,,0
and,and,s,,0
out,out,s,,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
other,other,c,Specifiers,0
;,;,s,,0
and,and,s,,0
restored,restored,s,StandardsPos,0
his,his,s,PersonPronoun,0
Hearing,hearing,s,SpaceRelation,0
so,so,s,Intensity,0
well,well,c,Intensity,1
",",",",s,,0
that,that,s,,0
from,from,s,,0
the,the,s,,0
Capitol,capitol,n,SenseObject,0
of,of,s,,0
Rome,rome,c,,0
",",",",s,,0
he,he,s,Contingency,0
could,could,s,Contingency,1
hear,hear,s,SpaceRelation,0
what,what,s,,0
Psalm,psalm,s,CommonAuthorities,0
was,was,s,ProjectBack,0
Sung,sung,s,Motions,0
in,in,s,,0
St,st,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Mary's,mary's,s,,0
Church,church,s,SenseObject,0
in,in,s,,0
Vienna,vienna,nn,,0
With,with,s,Specifiers,0
a,a,s,Specifiers,1
Radamantean,radamantean,s,UNRECOGNIZED,0
Water,water,c,SenseObject,0
",",",",s,,0
of,of,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
own,own,s,SelfDisclosure,2
composing,composing,c,ReportingEvents,0
",",",",s,,0
I,i,s,FirstPer,0
restored,restored,s,StandardsPos,0
the,the,s,,0
Duke,duke,s,CommonAuthorities,0
of,of,n,,0
Landora's,landora's,s,UNRECOGNIZED,0
Daughter's,daughter's,s,PersonProperty,0
Maidenhead,maidenhead,c,PersonProperty,0
",",",",s,,0
after,after,s,Sequence,0
she,she,s,Sequence,1
had,had,s,ProjectBack,0
brought,brought,s,Transformation,0
forth,forth,s,Transformation,1
three,three,s,Numbers,0
Bastards,bastards,s,Anger,0
at,at,n,AbstractConcepts,0
one,one,s,AbstractConcepts,1
Birth,birth,nnn,AbstractConcepts,0
O,o,s,SubjectivePercept,0
for,for,s,SubjectivePercept,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Doctor,doctor,c,PersonProperty,0
",",",",s,,0
he,he,s,Updates,0
is,is,s,Updates,1
worth,worth,s,StandardsPos,0
a,a,s,StandardsPos,1
whole,whole,s,,0
Stage,stage,s,SenseObject,0
full,full,s,Specifiers,0
of,of,s,Specifiers,1
Mountebanks,mountebanks,c,Negativity,0
.,.,s,,0
O,o,c,LangRef,0
",",",",s,,0
to,to,s,GenericEvents,0
be,be,n,GenericEvents,1
young,young,s,SenseProperty,0
again,again,c,RecurringEvents,0
;,;,s,,0
then,then,s,Sequence,0
I,i,s,Sequence,1
shall,shall,s,ProjectAhead,0
cut,cut,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Caper,caper,s,ReportingEvents,2
half,half,s,TimeDuration,0
an,an,s,TimeDuration,1
hour,hour,s,TimeDuration,2
high,high,nnn,,0
And,and,s,,0
was,was,s,ProjectBack,0
the,the,s,ProjectBack,1
Cheat,cheat,s,Negative_Relation,0
never,never,s,DenyDisclaim,0
discovered,discovered,c,ReportingStates,0
",",",",s,ReportingStates,1
Doctor,doctor,c,PersonProperty,0
?,?,nnn,Question,0
And,and,s,,0
why,why,s,Question,0
a,a,s,,0
Cheat,cheat,c,Negative_Relation,0
?,?,s,Question,0
an,an,s,,0
Arcificial,arcificial,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
as,as,s,Comparison,0
good,good,s,Comparison,1
as,as,s,Comparison,2
any,any,s,,0
other,other,s,Specifiers,0
Maidenhead,maidenhead,c,PersonProperty,0
.,.,nnn,,0
Her,her,s,PersonPronoun,0
Husband,husband,s,PersonProperty,0
took,took,s,SceneShift,0
her,her,s,SceneShift,1
to,to,s,SceneShift,2
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
very,very,s,Positivity,0
good,good,s,Positivity,1
Maid,maid,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
never,never,s,DenyDisclaim,0
questioned,questioned,s,Resistance,0
his,his,s,Resistance,1
Wife's,wife's,n,PersonProperty,0
Virginity,virginity,c,PersonProperty,0
:,:,s,,0
But,but,s,Resistance,0
this,this,s,,0
my,my,s,FirstPer,0
Skill,skill,s,StandardsPos,0
is,is,s,ReportingStates,0
become,become,s,Transformation,0
common,common,s,AbstractConcepts,0
in,in,s,AbstractConcepts,1
that,that,s,,0
Country,country,c,AbstractConcepts,0
;,;,s,,0
so,so,s,ReasonForward,0
that,that,s,ReasonForward,1
it,it,s,Negativity,0
is,is,n,Negativity,1
hard,hard,s,Negativity,2
to,to,s,,0
distinguish,distinguish,s,Comparison,0
betwixt,betwixt,s,TimeDuration,0
a,a,s,,0
Maid,maid,s,PersonProperty,0
and,and,s,,0
a,a,s,PersonProperty,0
married,married,s,PersonProperty,1
Woman,woman,nnn,PersonProperty,0
Prithee,prithee,c,DirectAddress,0
",",",",s,,0
Doctor,doctor,c,PersonProperty,0
",",",",s,,0
tell,tell,s,Citations,0
me,me,s,Citations,1
what,what,s,Question,0
is,is,s,Question,1
a,a,s,,0
Maidenhead,maidenhead,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
People,people,s,PersonProperty,0
talk,talk,s,ReportingEvents,0
so,so,s,Intensity,0
much,much,s,Intensity,1
of,of,c,,0
?,?,nnn,Question,0
A,a,s,,0
Maidenhead,maidenhead,s,PersonProperty,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Trifle,trifle,s,SenseObject,0
of,of,s,,0
Treasure,treasure,c,Positivity,0
.,.,n,,0
A,a,s,,0
Sieged,sieged,s,Motions,0
Fort,fort,c,SenseObject,0
",",",",s,,0
a,a,s,,0
Minute's,minute's,s,TimeDuration,0
Pleasure,pleasure,c,Positivity,0
",",",",n,,0
A,a,s,,0
Hug,hug,c,Motions,0
",",",",s,,0
a,a,s,,0
Smile,smile,c,Positivity,0
",",",",s,,0
a,a,s,,0
Blush,blush,c,SenseProperty,0
",",",",s,,0
a,a,s,,0
Kiss,kiss,c,Positivity,0
",",",",n,,0
A,a,s,Positivity,0
fond,fond,s,Positivity,1
imaginary,imaginary,s,PrivateThinking,0
Bliss,bliss,c,Positivity,0
",",",",n,,0
Love's,love's,s,AbstractConcepts,0
Passion,passion,s,SubjectivePercept,0
blown,blown,s,SenseProperty,0
up,up,s,SenseProperty,1
to,to,s,,0
a,a,s,SenseObject,0
Fire,fire,c,SenseObject,1
",",",",n,,0
Both,both,s,,0
quenched,quenched,s,ReportingEvents,0
and,and,s,,0
flaming,flaming,s,SenseProperty,0
in,in,s,,0
desire,desire,c,Positivity,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
all,all,s,Generalization,0
that,that,s,Generalization,1
Mortals,mortals,s,PersonProperty,0
prize,prize,c,StandardsPos,0
",",",",n,StandardsPos,1
And,and,s,,0
Princes,princes,s,PersonProperty,0
so,so,s,,0
Idolatrize,idolatrize,c,SubjectivePercept,0
.,.,nn,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
come,come,c,DirectAddress,0
",",",",s,DirectAddress,1
my,my,s,Positivity,0
Love,love,c,Positivity,1
",",",",s,,0
if,if,s,Contingency,0
a,a,s,Contingency,1
Maidenhead,maidenhead,s,PersonProperty,0
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
Trifle,trifle,s,SenseObject,0
of,of,s,,0
so,so,s,,0
small,small,s,SenseProperty,0
Moment,moment,c,Immediacy,0
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,n,Metadiscourse,1
do,do,s,StandardsPos,0
well,well,s,StandardsPos,1
enough,enough,s,SubjectivePercept,0
without,without,s,Contingency,0
it,it,nnn,,0
What,what,s,SubjectivePercept,0
you,you,s,SubjectivePercept,1
please,please,s,SubjectivePercept,2
my,my,s,Positivity,0
Dear,dear,c,Positivity,1
.,.,nnn,,0
Now,now,s,Immediacy,0
Doctor,doctor,s,PersonProperty,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
Secret,secret,s,SelfDisclosure,3
to,to,s,,0
impart,impart,s,ReportingEvents,0
to,to,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
and,and,s,,0
you,you,s,Insist,0
must,must,s,Insist,1
keep,keep,s,TimeDuration,0
it,it,s,TimeDuration,1
as,as,s,,0
close,close,s,Resemblances,0
as,as,n,Resemblances,1
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
Capital,capital,s,AbstractConcepts,0
Crimes,crimes,nnn,StandardsNeg,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
as,as,s,,0
secret,secret,s,AbstractConcepts,0
as,as,s,,0
Silence,silence,s,SenseProperty,0
it,it,s,,0
self,self,c,SubjectivePercept,0
.,.,nnn,,0
I,i,s,SelfDisclosure,0
expect,expect,s,SelfDisclosure,1
shortly,shortly,s,SubjectiveTime,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
married,married,s,Biographical_Time,0
to,to,s,Biographical_Time,1
Orlinus,orlinus,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,,0
King's,king's,s,PersonProperty,0
Brother,brother,c,PersonProperty,0
.,.,s,DirectAddress,0
Now,now,c,DirectAddress,1
",",",",s,DirectAddress,2
if,if,s,Contingency,0
by,by,s,DirectAddress,0
your,your,n,DirectAddress,1
Means,means,s,AbstractConcepts,0
his,his,s,PersonPronoun,0
Majesty,majesty,s,CommonAuthorities,0
should,should,s,Insist,0
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Son,son,c,PersonProperty,0
",",",",s,,0
no,no,s,DenyDisclaim,0
Child,child,s,PersonProperty,0
of,of,s,,0
mine,mine,s,FirstPer,0
can,can,s,Contingency,0
expect,expect,s,ProjectAhead,0
to,to,s,ProjectAhead,1
succeed,succeed,s,StandardsPos,0
to,to,n,StandardsPos,1
the,the,s,SenseObject,0
Crown,crown,c,SenseObject,1
.,.,s,DirectAddress,0
Now,now,c,DirectAddress,1
",",",",s,DirectAddress,2
if,if,s,Contingency,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
Art,art,s,AbstractConcepts,0
you,you,s,DirectAddress,0
can,can,s,Contingency,0
give,give,s,StandardsPos,0
satisfaction,satisfaction,c,StandardsPos,1
",",",",s,,0
without,without,s,Contingency,0
Generation,generation,c,AbstractConcepts,0
",",",",n,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
greatly,greatly,s,Intensity,0
oblige,oblige,s,Responsibility,0
me,me,c,FirstPer,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
prove,prove,s,Confidence,0
unthankful,unthankful,nnn,StandardsNeg,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
but,but,s,Resistance,0
some,some,s,Uncertainty,0
small,small,s,SenseProperty,0
Gratuity,gratuity,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
oblige,oblige,s,Responsibility,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
to,to,s,ProjectAhead,0
do,do,s,ProjectAhead,1
what,what,n,ProjectAhead,2
you,you,s,DirectAddress,0
desire,desire,nnn,PrivateThinking,0
That,that,s,PrivateThinking,1
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
Doctor,doctor,c,PersonProperty,0
.,.,nnn,DirectAddress,0
Now,now,c,DirectAddress,1
",",",",s,DirectAddress,2
Madam,madam,c,PersonProperty,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
promise,promise,s,Promise,0
to,to,s,Promise,1
keep,keep,s,TimeDuration,0
my,my,s,SelfDisclosure,0
Secret,secret,c,SelfDisclosure,1
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
have,have,s,DirectAddress,0
yours,yours,c,DirectAddress,1
",",",",s,,0
I,i,s,Metadiscourse,0
shall,shall,n,Metadiscourse,1
tell,tell,s,DirectAddress,0
you,you,s,DirectAddress,1
my,my,s,SelfDisclosure,0
Mind,mind,s,SelfDisclosure,1
freely,freely,nnn,Disclosure,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
keep,keep,s,DirectAddress,0
your,your,s,DirectAddress,1
Council,council,s,CommonAuthorities,0
as,as,s,,0
close,close,s,Resemblances,0
as,as,s,Resemblances,1
my,my,s,FirstPer,0
Maidenhead,maidenhead,c,PersonProperty,0
",",",",s,,0
and,and,s,Uncertainty,0
perhaps,perhaps,s,Uncertainty,1
a,a,s,SubjectivePercept,0
little,little,n,SubjectivePercept,1
longer,longer,s,Comparison,0
too,too,nnn,,0
There,there,s,Sad,0
is,is,s,Sad,1
no,no,s,Sad,2
hope,hope,s,Sad,3
of,of,s,,0
Generation,generation,c,AbstractConcepts,0
;,;,s,,0
for,for,s,,0
Art,art,s,AbstractConcepts,0
can,can,s,Contingency,0
never,never,s,DenyDisclaim,0
supply,supply,s,StandardsPos,0
the,the,s,StandardsPos,1
Defects,defects,s,StandardsNeg,0
of,of,s,StandardsNeg,1
such,such,n,Intensity,0
natural,natural,s,AbstractConcepts,0
Impotence,impotence,nnn,StandardsNeg,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
glad,glad,s,Positivity,0
it,it,s,ReportingStates,0
is,is,s,ReportingStates,1
so,so,c,ReportingStates,2
",",",",s,Generalization,0
all,all,s,Generalization,1
is,is,s,Positive_Attribution,0
well,well,c,Positive_Attribution,1
.,.,s,,0
Now,now,s,Immediacy,0
we,we,s,Inclusive,0
are,are,s,Inclusive,1
both,both,s,Inclusive,2
bound,bound,s,AbstractConcepts,0
to,to,s,AbstractConcepts,1
keep,keep,s,TimeDuration,0
one,one,s,Numbers,0
another's,another's,n,,0
Secrets,secrets,c,Disclosure,0
:,:,s,,0
But,but,s,Resistance,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
cunning,cunning,s,Negativity,0
Man,man,s,PersonProperty,0
for,for,s,ProjectAhead,0
Money,money,nnn,ProjectAhead,1
NOW,now,s,Immediacy,0
honest,honest,s,StandardsPos,0
Bosom,bosom,s,Positivity,0
Friend,friend,c,Positivity,1
",",",",s,,0
Pedro,pedro,c,AbstractConcepts,0
",",",",n,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
near,near,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Pinnacle,pinnacle,s,Intensity,0
of,of,s,Intensity,1
Promotion,promotion,c,AbstractConcepts,0
;,;,n,,0
For,for,s,,0
my,my,s,FirstPer,0
Niece,niece,s,PersonProperty,0
is,is,s,ReportingStates,0
shortly,shortly,s,SubjectiveTime,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
married,married,s,Biographical_Time,0
to,to,s,Biographical_Time,1
Orlinus,orlinus,c,UNRECOGNIZED,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
the,the,s,ReportingStates,1
only,only,s,SubjectivePercept,0
Grandee,grandee,s,PersonProperty,0
in,in,s,,0
France,france,c,,0
.,.,n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
already,already,s,Updates,0
conquered,conquered,s,ReportingEvents,0
three,three,s,Numbers,0
Parts,parts,s,Numbers,1
of,of,s,,0
the,the,s,,0
Tripple,tripple,s,UNRECOGNIZED,0
Crown,crown,c,SenseObject,0
",",",",n,,0
And,and,s,,0
would,would,s,Contingency,0
not,not,s,Contingency,1
give,give,s,,0
two,two,s,Numbers,0
Pistols,pistols,s,SenseObject,0
to,to,s,ProjectAhead,0
secure,secure,s,ProjectAhead,1
me,me,s,FirstPer,0
the,the,s,,0
fourth,fourth,c,Sequence,0
.,.,nn,Sequence,1
Orlinus,orlinus,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
a,a,c,ReportingStates,1
