OBonny,obonny,s,UNRECOGNIZED,0
would,would,s,DirectAddress,1
call,call,s,Request,0
me,me,s,Request,1
goodman,goodman,s,PersonProperty,0
Hector,hector,s,Negativity,0
as,as,s,TimeDuration,0
long,long,s,TimeDuration,1
as,as,s,TimeDuration,2
I,i,s,FirstPer,0
lived,lived,n,ReportingEvents,0
for,for,s,,0
it,it,c,,0
.,.,s,Question,0
Did,did,s,Question,1
you,you,s,DirectAddress,0
not,not,s,DenyDisclaim,0
zee,zee,s,LangRef,0
how,how,s,,0
J,j,s,LangRef,0
cuffe,cuffe,s,UNRECOGNIZED,0
with,with,s,,0
Hercules,hercules,s,AbstractConcepts,0
for,for,s,,0
a,a,s,,0
two-peny,two-peny,s,UNRECOGNIZED,0
loaf,loaf,s,SenseObject,0
last,last,n,Sequence,0
Curmasse,curmasse,c,UNRECOGNIZED,0
?,?,s,Question,0
Let,let,s,ReportingEvents,0
Plutus,plutus,s,UNRECOGNIZED,0
go,go,c,ReportingEvents,0
!,!,s,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
return,return,s,RecurringEvents,0
again,again,s,RecurringEvents,0
to,to,s,,0
Onyons,onyons,s,UNRECOGNIZED,0
and,and,s,,0
Pease-porredge,pease-porredge,n,UNRECOGNIZED,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
and,and,s,,0
never,never,s,Confidence,0
be,be,s,Confidence,1
acquainted,acquainted,s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
happiness,happiness,s,StandardsPos,0
of,of,s,StandardsPos,1
a,a,s,,0
Surloyn,surloyn,s,UNRECOGNIZED,0
of,of,s,,0
rost-beef,rost-beef,nnn,UNRECOGNIZED,0
Well,well,s,SenseObject,0
neighbors,neighbors,c,PersonProperty,0
",",",",s,,0
march,march,s,AbstractConcepts,0
in,in,c,,0
.,.,s,,0
J,j,s,LangRef,0
see,see,s,,0
Blepsidemus,blepsidemus,s,UNRECOGNIZED,0
coming,coming,s,Motions,0
toward,toward,c,Motions,1
.,.,s,,0
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
heard,heard,s,Updates,0
of,of,s,,0
my,my,n,FirstPer,0
good,good,s,Positivity,0
fortune,fortune,c,Positivity,1
",",",",s,,0
that,that,s,,0
makes,makes,s,Cause,0
him,him,s,Cause,1
foot,foot,s,Motions,0
it,it,s,Motions,1
so,so,s,SubjectiveTime,0
fast,fast,c,SubjectiveTime,1
.,.,s,,0
Jn,jn,s,UNRECOGNIZED,0
the,the,s,,0
days,days,s,TimeDuration,0
of,of,s,,0
my,my,s,FirstPer,0
poverty,poverty,s,Negativity,0
all,all,s,Generalization,0
my,my,n,Generalization,1
friends,friends,s,StandardsPos,0
went,went,s,ReportingEvents,0
on,on,s,ReportingEvents,1
crutches,crutches,c,SenseObject,0
;,;,s,,0
they,they,s,Biographical_Time,0
would,would,s,Biographical_Time,1
come,come,s,ReportingEvents,0
to,to,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
as,as,s,SubjectiveTime,0
fast,fast,s,SubjectiveTime,1
as,as,s,SubjectiveTime,2
black,black,s,SenseProperty,0
Snails,snails,c,SenseObject,0
:,:,s,,0
but,but,n,Immediacy,0
now,now,s,Immediacy,1
they,they,s,Contingency,0
can,can,s,Contingency,1
outrun,outrun,s,Resistance,0
Dromedaries,dromedaries,c,SenseObject,0
.,.,s,,0
This,this,s,,0
it,it,s,ProjectAhead,0
is,is,s,ProjectAhead,1
to,to,s,ProjectAhead,2
be,be,s,ProjectAhead,3
rich,rich,s,Positivity,0
and,and,s,Immediacy,0
Now,now,s,Immediacy,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
rich,rich,n,Positivity,0
Lodestone,lodestone,s,SenseObject,0
lies,lies,s,SpaceRelation,0
under,under,s,SpaceRelation,1
my,my,s,FirstPer,0
Threshold,threshold,s,AbstractConcepts,0
that,that,s,,0
draws,draws,s,ReportingEvents,0
in,in,s,ReportingEvents,1
all,all,s,Generalization,0
their,their,s,Generalization,1
Iron,iron,s,SenseObject,0
Spurs,spurs,nn,SenseObject,0
He,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
will,will,s,PredictedFuture,0
have,have,s,PredictedFuture,1
his,his,s,PersonPronoun,0
friends,friends,s,StandardsPos,0
about,about,s,,0
him,him,s,PersonPronoun,0
tuck,tuck,c,Motions,0
",",",",n,,0
Must,must,s,Insist,0
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
alluring,alluring,s,Positivity,0
bait,bait,s,SubjectivePercept,0
of,of,s,,0
golden,golden,s,SenseProperty,0
muck,muck,c,SenseObject,0
.,.,nn,Future_Question,0
What,what,s,Future_Question,1
should,should,s,Future_Question,2
this,this,s,,0
be,be,c,ReportingStates,0
?,?,s,Question,0
or,or,s,,0
by,by,s,Uncertainty,0
what,what,s,Uncertainty,1
means,means,c,Uncertainty,2
?,?,s,Question,0
it,it,s,,0
is,is,s,ReportingStates,0
strange,strange,n,SubjectivePercept,0
That,that,s,,0
my,my,s,FirstPer,0
friend,friend,s,StandardsPos,0
Cremylus,cremylus,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
grown,grown,s,ReportingEvents,0
so,so,s,,0
rich,rich,c,Positivity,0
;,;,n,,0
I,i,s,FirstPer,0
scarce,scarce,s,Negativity,0
belive't,belive't,c,UNRECOGNIZED,0
",",",",s,,0
because,because,s,ReasonBackward,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
him,him,s,PersonPronoun,0
honest,honest,c,StandardsPos,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
every,every,s,Generalization,0
Barbers,barbers,s,PersonProperty,0
shop,shop,s,SenseObject,0
reports,reports,s,LangRef,0
it,it,s,,0
boldly,boldly,c,Confidence,0
.,.,n,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
very,very,s,Intensity,0
strange,strange,s,SubjectivePercept,0
he,he,s,Insist,0
should,should,s,Insist,1
grow,grow,s,Transformation,0
rich,rich,s,Transformation,1
',',c,,0
oth,oth,c,UNRECOGNIZED,0
',',s,,0
sudden,sudden,c,SubjectiveTime,0
.,.,n,TimeShift,0
And,and,s,TimeShift,1
then,then,s,TimeShift,2
it,it,s,,0
is,is,s,ReportingStates,0
stranger,stranger,s,PersonProperty,0
far,far,c,SpaceRelation,0
",",",",s,,0
that,that,s,ReportingStates,0
being,being,s,ReportingStates,1
grown,grown,s,ReportingEvents,0
wealthy,wealthy,c,Positivity,0
",",",",n,,0
He,he,s,PersonPronoun,0
calls,calls,s,ReportingEvents,0
his,his,s,PersonPronoun,0
poor,poor,s,Negativity,0
friends,friends,s,StandardsPos,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
part'ners,part'ners,s,UNRECOGNIZED,0
with,with,s,,0
him,him,c,PersonPronoun,0
;,;,n,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sure,sure,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
it,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
the,the,s,,0
courtesy,courtesy,s,Positivity,0
of,of,s,Positivity,1
England,england,c,,0
.,.,nn,,0
Friend,friend,s,StandardsPos,0
Blepsidemus,blepsidemus,c,UNRECOGNIZED,0
",",",",s,,0
welcome,welcome,c,Positivity,0
;,;,s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
same,same,s,DenyDisclaim,2
beggarly,beggarly,s,Negativity,0
Chremylus,chremylus,s,UNRECOGNIZED,0
I,i,s,Autobio,0
was,was,n,Autobio,1
yesterday,yesterday,c,ProjectBack,0
.,.,s,,0
Be,be,s,Positivity,0
merry,merry,c,Positivity,1
",",",",s,,0
true-blew,true-blew,c,UNRECOGNIZED,0
",",",",s,,0
be,be,s,Positivity,0
merry,merry,c,Positivity,1
;,;,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
one,one,s,Specifiers,0
of,of,s,Specifiers,1
my,my,s,FirstPer,0
friends,friends,s,StandardsPos,0
too,too,c,Metadiscourse,0
",",",",s,Metadiscourse,1
I,i,s,FirstPer,0
Will,will,n,PredictedFuture,0
put,put,s,DirectAddress,0
you,you,s,DirectAddress,1
all,all,s,,0
into,into,s,Transformation,0
a,a,s,Transformation,1
humor,humor,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
thriving,thriving,nnn,StandardsPos,0
Are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
so,so,s,,0
wealthy,wealthy,s,Positivity,0
sir,sir,c,PersonProperty,0
",",",",s,,0
as,as,s,,0
report,report,s,LangRef,0
speaks,speaks,c,,0
?,?,nnn,Question,0
So,so,s,,0
wealthy,wealthy,c,Positivity,0
?,?,s,Question,0
ha,ha,c,OralCues,0
",",",",s,,0
soft,soft,s,SenseProperty,0
and,and,s,,0
fair,fair,c,StandardsPos,0
.,.,s,,0
Cozen,cozen,n,Negativity,0
Blepsidemus,blepsidemus,c,UNRECOGNIZED,0
",",",",s,,0
J,j,s,LangRef,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
anon,anon,c,ProjectAhead,0
:,:,n,,0
Things,things,s,Uncertainty,0
of,of,s,,0
great,great,s,Intensity,0
consequence,consequence,s,Consequence,0
have,have,s,ReportingEvents,0
some,some,s,ReportingEvents,1
danger,danger,s,Fear,0
in,in,s,,0
them,them,c,,0
.,.,nn,,0
Danger,danger,c,Fear,0
?,?,s,Question,0
What,what,s,,0
danger,danger,c,Fear,0
?,?,nnn,Question,0
Why,why,c,Question,0
",",",",s,,0
J'le,j'le,s,UNRECOGNIZED,0
tell,tell,s,,0
thee,thee,s,DirectAddress,0
all,all,c,Inclusive,0
.,.,s,Inclusive,1
Jf,jf,s,UNRECOGNIZED,0
we,we,s,,0
bring,bring,s,,0
this,this,s,,0
business,business,s,AbstractConcepts,0
to,to,s,,0
pass,pass,c,ReportingEvents,0
",",",",s,,0
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
brave,brave,n,StandardsPos,0
blades,blades,c,SenseObject,0
",",",",s,,0
Be,be,s,ReportingStates,0
drunk,drunk,s,PersonProperty,0
with,with,s,,0
Sack,sack,s,SenseObject,0
and,and,s,,0
Claret,claret,s,SenseObject,0
every,every,s,RecurringEvents,0
day,day,c,RecurringEvents,1
;,;,s,,0
glutted,glutted,s,Negativity,0
with,with,s,,0
roast,roast,s,SenseProperty,0
Beef,beef,c,SenseProperty,1
",",",",n,,0
Pasties,pasties,s,SenseObject,0
and,and,s,,0
Marrybone-pies,marrybone-pies,c,UNRECOGNIZED,0
:,:,s,,0
but,but,s,Resistance,0
if,if,s,Contingency,0
our,our,s,Inclusive,0
hopes,hopes,s,Inclusive,1
be,be,s,ReportingStates,0
frustrate,frustrate,c,Negativity,0
",",",",s,,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
undone,undone,c,Negativity,0
",",",",s,,0
we,we,n,Insist,0
must,must,s,Insist,1
to,to,s,,0
Leeks,leeks,s,SenseObject,0
and,and,s,,0
Onions,onions,s,SenseObject,0
again,again,nnn,RecurringEvents,0
All,all,s,,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
right,right,c,,0
",",",",s,,0
J,j,s,LangRef,0
fear,fear,c,Fear,0
",",",",s,,0
J,j,s,LangRef,0
do,do,s,Negativity,0
not,not,s,Negativity,1
like,like,s,Negativity,2
it,it,c,Negativity,3
",",",",n,,0
Thus,thus,s,ReasonForward,0
suddenly,suddenly,s,Immediacy,0
to,to,s,,0
thrive,thrive,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
thus,thus,s,ReasonForward,0
to,to,s,ReasonForward,1
fear,fear,c,Fear,0
;,;,n,,0
Makes,makes,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
suspect,suspect,s,Negativity,0
my,my,s,FirstPer,0
judgment,judgment,s,PrivateThinking,0
and,and,s,,0
his,his,s,PersonPronoun,0
honesty,honesty,c,StandardsPos,0
.,.,nn,Question,0
What,what,s,Question,1
honesty,honesty,c,StandardsPos,0
?,?,nnn,Question,0
Jf,jf,s,UNRECOGNIZED,0
those,those,s,,0
your,your,s,DirectAddress,0
sacrilegious,sacrilegious,s,StandardsNeg,0
hands,hands,s,SenseObject,0
have,have,s,,0
plundered,plundered,n,ReportingEvents,0
Apollo's,apollo's,s,UNRECOGNIZED,0
Temple,temple,c,SenseObject,0
",",",",s,,0
and,and,s,,0
enrich't,enrich't,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
Coffers,coffers,n,SenseObject,0
With,with,s,,0
Gold,gold,s,SenseObject,0
and,and,s,,0
Silver,silver,c,SenseObject,0
",",",",s,,0
ravished,ravished,s,Intensity,0
from,from,s,,0
the,the,s,SenseObject,0
Altars,altars,c,SenseObject,1
.,.,n,,0
Jf,jf,s,UNRECOGNIZED,0
you,you,s,DirectAddress,0
repent,repent,c,Negative_Relation,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
mock,mock,s,Negativity,0
your,your,s,DirectAddress,0
friends,friends,c,StandardsPos,0
:,:,n,,0
Perchance,perchance,c,Contingency,0
",",",",s,,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
invited,invited,s,ReportingEvents,0
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
neighbors,neighbors,n,PersonProperty,0
To,to,s,,0
hear,hear,s,SpaceRelation,0
you,you,s,DirectAddress,0
make,make,s,ReportingEvents,0
a,a,s,StandardsPos,0
learned,learned,s,StandardsPos,1
Consession,consession,c,UNRECOGNIZED,0
;,;,n,,0
To,to,s,,0
shake,shake,s,Positivity,0
hands,hands,s,Positivity,1
from,from,s,,0
the,the,s,,0
Ladder,ladder,c,SenseObject,0
",",",",s,,0
and,and,s,,0
take,take,s,Negativity,0
leave,leave,n,Negativity,1
Of,of,s,Negativity,2
their,their,s,PersonPronoun,0
dear,dear,s,Positivity,0
Chremylus,chremylus,s,UNRECOGNIZED,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
fatal,fatal,s,Negativity,0
Tree,tree,c,SenseObject,0
:,:,n,,0
No,no,c,DirectAddress,0
",",",",s,DirectAddress,1
you,you,s,DirectAddress,2
shall,shall,s,ProjectAhead,0
pardon,pardon,s,DirectAddress,0
me,me,c,DirectAddress,1
",",",",s,,0
^,^,c,UNRECOGNIZED,0
me,me,s,FirstPer,0
not,not,s,DenyDisclaim,0
in,in,s,Positivity,0
the,the,s,Positivity,1
humor,humor,c,Positivity,2
",",",",n,,0
To,to,s,,0
take,take,s,SceneShift,0
a,a,s,SceneShift,1
walk,walk,s,SceneShift,2
toward,toward,s,,0
Paddington,paddington,s,UNRECOGNIZED,0
to,to,s,,0
day,day,c,TimeDuration,0
.,.,nn,Imperative,0
Marry,marry,s,Imperative,1
heavens,heavens,s,Positivity,0
forbid,forbid,c,Resistance,0
!,!,s,,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
such,such,s,Intensity,0
cause,cause,s,Cause,0
nor,nor,s,DenyDisclaim,0
matter,matter,c,AbstractConcepts,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
trifle,trifle,s,SenseObject,0
now,now,s,Immediacy,0
no,no,s,Updates,0
longer,longer,c,Updates,1
:,:,s,,0
it,it,s,,0
is,is,s,Negativity,0
too,too,s,Negativity,1
manifest,manifest,c,Confidence,0
.,.,nnn,Intensity,0
You,you,s,Intensity,1
do,do,s,Intensity,2
me,me,s,FirstPer,0
wrong,wrong,c,StandardsNeg,0
",",",",s,,0
thus,thus,s,ReasonForward,0
to,to,s,ReasonForward,1
suspect,suspect,s,Negativity,0
a,a,s,Positivity,0
friend,friend,c,Positivity,1
.,.,nnn,,0
Before,before,s,Sequence,0
Jove,jove,c,,0
",",",",s,,0
J,j,s,LangRef,0
think,think,s,PrivateThinking,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
an,an,s,DenyDisclaim,3
honest,honest,s,StandardsPos,0
man,man,c,StandardsPos,1
",",",",n,Resistance,0
But,but,s,Resistance,1
drossie,drossie,s,UNRECOGNIZED,0
earthy,earthy,s,PersonProperty,0
muck-worm-minded,muck-worm-minded,s,UNRECOGNIZED,0
Vassals,vassals,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
these,these,s,Immediacy,0
full,full,s,,0
soon,soon,s,ProjectAhead,0
morgage,morgage,s,UNRECOGNIZED,0
their,their,s,PersonPronoun,0
Souls,souls,s,Disclosure,0
for,for,s,,0
Silver,silver,c,SenseObject,0
:,:,n,,0
Jove's,jove's,s,UNRECOGNIZED,0
image,image,s,SenseProperty,0
for,for,s,,0
the,the,s,,0
States,states,s,AbstractConcepts,0
--,--,nn,,0
By,by,s,,0
heaven,heaven,s,Positivity,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
mad,mad,c,Negativity,0
.,.,s,Question,0
Do,do,s,Question,1
thy,thy,s,DirectAddress,0
naked,naked,s,SenseObject,0
brains,brains,s,SenseObject,0
want,want,s,ProjectAhead,0
clothing,clothing,c,SenseObject,0
",",",",n,,0
Blepsidemus,blepsidemus,c,UNRECOGNIZED,0
?,?,s,Question,0
for,for,s,,0
J,j,s,LangRef,0
see,see,s,,0
thy,thy,s,DirectAddress,0
wit,wit,s,StandardsPos,0
is,is,s,ReportingStates,0
gone,gone,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
wool-gathering,wool-gathering,nnn,SenseProperty,0
J,j,s,LangRef,0
see,see,s,,0
Chremylus,chremylus,s,UNRECOGNIZED,0
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
Chremylus,chremylus,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
me,me,s,FirstPer,0
thinks,thinks,n,PrivateThinking,0
Who,who,s,PrivateThinking,1
has,has,s,,0
lost,lost,s,Negativity,0
his,his,s,Negativity,1
honesty,honesty,s,StandardsPos,0
has,has,s,,0
lost,lost,s,SubjectivePercept,0
himself,himself,c,SubjectivePercept,1
.,.,nn,,0
As,as,s,Confidence,0
sure,sure,s,Confidence,1
as,as,s,Confidence,2
can,can,s,Contingency,0
be,be,c,Contingency,1
",",",",s,,0
some,some,s,Uncertainty,0
gib'd,gib'd,s,UNRECOGNIZED,0
Cat,cat,s,SenseObject,0
that,that,s,,0
died,died,s,Biographical_Time,0
issuelesse,issuelesse,c,UNRECOGNIZED,0
",",",",s,,0
has,has,s,,0
adopted,adopted,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
for,for,n,SubjectivePercept,0
her,her,s,SubjectivePercept,1
Heir,heir,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
bequeathed,bequeathed,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
legacy,legacy,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
her,her,s,PersonPronoun,0
melancholy,melancholy,s,Sad,0
to,to,s,,0
thee,thee,c,DirectAddress,0
.,.,s,ReportingStates,0
It,it,s,ReportingStates,1
is,is,n,ReportingStates,2
impossible,impossible,s,StandardsNeg,0
thou,thou,s,DirectAddress,0
should,should,s,Insist,0
be,be,s,ReportingStates,0
so,so,s,Anger,0
mad,mad,s,Anger,1
else,else,nnn,Contingency,0
Thy,thy,s,DirectAddress,0
countenance,countenance,s,SenseObject,0
so,so,s,,0
often,often,s,RecurringEvents,0
changing,changing,c,Transformation,0
",",",",s,,0
and,and,s,,0
thy,thy,s,DirectAddress,0
eyes,eyes,n,SenseObject,0
Unconstant,unconstant,s,UNRECOGNIZED,0
gogling,gogling,c,UNRECOGNIZED,0
",",",",s,Imperative,0
call,call,s,Imperative,1
thee,thee,s,DirectAddress,0
guilty,guilty,s,Negative_Relation,0
Chremylus,chremylus,c,UNRECOGNIZED,0
",",",",n,,0
Of,of,s,,0
a,a,s,,0
dishonest,dishonest,s,StandardsNeg,0
juggling,juggling,s,Motions,0
soul,soul,c,Disclosure,0
.,.,nn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
good,good,s,,0
Raven,raven,c,SenseObject,0
",",",",s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
croak,croak,s,SenseProperty,0
so,so,c,Intensity,0
.,.,s,Intensity,1
J,j,s,LangRef,0
know,know,s,Confidence,0
what,what,s,Confidence,1
your,your,s,DirectAddress,0
croaking,croaking,s,SenseProperty,0
tends,tends,s,Contingency,0
to,to,c,Contingency,1
.,.,s,,0
Now,now,s,Immediacy,0
if,if,s,Contingency,0
J,j,n,LangRef,0
had,had,s,ProjectBack,0
stolen,stolen,s,Negativity,0
any,any,s,Specifiers,0
thing,thing,c,Specifiers,1
",",",",s,,0
you,you,s,DirectAddress,0
and,and,s,,0
the,the,s,StandardsNeg,0
Devil,devil,s,StandardsNeg,1
would,would,s,Contingency,0
have,have,s,Contingency,1
put,put,s,ReportingEvents,0
in,in,s,ReportingEvents,1
for,for,s,ReportingEvents,2
a,a,s,,0
share,share,nnn,ReportingEvents,0
Do,do,s,Question,0
I,i,s,Question,1
do,do,s,Negativity,0
this,this,s,Negativity,1
to,to,s,Negativity,2
claim,claim,s,Citations,0
my,my,s,FirstPer,0
share,share,c,ReportingEvents,0
",",",",s,,0
what,what,s,,0
share,share,c,ReportingEvents,0
*,*,nnn,,0
Come,come,s,ReportingEvents,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
such,such,s,Intensity,0
matter,matter,s,AbstractConcepts,0
my,my,s,FirstPer,0
fingers,fingers,s,SenseObject,0
have,have,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
learned,learned,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
sleight,sleight,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
hand,hand,c,AbstractConcepts,2
.,.,n,,0
Picking,picking,s,ReportingEvents,0
and,and,s,,0
stealing,stealing,s,Negativity,0
is,is,s,Resistance,0
none,none,s,Resistance,1
of,of,s,Resistance,2
their,their,s,Citations,0
profession,profession,nnn,Citations,1
O,o,s,LangRef,0
it,it,s,,0
is,is,s,ReportingStates,0
some,some,s,Uncertainty,0
learned,learned,s,ReportingEvents,0
distinction,distinction,c,StandardsPos,0
;,;,s,,0
What,what,c,,0
",",",",s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
say,say,n,Citations,0
You,you,s,DirectAddress,0
did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
steal,steal,c,Negativity,0
",",",",s,,0
you,you,s,DirectAddress,0
did,did,s,ReportingEvents,0
but,but,s,Resistance,0
take,take,s,Responsibility,0
it,it,s,Responsibility,1
away,away,c,Responsibility,2
;,;,n,OralCues,0
Well,well,c,OralCues,1
",",",",s,,0
it,it,s,Resistance,0
is,is,s,Resistance,1
not,not,s,Resistance,2
good,good,s,Resistance,3
to,to,s,,0
equivocate,equivocate,s,StandardsNeg,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Halter,halter,c,SenseObject,0
",",",",n,,0
Gregory,gregory,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
cunning,cunning,s,Negativity,0
Disputant,disputant,c,Resistance,0
:,:,n,,0
An,an,s,,0
argument,argument,s,LangRef,0
of,of,s,,0
Hemp,hemp,s,SenseObject,0
is,is,s,ReportingStates,0
hardly,hardly,s,DenyDisclaim,0
answered,answered,c,ReportingStates,0
.,.,nn,ReportingStates,1
What,what,s,,0
melancholy,melancholy,s,Sad,0
Devil,devil,s,AbstractConcepts,0
has,has,s,,0
possessed,possessed,s,ReportingEvents,0
thee,thee,c,DirectAddress,0
?,?,s,Question,0
J,j,s,LangRef,0
am,am,s,FirstPer,0
sure,sure,s,Confidence,0
it,it,s,,0
is,is,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
merry,merry,s,Positivity,0
one,one,c,Numbers,0
.,.,s,,0
This,this,n,,0
madness,madness,s,Negativity,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
smell,smell,s,SenseProperty,0
of,of,s,SenseProperty,1
Edmonton,edmonton,nnn,UNRECOGNIZED,0
Whom,whom,s,PersonPronoun,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
plundered,plundered,s,ReportingEvents,0
then,then,c,,0
?,?,s,Question,0
whose,whose,s,PersonPronoun,0
Bung,bung,s,SenseObject,0
is,is,s,ReportingStates,0
nipt,nipt,c,UNRECOGNIZED,0
.,.,nnn,,0
No,no,s,DenyDisclaim,0
man's,man's,c,PersonProperty,0
.,.,nnn,,0
O,o,s,LangRef,0
Hercules,hercules,c,AbstractConcepts,0
!,!,s,,0
Whose,whose,s,PersonPronoun,0
tongue,tongue,s,SenseObject,0
speaks,speaks,s,,0
truth,truth,c,StandardsPos,0
?,?,n,Question,0
In,in,s,,0
what,what,s,,0
cold,cold,s,SenseProperty,0
Zone,zone,s,AbstractConcepts,0
dwells,dwells,s,SpaceRelation,0
naked,naked,s,SenseObject,0
honesty,honesty,c,StandardsPos,0
?,?,nn,Question,0
I,i,s,FirstPer,0
see,see,c,,0
",",",",s,,0
friend,friend,c,StandardsPos,0
",",",",s,,0
you,you,s,DirectAddress,0
condemn,condemn,s,Negative_Relation,0
me,me,s,FirstPer,0
^,^,c,UNRECOGNIZED,0
',',c,,0
re,re,s,,0
you,you,s,DirectAddress,0
know,know,s,DirectAddress,1
the,the,s,StandardsPos,0
truth,truth,c,StandardsPos,1
.,.,nnn,Imperative,0
Come,come,c,Imperative,1
",",",",s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
jest,jest,s,Positivity,0
your,your,s,DirectAddress,0
neck,neck,s,SenseObject,0
into,into,s,Transformation,0
the,the,s,Transformation,1
Noose,noose,c,SenseObject,0
",",",",n,,0
Tell,tell,s,Citations,0
me,me,s,Citations,1
betimes,betimes,c,SubjectiveTime,0
",",",",s,,0
that,that,s,Contingency,0
with,with,s,Contingency,1
the,the,s,Contingency,2
Key,key,s,SenseObject,0
of,of,s,,0
Gold,gold,n,SenseObject,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
lock,lock,s,ReportingEvents,0
up,up,s,ReportingEvents,1
the,the,s,,0
Vermin's,vermin's,s,UNRECOGNIZED,0
mouth,mouth,c,SenseObject,0
.,.,s,,0
Informers,informers,n,PersonProperty,0
Are,are,s,Fear,0
dangerous,dangerous,s,Fear,1
cattle,cattle,c,SenseObject,0
",",",",s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
once,once,s,TimeShift,0
but,but,s,Resistance,0
yawn,yawn,c,Motions,0
;,;,n,,0
As,as,s,Comparison,0
bad,bad,s,Comparison,1
as,as,s,Comparison,2
Sequestrators,sequestrators,c,UNRECOGNIZED,0
",",",",s,Resistance,0
but,but,s,Resistance,1
l'se,l'se,s,UNRECOGNIZED,0
undertake,undertake,c,ProjectAhead,0
.,.,nn,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
have,have,s,PredictedFuture,2
you,you,s,DirectAddress,0
undertake,undertake,s,ProjectAhead,0
any,any,s,Specifiers,0
thing,thing,s,Specifiers,1
for,for,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
;,;,s,,0
you,you,s,Confidence,0
