DVke,dvke,s,UNRECOGNIZED,0
the,the,s,,0
trenches,trenches,c,SpaceRelation,0
",",",",n,,0
come,come,s,ReportingEvents,0
Thomasin,thomasin,c,UNRECOGNIZED,0
.,.,s,,0
Leere,leere,s,UNRECOGNIZED,0
not,not,c,DenyDisclaim,0
",",",",s,,0
Lobster,lobster,c,SenseObject,0
",",",",s,,0
lest,lest,s,Negativity,0
I,i,s,FirstPer,0
thum,thum,s,UNRECOGNIZED,0
that,that,s,,0
russeting,russeting,s,UNRECOGNIZED,0
face,face,s,SenseProperty,0
of,of,s,SenseProperty,1
yours,yours,n,DirectAddress,0
with,with,s,,0
my,my,s,FirstPer,0
sword,sword,s,SenseObject,0
hilt,hilt,c,SenseObject,1
",",",",s,,0
till,till,s,AbstractConcepts,0
that,that,s,,0
it,it,s,,0
look,look,s,Resemblances,0
as,as,s,Resemblances,1
pyde,pyde,s,UNRECOGNIZED,0
colored,colored,s,ReportingEvents,0
as,as,s,,0
the,the,s,,0
Rainbow,rainbow,c,SenseObject,0
.,.,s,,0
By,by,s,,0
Jesus,jesus,n,PersonProperty,0
i,i,s,Metadiscourse,0
will,will,s,Metadiscourse,1
do,do,s,Metadiscourse,2
it,it,c,,0
",",",",s,,0
and,and,s,,0
therefore,therefore,s,ReasonForward,0
follow,follow,s,,0
me,me,s,FirstPer,0
not,not,c,DenyDisclaim,0
.,.,nnn,Question,0
Why,why,s,Question,1
should,should,s,Insist,0
this,this,s,,0
load,load,s,SenseObject,0
of,of,s,SenseObject,1
grief,grief,s,Sad,0
lie,lie,s,SpaceRelation,0
on,on,s,SpaceRelation,1
my,my,s,SelfDisclosure,0
heart,heart,n,SelfDisclosure,1
With,with,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,Specifiers,2
ponderous,ponderous,s,Negativity,0
weight,weight,c,AbstractConcepts,0
?,?,s,Question,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
no,no,s,DenyDisclaim,0
cause,cause,c,Cause,0
",",",",n,,0
Unless,unless,s,Contingency,0
it,it,s,Contingency,0
be,be,s,Contingency,1
by,by,s,,0
thinking,thinking,s,PrivateThinking,0
on,on,s,Negativity,0
the,the,s,Negativity,1
wrong,wrong,n,Negativity,2
My,my,s,FirstPer,0
friend,friend,s,StandardsPos,0
receyues,receyues,s,UNRECOGNIZED,0
in,in,s,,0
the,the,s,,0
unmatched,unmatched,s,AbstractConcepts,0
love,love,c,Positivity,0
",",",",n,Aside,0
Which,which,s,Aside,1
Katharine,katharine,s,UNRECOGNIZED,0
bears,bears,s,SenseObject,0
me,me,c,FirstPer,0
:,:,s,,0
yet,yet,s,Resistance,0
my,my,s,FirstPer,0
faith,faith,s,StandardsPos,0
is,is,s,Positive_Attribution,0
sound,sound,c,Positive_Attribution,1
",",",",n,,0
And,and,s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
solid,solid,s,SenseObject,0
Rock,rock,s,SenseObject,1
shall,shall,s,ProjectAhead,0
check,check,s,ReportingEvents,0
her,her,s,ReportingEvents,1
tears,tears,c,Sad,0
.,.,n,,0
Katharine,katharine,s,UNRECOGNIZED,0
loves,loves,s,Positivity,0
me,me,c,FirstPer,0
;,;,s,Resistance,0
yet,yet,s,Resistance,1
for,for,s,,0
my,my,s,FirstPer,0
friends,friends,s,StandardsPos,0
delight,delight,c,Positivity,0
",",",",n,,0
Pembrooke,pembrooke,s,UNRECOGNIZED,0
will,will,s,Fear,0
hate,hate,s,Fear,1
her,her,s,PersonPronoun,0
love,love,c,Positivity,0
",",",",s,,0
and,and,s,,0
fly,fly,s,Motions,0
her,her,s,PersonPronoun,0
sight,sight,c,SenseProperty,0
.,.,nn,,0
Nauar,nauar,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,DirectAddress,0
sprinckle,sprinckle,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
with,with,s,,0
foul,foul,s,Negativity,0
rep,rep,s,RecurringEvents,0
roch,roch,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
dim,dim,s,Motions,0
the,the,s,Motions,1
luster,luster,s,SenseProperty,0
of,of,s,Inclusive,0
our,our,s,Inclusive,1
royal,royal,s,CommonAuthorities,0
name,name,c,LangRef,0
",",",",n,,0
With,with,s,,0
colors,colors,s,SenseProperty,0
of,of,s,,0
dishonor,dishonor,c,StandardsNeg,0
.,.,nn,Imperative,0
Hear,hear,s,Imperative,1
me,me,c,FirstPer,0
",",",",s,,0
Burbon,burbon,c,UNRECOGNIZED,0
.,.,nn,Question,0
What,what,s,Question,1
words,words,s,LangRef,0
can,can,s,Contingency,0
satisfy,satisfy,s,StandardsPos,0
so,so,s,Positivity,0
great,great,s,Positivity,1
a,a,s,Negativity,0
wrong,wrong,c,Negativity,1
?,?,n,Question,0
Have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
not,not,s,DenyDisclaim,0
with,with,s,,0
consent,consent,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
all,all,s,DirectAddress,0
your,your,s,DirectAddress,1
Lords,lords,c,CommonAuthorities,0
",",",",n,,0
Promisd,promisd,s,UNRECOGNIZED,0
your,your,s,DirectAddress,0
daughter,daughter,s,PersonProperty,0
to,to,s,,0
this,this,s,,0
generous,generous,s,StandardsPos,0
prince,prince,c,PersonProperty,0
?,?,nn,Question,0
Their,their,s,PersonPronoun,0
true,true,s,Positivity,0
love,love,s,Positivity,1
forced,forced,s,ReportingEvents,0
us,us,s,Inclusive,0
to,to,s,,0
it,it,c,,0
.,.,nn,,0
True,true,s,Positivity,0
love,love,c,Positivity,1
?,?,s,Question,0
it,it,s,,0
is,is,s,ReportingStates,0
fayn'd,fayn'd,c,UNRECOGNIZED,0
.,.,nn,,0
Ha,ha,c,OralCues,0
",",",",s,,0
Burbon,burbon,c,UNRECOGNIZED,0
.,.,nn,,0
Gentle,gentle,s,Positivity,0
Philip,philip,c,UNRECOGNIZED,0
.,.,nn,,0
With,with,s,,0
my,my,s,FirstPer,0
sword,sword,c,SenseObject,0
",",",",n,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
prove,prove,s,Metadiscourse,2
my,my,s,Positivity,0
love,love,s,Positivity,1
unfeigned,unfeigned,c,DenyDisclaim,0
",",",",s,,0
thee,thee,s,DirectAddress,0
a,a,s,,0
false,false,s,StandardsNeg,0
Lord,lord,c,CommonAuthorities,0
.,.,nn,,0
This,this,s,,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
Sanctuary,sanctuary,s,SpaceRelation,0
frees,frees,s,StandardsPos,0
thy,thy,s,DirectAddress,0
tongue,tongue,c,SenseObject,0
",",",",n,,0
And,and,s,,0
gives,gives,s,,0
thee,thee,s,DirectAddress,0
childish,childish,s,Anger,0
liberty,liberty,s,StandardsPos,0
of,of,s,StandardsPos,1
speech,speech,c,StandardsPos,2
",",",",n,Aside,0
Which,which,s,Aside,1
else,else,s,Contingency,0
would,would,s,ProjectBack,0
fawn,fawn,s,SenseObject,0
and,and,s,,0
crouch,crouch,s,Motions,0
at,at,s,,0
Burbons,burbons,s,UNRECOGNIZED,0
frown,frown,c,Negativity,0
.,.,nn,,0
Now,now,s,Sequence,0
by,by,s,Sequence,1
S,s,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
Denis,denis,s,UNRECOGNIZED,0
--,--,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
chat,chat,s,SpaceRelation,0
with,with,s,SpaceRelation,1
boys,boys,c,PersonProperty,0
.,.,n,,0
Nauar,nauar,c,UNRECOGNIZED,0
",",",",s,,0
to,to,s,,0
thee,thee,s,DirectAddress,0
I,i,s,FirstPer,0
speak,speak,c,Citations,0
:,:,s,Citations,1
thy,thy,s,DirectAddress,0
daughters,daughters,s,PersonProperty,0
looks,looks,c,ReportingEvents,0
",",",",n,,0
Like,like,s,Resemblances,0
the,the,s,Resemblances,1
North,north,s,SenseObject,0
Star,star,s,SenseObject,1
to,to,s,,0
the,the,s,,0
Sea-tost,sea-tost,s,SenseProperty,0
Mariners,mariners,c,PersonProperty,0
",",",",n,,0
Has,has,s,,0
brought,brought,s,ReportingEvents,0
me,me,s,FirstPer,0
through,through,s,,0
all,all,s,,0
dangers,dangers,c,Fear,0
",",",",s,,0
made,made,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
turn,turn,n,,0
Our,our,s,Inclusive,0
royal,royal,s,CommonAuthorities,0
Palace,palace,c,SenseObject,0
",",",",s,,0
to,to,s,,0
this,this,s,Immediacy,0
stage,stage,s,Immediacy,1
of,of,s,,0
death,death,c,Negativity,0
",",",",n,,0
Our,our,s,Inclusive,0
state,state,s,,0
and,and,s,,0
pleasures,pleasures,c,Positivity,0
",",",",s,,0
to,to,s,,0
a,a,s,,0
bloody,bloody,s,Negativity,0
Camp,camp,c,SenseObject,0
",",",",n,,0
And,and,s,,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
strength,strength,s,AbstractConcepts,0
and,and,s,,0
puissance,puissance,s,StandardsPos,0
of,of,s,StandardsPos,1
our,our,s,Inclusive,0
force,force,c,,0
",",",",n,,0
To,to,s,,0
lift,lift,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
falling,falling,s,,0
and,and,s,,0
decayed,decayed,s,SenseProperty,0
state,state,c,,0
",",",",n,,0
Even,even,s,SubjectivePercept,0
to,to,s,PersonPronoun,0
her,her,s,PersonPronoun,1
pristine,pristine,s,StandardsPos,0
glory,glory,c,StandardsPos,0
",",",",s,,0
in,in,s,,0
thy,thy,s,DirectAddress,0
quarrel,quarrel,n,Negative_Relation,0
Burbon,burbon,s,UNRECOGNIZED,0
has,has,s,,0
set,set,s,Negativity,0
himself,himself,s,Negativity,1
against,against,s,Negativity,2
his,his,s,PersonPronoun,0
King,king,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
foyld,foyld,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
greatness,greatness,s,StandardsPos,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Traitors,traitors,s,StandardsNeg,0
name,name,c,LangRef,0
.,.,n,,0
Now,now,s,Immediacy,0
when,when,s,,0
our,our,s,StandardsPos,0
worth,worth,s,StandardsPos,1
expected,expected,s,ProjectAhead,0
rich,rich,s,Positivity,0
reward,reward,c,Positivity,1
",",",",n,,0
Fair,fair,s,StandardsPos,0
Bellamira,bellamira,c,UNRECOGNIZED,0
",",",",s,,0
wonder,wonder,s,Curiosity,0
of,of,s,Curiosity,1
her,her,s,SubjectiveTime,0
time,time,c,SubjectiveTime,1
",",",",n,,0
Must,must,s,Insist,0
Philip,philip,s,UNRECOGNIZED,0
have,have,s,Cause,0
her,her,c,Cause,1
?,?,nn,Question,0
Burbon,burbon,c,UNRECOGNIZED,0
",",",",s,,0
she,she,s,Updates,0
is,is,s,Updates,1
mine,mine,c,FirstPer,0
.,.,nn,,0
Mordew,mordew,c,UNRECOGNIZED,0
:,:,s,,0
i,i,s,FirstPer,0
will,will,s,PredictedFuture,0
be,be,s,PredictedFuture,1
revenged,revenged,c,ReportingStates,0
",",",",s,ReportingStates,1
by,by,s,,0
heaven,heaven,s,Positivity,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",n,,0
Or,or,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
paue,paue,s,UNRECOGNIZED,0
these,these,s,Immediacy,0
plains,plains,s,SenseObject,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
dead,dead,s,SenseObject,0
bodies,bodies,n,SenseObject,1
Of,of,s,Inclusive,0
our,our,s,Inclusive,1
dear,dear,s,Positivity,0
subjects,subjects,c,LangRef,0
:,:,s,,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
sworn,sworn,s,CommonAuthorities,0
thy,thy,s,DirectAddress,0
fall,fall,c,,0
",",",",n,,0
That,that,s,,0
oaths,oaths,s,CommonAuthorities,0
thy,thy,s,DirectAddress,0
death,death,c,Negativity,0
",",",",s,,0
our,our,s,Anger,0
rage,rage,s,Anger,1
thy,thy,s,DirectAddress,0
funeral,funeral,c,Negativity,0
.,.,nn,Imperative,0
Hear,hear,s,Imperative,1
our,our,s,Inclusive,0
excuse,excuse,c,StandardsPos,0
.,.,nn,,0
We,we,s,,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
credit,credit,s,StandardsPos,0
air,air,c,ReportingEvents,0
.,.,n,,0
Peter,peter,c,SenseObject,0
",",",",s,,0
watch,watch,s,,0
Rodorick,rodorick,c,UNRECOGNIZED,0
",",",",s,,0
when,when,s,,0
the,the,s,,0
prince,prince,s,PersonProperty,0
is,is,s,ReportingStates,0
gone,gone,c,ReportingStates,0
",",",",n,ReportingStates,1
Tell,tell,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
I,i,s,SelfDisclosure,0
Would,would,s,SelfDisclosure,1
speak,speak,s,SpaceRelation,0
with,with,s,SpaceRelation,1
him,him,c,PersonPronoun,0
.,.,nn,,0
Enough,enough,c,SubjectivePercept,0
",",",",s,,0
it,it,s,,0
is,is,s,Updates,0
done,done,c,Updates,1
.,.,nn,,0
Nauar,nauar,c,UNRECOGNIZED,0
",",",",s,,0
this,this,s,,0
setting,setting,s,SenseObject,0
Sun,sun,c,SenseObject,1
",",",",s,Aside,0
which,which,s,Aside,1
sees,sees,s,,0
our,our,s,Inclusive,0
wrong,wrong,c,StandardsNeg,0
",",",",n,,0
Shall,shall,s,ProjectAhead,0
e're,e're,s,SubjectivePercept,0
his,his,s,PersonPronoun,0
morrowes,morrowes,s,UNRECOGNIZED,0
beams,beams,s,SenseObject,0
guide,guide,s,ReportingEvents,0
the,the,s,ReportingEvents,1
proud,proud,s,StandardsPos,0
East,east,c,SpaceRelation,0
",",",",n,,0
View,view,s,SenseProperty,0
Himens,himens,s,UNRECOGNIZED,0
rites,rites,s,CommonAuthorities,0
turned,turned,s,Transformation,0
to,to,s,Transformation,1
a,a,s,Transformation,2
tragic,tragic,s,Negativity,0
feast,feast,c,SenseObject,0
.,.,nn,,0
His,his,s,PersonPronoun,0
anger,anger,s,Anger,0
bears,bears,s,SenseObject,0
him,him,s,PersonPronoun,0
hence,hence,c,ReasonForward,0
",",",",s,ReasonForward,1
young,young,s,SenseProperty,0
prince,prince,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
France,france,c,,0
",",",",n,ReasonForward,0
Since,since,s,ReasonForward,1
to,to,s,ProjectAhead,0
reduce,reduce,s,ProjectAhead,1
our,our,s,Inclusive,0
enmity,enmity,s,Negative_Relation,0
to,to,s,,0
love,love,c,Positivity,0
",",",",n,,0
And,and,s,,0
thereby,thereby,s,ReasonForward,0
like,like,s,Resemblances,0
a,a,s,Resemblances,1
fair,fair,s,StandardsPos,0
and,and,s,,0
lovely,lovely,s,Positivity,0
Bryde,bryde,c,UNRECOGNIZED,0
",",",",n,,0
To,to,s,,0
mary,mary,s,PersonProperty,0
peace,peace,s,StandardsPos,0
to,to,s,SceneShift,0
France,france,c,SceneShift,1
",",",",s,,0
we,we,s,ReportingStates,0
are,are,s,ReportingStates,1
content,content,c,AbstractConcepts,0
",",",",n,,0
To,to,s,,0
bring,bring,s,,0
the,the,s,,0
sea-tost,sea-tost,s,SenseProperty,0
bark,bark,s,SenseObject,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
affects,affects,c,SubjectivePercept,0
",",",",n,,0
Half,half,s,Numbers,0
shipwrackt,shipwrackt,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
tempest,tempest,s,Negativity,0
of,of,s,,0
these,these,s,Immediacy,0
wars,wars,c,GenericEvents,0
",",",",n,,0
To,to,s,,0
their,their,s,PersonPronoun,0
desired,desired,s,Positivity,0
port,port,c,SenseObject,0
",",",",s,,0
as,as,s,,0
we,we,s,,0
agreed,agreed,c,,0
:,:,n,,0
Go,go,s,DirectAddress,0
to,to,s,DirectAddress,1
your,your,s,DirectAddress,2
father,father,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
inform,inform,s,ReportingEvents,0
him,him,s,ReportingEvents,1
thus,thus,c,ReasonForward,0
:,:,n,,0
If,if,s,Contingency,0
personally,personally,s,Disclosure,0
heel,heel,s,SenseObject,0
view,view,s,SenseProperty,0
our,our,s,Inclusive,0
friendly,friendly,s,Positivity,0
Tents,tents,c,SenseObject,0
",",",",n,,0
And,and,s,,0
seal,seal,s,SenseObject,0
these,these,s,Immediacy,0
Articles,articles,s,,0
of,of,s,,0
peace,peace,s,StandardsPos,0
proposde,proposde,c,UNRECOGNIZED,0
",",",",n,,0
This,this,s,Immediacy,0
night,night,s,Immediacy,1
you,you,s,Insist,0
shall,shall,s,Insist,1
be,be,s,ReportingStates,0
troth^,troth^,s,UNRECOGNIZED,0
plight,plight,s,Negativity,0
to,to,s,Inclusive,0
our,our,s,Inclusive,1
child,child,c,PersonProperty,0
.,.,nn,,0
Were,were,s,Contingency,0
it,it,s,Contingency,1
to,to,s,Contingency,2
search,search,s,ReportingEvents,0
the,the,s,ReportingEvents,1
furthest,furthest,s,Intensity,0
Northern,northern,s,SpaceRelation,0
clime,clime,c,SenseProperty,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
frosty,frosty,s,SenseProperty,0
Hyems,hyems,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
an,an,s,Specifiers,1
y^ie,y^ie,s,UNRECOGNIZED,0
Mace,mace,c,SenseObject,0
",",",",n,,0
Strikes,strikes,s,Negativity,0
dead,dead,s,Negativity,1
all,all,s,,0
living,living,s,AbstractConcepts,0
things,things,c,AbstractConcepts,1
",",",",s,,0
I,i,s,SelfDisclosure,0
Would,would,s,SelfDisclosure,1
find,find,s,Curiosity,0
it,it,s,Curiosity,1
out,out,c,Curiosity,2
",",",",n,,0
And,and,s,,0
borrowing,borrowing,s,ReportingEvents,0
fire,fire,s,SenseProperty,0
from,from,s,SenseProperty,1
those,those,s,,0
fair,fair,s,StandardsPos,0
sunny,sunny,s,SenseProperty,0
eyne,eyne,c,UNRECOGNIZED,0
",",",",n,,0
Thaw,thaw,s,SenseProperty,0
Winters,winters,s,RecurringEvents,0
frost,frost,c,SenseObject,0
",",",",s,,0
and,and,s,,0
warm,warm,s,SenseProperty,0
that,that,s,,0
dead,dead,s,Negativity,0
cold,cold,s,SenseProperty,0
clime,clime,c,SenseProperty,0
:,:,n,,0
But,but,s,Resistance,0
this,this,s,,0
impose,impose,s,Resistance,0
i^,i^,s,UNRECOGNIZED,0
nothing,nothing,c,DenyDisclaim,0
",",",",s,,0
honored,honored,s,StandardsPos,0
King,king,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
my,my,s,Autobio,0
father,father,c,Autobio,1
",",",",s,,0
and,and,s,,0
conduct,conduct,s,AbstractConcepts,0
him,him,s,PersonPronoun,0
hither,hither,c,SpaceRelation,0
:,:,n,,0
For,for,s,,0
whilst,whilst,s,TimeDuration,0
my,my,s,SelfDisclosure,0
soul,soul,s,SelfDisclosure,1
is,is,s,ReportingStates,0
parted,parted,s,SceneShift,0
from,from,s,SceneShift,1
her,her,s,PersonPronoun,0
sight,sight,c,SenseProperty,0
",",",",n,,0
This,this,s,,0
earth,earth,s,SpaceRelation,0
is,is,s,ReportingStates,0
hell,hell,c,OralCues,0
",",",",s,OralCues,1
this,this,s,Immediacy,0
day,day,s,Immediacy,1
a,a,s,,0
tedious,tedious,s,Negativity,0
night,night,c,,0
.,.,n,Imperative,0
Come,come,s,Imperative,1
Rodorick,rodorick,c,UNRECOGNIZED,0
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
bear,bear,s,SenseObject,0
me,me,s,FirstPer,0
company,company,c,AbstractConcepts,0
.,.,nn,,0
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
not,not,c,ProjectAhead,1
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
i,i,s,ReasonForward,2
will,will,s,PredictedFuture,0
stay,stay,s,TimeDuration,0
him,him,s,PersonPronoun,0
instantly,instantly,c,Immediacy,0
.,.,nn,,0
',',c,,0
Twere,twere,s,UNRECOGNIZED,0
pity,pity,s,Sad,0
to,to,s,TimeDuration,0
keep,keep,s,TimeDuration,1
two,two,s,Numbers,0
such,such,s,Intensity,0
loves,loves,s,Positivity,0
asunder,asunder,c,Transformation,0
.,.,n,,0
Daughter,daughter,c,PersonProperty,0
",",",",s,,0
you,you,s,DirectAddress,0
and,and,s,DirectAddress,1
your,your,s,DirectAddress,2
Ladies,ladies,s,PersonProperty,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
tent,tent,c,SenseObject,0
",",",",n,,0
And,and,s,,0
deck,deck,s,SenseObject,0
you,you,s,DirectAddress,0
richly,richly,s,Positivity,0
to,to,s,,0
receive,receive,s,ReportingEvents,0
the,the,s,,0
prince,prince,c,PersonProperty,0
.,.,n,,0
My,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
of,of,s,,0
Pembrooke,pembrooke,c,UNRECOGNIZED,0
",",",",s,,0
happily,happily,s,Positivity,0
returned,returned,c,ReportingEvents,0
:,:,n,Question,0
How,how,s,Question,1
dot^,dot^,s,UNRECOGNIZED,0
our,our,s,Inclusive,0
son,son,c,PersonProperty,0
?,?,s,Question,0
See,see,s,Curiosity,0
where,where,s,Curiosity,1
he,he,s,PersonPronoun,0
comes,comes,s,ReportingEvents,0
himself,himself,c,PersonPronoun,0
.,.,n,Imperative,0
Speak,speak,c,Imperative,1
",",",",s,,0
boy,boy,c,PersonProperty,0
",",",",s,,0
how,how,s,,0
spedst,spedst,s,UNRECOGNIZED,0
thou,thou,s,DirectAddress,0
with,with,s,,0
fair,fair,s,StandardsPos,0
Katharine,katharine,c,UNRECOGNIZED,0
?,?,nn,Question,0
I,i,s,FirstPer,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
how,how,c,Uncertainty,2
:,:,s,,0
Is,is,s,ReportingStates,0
trothlesse,trothlesse,s,UNRECOGNIZED,0
Pembrooke,pembrooke,s,UNRECOGNIZED,0
there,there,c,,0
?,?,nn,Question,0
Be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
dismayed,dismayed,c,Negativity,0
",",",",s,,0
at,at,s,SubjectiveTime,0
length,length,s,SubjectiveTime,1
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
pity,pity,s,Sad,0
thee,thee,c,DirectAddress,0
.,.,n,,0
Son,son,c,PersonProperty,0
",",",",s,,0
bid,bid,s,ReportingEvents,0
our,our,s,Inclusive,0
Officers,officers,s,PersonProperty,0
adorn,adorn,s,Positivity,0
our,our,s,Inclusive,0
Court,court,n,AbstractConcepts,0
In,in,s,Specifiers,0
her,her,s,Specifiers,1
chief,chief,s,CommonAuthorities,0
glory,glory,c,StandardsPos,0
:,:,s,,0
for,for,s,,0
this,this,s,,0
happy,happy,s,Positivity,0
night,night,n,,0
Shall,shall,s,ProjectAhead,0
set,set,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
period,period,s,,0
to,to,s,,0
this,this,s,,0
sma^ting,sma^ting,s,UNRECOGNIZED,0
war,war,c,GenericEvents,0
.,.,n,,0
Your,your,s,DirectAddress,0
sister,sister,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
be,be,s,ProjectAhead,1
troth-plight,troth-plight,s,Negativity,0
to,to,s,,0
Prince,prince,s,PersonProperty,0
Philip,philip,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
France,france,s,,0
and,and,s,,0
we,we,s,,0
made,made,s,StandardsPos,0
friends,friends,s,StandardsPos,1
about,about,s,,0
it,it,s,Sequence,0
then,then,c,Sequence,1
.,.,n,,0
Pembrooke,pembrooke,c,UNRECOGNIZED,0
",",",",s,,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
the,the,s,DirectAddress,2
charge,charge,s,ReportingEvents,0
to,to,s,ReportingEvents,1
see,see,s,,0
our,our,s,Inclusive,0
Captains,captains,n,PersonProperty,0
Prepare,prepare,s,ProjectAhead,0
a,a,s,,0
martial,martial,s,AbstractConcepts,0
welcome,welcome,s,Positivity,0
to,to,s,Positivity,1
the,the,s,SenseObject,0
King,king,c,SenseObject,1
.,.,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
be,be,s,PredictedFuture,2
idle,idle,c,SenseProperty,0
:,:,s,,0
since,since,s,,0
Nauar,nauar,s,UNRECOGNIZED,0
was,was,s,ProjectBack,0
crowned,crowned,c,ReportingStates,0
",",",",n,ReportingStates,1
Our,our,s,Inclusive,0
heart,heart,s,SenseObject,0
with,with,s,,0
so,so,s,Intensity,0
much,much,s,Intensity,1
joy,joy,s,Positivity,0
did,did,s,ReportingEvents,0
never,never,s,DenyDisclaim,0
abound,abound,c,Intensity,0
.,.,nn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
mine,mine,s,FirstPer,0
with,with,s,,0
so,so,s,Intensity,0
much,much,s,Intensity,1
hate,hate,c,Negativity,0
.,.,s,,0
Pembrooke,pembrooke,c,UNRECOGNIZED,0
",",",",s,,0
a,a,s,LangRef,0
word,word,c,LangRef,1
.,.,nn,Question,0
What,what,s,Question,1
wills,wills,s,AbstractConcepts,0
your,your,s,DirectAddress,0
Grace,grace,c,StandardsPos,0
?,?,nn,Question,0
That,that,s,,0
Pembrooke,pembrooke,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
villayne,villayne,c,UNRECOGNIZED,0
.,.,n,Imperative,0
Look,look,s,Imperative,1
not,not,s,Resistance,0
so,so,s,Resistance,1
strange,strange,c,SubjectivePercept,0
",",",",s,,0
I,i,s,FirstPer,0
speak,speak,s,ReportingEvents,0
it,it,s,,0
not,not,s,DenyDisclaim,0
your,your,s,Positivity,0
friend,friend,c,Positivity,1
",",",",n,Resistance,0
But,but,s,Resistance,1
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
in,in,s,Specifiers,0
his,his,s,Specifiers,1
soul,soul,s,Disclosure,0
has,has,s,,0
sworn,sworn,s,CommonAuthorities,0
thine,thine,s,UNRECOGNIZED,0
end,end,c,Sequence,0
.,.,nn,,0
A,a,s,,0
villayne,villayne,c,UNRECOGNIZED,0
?,?,s,Question,0
and,and,s,,0
my,my,s,FirstPer,0
death,death,c,Negativity,0
?,?,s,Question,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
amazed,amazed,c,Intensity,0
.,.,n,,0
Art,art,s,AbstractConcepts,0
thou,thou,s,DirectAddress,0
awake,awake,c,SenseProperty,0
?,?,s,Question,0
or,or,s,,0
is,is,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
this,this,s,,0
a,a,s,PrivateThinking,0
dream,dream,c,PrivateThinking,1
?,?,nn,Question,0
A,a,s,PrivateThinking,0
dream,dream,s,PrivateThinking,1
of,of,s,,0
death,death,c,Negativity,0
:,:,s,,0
meet,meet,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,,0
morrow,morrow,s,ProjectAhead,0
morning,morning,c,,0
",",",",n,,0
As,as,s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
Pembrooke,pembrooke,s,UNRECOGNIZED,0
and,and,s,,0
a,a,s,PersonProperty,0
Gentleman,gentleman,c,PersonProperty,1
",",",",n,,0
By,by,s,DirectAddress,0
you,you,s,DirectAddress,1
fair,fair,s,StandardsPos,0
River,river,s,SenseObject,0
side,side,c,,0
",",",",s,Aside,0
which,which,s,Aside,1
parts,parts,s,AbstractConcepts,0
our,our,s,Inclusive,0
Camps,camps,c,SpaceRelation,0
