TVsh,tvsh,c,UNRECOGNIZED,0
coming,coming,s,GenericEvents,0
are,are,c,ReportingStates,0
;,;,s,,0
how,how,s,,0
they,they,s,,0
agree,agree,n,StandardsPos,0
Here,here,s,SpaceRelation,0
will,will,s,PredictedFuture,0
I,i,s,FirstPer,0
harken,harken,c,Immediacy,0
",",",",s,,0
shroud,shroud,s,SenseObject,0
me,me,s,FirstPer,0
gentle,gentle,s,Positivity,0
tree,tree,c,SenseObject,0
.,.,nn,,0
Seek,seek,s,ProjectAhead,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
grieve,grieve,s,Sad,0
that,that,s,,0
heart,heart,s,SenseObject,0
which,which,s,,0
is,is,s,ReportingStates,0
thine,thine,s,UNRECOGNIZED,0
own,own,c,ReportingEvents,0
",",",",n,,0
In,in,s,,0
Loves,loves,s,Positivity,0
sweet,sweet,s,SenseProperty,0
fires,fires,c,SenseObject,0
",",",",s,,0
let,let,s,ReportingEvents,0
heat,heat,s,SenseObject,0
of,of,s,,0
rage,rage,s,Anger,0
burn,burn,s,Negativity,0
out,out,c,Negativity,1
;,;,n,,0
These,these,s,Immediacy,0
brows,brows,s,SenseObject,0
could,could,s,Contingency,0
never,never,s,DenyDisclaim,0
yet,yet,s,SubjectiveTime,0
to,to,s,SubjectiveTime,1
wrinckle,wrinckle,s,UNRECOGNIZED,0
learn,learn,c,,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
anger,anger,s,Anger,0
out,out,s,,0
of,of,s,Specifiers,0
such,such,s,Specifiers,1
fair,fair,s,StandardsPos,0
eyes,eyes,s,SenseObject,0
look,look,s,ReportingEvents,0
forth,forth,c,ReportingEvents,1
.,.,nn,,0
You,you,s,DirectAddress,0
may,may,s,DirectAddress,1
solicit,solicit,s,ReportingEvents,0
your,your,s,DirectAddress,0
presumptuous,presumptuous,s,StandardsNeg,0
suites,suites,c,SenseObject,0
;,;,n,,0
You,you,s,DirectAddress,0
duty,duty,s,StandardsPos,0
may,may,c,Contingency,0
",",",",s,,0
and,and,s,,0
shame,shame,s,StandardsNeg,0
too,too,s,,0
laid,laid,s,ReportingEvents,0
aside,aside,c,Metadiscourse,0
",",",",n,Metadiscourse,1
Disturb,disturb,s,Negativity,0
my,my,s,FirstPer,0
priuacies,priuacies,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
forsooth,forsooth,c,OralCues,0
",",",",n,,0
Must,must,s,Insist,0
be,be,s,ReportingStates,0
afeard,afeard,s,Negativity,0
even,even,s,SubjectivePercept,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
angry,angry,s,Anger,0
at,at,s,Anger,1
you,you,c,DirectAddress,0
.,.,nn,Question,0
What,what,s,Question,1
shame,shame,s,StandardsNeg,0
is,is,s,Question,0
it,it,s,Question,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
mastred,mastred,s,UNRECOGNIZED,0
by,by,s,,0
such,such,s,Intensity,0
beauty,beauty,c,StandardsPos,0
?,?,n,Question,0
Who,who,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
to,to,s,,0
serve,serve,s,ReportingEvents,0
you,you,c,DirectAddress,0
",",",",s,,0
comes,comes,c,ReportingEvents,0
",",",",s,,0
how,how,s,,0
wants,wants,s,PrivateThinking,0
he,he,s,PersonPronoun,0
duty,duty,c,StandardsPos,0
?,?,n,Question,0
Or,or,s,,0
if,if,s,Contingency,0
it,it,s,Contingency,1
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
shame,shame,c,StandardsNeg,0
",",",",s,,0
the,the,s,,0
shame,shame,s,StandardsNeg,0
is,is,s,DirectAddress,0
yours,yours,c,DirectAddress,1
;,;,n,,0
The,the,s,,0
fault,fault,s,StandardsNeg,0
is,is,s,ReportingStates,0
only,only,s,SubjectivePercept,0
in,in,s,SpaceRelation,0
your,your,s,SpaceRelation,1
Eyes,eyes,c,SpaceRelation,2
",",",",s,,0
they,they,s,,0
drew,drew,s,ReportingEvents,0
me,me,c,FirstPer,0
;,;,n,,0
Cause,cause,s,Cause,0
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
lovely,lovely,c,Positivity,0
",",",",s,,0
therefore,therefore,s,ReasonForward,0
did,did,s,Question,0
I,i,s,Question,1
love,love,c,Positivity,0
:,:,n,,0
O,o,c,LangRef,0
",",",",s,,0
if,if,s,Contingency,0
to,to,s,,0
Love,love,s,OralCues,0
you,you,c,OralCues,1
",",",",s,,0
anger,anger,s,Anger,0
you,you,s,DirectAddress,0
so,so,s,DirectAddress,1
much,much,c,Intensity,0
",",",",n,,0
You,you,s,Insist,0
should,should,s,Insist,1
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
such,such,s,Intensity,0
cheeks,cheeks,c,SenseObject,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
lips,lips,s,SenseObject,0
to,to,s,,0
touch,touch,c,Motions,0
",",",",n,,0
You,you,s,Insist,0
should,should,s,Insist,1
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
your,your,s,DirectAddress,0
snow,snow,c,SenseObject,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
currall,currall,s,UNRECOGNIZED,0
spied,spied,c,ReportingStates,0
;,;,n,ReportingStates,1
If,if,s,Contingency,0
you,you,s,DirectAddress,0
but,but,s,Resistance,0
look,look,s,SpaceRelation,0
on,on,s,SpaceRelation,1
us,us,c,Inclusive,0
",",",",s,,0
in,in,s,Negativity,0
vain,vain,s,Negativity,1
you,you,s,DirectAddress,0
chide,chide,c,Negative_Relation,0
",",",",n,,0
We,we,s,Insist,0
must,must,s,Insist,1
not,not,s,Insist,2
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
Face,face,c,SenseObject,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
hear,hear,s,SpaceRelation,0
your,your,s,DirectAddress,0
speech,speech,c,DirectAddress,1
:,:,n,,0
Now,now,c,Updates,0
",",",",s,Updates,1
whilst,whilst,s,TimeDuration,0
you,you,s,DirectAddress,0
Love,love,s,Positivity,0
forbid,forbid,c,Resistance,0
",",",",s,,0
you,you,s,DirectAddress,0
Love,love,s,Positivity,0
do,do,s,Intensity,0
teach,teach,c,ReportingEvents,0
.,.,nn,Intensity,0
He,he,s,Intensity,1
does,does,s,Intensity,2
better,better,s,Comparison,0
then,then,s,Sequence,0
I,i,s,Sequence,1
thought,thought,s,PrivateThinking,0
he,he,s,Biographical_Time,0
would,would,c,Biographical_Time,1
.,.,nn,,0
I,i,s,FirstPer,0
will,will,s,StandardsNeg,0
not,not,s,StandardsNeg,1
learn,learn,s,StandardsNeg,2
my,my,s,FirstPer,0
beauties,beauties,s,StandardsPos,0
worth,worth,s,AbstractConcepts,0
of,of,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
you,you,s,DirectAddress,0
neither,neither,s,DenyDisclaim,0
are,are,s,ReportingStates,0
the,the,s,ReportingStates,1
first,first,c,Sequence,0
",",",",s,Sequence,1
nor,nor,s,DenyDisclaim,0
greatest,greatest,n,Comparison,0
Whom,whom,s,PersonProperty,0
it,it,s,PersonProperty,1
has,has,s,,0
moved,moved,c,ReportingEvents,0
:,:,s,,0
He,he,s,PersonPronoun,0
whom,whom,s,PersonProperty,0
the,the,s,PersonProperty,1
World,world,s,AbstractConcepts,0
obayes,obayes,n,UNRECOGNIZED,0
Is,is,s,ReportingStates,0
feared,feared,s,Fear,0
with,with,s,Anger,0
anger,anger,s,Anger,1
of,of,s,,0
my,my,s,FirstPer,0
threatening,threatening,s,Fear,0
Eyes,eyes,c,SenseObject,0
.,.,n,ReportingStates,0
It,it,s,ReportingStates,1
is,is,s,ReportingStates,2
for,for,s,DirectAddress,0
you,you,s,DirectAddress,1
a,a,s,SpaceRelation,0
far,far,s,SpaceRelation,1
off,off,s,SceneShift,0
to,to,s,SceneShift,1
adore,adore,s,Positivity,0
it,it,c,,0
",",",",n,,0
And,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
to,to,s,,0
reach,reach,s,AbstractConcepts,0
at,at,s,GenericEvents,0
it,it,s,GenericEvents,1
with,with,s,,0
sawsie,sawsie,s,UNRECOGNIZED,0
hands,hands,c,SenseObject,0
.,.,n,,0
Fear,fear,c,Fear,0
",",",",s,ReportingStates,0
is,is,s,ReportingStates,1
the,the,s,ReportingStates,2
Love,love,s,Positivity,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
due,due,s,ReasonBackward,0
to,to,s,ReasonBackward,1
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
Princes,princes,nn,PersonProperty,0
All,all,s,Generalization,0
this,this,s,Generalization,1
is,is,s,Exceptions,0
but,but,s,Exceptions,1
to,to,s,,0
edge,edge,s,SpaceRelation,0
his,his,s,PersonPronoun,0
appetite,appetite,c,SubjectivePercept,0
.,.,nn,,0
O,o,s,LangRef,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
see,see,s,,0
thy,thy,s,DirectAddress,0
fair,fair,s,StandardsPos,0
in,in,s,Specifiers,0
that,that,s,Specifiers,1
false,false,s,StandardsNeg,0
glass,glass,n,SenseObject,0
Of,of,s,,0
outward,outward,s,SpaceRelation,0
difference,difference,c,Comparison,0
;,;,s,,0
Look,look,s,PrivateThinking,0
into,into,s,PrivateThinking,1
my,my,s,SelfDisclosure,0
heart,heart,c,SelfDisclosure,1
",",",",n,,0
There,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
shall,shall,s,ProjectAhead,0
thou,thou,s,DirectAddress,0
see,see,s,,0
thy,thy,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
Inthroaned,inthroaned,s,UNRECOGNIZED,0
set,set,n,ReportingEvents,0
In,in,s,ReportingEvents,1
greater,greater,s,Comparison,0
Majesty,majesty,c,CommonAuthorities,0
",",",",s,,0
then,then,s,,0
all,all,s,Generalization,0
the,the,s,Generalization,1
pomp,pomp,n,SenseProperty,0
Of,of,s,,0
Rome,rome,c,,0
",",",",s,,0
or,or,s,,0
Nero,nero,c,AbstractConcepts,0
;,;,s,,0
It,it,s,DenyDisclaim,0
Is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
the,the,s,,0
crowching,crowching,s,UNRECOGNIZED,0
awe,awe,c,Intensity,0
",",",",n,,0
And,and,s,,0
Ceremony,ceremony,c,CommonAuthorities,0
",",",",s,,0
with,with,s,Specifiers,0
which,which,s,Specifiers,1
we,we,s,,0
flatter,flatter,s,SubjectivePercept,0
Princes,princes,c,PersonProperty,0
",",",",n,,0
That,that,s,Contingency,0
can,can,s,Contingency,1
to,to,s,,0
Loves,loves,s,Positivity,0
true,true,s,StandardsPos,0
duties,duties,s,StandardsPos,0
be,be,s,ReportingStates,0
compared,compared,c,Comparison,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
go,go,c,ReportingEvents,0
",",",",s,,0
or,or,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
known,known,s,ReportingEvents,1
your,your,s,DirectAddress,0
Love,love,n,Positivity,0
To,to,s,Positivity,1
them,them,c,,0
",",",",s,,0
that,that,s,,0
shall,shall,s,ProjectAhead,0
requite,requite,s,RecurringEvents,0
it,it,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
with,with,s,,0
hate,hate,c,Negativity,0
.,.,nn,,0
On,on,c,,0
",",",",s,,0
on,on,c,,0
",",",",s,,0
thou,thou,s,DirectAddress,0
have,have,s,ReportingEvents,0
the,the,s,ReportingEvents,1
goal,goal,c,ProjectAhead,0
",",",",s,,0
the,the,s,SenseObject,0
fort,fort,s,SenseObject,1
is,is,s,ReportingStates,0
beaten,beaten,c,Negativity,0
",",",",n,,0
Women,women,s,PersonProperty,0
are,are,s,ReportingStates,0
won,won,s,Positivity,0
when,when,s,TimeShift,0
they,they,s,TimeShift,1
begin,begin,s,Sequence,0
to,to,s,Sequence,1
threaten,threaten,c,Fear,0
.,.,nn,,0
Your,your,s,DirectAddress,0
Nobleness,nobleness,s,StandardsPos,0
does,does,s,ReportingEvents,0
warrant,warrant,s,CommonAuthorities,0
me,me,s,FirstPer,0
from,from,s,Specifiers,0
that,that,c,Specifiers,1
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
need,need,s,Insist,0
you,you,s,DirectAddress,0
others,others,s,Uncertainty,0
help,help,c,Positivity,0
",",",",s,,0
to,to,s,,0
punish,punish,s,Negativity,0
me,me,c,FirstPer,0
",",",",n,,0
Who,who,c,,0
",",",",s,,0
by,by,s,DirectAddress,0
your,your,s,DirectAddress,1
forehead,forehead,s,SenseObject,0
am,am,s,FirstPer,0
condemned,condemned,c,Negative_Relation,0
",",",",s,,0
or,or,s,,0
free,free,c,StandardsPos,0
.,.,n,StandardsPos,1
They,they,c,,0
",",",",s,,0
that,that,s,Specifiers,0
to,to,s,Specifiers,1
be,be,s,Specifiers,2
reuendg'd,reuendg'd,s,UNRECOGNIZED,0
do,do,s,Intensity,0
bend,bend,s,SubjectivePercept,0
their,their,s,SubjectivePercept,1
mind,mind,c,SubjectivePercept,2
",",",",n,,0
Seek,seek,s,ProjectAhead,0
always,always,s,SubjectiveTime,0
recompense,recompense,c,RecurringEvents,0
",",",",s,,0
in,in,s,Specifiers,0
that,that,s,Specifiers,1
same,same,s,Comparison,0
kind,kind,n,Positivity,0
The,the,s,Negativity,0
wrong,wrong,s,Negativity,1
was,was,s,ProjectBack,0
done,done,s,ReportingStates,0
them,them,c,,0
;,;,s,,0
Love,love,s,Positivity,0
was,was,s,ProjectBack,0
mine,mine,s,FirstPer,0
offense,offense,c,SubjectivePercept,0
",",",",n,,0
In,in,s,Specifiers,0
that,that,s,Specifiers,1
revenge,revenge,c,Resistance,0
",",",",s,,0
in,in,s,Specifiers,0
that,that,s,Specifiers,1
seek,seek,s,ProjectAhead,0
recompense,recompense,c,RecurringEvents,0
.,.,nn,,0
Further,further,s,AbstractConcepts,0
to,to,s,ProjectAhead,0
answer,answer,c,ProjectAhead,1
",",",",s,,0
will,will,s,PredictedFuture,0
still,still,s,PredictedFuture,1
cause,cause,s,Cause,0
replies,replies,c,Repair_Citation,0
",",",",n,,0
And,and,s,,0
those,those,s,,0
as,as,s,,0
ill,ill,s,Negativity,0
do,do,s,Intensity,0
please,please,s,Positivity,0
me,me,c,FirstPer,0
",",",",s,,0
as,as,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,c,SubjectivePercept,0
:,:,n,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
an,an,s,,0
answer,answer,s,Specifiers,0
take,take,c,ReportingEvents,0
",",",",s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
brief,brief,c,SubjectiveTime,0
",",",",s,,0
and,and,s,,0
true,true,c,Concessive,0
",",",",n,Concessive,1
I,i,s,FirstPer,0
hate,hate,s,Negativity,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
If,if,s,Contingency,0
I,i,s,FirstPer,0
be,be,s,ReportingStates,0
loved,loved,s,Positivity,0
of,of,s,DirectAddress,0
you,you,c,DirectAddress,1
.,.,nn,Question,0
What,what,s,Question,1
gone,gone,c,ReportingEvents,0
?,?,s,Question,0
but,but,s,Resistance,0
she,she,s,PersonPronoun,0
will,will,s,PredictedFuture,0
come,come,s,PredictedFuture,1
again,again,s,RecurringEvents,0
sure,sure,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
no,no,c,DenyDisclaim,0
;,;,n,,0
It,it,s,,0
passes,passes,s,ReportingEvents,0
clean,clean,s,,0
my,my,s,FirstPer,0
cunning,cunning,c,Negativity,0
",",",",s,Generalization,0
all,all,s,Generalization,1
my,my,s,FirstPer,0
rules,rules,c,CommonAuthorities,0
;,;,n,,0
For,for,s,,0
Women's,women's,s,PersonProperty,0
wantonness,wantonness,s,StandardsNeg,0
there,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
rule,rule,c,AbstractConcepts,0
.,.,n,,0
To,to,s,,0
take,take,s,ReportingEvents,0
her,her,c,ReportingEvents,1
",",",",s,,0
in,in,s,,0
the,the,s,,0
itching,itching,s,SubjectivePercept,0
of,of,s,,0
her,her,s,PersonPronoun,0
Lust,lust,c,Intensity,0
",",",",n,,0
A,a,s,,0
propper,propper,s,UNRECOGNIZED,0
young,young,s,PersonProperty,0
man,man,s,PersonProperty,1
putting,putting,s,ReportingEvents,0
forth,forth,s,ReportingEvents,1
himself,himself,c,PersonPronoun,0
?,?,n,Question,0
Why,why,s,Question,0
Fate,fate,c,SubjectivePercept,0
;,;,s,,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
Fate,fate,s,SubjectivePercept,0
and,and,s,,0
hidden,hidden,s,SubjectivePercept,0
providence,providence,n,StandardsPos,0
In,in,s,,0
cod,cod,s,SenseObject,0
piece,piece,s,AbstractConcepts,0
matters,matters,c,Specifiers,0
.,.,nn,,0
O,o,s,LangRef,0
unhappy,unhappy,s,Negativity,0
Man,man,c,PersonProperty,0
",",",",n,,0
What,what,s,,0
comfort,comfort,s,Positivity,0
have,have,s,Question,0
I,i,s,Question,1
now,now,s,Immediacy,0
Petronius,petronius,c,UNRECOGNIZED,0
?,?,nn,Question,0
Counsel,counsel,s,PersonProperty,0
your,your,s,DirectAddress,0
self,self,c,SubjectivePercept,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
teach,teach,s,ReportingEvents,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
but,but,s,Resistance,0
learn,learn,c,StandardsPos,0
.,.,nn,StandardsPos,1
This,this,s,,0
comfort,comfort,s,Positivity,0
yet,yet,c,SubjectiveTime,0
;,;,s,SubjectiveTime,1
He,he,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
not,not,s,ProjectAhead,1
so,so,s,,0
escape,escape,c,SceneShift,0
",",",",n,,0
Who,who,s,,0
causes,causes,s,Cause,0
my,my,s,FirstPer,0
disgrace,disgrace,c,StandardsNeg,0
",",",",s,,0
Nimphidius,nimphidius,n,UNRECOGNIZED,0
Whom,whom,s,PersonPronoun,0
had,had,s,Contingency,0
I,i,s,Contingency,1
here,here,c,SpaceRelation,0
.,.,s,,0
--,--,s,,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
For,for,s,,0
my,my,s,FirstPer,0
true-hearts,true-hearts,s,UNRECOGNIZED,0
love,love,n,Positivity,0
I,i,s,FirstPer,0
see,see,s,,0
she,she,s,PersonPronoun,0
hates,hates,s,Negativity,0
me,me,c,FirstPer,0
;,;,s,,0
And,and,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
love,love,s,Positivity,0
one,one,n,Specifiers,0
That,that,s,Specifiers,1
hates,hates,s,Negativity,0
me,me,c,FirstPer,0
;,;,s,,0
and,and,s,,0
bestows,bestows,s,StandardsPos,0
what,what,s,,0
I,i,s,SelfDisclosure,0
deserve,deserve,n,SelfDisclosure,1
Upon,upon,s,,0
my,my,s,FirstPer,0
rival,rival,c,Resistance,0
?,?,s,Question,0
no,no,c,OralCues,0
",",",",s,OralCues,1
Farewell,farewell,s,SceneShift,0
Poppea,poppea,c,UNRECOGNIZED,0
",",",",n,,0
Farewell,farewell,s,SceneShift,0
Poppea,poppea,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
farewell,farewell,s,SceneShift,0
all,all,s,,0
Love,love,c,Positivity,0
;,;,n,Resistance,0
Yet,yet,s,Resistance,1
thus,thus,s,ReasonForward,0
much,much,s,Intensity,0
shall,shall,s,ProjectAhead,0
it,it,s,,0
still,still,s,Updates,0
prevail,prevail,s,ReportingEvents,0
in,in,s,ReportingEvents,1
me,me,c,FirstPer,0
",",",",n,,0
That,that,s,PredictedFuture,0
I,i,s,PredictedFuture,1
will,will,s,PredictedFuture,2
hate,hate,s,Negativity,0
Nimphidius,nimphidius,s,UNRECOGNIZED,0
for,for,s,,0
thee,thee,c,DirectAddress,0
:,:,nn,,0
Farewell,farewell,s,SceneShift,0
to,to,s,PersonPronoun,0
her,her,c,PersonPronoun,1
",",",",s,,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Euanthe,euanthe,s,UNRECOGNIZED,0
welcome,welcome,c,Positivity,0
",",",",n,,0
Who,who,c,,0
",",",",s,,0
now,now,c,Updates,0
",",",",s,Updates,1
will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
my,my,s,FirstPer,0
burning,burning,s,SenseProperty,0
kisses,kisses,s,Positivity,0
stoop,stoop,c,ReportingStates,0
",",",",n,ReportingStates,1
Now,now,c,Updates,0
",",",",s,Updates,1
with,with,s,Specifiers,0
an,an,s,Specifiers,1
easy,easy,s,Positivity,0
cruelty,cruelty,s,Anger,0
deny,deny,c,Repair_Citation,0
",",",",n,,0
That,that,c,,0
",",",",s,Aside,0
which,which,s,Aside,1
she,she,c,Aside,2
",",",",s,,0
rather,rather,s,Resistance,0
then,then,s,,0
the,the,s,,0
asker,asker,c,Curiosity,0
",",",",s,,0
would,would,n,Contingency,0
Have,have,s,Contingency,1
forced,forced,s,CommonAuthorities,0
from,from,s,CommonAuthorities,1
her,her,c,PersonPronoun,0
",",",",s,,0
then,then,s,Sequence,0
begins,begins,s,Sequence,1
her,her,s,SubjectivePercept,0
self,self,c,SubjectivePercept,1
.,.,n,,0
Their,their,s,PersonPronoun,0
loves,loves,c,Positivity,0
",",",",s,,0
that,that,s,,0
list,list,s,,0
upon,upon,s,,0
great,great,s,Intensity,0
Ladies,ladies,s,PersonProperty,0
set,set,c,ReportingStates,0
;,;,n,ReportingStates,1
I,i,s,FirstPer,0
still,still,s,Updates,0
will,will,s,PredictedFuture,0
love,love,s,Positivity,0
the,the,s,Positivity,1
Wench,wench,s,PersonProperty,0
that,that,s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
get,get,c,,0
.,.,nn,,0
Tigellinus,tigellinus,c,UNRECOGNIZED,0
",",",",s,,0
said,said,s,Citations,0
the,the,s,Citations,1
villain,villain,s,Negativity,0
Proculus,proculus,n,UNRECOGNIZED,0
I,i,s,Autobio,0
was,was,s,Autobio,1
thrown,thrown,s,ReportingEvents,0
down,down,s,,0
in,in,s,,0
running,running,c,Motions,0
?,?,nn,Question,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,DialogCues,0
he,he,s,DialogCues,1
said,said,s,DialogCues,2
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
were,were,s,ProjectBack,0
crowned,crowned,s,ReportingEvents,0
for,for,s,Specifiers,0
that,that,n,Specifiers,1
You,you,s,DirectAddress,0
could,could,s,DirectAddress,1
not,not,s,DenyDisclaim,0
do,do,c,DenyDisclaim,1
.,.,nn,,0
For,for,s,Specifiers,0
that,that,s,Specifiers,1
I,i,s,Contingency,0
could,could,s,Contingency,1
not,not,s,DenyDisclaim,0
do,do,c,DenyDisclaim,1
?,?,n,Question,0
Why,why,c,Question,0
",",",",s,,0
Elis,elis,s,UNRECOGNIZED,0
saw,saw,s,SpaceRelation,0
me,me,s,SpaceRelation,1
doet,doet,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
do,do,s,ReportingEvents,0
it,it,s,ReportingEvents,1
with,with,s,Curiosity,0
wonder,wonder,n,Curiosity,1
Of,of,s,Specifiers,0
all,all,s,Specifiers,1
the,the,s,Specifiers,2
Judges,judges,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
lookers,lookers,s,PersonProperty,0
on,on,c,,0
:,:,n,,0
And,and,s,Resistance,0
yet,yet,c,Resistance,1
",",",",s,,0
to,to,s,ProjectAhead,0
see,see,c,ProjectAhead,1
",",",",s,,0
A,a,s,,0
villane,villane,c,UNRECOGNIZED,0
?,?,s,Question,0
could,could,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
do,do,s,ReportingEvents,0
it,it,c,ReportingEvents,1
?,?,n,Question,0
Who,who,s,Question,0
did,did,s,Question,1
it,it,s,Insist,0
better,better,c,Insist,1
?,?,s,Question,0
I,i,s,FirstPer,0
warrant,warrant,s,CommonAuthorities,0
you,you,s,DirectAddress,0
he,he,s,Citations,0
said,said,n,Citations,1
I,i,s,FirstPer,0
from,from,s,,0
the,the,s,,0
Chariot,chariot,s,SenseObject,0
fell,fell,s,ReportingEvents,0
against,against,s,SelfReluctance,0
my,my,s,SelfReluctance,1
will,will,c,SelfReluctance,2
.,.,nn,,0
He,he,s,Citations,0
said,said,s,Citations,1
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
you,you,s,DirectAddress,0
were,were,s,ProjectBack,0
thrown,thrown,s,ReportingStates,0
out,out,s,ReportingStates,1
of,of,s,,0
it,it,c,,0
",",",",n,Generalization,0
All,all,s,Generalization,1
crushed,crushed,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
maimed,maimed,c,Negativity,0
",",",",s,,0
and,and,s,,0
almost,almost,s,SubjectivePercept,0
bruised,bruised,s,Negativity,0
to,to,s,Negativity,0
death,death,c,Negativity,1
.,.,nn,,0
Malicious,malicious,s,StandardsNeg,0
Rogue,rogue,c,Negativity,0
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
fell,fell,s,ReportingEvents,0
willingly,willingly,c,SubjectivePercept,0
",",",",n,,0
To,to,s,,0
show,show,s,SenseProperty,0
of,of,s,SenseProperty,1
purpose,purpose,c,ProjectAhead,0
",",",",s,,0
with,with,s,,0
what,what,s,,0
little,little,s,SenseProperty,0
hurt,hurt,n,Negativity,0
Might,might,s,Request,0
a,a,s,Request,1
good,good,s,,0
rider,rider,s,PersonProperty,0
bear,bear,s,SenseObject,0
a,a,s,Reluctance,0
forced,forced,s,Reluctance,1
fall,fall,c,,0
.,.,n,Question,0
How,how,s,Question,1
say,say,s,Citations,0
thou,thou,c,DirectAddress,0
?,?,s,Question,0
Tigillinus,tigillinus,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
sure,sure,n,Confidence,0
Thou,thou,s,DirectAddress,0
have,have,s,,0
in,in,s,,0
driving,driving,s,Motions,0
as,as,s,Comparison,0
much,much,s,Comparison,1
skill,skill,s,StandardsPos,0
as,as,s,TimeDuration,0
he,he,c,TimeDuration,1
.,.,nn,,0
My,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
you,you,s,DirectAddress,0
greater,greater,s,Comparison,0
cunning,cunning,s,Negativity,0
showed,showed,s,ReportingEvents,0
in,in,s,,0
falling,falling,c,,0
",",",",n,,0
Then,then,s,,0
had,had,s,ProjectBack,0
you,you,s,DirectAddress,0
sat,sat,c,ReportingStates,0
.,.,nn,ReportingStates,1
I,i,s,FirstPer,0
know,know,s,Confidence,0
I,i,s,FirstPer,0
did,did,c,ReportingStates,0
;,;,s,ReportingStates,1
or,or,s,,0
bruised,bruised,s,Negativity,0
in,in,s,,0
my,my,s,FirstPer,0
fall,fall,c,,0
?,?,n,Question,0
Hurt,hurt,c,Negativity,0
!,!,s,,0
I,i,s,FirstPer,0
protest,protest,s,Resistance,0
I,i,s,SelfDisclosure,0
felt,felt,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
grief,grief,s,Sad,0
in,in,s,,0
it,it,c,,0
.,.,n,Imperative,0
Go,go,s,Imperative,1
Tigillinus,tigillinus,c,UNRECOGNIZED,0
",",",",s,,0
fetch,fetch,s,Motions,0
the,the,s,,0
