Unmask,unmask,s,Disclosure,0
Holliday,holliday,s,UNRECOGNIZED,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
loudly,loudly,s,SenseProperty,0
cry,cry,c,Motions,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
joy,joy,s,Positivity,0
of,of,s,,0
her,her,s,PersonPronoun,0
nativity,nativity,c,AbstractConcepts,0
.,.,n,,0
Ceres,ceres,s,SenseObject,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
bounteous,bounteous,s,StandardsPos,0
hand,hand,c,SenseObject,0
",",",",n,,0
Does,does,s,ReportingEvents,0
at,at,s,,0
Plenties,plenties,s,UNRECOGNIZED,0
elbo,elbo,s,UNRECOGNIZED,0
stand,stand,c,AbstractConcepts,0
:,:,n,,0
Binding,binding,s,SenseObject,0
mixed,mixed,s,SenseProperty,0
Coronets,coronets,c,SenseObject,0
",",",",n,,0
Of,of,s,,0
wheat,wheat,s,SenseObject,0
which,which,s,,0
on,on,s,SpaceRelation,0
her,her,s,SpaceRelation,1
head,head,s,SpaceRelation,2
she,she,s,Neutral_Attribution,0
sets,sets,c,Neutral_Attribution,1
.,.,n,,0
Holliday,holliday,c,UNRECOGNIZED,0
",",",",s,,0
O,o,s,LangRef,0
blessed,blessed,s,StandardsPos,0
morn,morn,c,TimeDuration,0
",",",",n,,0
This,this,s,Immediacy,0
day,day,s,Immediacy,1
Plenty,plenty,s,StandardsPos,0
has,has,s,,0
bin,bin,s,SenseObject,0
borne,borne,c,ReportingStates,0
",",",",n,ReportingStates,1
Holliday,holliday,s,UNRECOGNIZED,0
lets,lets,s,ReportingEvents,0
loudly,loudly,s,SenseProperty,0
cry,cry,c,Motions,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
joy,joy,s,Positivity,0
of,of,s,,0
her,her,s,PersonPronoun,0
nativity,nativity,c,AbstractConcepts,0
.,.,n,Imperative,0
Reach,reach,s,Imperative,1
me,me,s,FirstPer,0
the,the,s,,0
bowl,bowl,s,SenseObject,0
with,with,s,,0
rich,rich,s,Positivity,0
Autumnian,autumnian,s,UNRECOGNIZED,0
Juice,juice,c,SenseObject,0
",",",",n,,0
That,that,s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
drink,drink,s,Motions,0
a,a,s,StandardsPos,0
health,health,s,StandardsPos,1
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
new,new,s,,0
Queen,queen,c,PersonProperty,0
.,.,n,,0
Times,times,s,AbstractConcepts,0
winged,winged,s,SenseProperty,0
hours,hours,s,TimeDuration,0
(,(,c,,0
that,that,s,,0
poynted,poynted,s,UNRECOGNIZED,0
out,out,s,,0
my,my,s,FirstPer,0
raygne,raygne,c,UNRECOGNIZED,0
",",",",c,,0
),),n,,0
Are,are,s,ReportingStates,0
fled,fled,c,ReportingStates,0
;,;,s,ReportingStates,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
your,your,s,DirectAddress,0
Sovereign,sovereign,c,CommonAuthorities,0
.,.,n,Imperative,0
Wound,wound,s,Imperative,1
Air,air,s,ReportingEvents,0
with,with,s,,0
shrill,shrill,s,SenseProperty,0
tuned,tuned,s,SenseProperty,0
Canzonets,canzonets,c,SenseProperty,0
",",",",n,,0
I,i,s,FirstPer,0
rob,rob,s,Negative_Relation,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
to,to,s,,0
make,make,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Daughter,daughter,s,PersonProperty,0
rich,rich,c,Positivity,0
",",",",n,,0
Peace,peace,s,StandardsPos,0
does,does,s,ReportingEvents,0
resign,resign,s,ReportingEvents,0
her,her,s,PersonPronoun,0
pure,pure,s,StandardsPos,0
imperial,imperial,s,StandardsNeg,0
Crown,crown,c,SenseObject,0
",",",",n,,0
(,(,c,,0
Wrought,wrought,s,ReportingEvents,0
by,by,s,,0
the,the,s,CommonAuthorities,0
Muses,muses,c,CommonAuthorities,1
),),s,,0
in,in,s,PersonProperty,0
whose,whose,s,PersonProperty,1
Circle,circle,s,AbstractConcepts,0
grow,grow,n,ReportingEvents,0
All,all,s,,0
flowers,flowers,s,SenseObject,0
that,that,s,Specifiers,0
are,are,s,Specifiers,1
to,to,s,,0
Phoebus,phoebus,s,UNRECOGNIZED,0
consecrate,consecrate,c,StandardsPos,0
.,.,nn,Question,0
What,what,s,Question,1
heavenly,heavenly,s,Positivity,0
sovereignty,sovereignty,s,CommonAuthorities,0
supports,supports,s,AbstractConcepts,0
my,my,s,FirstPer,0
state,state,n,Citations,0
That,that,s,Citations,1
Plenty,plenty,s,StandardsPos,0
reigns,reigns,s,CommonAuthorities,0
(,(,c,Aside,0
as,as,s,Aside,1
Princess,princess,c,PersonProperty,0
),),s,,0
after,after,s,Sequence,0
Peace,peace,c,StandardsPos,0
?,?,n,Question,0
Then,then,s,,0
if,if,s,Contingency,0
this,this,s,,0
powerful,powerful,s,Positivity,0
arm,arm,s,SenseObject,0
can,can,s,Contingency,0
turn,turn,s,,0
the,the,s,TimeDuration,0
hour,hour,c,TimeDuration,1
",",",",n,,0
It,it,s,,0
is,is,s,ReportingStates,0
my,my,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
(,(,c,Aside,0
and,and,s,Aside,1
that,that,s,,0
shall,shall,s,ProjectAhead,0
stand,stand,s,ReportingEvents,0
for,for,s,ReportingEvents,1
law,law,c,AbstractConcepts,0
),),n,,0
That,that,s,Generalization,0
all,all,s,Generalization,1
things,things,s,Uncertainty,0
on,on,s,SpaceRelation,0
the,the,s,SpaceRelation,1
earth,earth,s,SpaceRelation,2
be,be,s,ReportingStates,0
plentiful,plentiful,c,StandardsPos,0
.,.,n,,0
I,i,s,FirstPer,0
crush,crush,s,Motions,0
out,out,s,,0
bounty,bounty,s,StandardsPos,0
from,from,s,,0
the,the,s,,0
amber,amber,s,SenseObject,0
grape,grape,c,SenseObject,0
",",",",n,,0
And,and,s,,0
fill,fill,s,,0
your,your,s,DirectAddress,0
barnes,barnes,s,UNRECOGNIZED,0
with,with,s,,0
swelling,swelling,s,SenseObject,0
sheaues,sheaues,s,UNRECOGNIZED,0
of,of,s,,0
Corn,corn,c,SenseObject,0
",",",",n,,0
How,how,s,Curiosity,0
can,can,s,Curiosity,1
this,this,c,Immediacy,0
",",",",s,Immediacy,1
but,but,s,Resistance,0
engender,engender,s,Consequence,0
blessed,blessed,s,StandardsPos,0
thought,thought,c,PrivateThinking,0
",",",",n,,0
Especially,especially,s,Specifiers,0
when,when,s,,0
Gods,gods,s,CommonAuthorities,0
our,our,s,Inclusive,0
good,good,s,,0
have,have,s,,0
sought,sought,c,ReportingEvents,0
?,?,nn,Question,0
For,for,s,,0
thee,thee,c,DirectAddress,0
",",",",s,,0
thy,thy,s,DirectAddress,0
servants,servants,s,PersonProperty,0
captiuate,captiuate,s,UNRECOGNIZED,0
the,the,s,SpaceRelation,0
Earth,earth,c,SpaceRelation,1
",",",",n,,0
Her,her,s,PersonPronoun,0
fruitfulnes,fruitfulnes,s,UNRECOGNIZED,0
falls,falls,s,Negativity,0
down,down,s,Negativity,1
at,at,s,,0
Plentyes,plentyes,s,UNRECOGNIZED,0
feet,feet,c,SenseObject,0
.,.,nn,,0
Bachus,bachus,s,UNRECOGNIZED,0
will,will,s,PredictedFuture,0
cheer,cheer,s,Positivity,0
her,her,s,PersonPronoun,0
melancholy,melancholy,s,Sad,0
sense,sense,c,AbstractConcepts,0
",",",",n,,0
With,with,s,,0
drops,drops,s,,0
of,of,s,,0
Nectar,nectar,s,SenseObject,0
from,from,s,,0
this,this,s,,0
Crimson,crimson,s,SenseProperty,0
Juice,juice,c,SenseObject,0
.,.,nn,,0
Her,her,s,PersonPronoun,0
body,body,s,SenseObject,0
shall,shall,s,ProjectAhead,0
sustain,sustain,s,TimeDuration,0
ten,ten,s,Numbers,0
thousand,thousand,s,Numbers,1
wounds,wounds,c,Negativity,0
",",",",n,,0
And,and,s,,0
swarthy,swarthy,s,SenseProperty,0
India,india,s,,0
be,be,s,ReportingStates,0
transformed,transformed,s,Transformation,0
to,to,s,,0
Sea,sea,c,SenseObject,0
",",",",n,,0
Disgorging,disgorging,s,Motions,0
golden,golden,s,SenseProperty,0
choler,choler,s,Negativity,0
to,to,s,,0
the,the,s,,0
waves,waves,c,SenseObject,0
",",",",n,,0
Before,before,s,Sequence,0
sweet,sweet,s,SenseProperty,0
Plenty,plenty,s,StandardsPos,0
find,find,s,,0
the,the,s,,0
least,least,s,Comparison,0
defect,defect,c,Negativity,0
.,.,nn,,0
For,for,s,,0
this,this,s,,0
abundance,abundance,s,Positivity,0
powered,powered,s,ReportingEvents,0
at,at,s,,0
Plenties,plenties,s,UNRECOGNIZED,0
feet,feet,c,SenseObject,0
",",",",n,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
be,be,s,ReportingStates,0
Tetrarch's,tetrarch's,s,UNRECOGNIZED,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
petty,petty,s,Negativity,0
world,world,c,AbstractConcepts,0
.,.,nn,Question,0
What,what,s,Question,1
dullards,dullards,s,Negativity,0
thus,thus,c,ReasonForward,0
",",",",s,,0
would,would,s,ProjectBack,0
dote,dote,s,Positivity,0
in,in,s,,0
rusty,rusty,s,SenseProperty,0
Art,art,c,AbstractConcepts,0
?,?,n,Question,0
Plod,plod,s,Motions,0
ding,ding,s,SenseProperty,0
upon,upon,s,,0
a,a,s,,0
book,book,s,,0
to,to,s,,0
dull,dull,s,SenseProperty,0
the,the,s,,0
sense,sense,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
see,see,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
world,world,s,CommonAuthorities,2
become,become,s,Transformation,0
a,a,s,Transformation,1
treasure-house,treasure-house,c,SenseProperty,0
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
Angels,angels,s,SenseObject,0
swarm,swarm,s,SpaceRelation,0
like,like,s,SubjectivePercept,0
Bees,bees,s,SenseObject,0
in,in,s,,0
Plenties,plenties,s,UNRECOGNIZED,0
streets,streets,c,SenseObject,0
",",",",n,,0
And,and,s,,0
every,every,s,Generalization,0
Peasant,peasant,s,PersonProperty,0
surfets,surfets,s,UNRECOGNIZED,0
on,on,s,,0
their,their,s,PersonPronoun,0
sweetes,sweetes,c,UNRECOGNIZED,0
?,?,nn,Question,0
Give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
a,a,s,ReportingEvents,2
season,season,s,RecurringEvents,0
that,that,s,PredictedFuture,0
will,will,s,PredictedFuture,1
stir,stir,s,Motions,0
the,the,s,SenseObject,0
blood,blood,n,SenseObject,1
I,i,s,SelfDisclosure,0
like,like,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
Nigardice,nigardice,s,UNRECOGNIZED,0
to,to,s,,0
hungar-starue,hungar-starue,c,UNRECOGNIZED,0
",",",",n,,0
It,it,s,,0
Is,is,s,Positivity,0
good,good,s,Positivity,1
when,when,s,,0
pooremen,pooremen,s,UNRECOGNIZED,0
frolic,frolic,s,Positivity,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
hall,hall,c,SpaceRelation,2
",",",",n,,0
The,the,s,,0
whilst,whilst,s,TimeDuration,0
our,our,s,Inclusive,0
fathers,fathers,s,Inclusive,1
in,in,s,,0
the,the,s,,0
Chambers,chambers,s,SenseObject,0
feast,feast,c,SenseObject,0
",",",",n,,0
And,and,s,,0
none,none,s,DenyDisclaim,0
repines,repines,s,Negativity,0
at,at,s,Intensity,0
any,any,s,Intensity,1
stranger-guest,stranger-guest,c,UNRECOGNIZED,0
.,.,nn,Question,0
Who,who,s,Question,1
was,was,s,Question,2
the,the,s,Biographical_Time,0
author,author,s,Biographical_Time,1
of,of,s,Biographical_Time,2
this,this,s,,0
store,store,c,SenseObject,0
",",",",s,Resistance,0
but,but,s,Resistance,1
Peace,peace,c,StandardsPos,0
?,?,n,Question,0
That,that,s,,0
common-welth,common-welth,s,UNRECOGNIZED,0
is,is,s,Resistance,0
never,never,s,Resistance,1
well,well,s,SenseObject,0
at,at,s,Positivity,0
ease,ease,c,Positivity,1
",",",",n,SpaceRelation,0
Where,where,s,SpaceRelation,1
Parchment,parchment,s,SenseObject,0
skins,skins,c,Motions,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
use,use,s,ReportingEvents,0
should,should,s,Insist,0
bear,bear,s,SenseObject,0
records,records,c,SenseObject,0
",",",",n,,0
Must,must,s,Insist,0
head,head,s,SenseObject,0
their,their,s,PersonPronoun,0
brawling,brawling,s,SpaceRelation,0
Drums,drums,s,SenseObject,0
and,and,s,,0
keep,keep,s,TimeDuration,0
a,a,s,,0
coil,coil,c,SenseObject,0
",",",",n,,0
As,as,s,Resemblances,0
if,if,s,Resemblances,1
they,they,s,Neutral_Attribution,0
threatened,threatened,s,Neutral_Attribution,1
Plenty,plenty,s,StandardsPos,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
spoil,spoil,c,Negativity,0
.,.,nn,,0
Your,your,s,DirectAddress,0
houses,houses,s,SenseObject,0
must,must,s,Insist,0
be,be,s,SubjectivePercept,0
open,open,s,SubjectivePercept,1
to,to,s,SubjectivePercept,2
the,the,s,StandardsNeg,0
poor,poor,c,StandardsNeg,1
",",",",n,,0
Your,your,s,DirectAddress,0
dusty,dusty,s,SenseProperty,0
Tables,tables,s,SenseObject,0
filled,filled,s,SenseProperty,0
with,with,s,SenseProperty,1
store,store,s,SenseObject,0
of,of,s,,0
meat,meat,c,SenseObject,0
",",",",n,,0
Let,let,s,ReportingEvents,0
goodly,goodly,s,StandardsPos,0
yeomen,yeomen,s,PersonProperty,0
at,at,s,SpaceRelation,0
your,your,s,SpaceRelation,1
elboes,elboes,s,UNRECOGNIZED,0
stand,stand,c,AbstractConcepts,0
",",",",n,,0
Swords,swords,s,SenseObject,0
by,by,s,SpaceRelation,0
their,their,s,SpaceRelation,1
sides,sides,s,SpaceRelation,2
and,and,s,,0
trenchers,trenchers,s,PersonProperty,0
in,in,s,Specifiers,0
their,their,s,Specifiers,1
hand,hand,c,SenseObject,0
:,:,n,,0
Long-skirted,long-skirted,s,UNRECOGNIZED,0
coats,coats,c,SenseObject,0
",",",",s,,0
wide-sleeues,wide-sleeues,s,UNRECOGNIZED,0
with,with,s,,0
cloth,cloth,c,SenseObject,0
',',s,,0
enough,enough,c,SubjectivePercept,0
:,:,n,,0
Thus,thus,s,ReasonForward,0
Lords,lords,c,CommonAuthorities,0
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
my,my,s,FirstPer,0
government,government,s,CommonAuthorities,0
enlarge,enlarge,c,Transformation,0
",",",",n,,0
Reverence,reverence,s,StandardsPos,0
your,your,s,DirectAddress,0
Queen,queen,c,PersonProperty,0
",",",",s,,0
by,by,s,,0
practizing,practizing,s,UNRECOGNIZED,0
her,her,s,Responsibility,0
charge,charge,c,Responsibility,1
.,.,nn,,0
Ours,ours,s,Inclusive,0
be,be,s,ReportingStates,0
the,the,s,ReportingStates,1
charge,charge,s,AbstractConcepts,0
and,and,s,,0
thine,thine,s,UNRECOGNIZED,0
the,the,s,,0
Empire,empire,c,CommonAuthorities,0
.,.,nn,,0
Gallants,gallants,s,SubjectivePercept,0
let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
invent,invent,s,StandardsPos,0
some,some,s,Uncertainty,0
pleasing,pleasing,s,Positivity,0
sportes,sportes,c,UNRECOGNIZED,0
",",",",n,,0
To,to,s,,0
fit,fit,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Plentuous,plentuous,s,UNRECOGNIZED,0
humor,humor,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
the,the,s,TimeShift,0
Time,time,c,TimeShift,1
",",",",nn,,0
What,what,s,,0
better,better,s,Comparison,0
recreations,recreations,s,RecurringEvents,0
can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
find,find,c,,0
",",",",n,,0
Then,then,s,,0
sacred,sacred,s,StandardsPos,0
knowledge,knowledge,s,StandardsPos,0
in,in,s,StandardsPos,1
diuinest,diuinest,s,UNRECOGNIZED,0
things,things,c,Uncertainty,0
.,.,nn,,0
Your,your,s,DirectAddress,0
books,books,s,SenseObject,0
are,are,s,ReportingStates,0
Adamants,adamants,s,Intensity,0
and,and,s,,0
you,you,s,DirectAddress,0
the,the,s,SenseObject,0
Iron,iron,n,SenseObject,1
That,that,s,,0
cleaues,cleaues,s,UNRECOGNIZED,0
to,to,s,,0
them,them,s,,0
till,till,s,AbstractConcepts,0
you,you,s,DirectAddress,0
confound,confound,s,Negativity,0
your,your,s,DirectAddress,0
self,self,nn,SubjectivePercept,0
Poor,poor,s,Negativity,0
Scholar,scholar,s,StandardsPos,0
spend,spend,s,ReportingEvents,0
thy,thy,s,DirectAddress,0
spirits,spirits,s,SubjectivePercept,0
so,so,s,,0
and,and,s,,0
dye,dye,c,SenseObject,0
.,.,nn,DirectAddress,0
Let,let,s,DirectAddress,1
them,them,s,DirectAddress,2
do,do,s,Intensity,0
so,so,s,Intensity,1
that,that,s,,0
list,list,c,,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
will,will,s,PredictedFuture,0
not,not,c,PredictedFuture,1
!,!,c,,0
.,.,nn,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
feed,feed,s,SenseObject,0
my,my,s,FirstPer,0
appetite,appetite,s,SubjectivePercept,0
with,with,s,,0
Air,air,c,ReportingEvents,0
",",",",n,,0
I,i,s,Curiosity,0
must,must,s,Curiosity,1
pursue,pursue,s,Curiosity,2
my,my,s,FirstPer,0
pleasures,pleasures,s,Positivity,0
royally,royally,c,CommonAuthorities,0
",",",",n,,0
That,that,s,,0
spung'd,spung'd,s,UNRECOGNIZED,0
in,in,s,,0
sweat,sweat,c,SenseObject,0
",",",",s,,0
I,i,s,FirstPer,0
may,may,s,Contingency,0
return,return,s,SceneShift,0
from,from,s,SceneShift,1
sport,sport,c,AbstractConcepts,0
",",",",n,,0
Mount,mount,s,Motions,0
me,me,s,FirstPer,0
on,on,s,SpaceRelation,0
horseback,horseback,c,SpaceRelation,1
",",",",s,,0
keep,keep,s,TimeDuration,0
the,the,s,SenseObject,0
Hounds,hounds,s,SenseObject,1
and,and,s,,0
Hawks,hawks,c,SenseObject,0
",",",",n,,0
And,and,s,,0
leave,leave,s,,0
this,this,s,,0
Idle,idle,s,SenseProperty,0
contemplation,contemplation,c,PrivateThinking,0
",",",",n,,0
To,to,s,,0
rugged,rugged,s,SenseProperty,0
Stoicall,stoicall,s,UNRECOGNIZED,0
Morosophists,morosophists,c,UNRECOGNIZED,0
.,.,nn,,0
O,o,c,LangRef,0
!,!,s,,0
did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
but,but,s,Resistance,0
your,your,s,DirectAddress,0
own,own,s,DirectAddress,1
true,true,s,StandardsPos,0
glories,glories,s,StandardsPos,0
know,know,c,Confidence,0
",",",",n,,0
Your,your,s,DirectAddress,0
judgments,judgments,s,PrivateThinking,0
would,would,s,Contingency,0
not,not,s,Contingency,1
then,then,s,Sequence,0
decline,decline,s,Sequence,1
so,so,s,,0
low,low,c,AbstractConcepts,0
.,.,nn,Question,0
What,what,s,Question,1
Master,master,s,PersonProperty,0
Pedant,pedant,c,PersonProperty,0
",",",",s,,0
pray,pray,s,Intensity,0
forbear,forbear,c,Reluctance,0
",",",",s,,0
forbear,forbear,c,Reluctance,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
you,you,s,DirectAddress,0
my,my,s,DirectAddress,0
Lord,lord,s,DirectAddress,1
that,that,s,,0
must,must,s,Insist,0
forbear,forbear,s,Reluctance,0
to,to,s,,0
err,err,c,StandardsNeg,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
still,still,s,Updates,0
safe,safe,s,StandardsPos,0
erring,erring,s,StandardsNeg,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
multitude,multitude,c,AbstractConcepts,0
:,:,nn,,0
A,a,s,Negativity,0
wretched,wretched,s,Negativity,1
moral,moral,c,StandardsPos,0
;,;,s,,0
more,more,s,Comparison,0
then,then,s,,0
barbarous,barbarous,s,Negativity,0
rude,rude,c,Negative_Relation,0
.,.,nn,Question,0
How,how,s,Question,1
you,you,s,DirectAddress,0
translating-scholler,translating-scholler,c,UNRECOGNIZED,0
?,?,s,Question,0
you,you,s,DirectAddress,0
can,can,s,Contingency,0
make,make,n,ReportingEvents,0
A,a,s,Negativity,0
stabbing,stabbing,s,Negativity,1
Satir,satir,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
an,an,s,,0
Epigram,epigram,c,LangRef,0
",",",",n,,0
And,and,s,,0
think,think,s,PrivateThinking,0
you,you,s,DirectAddress,0
carry,carry,s,Motions,0
just,just,s,Intensity,0
Ramnusia's,ramnusia's,s,UNRECOGNIZED,0
whippe,whippe,n,UNRECOGNIZED,0
To,to,s,,0
lash,lash,s,Negativity,0
the,the,s,Negativity,1
patient,patient,c,PersonProperty,0
;,;,s,,0
go,go,c,ReportingEvents,0
",",",",s,,0
get,get,s,DirectAddress,0
you,you,s,DirectAddress,1
clothes,clothes,c,SenseObject,0
",",",",n,,0
Our,our,s,Inclusive,0
freeborn,freeborn,s,AbstractConcepts,0
blood,blood,s,SenseObject,0
such,such,s,Intensity,0
apprehension,apprehension,s,Fear,0
lothes,lothes,c,UNRECOGNIZED,0
.,.,nn,,0
Proud,proud,s,StandardsPos,0
Lord,lord,c,CommonAuthorities,0
",",",",s,,0
poor,poor,s,Negativity,0
Art,art,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
wear,wear,s,SpaceRelation,0
a,a,s,SpaceRelation,1
glorious,glorious,s,Positivity,0
crown,crown,c,SenseObject,0
",",",",n,,0
When,when,s,,0
her,her,s,PersonPronoun,0
despisers,despisers,s,Negative_Relation,0
die,die,s,AbstractConcepts,0
to,to,s,Generalization,0
all,all,s,Generalization,1
renown,renown,c,StandardsPos,0
.,.,nn,Question,0
Where,where,s,Question,1
Is,is,s,Question,2
this,this,s,,0
drunkard,drunkard,s,PersonProperty,0
Clarke,clarke,s,UNRECOGNIZED,0
to,to,s,,0
ring,ring,s,Motions,0
the,the,s,Motions,1
bell,bell,c,Motions,2
?,?,nn,Question,0
Heigho,heigho,c,UNRECOGNIZED,0
",",",",s,,0
bottle,bottle,s,SenseObject,0
Ale,ale,s,SenseObject,0
has,has,s,,0
buttond,buttond,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
cappe,cappe,c,UNRECOGNIZED,0
.,.,nn,Question,0
What,what,s,Question,1
Is,is,s,Question,2
a,a,s,,0
quarter,quarter,s,,0
of,of,s,,0
Corn,corn,c,SenseObject,0
?,?,nn,Question,0
Two,two,s,Numbers,0
and,and,s,,0
sixpence,sixpence,c,Numbers,0
.,.,nn,,0
Ty't,ty't,s,UNRECOGNIZED,0
up,up,s,,0
it,it,s,,0
is,is,s,SelfDisclosure,0
mine,mine,c,SelfDisclosure,1
.,.,nn,,0
ha'y,ha'y,c,UNRECOGNIZED,0
',',s,,0
any,any,s,,0
Potatoes,potatoes,c,SenseObject,0
?,?,nn,Question,0
Th'aboundance,th'aboundance,s,UNRECOGNIZED,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
quite-cost,quite-cost,s,UNRECOGNIZED,0
the,the,s,,0
bringing,bringing,c,,0
.,.,nn,Question,0
What,what,s,Question,1
Is,is,s,Question,2
your,your,s,DirectAddress,0
Cock-sparrowes,cock-sparrowes,s,UNRECOGNIZED,0
a,a,s,,0
dozen,dozen,c,AbstractConcepts,0
?,?,nn,Question,0
A,a,s,,0
penny,penny,s,SenseObject,0
Mistress,mistress,c,PersonProperty,0
.,.,nn,ReportingStates,0
There,there,s,ReportingStates,1
Is,is,s,ReportingStates,2
for,for,s,,0
a,a,s,,0
dozen,dozen,c,AbstractConcepts,0
;,;,s,,0
hold,hold,c,,0
.,.,nn,,0
All,all,s,SubjectivePercept,0
they,they,s,SubjectivePercept,1
that,that,s,Contingency,0
can,can,s,Contingency,1
sing,sing,s,Motions,0
and,and,s,,0
say,say,c,Citations,0
",",",",n,,0
Come,come,s,Transformation,0
to,to,s,Transformation,1
the,the,s,Transformation,2
Towne-house,towne-house,s,UNRECOGNIZED,0
and,and,s,,0
see,see,s,,0
a,a,s,,0
Play,play,c,ReportingEvents,0
",",",",n,,0
At,at,s,,0
three,three,s,Numbers,0
a,a,s,SenseObject,0
clock,clock,s,SenseObject,1
it,it,s,ProjectAhead,0
shall,shall,s,ProjectAhead,1
begin,begin,c,Sequence,0
",",",",n,,0
The,the,s,,0
finest,finest,s,StandardsPos,0
play,play,s,ReportingEvents,0
that,that,s,,0
e're,e're,s,SubjectivePercept,0
was,was,s,ProjectBack,0
seen,seen,c,ReportingStates,0
.,.,n,ReportingStates,1
Yet,yet,s,Resistance,0
there,there,s,Resistance,1
is,is,s,Resistance,2
one,one,s,Numbers,0
thing,thing,s,Uncertainty,0
more,more,s,Comparison,0
in,in,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
mind,mind,c,SelfDisclosure,2
",",",",n,,0
Take,take,s,SubjectivePercept,0
heed,heed,s,SubjectivePercept,1
you,you,s,DirectAddress,0
leave,leave,s,,0
not,not,s,DenyDisclaim,0
your,your,s,DirectAddress,0
purses,purses,s,SenseObject,0
behind,behind,c,,0
.,.,nn,Question,0
What,what,s,Question,1
Is,is,s,Question,2
your,your,s,DirectAddress,0
plays,plays,s,ReportingEvents,0
name,name,c,LangRef,0
?,?,s,Question,0
Masters,masters,s,StandardsPos,0
whose,whose,s,PersonPronoun,0
men,men,s,PersonProperty,0
are,are,s,ReportingStates,0
ye,ye,c,OralCues,0
?,?,s,Question,0
how,how,s,,0
the,the,s,ProjectAhead,0
sign,sign,s,ProjectAhead,1
of,of,s,ProjectAhead,2
the,the,s,,0
Owl,owl,n,SenseObject,0
ith,ith,s,UNRECOGNIZED,0
luy,luy,s,UNRECOGNIZED,0
bush,bush,c,SenseObject,0
?,?,s,Question,0
Ser,ser,s,AbstractConcepts,0
Oliver,oliver,s,,0
Owlets,owlets,nnn,SenseObject,0
It,it,s,,0
Is,is,s,Support,0
a,a,s,Support,1
sign,sign,s,Support,2
ye,ye,s,OralCues,0
are,are,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
blind,blind,s,Negativity,0
Sir,sir,c,PersonProperty,0
.,.,nn,,0
The,the,s,Positivity,0
best,best,s,Positivity,1
that,that,s,,0
ever,ever,s,Biographical_Time,0
trod,trod,s,Motions,0
on,on,s,Motions,1
stage,stage,c,SenseObject,0
.,.,n,,0
The,the,s,,0
Lascivious,lascivious,s,SubjectivePercept,0
Knight,knight,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
Lady,lady,s,PersonProperty,0
Nature,nature,c,AbstractConcepts,0
.,.,nn,DirectAddress,0
Have,have,s,DirectAddress,1
you,you,s,DirectAddress,2
cried,cried,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Play,play,c,ReportingEvents,0
",",",",s,,0
masters,masters,c,StandardsPos,0
?,?,nn,Question,0
I,i,c,FirstPer,0
",",",",s,,0
I,i,c,FirstPer,0
",",",",s,,0
I,i,c,FirstPer,0
",",",",s,,0
no,no,s,Confidence,0
doubt,doubt,s,Confidence,1
we,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
have,have,s,,0
good,good,s,,0
doings,doings,c,GenericEvents,0
",",",",s,Resistance,0
but,but,s,Resistance,1
How,how,s,,0
proceed,proceed,s,Sequence,0
you,you,s,DirectAddress,0
