FOrtune,fortune,c,ProjectAhead,0
will,will,s,PredictedFuture,0
pronounce,pronounce,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
happy,happy,s,Positivity,0
word,word,c,LangRef,0
",",",",s,,0
Be,be,s,ReportingStates,0
rich,rich,c,Positivity,0
.,.,n,,0
This,this,s,Immediacy,0
day,day,c,Immediacy,1
",",",",s,,0
you,you,s,Insist,0
shall,shall,s,Insist,1
be,be,s,ReportingStates,0
Specta^ssimi,specta^ssimi,c,UNRECOGNIZED,0
.,.,n,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
deal,deal,s,ReportingEvents,0
with,with,s,ReportingEvents,1
the,the,s,,0
hollow,hollow,s,SenseProperty,0
Die,die,c,AbstractConcepts,0
",",",",n,,0
Or,or,s,,0
the,the,s,,0
frail,frail,s,SenseProperty,0
Card,card,c,SenseObject,0
.,.,s,,0
No,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
be,be,s,SpaceRelation,0
at,at,s,SpaceRelation,1
charge,charge,s,AbstractConcepts,0
of,of,s,,0
keeping,keeping,n,TimeDuration,0
The,the,s,,0
Liuery-punke,liuery-punke,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
my,my,s,FirstPer,0
young,young,s,SenseProperty,0
Heir,heir,c,PersonProperty,0
",",",",s,,0
that,that,s,,0
must,must,n,Insist,0
Seal,seal,c,SenseObject,0
",",",",s,,0
at,at,s,Negativity,0
all,all,s,Negativity,1
hours,hours,c,Negativity,2
",",",",s,,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
shirt,shirt,c,SenseObject,0
.,.,s,,0
No,no,s,DenyDisclaim,0
more,more,n,DenyDisclaim,1
If,if,s,Contingency,0
he,he,s,Contingency,1
deny,deny,c,Repair_Citation,0
",",",",s,,0
ha'him,ha'him,s,UNRECOGNIZED,0
beaten,beaten,s,Negativity,0
to,to,s,,0
it,it,c,,0
",",",",s,,0
as,as,s,TimeDuration,0
he,he,s,TimeDuration,1
is,is,n,TimeDuration,2
That,that,s,,0
brings,brings,s,,0
him,him,s,PersonPronoun,0
the,the,s,,0
commodity,commodity,c,AbstractConcepts,0
.,.,s,,0
No,no,s,Updates,0
more,more,n,Updates,1
Shall,shall,s,Updates,2
thirst,thirst,s,SenseProperty,0
of,of,s,,0
satin,satin,c,SenseObject,0
",",",",s,,0
or,or,s,,0
the,the,s,,0
covetous,covetous,s,SubjectivePercept,0
hunger,hunger,n,Negativity,0
Of,of,s,,0
velvet,velvet,s,SenseProperty,0
entrayles,entrayles,c,UNRECOGNIZED,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
a,a,s,,0
rude,rude,s,Negative_Relation,0
spun,spun,s,ReportingEvents,0
cloak,cloak,c,SenseObject,0
",",",",n,,0
To,to,s,GenericEvents,0
be,be,s,GenericEvents,1
displayed,displayed,s,SpaceRelation,0
at,at,s,SpaceRelation,1
Madam,madam,s,PersonProperty,0
Augusta's,augusta's,c,UNRECOGNIZED,0
",",",",s,,0
make,make,n,ReportingEvents,0
The,the,s,PersonProperty,0
sons,sons,s,PersonProperty,1
of,of,s,,0
Sword,sword,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Hazard,hazard,s,Negativity,0
fall,fall,s,,0
before,before,n,Sequence,0
The,the,s,,0
golden,golden,s,SenseProperty,0
Calfe,calfe,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
on,on,s,SpaceRelation,0
their,their,s,SpaceRelation,1
knees,knees,c,SpaceRelation,2
",",",",s,,0
whole,whole,s,,0
nights,nights,c,,0
",",",",n,,0
Commit,commit,s,ReportingEvents,0
I,i,s,FirstPer,0
dolatry,dolatry,s,UNRECOGNIZED,0
with,with,s,SenseProperty,0
Wine,wine,c,SenseProperty,1
",",",",s,,0
and,and,s,,0
Trumpets,trumpets,n,SenseObject,0
Or,or,s,,0
go,go,s,ReportingEvents,0
a,a,s,,0
feasting,feasting,c,Positivity,0
",",",",s,,0
after,after,s,Sequence,0
Drum,drum,s,SenseObject,0
and,and,s,,0
Ensign,ensign,c,PersonProperty,0
.,.,n,,0
No,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
of,of,s,Specifiers,0
this,this,c,Specifiers,1
.,.,s,,0
You,you,s,Insist,0
shall,shall,s,Insist,1
start,start,s,Sequence,0
up,up,s,,0
young,young,s,SenseProperty,0
Vice-roies,vice-roies,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
have,have,s,DirectAddress,0
your,your,s,DirectAddress,1
Punques,punques,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Punquettees,punquettees,c,UNRECOGNIZED,0
",",",",s,,0
my,my,s,FirstPer,0
Surly,surly,c,Negative_Relation,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
unto,unto,s,CommonAuthorities,0
thee,thee,c,DirectAddress,0
",",",",s,,0
I,i,s,FirstPer,0
speak,speak,s,ReportingEvents,0
it,it,s,Sequence,0
first,first,c,Sequence,1
",",",",s,,0
Berich,berich,c,UNRECOGNIZED,0
.,.,n,Question,0
Where,where,s,Question,1
is,is,s,Question,2
my,my,s,FirstPer,0
Subtle,subtle,c,SubjectivePercept,0
",",",",s,,0
there,there,c,,0
?,?,s,Question,0
Within,within,s,,0
Hough,hough,c,SenseObject,0
?,?,s,Question,0
Sir,sir,c,PersonProperty,0
.,.,n,,0
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
come,come,s,PredictedFuture,1
to,to,s,PredictedFuture,2
you,you,c,DirectAddress,0
",",",",s,,0
by,by,s,TimeShift,0
and,and,s,TimeShift,1
by,by,c,TimeShift,2
.,.,n,,0
That,that,s,Specifiers,0
Is,is,s,Specifiers,1
his,his,s,Specifiers,2
Fire-drake,fire-drake,c,SenseProperty,0
",",",",n,,0
His,his,s,PersonPronoun,0
Lungs,lungs,c,SenseObject,0
",",",",s,,0
his,his,s,PersonPronoun,0
Zephyrus,zephyrus,c,UNRECOGNIZED,0
",",",",s,,0
he,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
puffes,puffes,s,UNRECOGNIZED,0
his,his,s,PersonPronoun,0
coals,coals,c,SenseObject,0
",",",",n,,0
Till,till,s,TimeShift,0
he,he,s,TimeShift,1
firke,firke,s,UNRECOGNIZED,0
Nature,nature,c,AbstractConcepts,0
",",",",s,,0
up,up,c,,0
",",",",s,,0
in,in,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
own,own,s,SubjectivePercept,2
center,center,c,AbstractConcepts,0
.,.,n,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
not,not,s,DenyDisclaim,0
faithful,faithful,c,StandardsPos,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
.,.,s,,0
This,this,s,Immediacy,0
night,night,c,Immediacy,1
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
change,change,n,Transformation,0
All,all,c,,0
",",",",s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
metal,metal,c,SenseObject,0
",",",",s,,0
in,in,s,,0
my,my,s,FirstPer,0
house,house,c,SenseObject,0
",",",",s,,0
to,to,s,,0
gold,gold,c,SenseObject,0
.,.,n,DirectAddress,0
And,and,c,DirectAddress,1
",",",",s,,0
early,early,s,Sequence,0
in,in,s,Sequence,1
the,the,s,Sequence,2
morning,morning,c,,0
",",",",s,,0
will,will,s,PredictedFuture,0
I,i,s,FirstPer,0
send,send,n,SceneShift,0
To,to,s,SceneShift,1
all,all,s,Generalization,0
the,the,s,Generalization,1
Plumbers,plumbers,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
the,the,s,,0
Peuterers,peuterers,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
buy,buy,s,ReportingEvents,0
their,their,s,ReportingEvents,1
Tin,tin,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
Lead,lead,s,ReportingEvents,0
up,up,c,ReportingEvents,1
:,:,s,,0
and,and,s,,0
to,to,s,,0
Lothbury,lothbury,c,UNRECOGNIZED,0
.,.,n,,0
For,for,s,Specifiers,0
all,all,s,Specifiers,1
the,the,s,SenseObject,0
copper,copper,c,SenseObject,1
.,.,nn,Question,0
What,what,c,Question,1
",",",",s,Question,2
and,and,s,,0
turn,turn,s,,0
that,that,s,,0
too,too,c,,0
?,?,nn,Question,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
purchase,purchase,s,ReportingEvents,0
Devonshire,devonshire,c,,0
",",",",s,,0
and,and,s,,0
Cornwaile,cornwaile,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
make,make,s,ReportingEvents,0
them,them,s,,0
perfect,perfect,s,StandardsPos,0
Indies,indies,c,,0
.,.,s,,0
You,you,s,DirectAddress,0
admire,admire,s,StandardsPos,0
now,now,c,Immediacy,0
?,?,nn,Question,0
No,no,s,DenyDisclaim,0
faith,faith,c,StandardsPos,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
when,when,s,DirectAddress,0
you,you,s,DirectAddress,1
see,see,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
effects,effects,s,SubjectivePercept,2
of,of,s,SubjectivePercept,3
the,the,s,Intensity,0
great,great,s,Intensity,1
medicine,medicine,c,AbstractConcepts,0
!,!,n,,0
Of,of,s,Specifiers,0
which,which,s,Specifiers,1
one,one,s,Numbers,0
part,part,s,,0
proiected,proiected,s,UNRECOGNIZED,0
on,on,s,,0
a,a,s,,0
hundred,hundred,n,Numbers,0
Of,of,s,,0
Mercury,mercury,c,SenseObject,0
",",",",s,,0
or,or,s,,0
Venus,venus,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
the,the,s,SenseObject,0
Moon,moon,c,SenseObject,1
",",",",n,,0
Shall,shall,s,ProjectAhead,0
turn,turn,s,,0
it,it,c,,0
",",",",s,,0
to,to,s,,0
as,as,s,,0
many,many,s,Specifiers,0
of,of,s,Specifiers,1
the,the,s,Specifiers,2
Sun,sun,c,SenseObject,0
;,;,n,,0
Nay,nay,c,OralCues,0
",",",",s,,0
to,to,s,,0
a,a,s,,0
thousand,thousand,c,Numbers,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
ad,ad,s,AbstractConcepts,0
infinitum,infinitum,c,AbstractConcepts,1
:,:,n,,0
You,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
believe,believe,s,PrivateThinking,0
me,me,c,FirstPer,0
.,.,nn,,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
when,when,s,Autobio,0
I,i,s,Autobio,1
see,see,s,PrivateThinking,0
it,it,c,PrivateThinking,1
",",",",s,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
.,.,n,Resistance,0
But,but,c,Resistance,1
",",",",s,,0
if,if,s,Contingency,0
my,my,s,FirstPer,0
eyes,eyes,s,SenseObject,0
do,do,s,Intensity,0
cossen,cossen,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
so,so,s,,0
(,(,c,Aside,0
and,and,s,Aside,1
I,i,n,FirstPer,0
Giuing'hem,giuing'hem,s,UNRECOGNIZED,0
no,no,s,DenyDisclaim,0
occasion,occasion,c,AbstractConcepts,0
),),s,,0
sure,sure,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
have,have,n,Metadiscourse,2
A,a,s,,0
Whore,whore,c,Negativity,0
",",",",s,,0
shall,shall,s,ProjectAhead,0
pisse'hem,pisse'hem,s,UNRECOGNIZED,0
out,out,s,,0
next,next,s,PredictedFuture,0
day,day,c,PredictedFuture,1
.,.,nn,,0
Ha,ha,c,OralCues,0
!,!,s,,0
Why,why,c,Question,0
?,?,n,Question,0
Do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
think,think,c,PrivateThinking,0
",",",",s,,0
I,i,s,FirstPer,0
fable,fable,s,LangRef,0
with,with,s,DirectAddress,0
you,you,c,DirectAddress,1
?,?,s,Question,0
I,i,s,Reassure,0
assure,assure,s,Reassure,1
you,you,c,Reassure,2
",",",",n,,0
He,he,s,CommonAuthorities,0
that,that,s,CommonAuthorities,1
has,has,s,,0
once,once,s,TimeShift,0
the,the,s,TimeShift,1
Flower,flower,s,SenseObject,0
of,of,s,,0
the,the,s,SenseObject,0
Sun,sun,c,SenseObject,1
",",",",n,,0
The,the,s,StandardsPos,0
perfect,perfect,s,StandardsPos,1
Ruby,ruby,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
we,we,s,,0
call,call,s,ReportingEvents,0
Elixir,elixir,c,SenseObject,0
",",",",n,,0
Not,not,s,Metadiscourse,0
only,only,s,Metadiscourse,1
can,can,s,Confidence,0
do,do,s,Confidence,1
that,that,c,,0
",",",",s,Resistance,0
but,but,s,Resistance,1
by,by,s,,0
it,it,s,,0
is,is,s,ReportingStates,0
virtue,virtue,c,StandardsPos,0
",",",",n,,0
Can,can,s,Contingency,0
confer,confer,s,SpaceRelation,0
honor,honor,c,StandardsPos,0
",",",",s,,0
love,love,c,Positivity,0
",",",",s,,0
respect,respect,c,StandardsPos,0
",",",",s,,0
long,long,s,StandardsPos,0
life,life,c,StandardsPos,1
",",",",n,,0
Give,give,s,,0
safty,safty,c,UNRECOGNIZED,0
",",",",s,,0
valor,valor,c,StandardsPos,0
:,:,s,,0
yea,yea,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
victory,victory,c,Positivity,0
",",",",n,,0
To,to,s,PersonProperty,0
whom,whom,s,PersonProperty,1
he,he,s,PersonPronoun,0
will,will,c,PredictedFuture,0
.,.,s,,0
In,in,s,,0
eight,eight,c,Numbers,0
",",",",s,,0
and,and,s,,0
twenty,twenty,s,Numbers,0
days,days,c,TimeDuration,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
an,an,s,PersonProperty,0
Old,old,s,PersonProperty,1
man,man,c,PersonProperty,2
",",",",s,,0
of,of,s,,0
fourscore,fourscore,c,Numbers,0
",",",",s,,0
a,a,s,PersonProperty,0
Child,child,c,PersonProperty,1
.,.,nn,,0
No,no,s,Confidence,0
doubt,doubt,s,Confidence,1
hee'is,hee'is,s,UNRECOGNIZED,0
that,that,s,,0
already,already,c,Updates,0
.,.,nn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
I,i,s,SelfDisclosure,0
mean,mean,c,SelfDisclosure,1
",",",",n,,0
Restore,restore,s,ReportingEvents,0
his,his,s,SubjectiveTime,0
years,years,c,SubjectiveTime,1
",",",",s,,0
renew,renew,s,Updates,0
him,him,c,PersonPronoun,0
",",",",s,,0
like,like,s,Resemblances,0
an,an,s,Resemblances,1
Eagle,eagle,c,SenseObject,0
",",",",n,,0
To,to,s,,0
the,the,s,,0
fifth,fifth,s,Sequence,0
age,age,c,Specifiers,0
;,;,s,,0
make,make,s,Cause,0
him,him,s,Cause,1
get,get,s,,0
Sons,sons,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
Daughters,daughters,c,PersonProperty,0
",",",",n,,0
Young,young,s,SenseProperty,0
Giants,giants,c,SenseObject,0
;,;,s,,0
as,as,s,,0
our,our,s,Inclusive,0
Philosophers,philosophers,s,PersonProperty,0
have,have,s,ReportingEvents,0
done,done,n,ReportingEvents,1
(,(,c,,0
The,the,s,ProjectBack,0
ancient,ancient,s,ProjectBack,1
Patriarchs,patriarchs,s,CommonAuthorities,0
before,before,s,ProjectBack,0
the,the,s,ProjectBack,1
flood,flood,c,ProjectBack,2
),),n,,0
But,but,s,Resistance,0
taking,taking,c,ReportingEvents,0
",",",",s,,0
once,once,s,RecurringEvents,0
a,a,s,RecurringEvents,1
week,week,c,RecurringEvents,2
",",",",s,,0
on,on,s,,0
a,a,s,SenseObject,0
knives,knives,s,SenseObject,1
point,point,c,AbstractConcepts,0
",",",",n,,0
The,the,s,,0
quantity,quantity,s,AbstractConcepts,0
of,of,s,,0
a,a,s,SenseObject,0
grain,grain,s,SenseObject,1
of,of,s,,0
Mustard,mustard,c,SenseObject,0
",",",",s,,0
of,of,s,,0
it,it,c,,0
:,:,n,,0
Become,become,s,Transformation,0
stout,stout,s,SenseProperty,0
Marsses,marsses,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
beget,beget,s,Transformation,0
young,young,s,SenseProperty,0
Cupids,cupids,c,Positivity,0
.,.,nn,,0
The,the,s,,0
decayed,decayed,s,SenseProperty,0
Vestall's,vestall's,s,UNRECOGNIZED,0
of,of,s,,0
Pickt-hatch,pickt-hatch,s,UNRECOGNIZED,0
would,would,s,ProjectBack,0
thank,thank,s,Acknowledge,0
you,you,c,Acknowledge,1
",",",",n,,0
That,that,s,,0
keep,keep,s,TimeDuration,0
the,the,s,SenseObject,0
fire,fire,s,SenseObject,1
a-liue,a-liue,c,UNRECOGNIZED,0
",",",",s,,0
there,there,c,SpaceRelation,0
.,.,nn,SpaceRelation,1
It,it,s,,0
Is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
secret,secret,n,AbstractConcepts,0
Of,of,s,,0
Nature,nature,c,AbstractConcepts,0
",",",",s,,0
naturiz'd,naturiz'd,s,UNRECOGNIZED,0
against,against,s,,0
all,all,s,,0
infections,infections,c,StandardsNeg,0
",",",",n,,0
Cures,cures,s,Positivity,0
all,all,s,,0
diseases,diseases,c,StandardsNeg,0
",",",",s,,0
coming,coming,s,GenericEvents,0
of,of,s,Specifiers,0
all,all,s,Specifiers,1
causes,causes,c,Cause,0
",",",",n,,0
A,a,s,GenericEvents,0
month's,month's,s,GenericEvents,1
grief,grief,c,Sad,0
",",",",s,,0
in,in,s,TimeDuration,0
a,a,s,TimeDuration,1
day,day,c,TimeDuration,2
;,;,s,,0
a,a,s,TimeDuration,0
years,years,c,TimeDuration,1
",",",",s,,0
in,in,s,,0
twelve,twelve,c,Numbers,0
:,:,n,,0
And,and,c,,0
",",",",s,,0
of,of,s,Curiosity,0
what,what,s,Curiosity,1
age,age,s,Specifiers,0
so,so,s,,0
ever,ever,c,Biographical_Time,0
",",",",s,,0
in,in,s,TimeDuration,0
a,a,s,TimeDuration,1
month,month,c,TimeDuration,2
.,.,n,,0
Past,past,s,AbstractConcepts,0
all,all,s,Generalization,0
the,the,s,Generalization,1
doses,doses,c,SenseObject,0
",",",",s,,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
drugging,drugging,s,Negativity,0
Doctors,doctors,c,PersonProperty,0
.,.,n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
undertake,undertake,c,PredictedFuture,1
",",",",s,,0
withal,withal,c,Metadiscourse,0
",",",",s,,0
to,to,s,,0
fright,fright,s,Negativity,0
the,the,s,,0
Plague,plague,n,Negativity,0
Out,out,s,,0
of,of,s,,0
the,the,s,,0
kingdom,kingdom,c,CommonAuthorities,0
",",",",s,,0
in,in,s,TimeDuration,0
three,three,s,TimeDuration,1
months,months,c,TimeDuration,2
.,.,nn,DirectAddress,0
And,and,s,DirectAddress,1
I,i,s,FirstPer,0
Will,will,n,PredictedFuture,0
Be,be,s,PredictedFuture,1
bound,bound,c,ReportingEvents,0
",",",",s,,0
the,the,s,,0
Players,players,s,PersonProperty,0
shall,shall,s,ProjectAhead,0
sing,sing,s,Motions,0
your,your,s,DirectAddress,0
pra^ses,pra^ses,c,UNRECOGNIZED,0
",",",",s,Metadiscourse,0
then,then,c,Metadiscourse,1
",",",",n,Metadiscourse,2
Without,without,s,Contingency,0
their,their,s,Contingency,1
Poets,poets,c,PersonProperty,0
.,.,nn,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
do,do,s,Metadiscourse,2
it,it,c,,0
.,.,s,,0
Mean,mean,s,AbstractConcepts,0
time,time,c,AbstractConcepts,1
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
give,give,s,ReportingEvents,0
away,away,s,ReportingEvents,1
so,so,s,Intensity,0
much,much,c,Intensity,1
",",",",s,,0
unto,unto,s,CommonAuthorities,0
my,my,s,Positivity,0
man,man,c,Positivity,1
",",",",n,,0
Shall,shall,s,ProjectAhead,0
serve,serve,s,ReportingEvents,0
the,the,s,Specifiers,0
whole,whole,s,Specifiers,1
City,city,c,CommonAuthorities,0
",",",",s,,0
with,with,s,,0
preservative,preservative,c,AbstractConcepts,0
",",",",n,,0
Weekly,weekly,c,RecurringEvents,0
",",",",s,,0
each,each,s,Specifiers,0
house,house,s,SpaceRelation,0
his,his,s,SpaceRelation,1
dose,dose,c,SenseObject,0
",",",",s,,0
and,and,s,,0
at,at,s,Transformation,0
the,the,s,Transformation,1
rate,rate,s,Transformation,2
--,--,nn,,0
As,as,s,TimeDuration,0
he,he,s,TimeDuration,1
that,that,s,,0
built,built,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Water-worke,water-worke,c,UNRECOGNIZED,0
",",",",s,,0
dos,dos,s,,0
with,with,s,,0
water,water,c,SenseObject,0
",",",",nn,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
incredulous,incredulous,c,SubjectivePercept,0
.,.,nn,,0
Faith,faith,c,StandardsPos,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,Positivity,0
humor,humor,c,Positivity,1
",",",",n,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
willingly,willingly,s,SubjectivePercept,0
be,be,s,ReportingStates,0
gulled,gulled,c,Negative_Relation,0
.,.,s,,0
Your,your,s,DirectAddress,0
Stone,stone,n,SenseObject,0
Cannot,cannot,s,DenyDisclaim,0
transmute,transmute,s,Transformation,0
me,me,nn,FirstPer,0
Pertinax,pertinax,c,UNRECOGNIZED,0
",",",",s,,0
Surly,surly,c,Negative_Relation,0
",",",",n,,0
Will,will,s,PredictedFuture,0
you,you,s,DirectAddress,0
believe,believe,s,PrivateThinking,0
Antiquity,antiquity,c,SubjectiveTime,0
?,?,s,Question,0
Records,records,c,SenseObject,0
?,?,n,Question,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
show,show,s,Metadiscourse,2
you,you,s,DirectAddress,0
a,a,s,,0
Book,book,c,,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
Moses,moses,c,,0
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
Sister,sister,c,PersonProperty,0
",",",",n,,0
And,and,s,,0
Solomon,solomon,s,,0
have,have,s,,0
written,written,c,ReportingStates,0
",",",",s,ReportingStates,1
of,of,s,,0
the,the,s,StandardsPos,0
Art,art,c,StandardsPos,1
;,;,n,,0
I,i,c,FirstPer,0
",",",",s,,0
and,and,s,,0
a,a,s,,0
Treatise,treatise,s,SenseObject,0
penned,penned,s,ReportingEvents,0
by,by,s,,0
Adam,adam,c,PersonProperty,0
.,.,nn,Question,0
How,how,c,Question,1
!,!,nn,,0
Of,of,s,,0
The,the,s,,0
Philosophers,philosophers,s,PersonProperty,0
stone,stone,c,SenseObject,0
",",",",s,,0
and,and,s,,0
in,in,s,Specifiers,0
high,high,s,Specifiers,1
Dutch,dutch,c,,0
.,.,nn,Question,0
Did,did,s,Question,1
Adam,adam,s,PersonProperty,0
write,write,c,ReportingEvents,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
in,in,s,Specifiers,0
high,high,s,Specifiers,1
Dutch,dutch,c,,0
?,?,nn,Question,0
He,he,s,Intensity,0
did,did,c,Intensity,1
:,:,n,,0
Which,which,s,,0
proves,proves,s,Confidence,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
the,the,s,ProjectBack,2
Primitive,primitive,s,AbstractConcepts,0
tongue,tongue,c,SenseObject,0
.,.,nn,Question,0
What,what,s,Question,1
Paper,paper,c,,0
?,?,nn,Question,0
On,on,s,,0
Cedar,cedar,s,SenseObject,0
board,board,c,AbstractConcepts,0
.,.,nn,,0
O,o,s,LangRef,0
that,that,c,,0
",",",",s,,0
indeed,indeed,s,Intensity,0
(,(,c,,0
they,they,s,Citations,0
say,say,c,Citations,1
),),n,,0
Will,will,s,PredictedFuture,0
last,last,s,Sequence,0
against,against,s,,0
worms,worms,c,SenseObject,0
.,.,nn,Resemblances,0
It,it,s,Resemblances,1
Is,is,s,Resemblances,2
like,like,s,Resemblances,3
your,your,s,DirectAddress,0
Irish,irish,s,PersonProperty,0
wood,wood,n,SenseObject,0
Against,against,s,,0
Cobwebs,cobwebs,c,SenseObject,0
.,.,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
a,a,s,,0
piece,piece,s,SenseObject,0
of,of,s,SenseObject,1
Iasons,iasons,s,UNRECOGNIZED,0
fleece,fleece,c,SenseObject,0
",",",",s,Specifiers,0
too,too,c,Specifiers,1
",",",",n,Aside,0
Which,which,s,Aside,1
was,was,s,ProjectBack,0
no,no,s,Exceptions,0
other,other,c,Exceptions,1
",",",",s,,0
then,then,s,,0
a,a,s,,0
Book,book,s,,0
of,of,s,,0
Alchemie,alchemie,c,UNRECOGNIZED,0
",",",",n,,0
Writ,writ,s,CommonAuthorities,0
in,in,s,Specifiers,0
large,large,s,Specifiers,1
sheepe-skin,sheepe-skin,c,UNRECOGNIZED,0
",",",",s,,0
a,a,s,Positivity,0
good,good,s,Positivity,1
fat,fat,s,SenseProperty,0
Ram-Vellam,ram-vellam,c,UNRECOGNIZED,0
.,.,n,ReasonForward,0
Such,such,s,ReasonForward,1
was,was,s,ProjectBack,0
Pythagora's,pythagora's,s,UNRECOGNIZED,0
thigh,thigh,c,SenseObject,0
",",",",s,,0
Pandora's,pandora's,s,,0
tub,tub,c,SenseObject,0
;,;,n,Specifiers,0
And,and,c,Specifiers,1
",",",",s,Specifiers,2
all,all,s,Generalization,0
that,that,s,Generalization,1
fable,fable,s,LangRef,0
of,of,s,,0
Medeas,medeas,s,UNRECOGNIZED,0
charms,charms,c,Positivity,0
",",",",n,,0
The,the,s,,0
manner,manner,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
our,our,s,Inclusive,0
work,work,c,GenericEvents,0
:,:,s,,0
The,the,s,SenseObject,0
Bulls,bulls,c,SenseObject,1
",",",",s,,0
our,our,s,Inclusive,0
Furnace,furnace,c,SenseObject,0
",",",",n,,0
Still,still,s,Updates,0
breathing,breathing,s,Motions,0
fire,fire,c,SenseObject,0
;,;,s,,0
our,our,s,Inclusive,0
Argent-viue,argent-viue,c,UNRECOGNIZED,0
",",",",s,,0
the,the,s,SenseObject,0
Dragon,dragon,c,SenseObject,1
:,:,n,,0
The,the,s,SenseObject,0
Dragons,dragons,s,SenseObject,1
teeth,teeth,c,SenseObject,0
",",",",s,,0
Mercury,mercury,s,SenseObject,0
sublimate,sublimate,c,SubjectivePercept,0
",",",",n,,0
That,that,s,TimeDuration,0
keeps,keeps,s,TimeDuration,1
the,the,s,,0
whiteness,whiteness,c,SenseProperty,0
",",",",s,,0
hardness,hardness,s,SenseProperty,0
and,and,s,,0
the,the,s,Intensity,0
biting,biting,c,Intensity,1
;,;,n,,0
And,and,s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
gathered,gathered,c,ReportingStates,0
",",",",s,ReportingStates,1
into,into,s,,0
Iason's,iason's,s,UNRECOGNIZED,0
helm,helm,c,AbstractConcepts,0
",",",",n,,0
(,(,c,,0
The,the,s,,0
Alembeke,alembeke,c,UNRECOGNIZED,0
),),s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
sowed,sowed,s,ReportingEvents,0
in,in,s,,0
