SInce,since,s,,0
is,is,s,Neutral_Attribution,1
with,with,s,Neutral_Attribution,2
her,her,n,PersonPronoun,0
Morning,morning,c,,0
",",",",s,,0
Noon,noon,s,TimeDuration,0
and,and,s,TimeDuration,0
Night,night,c,TimeDuration,1
",",",",s,,0
and,and,s,,0
has,has,s,,0
more,more,s,Comparison,0
Guinea's,guinea's,s,UNRECOGNIZED,0
in,in,s,TimeDuration,0
a,a,s,TimeDuration,1
Day,day,s,TimeDuration,2
than,than,s,Comparison,0
Meals,meals,s,GenericEvents,0
--,--,s,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
no,no,c,OralCues,0
",",",",n,OralCues,1
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
taken,taken,s,ProjectBack,0
a,a,s,,0
Cheaper,cheaper,s,Comparison,0
way,way,c,AbstractConcepts,0
",",",",s,,0
a,a,s,,0
Poets,poets,s,PersonProperty,0
sooner,sooner,s,Comparison,0
Fee'd,fee'd,s,UNRECOGNIZED,0
than,than,s,Comparison,0
a,a,s,Comparison,1
Physician,physician,c,PersonProperty,0
",",",",n,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
besiege,besiege,s,Negativity,0
her,her,s,PersonPronoun,0
so,so,s,,0
with,with,s,,0
Songs,songs,s,SenseObject,0
and,and,s,,0
Sonnets,sonnets,c,LangRef,0
",",",",s,,0
that,that,s,,0
she,she,s,PersonPronoun,0
shall,shall,s,ProjectAhead,0
surrender,surrender,s,Resistance,0
for,for,s,Exceptions,0
her,her,n,Exceptions,1
own,own,s,Exceptions,2
quiet,quiet,nnn,SenseProperty,0
And,and,s,,0
have,have,s,DirectAddress,0
you,you,s,DirectAddress,1
laid,laid,s,ReportingEvents,0
in,in,s,ReportingEvents,1
a,a,s,,0
Magazin,magazin,s,UNRECOGNIZED,0
of,of,s,,0
these,these,s,Immediacy,0
Stores,stores,c,SenseObject,0
?,?,nnn,Question,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
providing,providing,s,StandardsPos,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
Song,song,s,SenseObject,0
to,to,s,,0
day,day,c,TimeDuration,0
",",",",s,,0
I,i,s,FirstPer,0
sent,sent,s,ReportingEvents,0
my,my,s,Positivity,0
Man,man,s,Positivity,1
at,at,s,TimeShift,0
Noon,noon,s,TimeShift,1
to,to,s,,0
hire,hire,s,ReportingEvents,0
a,a,n,ReportingEvents,1
Poet,poet,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
he,he,s,PersonPronoun,0
stay's,stay's,s,UNRECOGNIZED,0
as,as,s,TimeDuration,0
long,long,s,TimeDuration,1
as,as,s,TimeDuration,2
if,if,s,Contingency,0
he,he,s,Contingency,1
had,had,s,Contingency,2
employed,employed,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
City,city,s,CommonAuthorities,0
Laureat,laureat,s,UNRECOGNIZED,0
--,--,s,,0
but,but,s,Resistance,0
see,see,n,,0
the,the,s,,0
Rascal's,rascal's,s,UNRECOGNIZED,0
come,come,s,ReportingEvents,0
--,--,s,,0
well,well,s,SenseObject,0
what,what,s,,0
heavy,heavy,s,SenseProperty,0
Rhymer,rhymer,s,PersonProperty,0
did,did,s,DirectAddress,0
you,you,s,DirectAddress,1
meet,meet,s,SpaceRelation,0
with,with,s,SpaceRelation,1
that,that,s,,0
kept,kept,s,DirectAddress,0
you,you,n,DirectAddress,1
thus,thus,s,ReasonForward,0
long,long,nnn,SenseProperty,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
',',c,,0
twas,twas,s,ProjectBack,0
a,a,s,TimeDuration,0
long,long,s,TimeDuration,1
time,time,s,TimeDuration,2
before,before,s,Sequence,0
I,i,s,Contingency,0
could,could,s,Contingency,1
find,find,s,,0
one,one,c,Numbers,0
.,.,nnn,,0
A,a,s,TimeDuration,0
long,long,s,TimeDuration,1
time,time,c,TimeDuration,2
!,!,s,,0
Why,why,s,Question,0
you,you,s,DirectAddress,0
might,might,s,DirectAddress,1
a,a,s,,0
beat,beat,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
the,the,s,,0
Garrets,garrets,c,SenseObject,0
",",",",s,,0
from,from,s,,0
Will's,will's,s,UNRECOGNIZED,0
Coffee-House,coffee-house,s,SenseProperty,0
to,to,n,,0
Aldgate,aldgate,s,UNRECOGNIZED,0
in,in,s,Specifiers,0
half,half,s,Specifiers,1
the,the,s,TimeShift,0
time,time,nnn,TimeShift,1
Then,then,s,Sequence,0
I,i,s,Sequence,1
was,was,s,ProjectBack,0
with,with,s,SpaceRelation,0
Three,three,c,SpaceRelation,1
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
before,before,s,Sequence,0
I,i,s,FirstPer,0
met,met,s,ReportingEvents,0
One,one,s,Numbers,0
--,--,s,,0
that,that,s,ProjectAhead,0
would,would,s,ProjectAhead,1
be,be,s,ProjectAhead,2
at,at,s,GenericEvents,0
leisure,leisure,c,GenericEvents,1
.,.,nnn,Question,0
What,what,s,Question,1
were,were,s,Contingency,0
they,they,s,Contingency,1
doing,doing,s,,0
Ned,ned,c,,0
?,?,nnn,Question,0
One,one,c,Numbers,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
was,was,s,ProjectBack,0
writing,writing,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Lampoon,lampoon,s,Positivity,0
for,for,s,,0
a,a,s,PersonProperty,0
Lady,lady,s,PersonProperty,1
of,of,s,StandardsPos,0
Quality,quality,c,StandardsPos,1
",",",",s,,0
in,in,s,Specifiers,0
which,which,s,Specifiers,1
he,he,s,PersonPronoun,0
was,was,n,ProjectBack,0
to,to,s,,0
commend,commend,s,StandardsPos,0
her,her,s,StandardsPos,1
and,and,s,,0
abuse,abuse,s,Negativity,0
all,all,s,Generalization,0
her,her,s,Generalization,1
Aquaintance,aquaintance,nnn,UNRECOGNIZED,0
Nay,nay,c,OralCues,0
",",",",s,,0
she,she,s,Insist,0
ought,ought,s,Insist,1
to,to,s,Insist,2
be,be,s,ReportingStates,0
praised,praised,s,StandardsPos,0
if,if,s,Contingency,0
she,she,s,Contingency,1
paid,paid,s,ReportingEvents,0
for,for,s,ReportingEvents,1
it,it,c,,0
",",",",s,,0
',',c,,0
but,but,s,Resistance,0
what,what,s,Resistance,1
were,were,s,ProjectBack,0
the,the,s,,0
rest,rest,s,ReportingEvents,0
upon,upon,c,ReportingEvents,1
?,?,nnn,Question,0
One,one,c,Numbers,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
was,was,s,ProjectBack,0
writing,writing,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Poem,poem,s,SenseObject,0
upon,upon,s,,0
the,the,s,SenseObject,0
Tiger,tiger,s,SenseObject,1
that,that,s,ProjectBack,0
was,was,s,ProjectBack,1
baited,baited,c,ReportingStates,0
",",",",s,ReportingStates,1
in,in,s,Specifiers,0
which,which,s,Specifiers,1
he,he,n,PersonPronoun,0
pretends,pretends,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
prove,prove,c,Confidence,0
",",",",s,,0
that,that,s,,0
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
of,of,s,ProjectBack,1
the,the,s,ProjectBack,2
Court-Party,court-party,nnn,UNRECOGNIZED,0
Ha,ha,c,OralCues,0
!,!,s,,0
--,--,s,,0
that,that,s,Intensity,0
is,is,s,Intensity,1
some,some,s,Intensity,2
Cabal,cabal,s,Negativity,0
Poet,poet,c,PersonProperty,0
",",",",s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
let,let,s,SubjectivePercept,0
into,into,s,SubjectivePercept,1
the,the,s,SubjectivePercept,2
secret,secret,s,SubjectivePercept,3
of,of,s,,0
the,the,s,CommonAuthorities,0
Government,government,c,CommonAuthorities,1
.,.,nnn,,0
The,the,s,,0
last,last,c,Sequence,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
was,was,s,ProjectBack,0
making,making,s,ReportingEvents,0
a,a,s,,0
Prayer,prayer,s,CommonAuthorities,0
for,for,s,,0
a,a,s,,0
Religious,religious,s,PersonProperty,0
old,old,s,SenseProperty,0
Gentlewoman,gentlewoman,c,PersonProperty,0
",",",",n,Resistance,0
but,but,s,Resistance,1
that,that,s,Resistance,2
business,business,s,AbstractConcepts,0
not,not,s,DenyDisclaim,0
being,being,s,DenyDisclaim,1
in,in,s,Specifiers,0
much,much,s,Specifiers,1
have,have,c,,0
",",",",s,,0
I,i,s,FirstPer,0
prevailed,prevailed,s,ReportingEvents,0
with,with,s,ReportingEvents,1
him,him,s,PersonPronoun,0
to,to,s,,0
do,do,s,Intensity,0
mine,mine,nnn,FirstPer,0
I,i,s,Contingency,0
can,can,s,Contingency,1
hardly,hardly,s,DenyDisclaim,0
read,read,s,ReportingEvents,0
this,this,s,,0
Fellows,fellows,s,PersonProperty,0
hand,hand,s,SenseObject,0
--,--,nn,,0
COrinna,corinna,s,UNRECOGNIZED,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
graceful,graceful,s,Positive_Attribution,0
Air,air,n,ReportingEvents,0
Her,her,s,ReportingEvents,1
Symptoms,symptoms,s,Negativity,0
does,does,s,ReportingEvents,0
reveal,reveal,n,Disclosure,0
Such,such,s,Intensity,0
Charms,charms,s,Positivity,0
adorn,adorn,s,Positivity,0
the,the,s,,0
Sickly,sickly,s,Negativity,0
fair,fair,c,StandardsPos,0
.,.,n,,0
We,we,s,,0
scarce,scarce,s,Negativity,0
can,can,s,Contingency,0
wish,wish,s,Positivity,0
her,her,s,Positivity,1
well,well,c,Positivity,2
.,.,n,Curiosity,0
How,how,s,Curiosity,1
does,does,s,Curiosity,2
the,the,s,SenseObject,0
pale,pale,s,SenseObject,1
Complexion,complexion,s,SenseProperty,0
please,please,c,Positivity,0
!,!,n,,0
Faint,faint,s,SenseProperty,0
looks,looks,s,ReportingEvents,0
and,and,s,,0
Languid,languid,s,SenseProperty,0
Eye,eye,c,SenseObject,0
!,!,n,,0
New,new,s,,0
Beauties,beauties,s,StandardsPos,0
rise,rise,s,Motions,0
with,with,s,,0
her,her,s,PersonPronoun,0
disease,disease,c,StandardsNeg,0
",",",",n,TimeDuration,0
And,and,s,TimeDuration,1
when,when,s,TimeDuration,2
she,she,s,Updates,0
is,is,s,Updates,1
Sick,sick,s,Negativity,0
we,we,s,,0
die,die,c,AbstractConcepts,0
.,.,nn,,0
Very,very,s,Positivity,0
pretty,pretty,c,Positivity,1
",",",",s,,0
Faith,faith,s,StandardsPos,0
--,--,s,,0
When,when,s,TimeShift,0
she,she,s,TimeShift,1
is,is,s,ReportingStates,0
Sick,sick,s,Negativity,0
we,we,s,,0
die,die,c,AbstractConcepts,0
.,.,nnn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
very,very,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
for,for,s,,0
the,the,s,SenseObject,0
Money,money,c,SenseObject,1
!,!,nnn,,0
For,for,s,,0
five,five,s,Numbers,0
Shillings,shillings,s,AbstractConcepts,0
more,more,c,Comparison,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
he,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
a,a,s,,0
put,put,s,ReportingEvents,0
in,in,s,ReportingEvents,1
the,the,s,ReportingEvents,2
Similitude,similitude,s,Comparison,0
of,of,s,,0
a,a,s,,0
Be,be,c,ReportingStates,0
",",",",s,,0
that,that,n,,0
kills,kills,s,Negativity,0
while,while,s,TimeDuration,0
he,he,s,TimeDuration,1
is,is,s,TimeDuration,2
a,a,s,,0
dying,dying,nnn,Negativity,0
Pox,pox,s,StandardsNeg,0
take,take,s,ReportingEvents,0
him,him,c,ReportingEvents,1
",",",",s,,0
and,and,s,,0
his,his,s,PersonPronoun,0
Be,be,s,ReportingStates,0
--,--,s,,0
an,an,s,,0
unreasonable,unreasonable,s,StandardsNeg,0
Son,son,s,PersonProperty,0
of,of,s,,0
a,a,s,,0
Whore,whore,c,Negativity,0
",",",",s,,0
a,a,s,SenseObject,0
Crown,crown,s,SenseObject,1
for,for,s,,0
a,a,n,,0
Be,be,c,ReportingStates,0
!,!,s,,0
',',c,,0
sbud,sbud,s,UNRECOGNIZED,0
I,i,s,Contingency,0
can,can,s,Contingency,1
buy,buy,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Hive,hive,s,SenseObject,0
for,for,s,,0
half,half,s,SenseObject,0
the,the,s,SenseObject,1
Money,money,s,AbstractConcepts,0
--,--,s,,0
this,this,s,ReportingStates,0
is,is,s,ReportingStates,1
some,some,s,Uncertainty,0
saucy,saucy,s,SenseProperty,0
Rogue,rogue,s,Negativity,0
that,that,n,,0
eat's,eat's,s,UNRECOGNIZED,0
every,every,s,RecurringEvents,0
Day,day,s,RecurringEvents,1
--,--,s,,0
well,well,s,SenseObject,0
now,now,c,Updates,0
",",",",s,Updates,1
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
against,against,s,,0
these,these,s,Immediacy,0
Arms,arms,s,SenseObject,0
what,what,s,,0
Woman,woman,s,PersonProperty,0
can,can,n,Contingency,0
defend,defend,s,Resistance,0
her,her,s,Resistance,1
self,self,nnn,SubjectivePercept,0
They,they,s,ReportingStates,0
are,are,s,ReportingStates,1
unaccountable,unaccountable,s,StandardsNeg,0
Creatures,creatures,s,SenseObject,0
indeed,indeed,c,Intensity,0
",",",",s,,0
and,and,s,,0
very,very,s,Confidence,0
likely,likely,s,Confidence,1
may,may,s,Contingency,0
be,be,s,Contingency,1
sooner,sooner,s,Comparison,0
Fidled,fidled,n,UNRECOGNIZED,0
than,than,s,Comparison,0
reasoned,reasoned,s,Curiosity,0
out,out,s,Curiosity,1
of,of,s,,0
their,their,s,PersonPronoun,0
favors,favors,nnn,Positivity,0
There,there,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
no,no,s,DenyDisclaim,2
best,best,s,Comparison,0
way,way,s,AbstractConcepts,0
to,to,s,ProjectAhead,0
get,get,s,ProjectAhead,1
a,a,s,PersonProperty,0
Woman,woman,c,PersonProperty,1
.,.,s,,0
Some,some,s,Uncertainty,0
whine,whine,c,Negativity,0
",",",",s,,0
some,some,s,Uncertainty,0
dance,dance,c,Motions,0
",",",",s,,0
some,some,s,Uncertainty,0
dress,dress,c,SenseObject,0
",",",",s,,0
and,and,n,,0
some,some,s,Uncertainty,0
prate,prate,c,Negativity,0
;,;,s,Resistance,0
but,but,s,Resistance,1
wiser,wiser,s,StandardsPos,0
Women,women,c,PersonProperty,0
",",",",s,,0
at,at,s,SubjectiveTime,0
last,last,c,SubjectiveTime,1
",",",",s,,0
considers,considers,s,Curiosity,0
a,a,s,PersonProperty,0
Man's,man's,s,PersonProperty,1
Make,make,s,ReportingEvents,0
rather,rather,s,Substitution,0
than,than,s,Substitution,1
his,his,n,PersonPronoun,0
words,words,s,LangRef,0
or,or,s,,0
actions,actions,c,GenericEvents,0
;,;,s,,0
nay,nay,c,OralCues,0
",",",",s,,0
or,or,s,,0
his,his,s,SenseProperty,0
Face,face,nnn,SenseProperty,1
It,it,s,DirectAddress,0
Is,is,s,DirectAddress,1
your,your,s,DirectAddress,2
interest,interest,s,AbstractConcepts,0
they,they,s,Insist,0
should,should,c,Insist,1
.,.,nnn,,0
Looky,looky,c,UNRECOGNIZED,0
',',c,,0
",",",",s,,0
Sir,sir,s,PersonProperty,0
Solomon,solomon,c,,0
",",",",s,,0
the,the,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
that,that,s,,0
falls,falls,s,Positivity,0
in,in,s,Positivity,1
Love,love,s,Positivity,2
with,with,s,Positivity,3
a,a,s,PersonProperty,0
Man,man,s,PersonProperty,1
for,for,s,,0
his,his,s,SenseProperty,0
Face,face,c,SenseProperty,1
",",",",s,,0
may,may,n,Contingency,0
find,find,s,,0
her,her,s,SubjectivePercept,0
self,self,s,SubjectivePercept,1
as,as,s,Comparison,0
much,much,s,Comparison,1
disappointed,disappointed,s,Negative_Relation,0
as,as,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
Man,man,s,CommonAuthorities,2
that,that,s,,0
believes,believes,s,PrivateThinking,0
a,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
for,for,s,SubjectivePercept,0
her,her,n,SubjectivePercept,1
Tears,tears,s,Sad,0
--,--,s,,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
false,false,s,StandardsNeg,0
Signs,signs,nnn,AbstractConcepts,0
But,but,s,Resistance,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
persuading,persuading,s,ReportingEvents,0
ones,ones,c,Numbers,0
.,.,nnn,,0
Pshaw,pshaw,c,Negativity,0
!,!,s,,0
Pshaw,pshaw,c,Negativity,0
!,!,s,,0
they,they,s,,0
move,move,s,Motions,0
only,only,s,SubjectivePercept,0
Children,children,c,PersonProperty,0
:,:,s,,0
but,but,s,Resistance,0
come,come,s,SpaceRelation,0
along,along,c,SpaceRelation,1
",",",",s,,0
and,and,s,,0
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
mistake,mistake,c,Negativity,0
.,.,nnn,,0
I,i,s,Self_Promise,0
vow,vow,s,Self_Promise,1
my,my,s,FirstPer,0
heart's,heart's,s,,0
at,at,s,,0
my,my,s,FirstPer,0
mouth,mouth,c,SenseObject,0
!,!,nnn,,0
There,there,c,SpaceRelation,0
",",",",s,SpaceRelation,1
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
seize,seize,s,Intensity,0
my,my,s,SelfDisclosure,0
own,own,c,SelfDisclosure,1
.,.,nnn,,0
You,you,s,DirectAddress,0
are,are,s,DirectAddress,1
sure,sure,s,Confidence,0
he,he,s,Intensity,0
did,did,s,Intensity,1
not,not,s,DenyDisclaim,0
see,see,s,DenyDisclaim,1
us,us,c,Inclusive,0
?,?,nnn,Question,0
Certain,certain,s,Confidence,0
of,of,s,Confidence,1
it,it,c,,0
.,.,nnn,Sequence,0
Then,then,s,Sequence,1
I,i,s,Positivity,0
am,am,s,Positivity,1
happy,happy,c,Positivity,2
.,.,s,,0
',',c,,0
Twere,twere,s,UNRECOGNIZED,0
very,very,s,Intensity,0
unlucky,unlucky,s,Negativity,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
surpised,surpised,s,UNRECOGNIZED,0
the,the,s,Sequence,0
first,first,s,Sequence,1
time,time,s,Sequence,2
we,we,s,,0
meet,meet,c,ReportingEvents,0
.,.,nnn,,0
Fortune,fortune,c,ProjectAhead,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
has,has,s,ReportingEvents,0
a,a,s,ReportingEvents,1
greater,greater,s,Comparison,0
care,care,s,Positivity,0
of,of,s,Positivity,1
Lovers,lovers,c,Positivity,0
.,.,nnn,,0
Now,now,s,Immediacy,0
pray,pray,s,Intensity,0
let,let,s,Request,0
me,me,s,Request,1
know,know,s,Request,2
how,how,s,Curiosity,0
to,to,s,Curiosity,1
call,call,s,ReportingEvents,0
you,you,c,DirectAddress,0
;,;,s,,0
for,for,s,,0
in,in,s,,0
a,a,s,SubjectiveTime,0
little,little,s,SubjectiveTime,1
time,time,s,SubjectiveTime,2
we,we,s,Insist,0
must,must,s,Insist,1
begin,begin,s,Sequence,0
to,to,n,Sequence,1
lay,lay,s,ReportingEvents,0
aside,aside,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Titles,titles,s,LangRef,0
of,of,s,,0
Sir,sir,s,PersonProperty,0
and,and,s,,0
Madam,madam,nnn,PersonProperty,0
And,and,s,,0
substitute,substitute,s,Substitution,0
those,those,s,,0
of,of,s,,0
my,my,s,Positivity,0
Dear,dear,s,Positivity,1
and,and,s,,0
my,my,s,Autobio,0
Life,life,c,Autobio,1
!,!,s,,0
--,--,nnn,,0
Ay,ay,c,OralCues,0
!,!,s,,0
ay,ay,c,OralCues,0
!,!,s,,0
for,for,s,Inclusive,0
our,our,s,Inclusive,1
Seasons,seasons,s,RecurringEvents,0
of,of,s,StandardsPos,0
Love,love,c,StandardsPos,1
",",",",s,Resistance,0
but,but,s,Resistance,1
what,what,s,Curiosity,0
if,if,s,Curiosity,1
we,we,s,Insist,0
should,should,s,Insist,1
forget,forget,s,Negativity,0
our,our,s,Inclusive,0
selves,selves,c,SubjectivePercept,0
",",",",s,,0
and,and,n,,0
fall,fall,s,Contingency,0
to,to,s,Contingency,1
the,the,s,,0
dull,dull,s,SenseProperty,0
indifference,indifference,s,StandardsNeg,0
of,of,s,,0
Man,man,s,PersonProperty,0
and,and,s,PersonProperty,1
Wife,wife,nnn,PersonProperty,2
Why,why,s,Curiosity,0
then,then,s,Curiosity,1
I,i,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
called,called,s,ReportingEvents,0
Freeman,freeman,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
you,you,s,DirectAddress,0
--,--,nnn,,0
I,i,s,Insist,0
must,must,s,Insist,1
not,not,s,Insist,2
tell,tell,s,,0
him,him,s,PersonPronoun,0
right,right,s,,0
--,--,s,,0
Caelia,caelia,c,UNRECOGNIZED,0
.,.,nnn,,0
I,i,s,FirstPer,0
fancy,fancy,s,SubjectivePercept,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
a,a,s,DirectAddress,2
Coward,coward,c,Anger,0
",",",",s,,0
my,my,s,Positivity,0
Dear,dear,c,Positivity,1
!,!,s,,0
I,i,s,FirstPer,0
observe,observe,s,Curiosity,0
the,the,s,Curiosity,1
first,first,s,Sequence,0
thing,thing,s,Sequence,1
you,you,s,DirectAddress,0
provide,provide,s,StandardsPos,0
for,for,s,StandardsPos,1
is,is,n,ReportingStates,0
a,a,s,ReportingStates,1
retreat,retreat,nnn,SceneShift,0
I,i,s,Fear,0
Am,am,s,Fear,1
afraid,afraid,c,Fear,2
",",",",s,,0
my,my,s,FirstPer,0
Hero,hero,c,StandardsPos,0
!,!,s,,0
you,you,s,DirectAddress,0
will,will,s,PredictedFuture,0
have,have,s,PredictedFuture,1
the,the,s,PredictedFuture,2
first,first,s,Sequence,0
occasion,occasion,s,AbstractConcepts,0
to,to,s,,0
use,use,s,ReportingEvents,0
it,it,c,,0
.,.,nnn,,0
I,i,s,FirstPer,0
don't,don't,s,Uncertainty,0
know,know,s,Uncertainty,1
what,what,s,Uncertainty,2
a,a,s,,0
long,long,s,SenseProperty,0
War,war,s,GenericEvents,0
may,may,s,Contingency,0
produce,produce,c,AbstractConcepts,0
",",",",s,Resistance,0
but,but,s,Resistance,1
--,--,nnn,,0
Have,have,s,SubjectivePercept,0
a,a,s,SubjectivePercept,1
care,care,s,SubjectivePercept,2
Servant,servant,c,PersonProperty,0
",",",",s,,0
don't,don't,s,DenyDisclaim,0
soil,soil,s,Negativity,0
your,your,s,Negativity,1
Merit,merit,s,StandardsPos,0
with,with,s,,0
handling,handling,s,ReportingEvents,0
it,it,s,,0
--,--,s,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
stay,stay,n,TimeDuration,0
now,now,c,Updates,0
",",",",s,Updates,1
but,but,s,Resistance,0
to,to,s,Resistance,1
Morro,morro,nnn,SpaceRelation,0
At,at,s,,0
Six,six,s,Numbers,0
--,--,nnn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
meet,meet,s,PredictedFuture,1
you,you,s,DirectAddress,0
in,in,s,,0
the,the,s,,0
Field,field,c,SenseObject,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
your,your,s,DirectAddress,0
Honor's,honor's,s,UNRECOGNIZED,0
at,at,s,Negativity,0
stake,stake,c,Negativity,1
",",",",s,,0
and,and,s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
disappoint,disappoint,s,Negative_Relation,0
--,--,nnn,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
spare,spare,s,Positivity,0
a,a,s,Positivity,1
Glove,glove,c,SenseObject,0
",",",",s,Resistance,0
but,but,s,Resistance,1
be,be,s,ReportingStates,0
that,that,s,,0
my,my,s,FirstPer,0
security,security,s,StandardsPos,0
--,--,nnn,,0
Ha,ha,c,OralCues,0
!,!,s,,0
--,--,s,,0
but,but,s,Resistance,0
--,--,s,,0
remember,remember,s,ProjectBack,0
the,the,s,ProjectBack,1
Hour,hour,c,TimeDuration,0
.,.,nnn,DirectAddress,0
And,and,s,DirectAddress,1
you,you,s,DirectAddress,0
the,the,s,,0
occasion,occasion,c,AbstractConcepts,0
.,.,s,,0
Adieu,adieu,c,SceneShift,0
",",",",s,,0
Servant,servant,c,PersonProperty,0
.,.,nnn,,0
I,i,s,FirstPer,0
came,came,c,ReportingEvents,0
!,!,s,,0
I,i,s,FirstPer,0
saw,saw,c,,0
!,!,s,,0
I,i,s,FirstPer,0
conquered,conquered,c,ReportingEvents,0
!,!,s,,0
Gold,gold,s,SenseObject,0
bright,bright,s,Resemblances,0
as,as,s,Resemblances,1
her,her,s,SubjectivePercept,0
self,self,c,SubjectivePercept,1
!,!,s,,0
This,this,s,ReportingStates,0
is,is,s,ReportingStates,1
the,the,s,,0
luckyest,luckyest,n,UNRECOGNIZED,0
adventure,adventure,c,SceneShift,0
!,!,s,,0
Others,others,s,Uncertainty,0
Solicit,solicit,c,ReportingEvents,0
",",",",s,,0
Bribe,bribe,c,Negativity,0
",",",",s,,0
Rise,rise,s,Motions,0
early,early,c,SubjectiveTime,0
",",",",s,,0
haunt,haunt,s,Negativity,0
Courts,courts,s,,0
and,and,s,,0
great,great,s,Intensity,0
Men's,men's,n,PersonProperty,0
Levees,levees,c,SenseObject,0
",",",",s,,0
and,and,s,,0
follow,follow,s,,0
Fortune,fortune,s,ProjectAhead,0
in,in,s,,0
the,the,s,,0
servile,servile,s,Negativity,0
Crowd,crowd,c,SpaceRelation,0
",",",",s,Resistance,0
but,but,s,Resistance,1
I,i,s,FirstPer,0
meet,meet,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Goddess,goddess,s,PersonProperty,0
less,less,n,Comparison,0
engaged,engaged,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
court,court,s,Positivity,0
her,her,s,Positivity,1
in,in,s,Specifiers,0
her,her,s,Specifiers,1
lovelyest,lovelyest,s,UNRECOGNIZED,0
shape,shape,c,AbstractConcepts,0
",",",",s,,0
a,a,s,PersonProperty,0
Woman,woman,c,PersonProperty,1
;,;,s,,0
a,a,s,PersonProperty,0
Woman,woman,s,PersonProperty,1
too,too,s,,0
that,that,s,,0
has,has,n,,0
more,more,s,Comparison,0
Wit,wit,s,StandardsPos,0
and,and,s,,0
Beauty,beauty,c,StandardsPos,0
",",",",s,,0
than,than,s,Comparison,0
Riches,riches,s,Positivity,0
ever,ever,s,Biographical_Time,0
gave,gave,c,ReportingStates,0
",",",",s,ReportingStates,1
or,or,s,,0
Poverty,poverty,s,Negativity,0
took,took,s,ReportingEvents,0
away,away,s,ReportingEvents,1
--,--,s,,0
but,but,s,Resistance,0
what,what,n,Resistance,1
now,now,s,Immediacy,0
can,can,s,Contingency,0
this,this,s,,0
Woman,woman,s,PersonProperty,0
be,be,c,ReportingStates,0
!,!,s,,0
She,she,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
too,too,s,Negativity,0
much,much,s,Negativity,1
Wit,wit,s,StandardsPos,0
to,to,s,,0
come,come,s,SceneShift,0
from,from,s,SceneShift,1
the,the,s,SceneShift,2
City,city,c,CommonAuthorities,0
",",",",s,,0
