NOctem,noctem,s,UNRECOGNIZED,0
beggary,beggary,c,Negativity,0
",",",",n,,0
And,and,s,,0
have,have,s,,0
defended,defended,s,ReportingEvents,0
it,it,s,,0
so,so,s,,0
valiantly,valiantly,c,StandardsPos,0
",",",",n,,0
This,this,s,,0
be,be,s,ReportingStates,0
thy,thy,s,DirectAddress,0
penance,penance,c,Negativity,0
;,;,s,,0
Thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
never,never,s,DenyDisclaim,0
appear,appear,c,SubjectivePercept,0
",",",",n,,0
Or,or,s,,0
come,come,s,ReportingEvents,0
abroad,abroad,c,SceneShift,0
",",",",s,Resistance,0
but,but,s,Resistance,1
Lent,lent,s,AbstractConcepts,0
shall,shall,s,ProjectAhead,0
wait,wait,s,SpaceRelation,0
on,on,s,SpaceRelation,1
thee,thee,c,DirectAddress,0
:,:,n,,0
His,his,s,PersonPronoun,0
scarsity,scarsity,s,UNRECOGNIZED,0
may,may,s,Contingency,0
counteruayle,counteruayle,s,UNRECOGNIZED,0
thy,thy,s,DirectAddress,0
waste,waste,c,StandardsNeg,0
.,.,n,,0
Riot,riot,s,Motions,0
may,may,s,Contingency,0
flourish,flourish,c,Positivity,0
",",",",s,Resistance,0
but,but,s,Resistance,1
finds,finds,s,ReportingEvents,0
want,want,s,ProjectAhead,0
at,at,s,SubjectiveTime,0
last,last,c,SubjectiveTime,1
.,.,n,Imperative,0
Take,take,s,Imperative,1
him,him,s,PersonPronoun,0
away,away,c,,0
",",",",s,,0
that,that,s,,0
knows,knows,s,Confidence,0
no,no,s,Negativity,0
good,good,s,Negativity,1
way,way,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
lead,lead,s,,0
him,him,s,PersonPronoun,0
the,the,s,Sequence,0
next,next,s,Sequence,1
way,way,s,AbstractConcepts,0
to,to,s,,0
woe,woe,s,Sad,0
and,and,s,,0
want,want,c,ProjectAhead,0
.,.,n,,0
Thus,thus,s,ReasonForward,0
in,in,s,,0
the,the,s,,0
paths,paths,s,AbstractConcepts,0
of,of,s,CommonAuthorities,0
knowledge,knowledge,s,CommonAuthorities,1
many,many,s,,0
stray,stray,c,Motions,0
",",",",n,,0
And,and,s,,0
from,from,s,,0
the,the,s,,0
means,means,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
life,life,s,AbstractConcepts,0
fetch,fetch,s,Motions,0
their,their,s,PersonPronoun,0
decay,decay,c,Negativity,0
.,.,nn,,0
Heigh,heigh,s,OralCues,0
ho,ho,c,OralCues,1
.,.,s,Immediacy,0
Here,here,s,Immediacy,1
is,is,s,Immediacy,2
a,a,s,Immediacy,3
coil,coil,s,SenseObject,0
in,in,s,,0
deed,deed,s,AbstractConcepts,0
to,to,s,,0
bring,bring,s,,0
beggars,beggars,s,PersonProperty,0
to,to,s,,0
stocks,stocks,c,AbstractConcepts,0
.,.,s,,0
I,i,s,Self_Promise,0
promise,promise,s,Self_Promise,1
you,you,n,Self_Promise,2
truly,truly,c,Intensity,0
",",",",s,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
almost,almost,s,SubjectivePercept,0
asleep,asleep,c,SenseProperty,0
;,;,s,,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
I,i,s,Autobio,0
had,had,s,Autobio,1
been,been,s,Autobio,2
at,at,s,SpaceRelation,0
a,a,s,SpaceRelation,1
Sermon,sermon,c,SenseObject,0
.,.,s,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
for,for,s,,0
this,this,n,Immediacy,0
one,one,s,Immediacy,1
nights,nights,s,,0
exhortation,exhortation,c,Insist,0
",",",",s,,0
I,i,s,Self_Promise,0
vow,vow,s,Self_Promise,1
(,(,c,,0
by,by,s,,0
Gods,gods,s,CommonAuthorities,0
grace,grace,c,StandardsPos,0
),),s,,0
never,never,s,Biographical_Time,0
to,to,s,Biographical_Time,1
be,be,s,Biographical_Time,2
good,good,s,,0
husband,husband,s,PersonProperty,0
while,while,s,TimeDuration,0
I,i,n,SelfDisclosure,0
live,live,c,SelfDisclosure,1
.,.,s,Resistance,0
But,but,s,Resistance,1
what,what,s,Question,0
is,is,s,Question,1
this,this,s,,0
to,to,s,ProjectAhead,0
the,the,s,ProjectAhead,1
purpose,purpose,c,ProjectAhead,2
?,?,s,Question,0
Hur,hur,s,UNRECOGNIZED,0
come,come,s,ReportingEvents,0
to,to,s,,0
Powl,powl,s,UNRECOGNIZED,0
(,(,c,Aside,0
as,as,s,Aside,1
the,the,s,Aside,2
Welshman,welshman,s,PersonProperty,0
says,says,c,Citations,0
),),n,,0
and,and,s,,0
hur,hur,s,UNRECOGNIZED,0
pay,pay,s,ReportingEvents,0
an,an,s,,0
halfepenny,halfepenny,s,UNRECOGNIZED,0
for,for,s,,0
bur,bur,s,SenseObject,0
seat,seat,c,SenseObject,0
",",",",s,,0
and,and,s,,0
hur,hur,s,UNRECOGNIZED,0
hear,hear,s,SenseProperty,0
the,the,s,SenseProperty,1
Preacher,preacher,s,PersonProperty,0
talge,talge,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
a,a,n,,0
talge,talge,s,UNRECOGNIZED,0
very,very,s,StandardsPos,0
well,well,s,StandardsPos,1
by,by,s,,0
gis,gis,c,UNRECOGNIZED,0
",",",",s,Resistance,0
but,but,s,Resistance,1
yet,yet,s,Resistance,0
a,a,s,,0
cannot,cannot,s,DenyDisclaim,0
make,make,s,ReportingEvents,0
hur,hur,s,UNRECOGNIZED,0
laugh,laugh,c,Positivity,0
:,:,s,,0
go,go,s,ReportingEvents,0
a,a,s,GenericEvents,0
Theater,theater,c,GenericEvents,1
",",",",s,,0
and,and,n,,0
hear,hear,s,SenseProperty,0
a,a,s,SenseProperty,1
Queens,queens,s,PersonProperty,0
Fice,fice,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
he,he,s,PersonPronoun,0
make,make,s,ReportingEvents,0
hur,hur,s,UNRECOGNIZED,0
laugh,laugh,c,Positivity,0
",",",",s,,0
and,and,s,,0
laugh,laugh,s,Positivity,0
hur,hur,s,UNRECOGNIZED,0
belly-full,belly-full,c,UNRECOGNIZED,0
.,.,s,ReasonForward,0
So,so,s,ReasonForward,1
we,we,n,Metadiscourse,0
come,come,s,Metadiscourse,1
hither,hither,s,SpaceRelation,0
to,to,s,,0
laugh,laugh,s,Positivity,0
and,and,s,Positivity,1
be,be,s,Positivity,0
merry,merry,c,Positivity,1
",",",",s,,0
and,and,s,,0
we,we,s,,0
hear,hear,s,SenseProperty,0
a,a,s,SenseProperty,1
filthy,filthy,s,Negativity,0
beggarly,beggarly,s,Negativity,0
Oration,oration,c,AbstractConcepts,0
",",",",s,,0
in,in,n,,0
the,the,s,,0
praise,praise,s,StandardsPos,0
of,of,s,StandardsPos,1
beggary,beggary,c,Negativity,0
.,.,s,ReportingStates,0
It,it,s,ReportingStates,1
is,is,s,ReportingStates,2
a,a,s,,0
beggarly,beggarly,s,Negativity,0
Poet,poet,s,PersonProperty,0
that,that,s,,0
writ,writ,s,CommonAuthorities,0
it,it,c,,0
:,:,s,,0
and,and,s,,0
that,that,s,,0
makes,makes,s,Cause,0
him,him,n,Cause,1
so,so,s,Intensity,0
much,much,s,Intensity,1
commend,commend,s,StandardsPos,0
it,it,c,,0
",",",",s,,0
because,because,s,ReasonBackward,0
he,he,s,Neutral_Attribution,0
knows,knows,s,Neutral_Attribution,1
not,not,s,DenyDisclaim,0
how,how,s,DenyDisclaim,1
to,to,s,,0
mend,mend,s,Positivity,0
himself,himself,c,PersonPronoun,0
.,.,s,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
rather,rather,n,Resistance,0
then,then,s,Sequence,0
he,he,s,Sequence,1
shall,shall,s,ProjectAhead,0
have,have,s,,0
no,no,s,DenyDisclaim,0
employment,employment,s,AbstractConcepts,0
but,but,s,Resistance,0
lick,lick,s,Motions,0
dishes,dishes,c,SenseObject,0
",",",",s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
set,set,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
a,a,s,GenericEvents,0
work,work,s,GenericEvents,1
my,my,n,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",s,,0
to,to,s,,0
write,write,s,ReportingEvents,0
in,in,s,StandardsPos,0
praise,praise,s,StandardsPos,1
of,of,s,StandardsPos,2
the,the,s,StandardsPos,0
art,art,s,StandardsPos,1
of,of,s,StandardsPos,2
stouping,stouping,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
how,how,s,,0
there,there,s,ProjectBack,0
was,was,s,ProjectBack,1
never,never,s,DenyDisclaim,0
any,any,n,,0
famous,famous,s,Positivity,0
Thresher,thresher,c,SenseObject,0
",",",",s,,0
Porter,porter,c,PersonProperty,0
",",",",s,,0
Brewer,brewer,c,PersonProperty,0
",",",",s,,0
Pioner,pioner,c,UNRECOGNIZED,0
",",",",s,,0
or,or,s,,0
Carpenter,carpenter,c,PersonProperty,0
",",",",s,,0
that,that,s,ProjectBack,0
had,had,s,ProjectBack,1
straight,straight,s,ProjectAhead,0
back,back,c,ProjectAhead,1
.,.,n,Imperative,0
Repair,repair,s,Imperative,1
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
chamber,chamber,c,SenseObject,0
",",",",s,,0
poor,poor,s,Negativity,0
fellow,fellow,c,PersonProperty,0
",",",",s,,0
when,when,s,,0
the,the,s,LangRef,0
play,play,s,LangRef,1
is,is,s,Updates,0
done,done,c,Updates,1
",",",",s,,0
and,and,s,,0
thou,thou,s,DirectAddress,0
shall,shall,s,ProjectAhead,0
see,see,n,Curiosity,0
what,what,s,Curiosity,1
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
say,say,s,DialogCues,0
to,to,s,DialogCues,1
thee,thee,nnn,DirectAddress,0
Vertumnus,vertumnus,c,UNRECOGNIZED,0
",",",",s,Imperative,0
call,call,s,Imperative,1
Solstitium,solstitium,c,UNRECOGNIZED,0
.,.,nn,,0
Solstitium,solstitium,c,UNRECOGNIZED,0
",",",",s,,0
come,come,s,SceneShift,0
into,into,s,SceneShift,1
the,the,s,SceneShift,2
court,court,s,AbstractConcepts,0
without,without,c,Contingency,0
:,:,s,,0
peace,peace,s,StandardsPos,0
there,there,s,,0
below,below,c,AbstractConcepts,0
;,;,s,,0
make,make,s,ReportingEvents,0
room,room,s,ReportingEvents,1
for,for,n,,0
master,master,s,PersonProperty,0
Solstitium,solstitium,nnn,UNRECOGNIZED,0
All,all,s,,0
hayle,hayle,s,UNRECOGNIZED,0
to,to,s,,0
Summer,summer,s,TimeDuration,0
my,my,s,Fear,0
dread,dread,s,Fear,1
sovereign,sovereign,s,CommonAuthorities,0
Lord,lord,c,CommonAuthorities,0
.,.,nn,,0
Welcome,welcome,c,Positivity,0
",",",",s,,0
Solstitium,solstitium,c,UNRECOGNIZED,0
",",",",s,,0
thou,thou,s,DirectAddress,0
art,art,s,AbstractConcepts,0
one,one,s,Specifiers,0
of,of,s,Specifiers,1
them,them,c,Specifiers,2
",",",",n,,0
To,to,s,,0
whose,whose,s,PersonPronoun,0
good,good,s,,0
husbandry,husbandry,s,AbstractConcepts,0
we,we,s,Inclusive,0
have,have,s,Inclusive,1
referred,referred,n,ReportingEvents,0
Part,part,s,,0
of,of,s,,0
those,those,s,,0
small,small,s,SenseProperty,0
revenues,revenues,s,AbstractConcepts,0
that,that,s,Inclusive,0
we,we,s,Inclusive,1
have,have,c,Inclusive,2
.,.,n,Question,0
What,what,s,Question,1
have,have,s,,0
thou,thou,s,DirectAddress,0
gaynd,gaynd,s,UNRECOGNIZED,0
us,us,c,Inclusive,0
?,?,s,Question,0
what,what,s,Question,0
have,have,s,Question,1
thou,thou,s,DirectAddress,0
brought,brought,s,Transformation,0
in,in,c,Transformation,1
?,?,nn,Question,0
Alas,alas,c,Negativity,0
",",",",s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
what,what,s,,0
gave,gave,s,DirectAddress,0
you,you,s,DirectAddress,1
me,me,s,FirstPer,0
to,to,s,TimeDuration,0
keep,keep,c,TimeDuration,1
",",",",n,Resistance,0
But,but,s,Resistance,1
a,a,s,Exceptions,0
few,few,s,Exceptions,1
days,days,s,TimeDuration,0
eyes,eyes,s,SenseObject,0
in,in,s,Autobio,0
my,my,s,Autobio,1
prime,prime,s,Autobio,2
of,of,s,,0
youth,youth,c,AbstractConcepts,0
?,?,n,Question,0
And,and,s,,0
those,those,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
converted,converted,s,Transformation,0
to,to,s,Transformation,1
white,white,s,SenseProperty,0
hayres,hayres,c,UNRECOGNIZED,0
:,:,n,,0
I,i,s,Autobio,0
never,never,s,Autobio,1
loved,loved,s,Positivity,0
ambitiously,ambitiously,s,ProjectAhead,0
to,to,s,,0
clyme,clyme,c,UNRECOGNIZED,0
",",",",n,,0
Or,or,s,,0
thrust,thrust,s,ReportingEvents,0
my,my,s,FirstPer,0
hand,hand,s,SenseObject,0
too,too,s,Negativity,0
far,far,s,Negativity,1
into,into,s,Transformation,0
the,the,s,Transformation,1
fire,fire,c,SenseObject,0
.,.,n,,0
To,to,s,ProjectAhead,0
be,be,s,ProjectAhead,1
in,in,s,ProjectAhead,2
heaven,heaven,c,Positivity,0
",",",",s,,0
sure,sure,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
blessed,blessed,s,StandardsPos,0
thing,thing,c,Uncertainty,0
:,:,n,,0
But,but,s,Resistance,0
Atlas-like,atlas-like,c,UNRECOGNIZED,0
",",",",s,,0
to,to,s,,0
proppe,proppe,s,UNRECOGNIZED,0
heaven,heaven,s,Positivity,0
on,on,s,,0
ones,ones,s,Numbers,0
back,back,c,,0
",",",",n,,0
Cannot,cannot,s,DenyDisclaim,0
but,but,s,Resistance,0
be,be,s,ReportingStates,0
more,more,s,Comparison,0
labor,labor,s,AbstractConcepts,0
then,then,s,,0
delight,delight,c,Positivity,0
.,.,n,ReasonForward,0
Such,such,s,ReasonForward,1
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
state,state,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
men,men,s,PersonProperty,0
in,in,s,StandardsPos,0
honor,honor,s,StandardsPos,1
placed,placed,c,ReportingStates,0
;,;,n,ReportingStates,1
They,they,s,ReportingStates,0
are,are,s,ReportingStates,1
gold,gold,s,SenseObject,0
vessels,vessels,s,SenseObject,0
made,made,s,ReportingEvents,0
for,for,s,ReportingEvents,1
servile,servile,s,Negativity,0
uses,uses,c,ReportingEvents,0
",",",",n,,0
High,high,s,SpaceRelation,0
trees,trees,s,SpaceRelation,1
that,that,s,,0
keep,keep,s,TimeDuration,0
the,the,s,GenericEvents,0
weather,weather,s,GenericEvents,1
from,from,s,,0
low,low,s,AbstractConcepts,0
houses,houses,c,AbstractConcepts,1
",",",",n,Resistance,0
But,but,s,Resistance,1
cannot,cannot,s,DenyDisclaim,0
shield,shield,s,SenseObject,0
the,the,s,,0
tempest,tempest,s,Negativity,0
from,from,s,,0
themselves,themselves,c,PersonPronoun,0
.,.,n,,0
I,i,s,FirstPer,0
love,love,s,Positivity,0
to,to,s,Positivity,1
dwell,dwell,s,SpaceRelation,0
betwixt,betwixt,s,TimeDuration,0
the,the,s,SenseObject,0
hills,hills,s,SenseObject,1
and,and,s,,0
dales,dales,c,SenseObject,0
;,;,n,,0
Neither,neither,s,DenyDisclaim,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
so,so,s,Positivity,0
great,great,s,Positivity,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
enuide,enuide,c,UNRECOGNIZED,0
",",",",n,,0
Nor,nor,s,SubjectiveTime,0
yet,yet,s,SubjectiveTime,1
so,so,s,Negativity,0
poor,poor,s,Negativity,1
the,the,s,,0
world,world,s,AbstractConcepts,0
should,should,s,Insist,0
pity,pity,s,Sad,0
me,me,c,FirstPer,0
.,.,n,Imperative,0
Inter,inter,s,Imperative,1
vtrumque,vtrumque,s,UNRECOGNIZED,0
tene,tene,c,,0
",",",",s,,0
medio,medio,s,UNRECOGNIZED,0
tutissimus,tutissimus,s,UNRECOGNIZED,0
ibis,ibis,c,SenseObject,0
.,.,nn,Question,0
What,what,s,Question,1
do,do,s,Question,2
thou,thou,s,DirectAddress,0
with,with,s,Metadiscourse,0
those,those,s,Metadiscourse,1
balances,balances,s,,0
thou,thou,s,DirectAddress,0
bearst,bearst,c,UNRECOGNIZED,0
?,?,nn,Question,0
In,in,s,,0
them,them,s,,0
I,i,s,FirstPer,0
weigh,weigh,s,ReportingEvents,0
the,the,s,ReportingEvents,1
day,day,s,RecurringEvents,0
and,and,s,RecurringEvents,1
night,night,s,RecurringEvents,2
alike,alike,c,Inclusive,0
.,.,n,,0
This,this,s,,0
white,white,s,SenseProperty,0
glass,glass,s,SenseObject,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
houre-glasse,houre-glasse,s,UNRECOGNIZED,0
of,of,s,TimeDuration,0
the,the,s,TimeDuration,1
day,day,c,TimeDuration,2
:,:,n,,0
This,this,s,,0
black,black,s,SenseProperty,0
one,one,s,Numbers,0
the,the,s,StandardsPos,0
just,just,s,StandardsPos,1
measure,measure,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
the,the,s,TimeDuration,0
night,night,c,TimeDuration,1
;,;,n,,0
One,one,s,Numbers,0
more,more,s,Comparison,0
then,then,s,,0
other,other,s,Specifiers,0
holds,holds,s,,0
not,not,s,DenyDisclaim,0
a,a,s,DenyDisclaim,1
grain,grain,c,SenseObject,0
:,:,n,,0
Both,both,s,,0
serve,serve,s,ReportingEvents,0
times,times,s,AbstractConcepts,0
just,just,s,Intensity,0
proportion,proportion,s,Comparison,0
to,to,s,,0
maintain,maintain,c,TimeDuration,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
like,like,s,SelfDisclosure,1
thy,thy,s,DirectAddress,0
moderation,moderation,s,StandardsPos,0
wondrous,wondrous,s,Curiosity,0
well,well,c,SenseObject,0
:,:,n,,0
And,and,s,,0
this,this,s,,0
thy,thy,s,DirectAddress,0
balance,balance,c,AbstractConcepts,0
",",",",s,,0
wayghing,wayghing,s,UNRECOGNIZED,0
the,the,s,,0
white,white,s,SenseProperty,0
glass,glass,n,SenseObject,0
And,and,s,,0
black,black,c,SenseProperty,0
",",",",s,,0
with,with,s,AbstractConcepts,0
equal,equal,s,AbstractConcepts,1
poyze,poyze,s,UNRECOGNIZED,0
and,and,s,,0
steadfast,steadfast,s,StandardsPos,0
hand,hand,c,SenseObject,0
",",",",n,,0
A,a,s,,0
pattern,pattern,s,AbstractConcepts,0
is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
Princes,princes,s,PersonProperty,0
and,and,s,,0
great,great,s,Intensity,0
men,men,c,PersonProperty,0
",",",",n,Curiosity,0
How,how,s,Curiosity,1
to,to,s,Curiosity,2
weigh,weigh,s,ReportingEvents,0
all,all,s,,0
estates,estates,s,AbstractConcepts,0
indifferently,indifferently,c,StandardsNeg,0
:,:,n,,0
The,the,s,,0
Spiritualty,spiritualty,s,AbstractConcepts,0
and,and,s,,0
Temporalty,temporalty,s,UNRECOGNIZED,0
alike,alike,c,Inclusive,0
",",",",n,,0
Neither,neither,s,DenyDisclaim,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
too,too,s,,0
prodigal,prodigal,s,Negativity,0
of,of,s,,0
smyles,smyles,c,UNRECOGNIZED,0
",",",",n,,0
Nor,nor,s,DenyDisclaim,0
too,too,s,Negativity,0
severe,severe,s,Negativity,1
in,in,s,,0
frowning,frowning,s,Negative_Relation,0
without,without,s,Contingency,0
cause,cause,c,Cause,0
.,.,n,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
be,be,s,DirectAddress,1
wise,wise,c,StandardsPos,0
",",",",s,,0
you,you,s,DirectAddress,0
Monarchs,monarchs,s,PersonProperty,0
of,of,s,,0
the,the,s,SpaceRelation,0
earth,earth,c,SpaceRelation,1
",",",",n,,0
Have,have,s,,0
two,two,s,Numbers,0
such,such,s,Intensity,0
glasses,glasses,s,SenseObject,0
still,still,s,Updates,0
before,before,s,SpaceRelation,0
your,your,s,SpaceRelation,1
eyes,eyes,c,SpaceRelation,2
;,;,n,,0
Think,think,s,PrivateThinking,0
as,as,s,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,ReportingEvents,0
a,a,s,ReportingEvents,1
white,white,s,SenseProperty,0
glass,glass,s,SenseObject,0
running,running,s,SubjectiveTime,0
on,on,c,SubjectiveTime,1
",",",",n,,0
Good,good,s,,0
days,days,c,TimeDuration,0
",",",",s,,0
friends,friends,s,StandardsPos,0
favor,favor,c,Positivity,0
",",",",s,,0
and,and,s,Generalization,0
all,all,s,Generalization,1
things,things,s,Uncertainty,0
at,at,s,,0
beck,beck,c,SubjectivePercept,0
",",",",n,ReasonForward,0
So,so,s,ReasonForward,1
this,this,s,,0
white,white,s,SenseProperty,0
glass,glass,s,SenseObject,0
run,run,s,Motions,0
out,out,s,Motions,1
(,(,c,Aside,0
as,as,s,Aside,1
out,out,s,,0
it,it,s,PredictedFuture,0
will,will,c,PredictedFuture,1
),),n,,0
The,the,s,,0
black,black,s,SenseProperty,0
comes,comes,s,Sequence,0
next,next,c,Sequence,1
",",",",s,,0
your,your,s,Confront,0
downfall,downfall,s,Confront,1
is,is,s,Immediacy,0
at,at,s,Immediacy,1
hand,hand,c,Immediacy,2
",",",",n,,0
Take,take,s,Responsibility,0
this,this,s,Responsibility,1
of,of,s,,0
me,me,c,FirstPer,0
",",",",s,ReasonForward,0
for,for,s,ReasonForward,1
somewhat,somewhat,s,Uncertainty,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
tryde,tryde,c,UNRECOGNIZED,0
;,;,n,,0
A,a,s,Intensity,0
mighty,mighty,s,Intensity,1
ebb,ebb,s,Motions,0
follows,follows,s,,0
a,a,s,Intensity,0
mighty,mighty,s,Intensity,1
tide,tide,c,SenseObject,0
.,.,n,Resistance,0
But,but,s,Resistance,1
say,say,c,Citations,0
",",",",s,,0
Solstitium,solstitium,c,UNRECOGNIZED,0
",",",",s,,0
had,had,s,ProjectBack,0
thou,thou,s,DirectAddress,0
naught,naught,s,Negativity,0
besides,besides,c,Specifiers,0
?,?,n,Question,0
Naught,naught,s,Negativity,0
but,but,s,Resistance,0
days,days,s,TimeDuration,0
eyes,eyes,c,SenseObject,0
",",",",s,,0
and,and,s,,0
fair,fair,s,StandardsPos,0
looks,looks,c,ReportingEvents,0
",",",",s,,0
gave,gave,s,ReportingEvents,0
I,i,s,FirstPer,0
thee,thee,c,DirectAddress,0
?,?,nn,Question,0
Nothing,nothing,s,DenyDisclaim,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
nor,nor,s,DenyDisclaim,0
ought,ought,s,Insist,0
more,more,s,Comparison,0
did,did,s,Question,0
I,i,s,Question,1
ask,ask,c,Request,0
.,.,nn,Resistance,0
But,but,s,Resistance,1
had,had,s,ProjectBack,0
thou,thou,s,DirectAddress,0
always,always,s,SubjectiveTime,0
kept,kept,s,TimeDuration,0
thee,thee,s,DirectAddress,0
in,in,s,,0
my,my,s,FirstPer,0
sight,sight,c,SenseProperty,0
",",",",n,,0
Thy,thy,s,DirectAddress,0
good,good,s,,0
deserts,deserts,c,StandardsNeg,0
",",",",s,Concessive,0
though,though,s,Concessive,1
silent,silent,c,SenseProperty,0
",",",",s,,0
would,would,s,Contingency,0
have,have,s,Contingency,1
asked,asked,c,ReportingStates,0
.,.,nn,ReportingStates,1
Deserts,deserts,c,StandardsNeg,0
",",",",s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",s,,0
of,of,s,,0
ancient,ancient,s,SubjectiveTime,0
seruitours,seruitours,c,UNRECOGNIZED,0
",",",",n,,0
Are,are,s,Resemblances,0
like,like,s,Resemblances,1
old,old,s,SenseProperty,0
sores,sores,c,Negativity,0
",",",",s,Aside,0
which,which,s,Aside,1
may,may,s,Contingency,0
not,not,s,DenyDisclaim,0
be,be,s,ReportingStates,0
ripped,ripped,s,Motions,0
up,up,c,Motions,1
:,:,n,,0
Such,such,s,Intensity,0
use,use,s,ReportingEvents,0
these,these,s,Immediacy,0
times,times,s,AbstractConcepts,0
have,have,s,,0
got,got,c,ReportingStates,0
",",",",s,ReportingStates,1
that,that,s,DenyDisclaim,0
none,none,s,DenyDisclaim,1
must,must,s,Insist,0
beg,beg,c,Intensity,0
",",",",n,Resistance,0
But,but,s,Resistance,1
those,those,s,AbstractConcepts,0
that,that,s,AbstractConcepts,1
have,have,s,ReportingEvents,0
young,young,s,ReportingEvents,1
limbs,limbs,s,SenseObject,0
to,to,s,,0
lavish,lavish,s,SubjectivePercept,0
fast,fast,c,SubjectiveTime,0
.,.,nn,,0
I,i,s,FirstPer,0
grieve,grieve,c,Sad,0
",",",",s,,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
regard,regard,s,PrivateThinking,0
was,was,s,ProjectBack,0
had,had,s,ProjectBack,0
of,of,s,,0
thee,thee,c,DirectAddress,0
:,:,n,,0
A,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
sooner,sooner,s,Comparison,0
had,had,s,ProjectBack,0
thou,thou,s,DirectAddress,0
spoke,spoke,s,ReportingEvents,0
to,to,s,ReportingEvents,1
me,me,c,FirstPer,0
",",",",n,,0
Thou,thou,s,DirectAddress,0
had,had,s,ProjectBack,0
been,been,s,ProjectBack,1
heard,heard,c,ReportingStates,0
",",",",s,ReportingStates,1
but,but,s,Immediacy,0
now,now,s,Immediacy,1
the,the,s,TimeShift,0
time,time,s,TimeShift,1
is,is,s,ReportingStates,0
past,past,c,AbstractConcepts,0
:,:,n,,0
Death,death,s,Negativity,0
wayteth,wayteth,s,UNRECOGNIZED,0
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
door,door,s,SpaceRelation,2
for,for,s,,0
thee,thee,s,DirectAddress,0
and,and,s,,0
me,me,c,FirstPer,0
;,;,n,,0
Let,let,s,DirectAddress,0
us,us,s,DirectAddress,1
go,go,s,ReportingEvents,0
measure,measure,s,AbstractConcepts,0
out,out,s,,0
our,our,s,Inclusive,0
beds,beds,s,Motions,0
in,in,s,Motions,1
clay,clay,c,SenseObject,0
:,:,n,,0
Naught,naught,s,Negativity,0
but,but,s,Resistance,0
good,good,s,StandardsPos,0
deeds,deeds,s,StandardsPos,1
hence,hence,s,ReasonForward,0
shall,shall,s,Future_Question,0
we,we,s,Future_Question,1
bear,bear,s,SceneShift,0
away,away,c,SceneShift,1
.,.,n,,0
Be,be,c,ReportingStates,0
",",",",s,,0
as,as,s,,0
thou,thou,s,DirectAddress,0
were,were,c,ProjectBack,0
",",",",s,,0
best,best,s,Comparison,0
steward,steward,s,PersonProperty,0
of,of,s,,0
my,my,s,SubjectiveTime,0
hours,hours,c,SubjectiveTime,1
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
so,so,s,ReasonForward,2
return,return,s,RecurringEvents,0
unto,unto,s,CommonAuthorities,0
thy,thy,s,DirectAddress,0
country,country,s,AbstractConcepts,0
bowres,bowres,c,UNRECOGNIZED,0
.,.,nn,,0
Fie,fie,c,Negativity,0
",",",",s,,0
fie,fie,s,Negativity,0
of,of,s,,0
honesty,honesty,c,StandardsPos,0
",",",",s,,0
fie,fie,c,Negativity,0
:,:,s,,0
Solstitium,solstitium,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
an,an,s,ReportingStates,1
ass,ass,c,Negativity,0
",",",",s,,0
