SInce,since,s,ReasonBackward,0
Mademoiselle,mademoiselle,c,PersonProperty,0
.,.,s,Imperative,0
Pray,pray,s,Imperative,1
how,how,s,Question,0
do,do,s,Question,1
the,the,s,,0
French,french,n,AbstractConcepts,0
Ladies,ladies,s,PersonProperty,0
when,when,s,TimeShift,0
they,they,s,TimeShift,1
are,are,s,ReasonForward,0
thus,thus,s,ReasonForward,1
Accablees,accablees,nnn,UNRECOGNIZED,0
Matam,matam,c,UNRECOGNIZED,0
",",",",s,,0
dey,dey,s,PersonProperty,0
never,never,s,DenyDisclaim,0
Complain,complain,c,Negative_Relation,0
.,.,s,,0
Au,au,s,Resistance,0
Contraire,contraire,c,Resistance,1
.,.,s,Question,0
When,when,s,Question,1
one,one,s,Numbers,0
Frense,frense,s,UNRECOGNIZED,0
Laty,laty,s,UNRECOGNIZED,0
have,have,s,,0
got,got,s,ReportingEvents,0
hundred,hundred,n,Numbers,0
Lover,lover,s,Positivity,0
--,--,s,,0
Den,den,s,SenseObject,0
she,she,s,PersonPronoun,0
do,do,s,Generalization,0
all,all,s,Generalization,1
she,she,s,Contingency,0
can,can,s,Contingency,1
--,--,s,,0
to,to,s,ProjectAhead,0
get,get,s,ProjectAhead,1
hundred,hundred,s,Numbers,0
more,more,nnn,Comparison,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
strike,strike,s,Negativity,0
me,me,s,Negativity,1
dead,dead,c,Negativity,2
",",",",s,,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
they,they,s,,0
have,have,s,,0
Le,le,s,AbstractConcepts,0
gout,gout,s,Negativity,0
bon,bon,c,AbstractConcepts,0
.,.,s,,0
For,for,s,ReasonBackward,0
it,it,s,ReasonBackward,1
is,is,s,ReasonBackward,2
an,an,s,ReasonBackward,3
unutterable,unutterable,n,Disclosure,0
pleasure,pleasure,s,Positivity,0
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
adored,adored,s,Positivity,0
by,by,s,Generalization,0
all,all,s,Generalization,1
the,the,s,PersonProperty,0
Men,men,c,PersonProperty,1
",",",",s,,0
and,and,s,,0
envied,envied,s,Negative_Relation,0
by,by,s,Generalization,0
all,all,s,Generalization,1
the,the,s,PersonProperty,0
Women,women,s,PersonProperty,1
--,--,s,,0
Yet,yet,s,Resistance,0
I,i,s,FirstPer,0
Will,will,n,PredictedFuture,0
swear,swear,s,Intensity,0
I,i,s,Fear,0
Am,am,s,Fear,1
concerned,concerned,s,Fear,2
at,at,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Torture,torture,s,Negativity,0
I,i,s,FirstPer,0
give,give,s,,0
',',c,,0
em,em,c,SpaceRelation,0
.,.,s,,0
Lard,lard,c,SenseObject,0
",",",",s,,0
why,why,s,Question,0
was,was,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
formed,formed,s,ReportingEvents,0
to,to,s,,0
make,make,n,ReportingEvents,0
the,the,s,ReportingEvents,1
whole,whole,s,ReportingEvents,2
Creation,creation,s,Transformation,0
uneasy,uneasy,c,Negative_Relation,0
?,?,s,Question,0
But,but,s,Resistance,0
let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
read,read,s,ReportingEvents,0
my,my,s,FirstPer,0
Letter,letter,c,SenseObject,0
.,.,s,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
a,a,s,DirectAddress,2
mind,mind,s,Negativity,0
to,to,n,Negativity,1
hear,hear,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
your,your,s,DirectAddress,0
faults,faults,c,StandardsNeg,0
",",",",s,,0
instead,instead,s,Substitution,0
of,of,s,Substitution,1
being,being,s,ReportingStates,0
praised,praised,s,StandardsPos,0
for,for,s,StandardsPos,1
your,your,s,DirectAddress,0
Virtues,virtues,c,StandardsPos,0
",",",",s,,0
take,take,s,ReportingEvents,0
the,the,s,ReportingEvents,1
pains,pains,n,SenseProperty,0
to,to,s,,0
walk,walk,s,Motions,0
in,in,s,,0
the,the,s,,0
Green,green,s,SenseProperty,0
walk,walk,s,Motions,0
in,in,s,,0
St,st,c,AbstractConcepts,0
.,.,s,AbstractConcepts,1
James's,james's,s,UNRECOGNIZED,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
Woman,woman,s,PersonProperty,0
an,an,s,TimeDuration,0
hour,hour,s,TimeDuration,1
hence,hence,c,ReasonForward,0
.,.,s,,0
You,you,s,DirectAddress,0
Will,will,n,PredictedFuture,0
there,there,s,,0
meet,meet,s,ReportingEvents,0
one,one,c,Numbers,0
",",",",s,,0
who,who,s,,0
hates,hates,s,Negativity,0
you,you,s,DirectAddress,0
for,for,s,DirectAddress,1
some,some,s,Uncertainty,0
things,things,c,Uncertainty,0
",",",",s,,0
as,as,s,Contingency,0
he,he,s,Contingency,1
could,could,s,Contingency,2
love,love,s,OralCues,0
you,you,s,OralCues,1
for,for,s,Specifiers,0
Others,others,c,Specifiers,1
",",",",n,,0
and,and,s,,0
therefore,therefore,s,ReasonForward,0
is,is,s,SubjectivePercept,0
willing,willing,s,SubjectivePercept,1
to,to,s,,0
endeavor,endeavor,s,ProjectAhead,0
your,your,s,DirectAddress,0
Reformation,reformation,s,AbstractConcepts,0
--,--,s,,0
If,if,s,Contingency,0
you,you,s,DirectAddress,0
come,come,s,SceneShift,0
to,to,s,SceneShift,1
the,the,n,SceneShift,2
Place,place,s,SceneShift,3
I,i,s,FirstPer,0
mention,mention,c,Citations,0
",",",",s,,0
you,you,s,ConfirmExperience,0
will,will,s,ConfirmExperience,1
know,know,s,ConfirmExperience,2
who,who,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
am,am,c,SelfDisclosure,2
;,;,s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
don't,don't,c,DirectAddress,1
",",",",s,,0
you,you,s,DirectAddress,0
never,never,s,DirectAddress,1
shall,shall,c,ProjectAhead,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
take,take,n,DirectAddress,0
your,your,s,DirectAddress,1
Choice,choice,nnn,DirectAddress,2
This,this,s,ReportingStates,0
is,is,s,ReportingStates,1
strangely,strangely,s,Uncertainty,0
Familiar,familiar,c,PriorKnowledge,0
",",",",s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
;,;,s,,0
now,now,s,Updates,0
have,have,s,Updates,1
I,i,s,FirstPer,0
a,a,s,,0
provoking,provoking,s,SubjectivePercept,0
Fancy,fancy,s,SubjectivePercept,0
to,to,s,Curiosity,0
know,know,n,Curiosity,1
who,who,s,Curiosity,2
this,this,s,,0
Impudent,impudent,s,StandardsNeg,0
fellow,fellow,s,PersonProperty,0
is,is,nnn,ReportingStates,0
Den,den,s,SenseObject,0
take,take,s,ReportingEvents,0
your,your,s,DirectAddress,0
Scarf,scarf,s,SenseObject,0
and,and,s,,0
your,your,s,DirectAddress,0
Mask,mask,c,SenseObject,0
",",",",s,,0
and,and,s,,0
go,go,s,ReportingEvents,0
to,to,s,,0
de,de,s,AbstractConcepts,0
Rendezvous,rendezvous,s,SpaceRelation,0
De,de,s,AbstractConcepts,0
Frense,frense,s,UNRECOGNIZED,0
Laty,laty,s,UNRECOGNIZED,0
do,do,n,Intensity,0
iustement,iustement,s,UNRECOGNIZED,0
^,^,c,UNRECOGNIZED,0
omme,omme,s,UNRECOGNIZED,0
sa,sa,nnn,,0
Rendezvous,rendezvous,c,SpaceRelation,0
!,!,s,,0
What,what,c,,0
",",",",s,,0
Rendezvous,rendezvous,s,SpaceRelation,0
with,with,s,SpaceRelation,1
a,a,s,PersonProperty,0
man,man,c,PersonProperty,1
;,;,s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
.,.,nnn,,0
Eh,eh,c,OralCues,0
",",",",s,,0
pourquoy,pourquoy,s,UNRECOGNIZED,0
non,non,c,AbstractConcepts,0
?,?,nnn,Question,0
What,what,c,Question,0
?,?,s,Question,1
and,and,s,,0
a,a,s,PersonProperty,0
man,man,s,PersonProperty,1
perhaps,perhaps,s,Uncertainty,0
I,i,s,Autobio,0
never,never,s,Autobio,1
saw,saw,s,SpaceRelation,0
in,in,s,SpaceRelation,1
my,my,s,Autobio,0
Life,life,nnn,Autobio,1
Tant,tant,s,SenseObject,0
m^eux,m^eux,c,UNRECOGNIZED,0
:,:,s,,0
c'est,c'est,s,ReportingStates,0
done,done,s,ReportingStates,0
quelque,quelque,s,SenseProperty,0
chose,chose,s,SenseProperty,1
de,de,s,AbstractConcepts,0
n^uveau,n^uveau,c,UNRECOGNIZED,0
.,.,nnn,Question,0
Why,why,c,Question,1
",",",",s,Question,2
how,how,s,Curiosity,0
do,do,s,Curiosity,1
I,i,s,Curiosity,2
know,know,s,Curiosity,3
what,what,s,,0
designs,designs,s,AbstractConcepts,0
he,he,s,PersonPronoun,0
may,may,s,Contingency,0
have,have,c,Contingency,1
.,.,s,,0
He,he,s,PersonPronoun,0
may,may,s,Contingency,0
intend,intend,s,ProjectAhead,0
to,to,s,ProjectAhead,1
Ravish,ravish,s,Intensity,0
me,me,s,FirstPer,0
for,for,n,,0
ought,ought,s,Insist,0
I,i,s,FirstPer,0
know,know,nnn,Confidence,0
Ravish,ravish,c,Intensity,0
?,?,s,Question,0
--,--,s,,0
Bagatelle,bagatelle,c,SenseObject,0
.,.,s,,0
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
fain,fain,s,Positivity,0
see,see,s,,0
one,one,s,Numbers,0
Impudent,impudent,s,StandardsNeg,0
Rogue,rogue,s,Negativity,0
Ravish,ravish,s,Intensity,0
Mademoiselle,mademoiselle,c,PersonProperty,0
;,;,n,,0
Ouy,ouy,c,UNRECOGNIZED,0
",",",",s,,0
je,je,s,,0
le,le,s,AbstractConcepts,0
voadrois,voadrois,nnn,UNRECOGNIZED,0
O,o,s,LangRef,0
but,but,s,Resistance,0
my,my,s,FirstPer,0
Reputation,reputation,c,CommonAuthorities,0
",",",",s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
",",",",s,,0
my,my,s,FirstPer,0
Reputation,reputation,c,CommonAuthorities,0
",",",",s,,0
a^,a^,s,UNRECOGNIZED,0
ma,ma,s,AbstractConcepts,0
Chere,chere,s,AbstractConcepts,1
Reputation,reputation,c,CommonAuthorities,0
.,.,nnn,,0
Matam,matam,c,UNRECOGNIZED,0
;,;,s,,0
--,--,s,,0
Quand,quand,s,UNRECOGNIZED,0
on,on,s,,0
l,l,c,LangRef,0
',',s,,0
a,a,s,,0
une,une,s,UNRECOGNIZED,0
fois,fois,s,UNRECOGNIZED,0
perdue,perdue,s,,0
--,--,s,,0
On,on,s,,0
n'en,n'en,s,UNRECOGNIZED,0
est,est,s,AbstractConcepts,0
plus,plus,s,AbstractConcepts,0
embarassee,embarassee,c,UNRECOGNIZED,0
.,.,nnn,,0
Fe,fe,s,UNRECOGNIZED,0
Mademoiselle,mademoiselle,c,PersonProperty,0
",",",",s,,0
Fe,fe,c,UNRECOGNIZED,0
:,:,s,,0
Reputation,reputation,s,CommonAuthorities,0
is,is,s,ReportingStates,0
a,a,s,ReportingStates,1
Jewel,jewel,c,SenseObject,0
.,.,nnn,,0
Qui,qui,s,AbstractConcepts,0
coute,coute,s,UNRECOGNIZED,0
bien,bien,s,,0
chere,chere,s,,0
Matam,matam,c,UNRECOGNIZED,0
.,.,nnn,Question,0
Why,why,s,Question,1
sure,sure,s,Confidence,0
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
not,not,s,DenyDisclaim,0
Sacrifice,sacrifice,s,StandardsPos,0
your,your,s,DirectAddress,0
Honor,honor,s,StandardsPos,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Pleasure,pleasure,c,Positivity,0
?,?,nnn,Question,0
Je,je,s,,0
suis,suis,s,,0
Philosophe,philosophe,c,UNRECOGNIZED,0
.,.,nnn,,0
Bless,bless,s,StandardsPos,0
me,me,s,FirstPer,0
how,how,s,DirectAddress,0
you,you,s,DirectAddress,1
talk,talk,c,ReportingEvents,0
.,.,s,Question,0
Why,why,s,Question,1
what,what,s,Curiosity,0
if,if,s,Curiosity,1
Honor,honor,s,StandardsPos,0
be,be,s,ReportingStates,0
a,a,s,ReportingStates,1
burden,burden,c,Negativity,0
",",",",s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
",",",",s,,0
must,must,s,Insist,0
it,it,n,,0
not,not,s,DenyDisclaim,0
be,be,s,ReportingStates,0
born,born,nnn,,0
Chaque,chaque,s,UNRECOGNIZED,0
un,un,s,,0
a,a,s,,0
sa,sa,s,,0
fason,fason,s,UNRECOGNIZED,0
--,--,s,,0
quand,quand,s,UNRECOGNIZED,0
quelque,quelque,s,SenseProperty,0
chose,chose,s,SenseProperty,1
m,m,c,LangRef,0
',',s,,0
incommode,incommode,s,StandardsNeg,0
moy,moy,s,UNRECOGNIZED,0
je,je,s,,0
m,m,c,LangRef,0
',',s,,0
en,en,s,SpaceRelation,0
defais,defais,c,UNRECOGNIZED,0
",",",",n,,0
Vite,vite,nnn,UNRECOGNIZED,0
Get,get,s,SceneShift,0
you,you,s,SceneShift,1
gone,gone,s,SceneShift,2
you,you,s,DirectAddress,0
little,little,s,SenseProperty,0
naughty,naughty,s,SubjectivePercept,0
French,french,s,AbstractConcepts,0
woman,woman,s,PersonProperty,0
you,you,c,DirectAddress,0
",",",",s,,0
I,i,s,Self_Promise,0
vow,vow,s,Self_Promise,1
and,and,s,,0
swear,swear,s,Intensity,0
I,i,s,Insist,0
must,must,s,Insist,1
turn,turn,n,MoveBody,0
you,you,s,MoveBody,1
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
doors,doors,s,SpaceRelation,2
if,if,s,Contingency,0
you,you,s,DirectAddress,0
talk,talk,s,ReportingEvents,0
thus,thus,nnn,ReasonForward,0
Turn,turn,s,,0
me,me,s,FirstPer,0
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
doors,doors,c,SpaceRelation,2
?,?,s,Question,0
--,--,s,,0
turn,turn,s,MoveBody,0
your,your,s,MoveBody,1
self,self,s,SubjectivePercept,0
out,out,s,SpaceRelation,0
of,of,s,SpaceRelation,1
doors,doors,s,SpaceRelation,2
and,and,s,,0
go,go,s,ReportingEvents,0
see,see,s,Curiosity,0
what,what,s,Curiosity,1
de,de,n,AbstractConcepts,0
Gentelman,gentelman,s,UNRECOGNIZED,0
have,have,s,Insist,0
to,to,s,Insist,1
say,say,s,DialogCues,0
to,to,s,DialogCues,1
you,you,s,DirectAddress,0
Tennez,tennez,c,UNRECOGNIZED,0
.,.,s,,0
Voila,voila,nn,UNRECOGNIZED,0
Hey,hey,c,DirectAddress,0
",",",",s,DirectAddress,1
Mercure,mercure,c,UNRECOGNIZED,0
",",",",s,,0
Coquin,coquin,c,UNRECOGNIZED,0
;,;,s,,0
Call,call,s,ReportingEvents,0
one,one,s,Numbers,0
Chair,chair,s,SenseObject,0
for,for,s,,0
Matam,matam,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
one,one,s,Numbers,0
oder,oder,nnn,UNRECOGNIZED,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
for,for,s,TimeShift,0
once,once,c,TimeShift,1
",",",",s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
follow,follow,s,DirectAddress,0
your,your,s,DirectAddress,1
Advice,advice,c,GenericEvents,0
",",",",s,,0
out,out,s,,0
of,of,s,,0
the,the,s,,0
intemperate,intemperate,n,StandardsNeg,0
desire,desire,s,Positivity,0
I,i,s,SelfReluctance,0
have,have,s,SelfReluctance,1
to,to,s,SelfReluctance,2
know,know,s,Confidence,0
who,who,s,Confidence,1
this,this,s,,0
ill,ill,s,Negativity,0
bred,bred,s,ReportingEvents,0
Fellow,fellow,s,PersonProperty,0
is,is,c,ReportingStates,0
.,.,s,Resistance,0
But,but,s,Resistance,1
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
too,too,s,Negativity,0
much,much,n,Negativity,1
Delicatesse,delicatesse,c,UNRECOGNIZED,0
",",",",s,,0
to,to,s,,0
make,make,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Practice,practice,s,ReportingEvents,2
on,on,s,SpaceRelation,0
it,it,nnn,SpaceRelation,1
Belle,belle,s,Positivity,0
chose,chose,s,ReportingEvents,0
Vraiment,vraiment,s,UNRECOGNIZED,0
que,que,s,AbstractConcepts,0
la,la,s,AbstractConcepts,0
Delicatesse,delicatesse,c,UNRECOGNIZED,0
",",",",s,,0
lors,lors,s,UNRECOGNIZED,0
qu,qu,c,,0
',',s,,0
il,il,s,,0
s'agit,s'agit,s,UNRECOGNIZED,0
dese,dese,s,SubjectivePercept,0
devertir,devertir,c,UNRECOGNIZED,0
.,.,s,,0
--,--,n,,0
a,a,s,,0
za,za,s,UNRECOGNIZED,0
--,--,s,,0
Vous,vous,s,,0
Voila,voila,s,UNRECOGNIZED,0
equipee,equipee,s,UNRECOGNIZED,0
parto^ns,parto^ns,c,UNRECOGNIZED,0
.,.,s,,0
--,--,s,,0
He,he,s,PersonPronoun,0
bien,bien,c,,0
?,?,s,Question,0
--,--,s,,0
q,q,c,LangRef,0
',',s,,0
avez,avez,s,UNRECOGNIZED,0
vous,vous,s,,0
donc,donc,nnn,UNRECOGNIZED,0
IN,in,s,,0
ay,ay,s,OralCues,0
peur,peur,c,,0
.,.,nnn,,0
IN,in,s,,0
n'en,n'en,s,UNRECOGNIZED,0
ay,ay,s,OralCues,0
point,point,s,AbstractConcepts,0
moy,moy,c,UNRECOGNIZED,0
.,.,nnn,,0
I,i,s,FirstPer,0
dare,dare,s,SubjectivePercept,0
not,not,s,DenyDisclaim,0
go,go,c,ReportingEvents,0
.,.,nnn,,0
Demeurez,demeurez,s,UNRECOGNIZED,0
donc,donc,c,UNRECOGNIZED,0
.,.,nnn,,0
Je,je,s,,0
suis,suis,s,,0
Poltrone,poltrone,c,UNRECOGNIZED,0
.,.,nnn,,0
Tant,tant,s,Negativity,0
pis,pis,s,Negativity,1
pour,pour,s,Motions,0
Vous,vous,nnn,,0
Curiosity's,curiosity's,s,UNRECOGNIZED,0
a,a,s,Negativity,0
wicked,wicked,s,Negativity,1
Devil,devil,c,AbstractConcepts,0
.,.,nnn,,0
C'est,c'est,s,ReportingStates,0
une,une,s,UNRECOGNIZED,0
Charmante,charmante,s,UNRECOGNIZED,0
Saint,saint,c,StandardsPos,0
.,.,nnn,,0
It,it,s,,0
ruined,ruined,s,Negativity,0
our,our,s,Inclusive,0
first,first,s,Sequence,0
Parents,parents,c,PersonProperty,0
.,.,nnn,,0
Elle,elle,s,UNRECOGNIZED,0
a,a,s,,0
bien,bien,s,,0
diverti,diverti,s,UNRECOGNIZED,0
leurs,leurs,s,UNRECOGNIZED,0
Enfants,enfants,c,,0
.,.,nnn,,0
L,l,c,LangRef,0
',',s,,0
honneur,honneur,s,UNRECOGNIZED,0
est,est,s,AbstractConcepts,0
contre,contre,c,Resistance,0
.,.,nnn,,0
Le,le,s,AbstractConcepts,0
plaisir,plaisir,s,Positivity,0
est,est,s,AbstractConcepts,0
pour,pour,c,Motions,0
.,.,nnn,,0
Must,must,s,Insist,0
I,i,s,Sequence,0
then,then,s,Sequence,1
go,go,c,ReportingEvents,0
?,?,nnn,Question,0
Must,must,s,DirectAddress,0
you,you,s,DirectAddress,1
go,go,c,ReportingEvents,0
?,?,s,Question,0
--,--,s,,0
must,must,s,DirectAddress,0
you,you,s,DirectAddress,1
eat,eat,c,ReportingEvents,0
",",",",s,,0
must,must,s,DirectAddress,0
you,you,s,DirectAddress,1
drink,drink,c,Motions,0
",",",",s,,0
must,must,s,DirectAddress,0
you,you,s,DirectAddress,1
sleep,sleep,c,Motions,0
",",",",s,,0
must,must,s,DirectAddress,0
you,you,s,DirectAddress,1
live,live,c,,0
?,?,n,Question,0
De,de,s,AbstractConcepts,0
nature,nature,s,AbstractConcepts,0
bid,bid,s,ReportingEvents,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
one,one,c,Numbers,0
",",",",s,,0
de,de,s,AbstractConcepts,0
nature,nature,s,AbstractConcepts,0
bid,bid,s,ReportingEvents,0
you,you,s,DirectAddress,0
do,do,s,DirectAddress,1
toder,toder,c,UNRECOGNIZED,0
.,.,s,,0
Vous,vous,s,,0
me,me,s,FirstPer,0
ferez,ferez,s,UNRECOGNIZED,0
enrager,enrager,nnn,UNRECOGNIZED,0
But,but,s,Resistance,0
when,when,s,Resistance,1
reason,reason,s,StandardsPos,0
corrects,corrects,s,StandardsPos,0
nature,nature,c,AbstractConcepts,0
",",",",s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
.,.,nnn,,0
Elle,elle,s,UNRECOGNIZED,0
est,est,s,AbstractConcepts,0
donc,donc,s,UNRECOGNIZED,0
bien,bien,s,,0
Insolente,insolente,s,UNRECOGNIZED,0
C'est,c'est,s,ReportingStates,0
sa,sa,s,,0
soeur,soeur,s,UNRECOGNIZED,0
aisnee,aisnee,c,UNRECOGNIZED,0
.,.,nnn,DirectAddress,0
Do,do,s,DirectAddress,1
you,you,s,DirectAddress,2
then,then,s,,0
prefer,prefer,s,PrivateThinking,0
your,your,s,DirectAddress,0
nature,nature,s,AbstractConcepts,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
reason,reason,c,StandardsPos,0
",",",",s,,0
Mademoiselle,mademoiselle,c,PersonProperty,0
.,.,nnn,,0
Ouy,ouy,s,UNRECOGNIZED,0
da,da,c,OralCues,0
.,.,nnn,,0
Pourquoy,pourquoy,c,UNRECOGNIZED,0
?,?,nnn,Question,0
Because,because,s,ReasonBackward,0
my,my,s,FirstPer,0
nature,nature,s,AbstractConcepts,0
make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
merry,merry,c,Positivity,0
",",",",s,,0
my,my,s,Support,0
reason,reason,s,Support,1
make,make,s,Anger,0
me,me,s,Anger,1
mad,mad,c,Anger,2
.,.,nnn,,0
Ah,ah,s,OralCues,0
la,la,s,AbstractConcepts,0
Mechante,mechante,s,UNRECOGNIZED,0
Fransoise,fransoise,c,UNRECOGNIZED,0
.,.,nnn,,0
Ah,ah,s,OralCues,0
la,la,s,AbstractConcepts,0
Belle,belle,s,Positivity,0
Angloise,angloise,c,UNRECOGNIZED,0
",",",",nnn,OralCues,0
WEll,well,c,OralCues,1
",",",",s,,0
I,i,s,Self_Promise,0
vow,vow,c,Self_Promise,1
",",",",s,,0
Mademoiselle,mademoiselle,s,PersonProperty,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
strangely,strangely,s,Uncertainty,0
impatient,impatient,s,SubjectiveTime,0
to,to,s,SubjectiveTime,1
know,know,s,Confidence,0
who,who,s,Confidence,1
this,this,s,,0
confident,confident,n,StandardsPos,0
Fellow,fellow,s,PersonProperty,0
is,is,c,ReportingStates,0
.,.,s,,0
Heartfree,heartfree,c,UNRECOGNIZED,0
.,.,s,Resistance,0
But,but,s,Resistance,1
sure,sure,s,Confidence,0
it,it,s,DenyDisclaim,0
cannot,cannot,s,DenyDisclaim,1
be,be,s,DenyDisclaim,2
him,him,c,PersonPronoun,0
",",",",s,,0
he,he,s,Neutral_Attribution,0
is,is,s,Neutral_Attribution,1
a,a,s,Neutral_Attribution,2
professed,professed,s,Citations,0
Woman-hater,woman-hater,c,Negativity,0
.,.,n,Resistance,0
Yet,yet,s,Resistance,1
who,who,s,Uncertainty,0
knows,knows,s,Uncertainty,1
what,what,s,,0
my,my,s,FirstPer,0
wicked,wicked,s,Negativity,0
Eyes,eyes,s,SenseObject,0
may,may,s,Contingency,0
have,have,s,Contingency,1
done,done,nnn,ReportingStates,0
Il,il,s,,0
nous,nous,s,Curiosity,0
approach,approach,c,AbstractConcepts,0
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,nnn,,0
Yes,yes,c,OralCues,0
",",",",s,OralCues,1
it,it,s,,0
is,is,s,Question,0
he,he,c,Question,1
:,:,s,,0
Now,now,s,Updates,0
will,will,s,Updates,1
he,he,s,PersonPronoun,0
be,be,s,ReportingStates,0
most,most,s,Comparison,0
intolerably,intolerably,s,StandardsNeg,0
Cavalier,cavalier,c,Negative_Relation,0
",",",",s,Concessive,0
though,though,s,Concessive,1
he,he,s,Insist,0
should,should,s,Insist,1
be,be,s,ReportingStates,0
in,in,n,ReportingStates,1
love,love,s,Positivity,0
with,with,s,,0
me,me,nnn,FirstPer,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
your,your,s,DirectAddress,0
humble,humble,s,SubjectivePercept,0
Servant,servant,c,PersonProperty,0
:,:,s,,0
I,i,s,FirstPer,0
perceive,perceive,s,PrivateThinking,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
more,more,s,Comparison,0
Humility,humility,s,SubjectivePercept,0
and,and,n,,0
Goodnature,goodnature,s,UNRECOGNIZED,0
than,than,s,Comparison,0
I,i,s,SelfDisclosure,0
thought,thought,s,SelfDisclosure,1
you,you,s,DirectAddress,0
had,had,nnn,DirectAddress,1
What,what,s,DirectAddress,0
you,you,s,DirectAddress,1
attribute,attribute,s,Neutral_Attribution,0
to,to,s,Neutral_Attribution,1
Humility,humility,s,SubjectivePercept,0
and,and,s,,0
Goodnature,goodnature,c,UNRECOGNIZED,0
",",",",s,,0
Sir,sir,c,PersonProperty,0
",",",",s,,0
may,may,s,Contingency,0
perhaps,perhaps,s,Contingency,1
be,be,s,ReportingStates,0
only,only,s,SubjectivePercept,0
due,due,n,ReasonBackward,0
to,to,s,ReasonBackward,1
Curiosity,curiosity,c,Curiosity,0
.,.,s,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
a,a,s,PrivateThinking,0
mind,mind,s,PrivateThinking,1
to,to,s,Curiosity,0
know,know,s,Curiosity,1
who,who,s,Curiosity,2
',',c,,0
twas,twas,s,ProjectBack,0
had,had,s,ProjectBack,0
ill,ill,s,StandardsNeg,0
manners,manners,s,StandardsNeg,1
enough,enough,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
write,write,n,Citations,0
that,that,s,Citations,1
Letter,letter,nnn,SenseObject,0
Well,well,c,OralCues,0
",",",",s,OralCues,1
and,and,s,Immediacy,0
now,now,c,Immediacy,1
",",",",s,,0
I,i,s,SelfDisclosure,0
hope,hope,c,SelfDisclosure,1
",",",",s,,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
satisfied,satisfied,c,ReportingStates,0
.,.,nnn,ReportingStates,1
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
Sir,sir,c,PersonProperty,0
;,;,s,,0
good,good,s,,0
b'w^y,b'w^y,s,UNRECOGNIZED,0
to,to,s,,0
ye,ye,c,OralCues,0
.,.,nnn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
hold,hold,s,,0
there,there,c,,0
;,;,s,,0
though,though,s,Concessive,0
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
done,done,s,DirectAddress,0
your,your,s,DirectAddress,1
Business,business,c,DirectAddress,2
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
done,done,s,DenyDisclaim,1
mine,mine,c,FirstPer,0
:,:,s,,0
By,by,s,DirectAddress,0
your,your,n,DirectAddress,1
Ladiship's,ladiship's,s,UNRECOGNIZED,0
leave,leave,c,,0
",",",",s,,0
we,we,s,Insist,0
must,must,s,Insist,1
have,have,s,Insist,2
one,one,s,Numbers,0
moments,moments,s,,0
prattle,prattle,s,Neg_Citation,0
together,together,c,Inclusive,0
.,.,s,DirectAddress,0
