S,s,s,LangRef,0
reason,reason,c,StandardsPos,0
;,;,s,,0
fear,fear,n,Fear,0
Not,not,s,DenyDisclaim,0
me,me,s,FirstPer,0
then,then,c,TimeShift,0
.,.,nn,TimeShift,1
I,i,s,FirstPer,0
do,do,s,DenyDisclaim,0
not,not,c,DenyDisclaim,1
",",",",s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
thee,thee,s,DirectAddress,0
strong,strong,c,Intensity,0
",",",",s,,0
the,the,s,,0
honor,honor,s,StandardsPos,0
of,of,s,,0
a,a,s,,0
Kingdom,kingdom,s,CommonAuthorities,0
may,may,s,Contingency,0
lean,lean,s,SenseProperty,0
with,with,s,StandardsPos,0
safety,safety,n,StandardsPos,1
on,on,s,,0
thee,thee,c,DirectAddress,0
",",",",s,Resistance,0
but,but,s,Resistance,1
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
linger,linger,s,SpaceRelation,0
here,here,s,SpaceRelation,0
too,too,s,Negativity,0
long,long,c,Negativity,1
",",",",s,,0
besot,besot,s,Negativity,0
the,the,s,,0
State,state,s,,0
with,with,s,,0
feastings,feastings,c,UNRECOGNIZED,0
",",",",s,,0
and,and,n,,0
in,in,s,,0
this,this,s,,0
ease,ease,s,Reassure,0
give,give,s,,0
safety,safety,s,StandardsPos,0
to,to,s,,0
treacherous,treacherous,s,Anger,0
undertakings,undertakings,c,ProjectAhead,0
",",",",s,,0
he,he,s,Insist,0
must,must,s,Insist,1
be,be,s,ReportingStates,0
usd,usd,s,UNRECOGNIZED,0
ill,ill,c,Negativity,0
",",",",n,,0
there,there,s,ReasonForward,0
is,is,s,ReasonForward,1
reason,reason,s,ReasonForward,2
for,for,s,ReasonBackward,0
it,it,nnn,ReasonBackward,1
Is,is,s,ReasonBackward,2
there,there,s,,0
then,then,s,,0
a,a,s,,0
policy,policy,s,CommonAuthorities,0
in,in,s,,0
rudeness,rudeness,c,Negative_Relation,0
?,?,n,Question,0
Why,why,s,Question,0
don't,don't,s,Question,1
you,you,s,Resistance,0
rather,rather,s,Resistance,1
send,send,s,ReportingEvents,0
a,a,s,,0
defiance,defiance,n,Resistance,0
To,to,s,Resistance,1
him,him,c,PersonPronoun,0
",",",",s,,0
proclaim,proclaim,s,Citations,0
him,him,s,PersonPronoun,0
enemy,enemy,c,Negativity,0
;,;,s,,0
this,this,s,,0
were,were,n,ProjectBack,0
Nobler,nobler,s,Comparison,0
far,far,c,SpaceRelation,0
",",",",s,,0
than,than,s,Comparison,0
to,to,s,Comparison,1
receive,receive,s,ReportingEvents,0
him,him,s,PersonPronoun,0
in,in,s,DirectAddress,0
your,your,s,DirectAddress,1
arms,arms,n,SenseObject,0
And,and,s,Sequence,0
then,then,s,Sequence,1
affront,affront,s,Negative_Relation,0
him,him,c,PersonPronoun,0
",",",",s,,0
say,say,s,Citations,0
health,health,s,StandardsPos,0
and,and,s,,0
wish,wish,n,SubjectivePercept,0
Poison,poison,s,StandardsNeg,0
in,in,s,,0
the,the,s,SenseObject,0
cup,cup,c,SenseObject,1
",",",",s,,0
are,are,s,DirectAddress,0
you,you,s,DirectAddress,1
so,so,s,Intensity,0
much,much,s,Intensity,1
below,below,s,SpaceRelation,0
him,him,c,SpaceRelation,1
?,?,nn,Question,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
greater,greater,s,Comparison,0
thoughts,thoughts,s,PrivateThinking,0
in,in,s,SpaceRelation,0
hand,hand,s,SpaceRelation,1
than,than,s,Comparison,0
curious,curious,s,Curiosity,0
rules,rules,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Ceremony,ceremony,c,CommonAuthorities,0
",",",",s,,0
if,if,s,Contingency,0
he,he,s,Contingency,1
send,send,s,ReportingEvents,0
any,any,n,,0
present,present,s,SpaceRelation,0
to,to,s,SpaceRelation,1
you,you,c,DirectAddress,0
",",",",s,,0
return,return,s,RecurringEvents,0
it,it,s,,0
back,back,s,,0
with,with,s,Negativity,0
scorn,scorn,nnn,Negativity,1
Pride,pride,s,StandardsPos,0
is,is,s,ReportingStates,0
ill,ill,s,Negativity,0
becoming,becoming,c,Transformation,0
",",",",s,,0
and,and,s,,0
hated,hated,s,Negativity,0
by,by,s,Negativity,1
the,the,s,Sequence,0
next,next,s,Sequence,1
proud,proud,s,StandardsPos,0
man,man,c,PersonProperty,0
.,.,nnn,Sequence,0
Then,then,s,Sequence,1
take,take,s,ReportingEvents,0
um,um,s,OralCues,0
and,and,s,,0
laugh,laugh,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
him,him,c,SubjectivePercept,2
.,.,nnn,,0
No,no,c,OralCues,0
",",",",s,OralCues,1
where,where,s,,0
my,my,s,FirstPer,0
thanks,thanks,s,Acknowledge,0
are,are,s,Negativity,0
too,too,s,Negativity,1
much,much,c,Intensity,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
rather,rather,s,Resistance,0
return,return,s,RecurringEvents,0
gifts,gifts,s,Positivity,0
for,for,s,,0
gifts,gifts,c,Positivity,0
;,;,s,,0
I,i,s,Autobio,0
would,would,n,Autobio,1
be,be,s,Autobio,2
loath,loath,s,Negative_Relation,0
to,to,s,Negative_Relation,1
have,have,s,,0
my,my,s,FirstPer,0
faults,faults,s,StandardsNeg,0
reach,reach,s,AbstractConcepts,0
further,further,s,Comparison,0
than,than,s,Comparison,1
my,my,s,OralCues,0
goodness,goodness,nnn,OralCues,1
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
wear,wear,s,SpaceRelation,0
those,those,s,,0
gifts,gifts,s,Positivity,0
for,for,s,,0
favors,favors,c,Positivity,0
.,.,nnn,,0
They,they,s,,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
prove,prove,s,Confidence,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
yet,yet,s,Resistance,0
he,he,s,PersonPronoun,0
will,will,s,PredictedFuture,0
deserve,deserve,s,StandardsPos,0
some,some,s,Uncertainty,0
as,as,s,TimeDuration,0
he,he,s,TimeDuration,1
is,is,s,TimeDuration,2
a,a,s,PersonProperty,0
stranger,stranger,c,PersonProperty,1
.,.,nnn,,0
Not,not,s,DenyDisclaim,0
from,from,s,DirectAddress,0
you,you,c,DirectAddress,1
",",",",s,,0
rewards,rewards,s,Positivity,0
the,the,s,,0
State,state,s,,0
will,will,s,PredictedFuture,0
give,give,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
you,you,s,OralCues,0
hear,hear,s,OralCues,1
my,my,s,Autobio,0
fathers,fathers,s,Autobio,1
will,will,c,PredictedFuture,0
",",",",s,,0
you,you,n,Insist,0
must,must,s,Insist,1
not,not,s,DenyDisclaim,0
see,see,s,DenyDisclaim,1
him,him,s,PersonPronoun,0
while,while,s,TimeDuration,0
he,he,s,TimeDuration,1
stays,stays,nnn,TimeDuration,0
I,i,s,FirstPer,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
and,and,s,,0
shall,shall,s,ProjectAhead,0
easily,easily,s,Confidence,0
keep,keep,s,TimeDuration,0
that,that,s,,0
I,i,s,FirstPer,0
do,do,s,Negative_Relation,0
not,not,s,Negative_Relation,1
care,care,s,Negative_Relation,2
to,to,s,,0
break,break,c,ReportingEvents,0
.,.,nnn,,0
Farewell,farewell,c,SceneShift,0
.,.,nnn,Confront,0
Must,must,s,Confront,1
you,you,s,Confront,2
be,be,s,ReportingStates,0
gone,gone,c,ReportingEvents,0
?,?,nnn,Question,0
There,there,s,ReportingStates,0
Is,is,s,ReportingStates,1
a,a,s,ReportingStates,2
little,little,s,SenseProperty,0
business,business,s,AbstractConcepts,0
calls,calls,s,ReportingEvents,0
me,me,c,FirstPer,0
.,.,nnn,,0
If,if,s,Contingency,0
be,be,s,ReportingStates,0
but,but,s,Resistance,0
a,a,s,SubjectivePercept,0
little,little,s,SubjectivePercept,1
stay,stay,c,TimeDuration,0
.,.,nnn,,0
Only,only,s,SubjectivePercept,0
the,the,s,SubjectivePercept,1
welcome,welcome,s,Positivity,0
of,of,s,,0
the,the,s,PersonProperty,0
Stranger,stranger,c,PersonProperty,1
.,.,nnn,Resistance,0
It,it,s,Resistance,1
Is,is,s,Resistance,2
too,too,s,Resistance,3
much,much,s,Intensity,0
to,to,s,,0
hinder,hinder,c,Resistance,0
",",",",n,,0
I,i,s,FirstPer,0
see,see,s,,0
a,a,s,,0
causeless,causeless,s,Uncertainty,0
and,and,s,,0
a,a,s,,0
nee,nee,s,AbstractConcepts,0
lesserage,lesserage,n,UNRECOGNIZED,0
Hid,hid,s,SpaceRelation,0
in,in,s,SpaceRelation,1
your,your,s,DirectAddress,0
breast,breast,s,SpaceRelation,0
the,the,s,SpaceRelation,1
Prince,prince,s,PersonProperty,0
may,may,s,Contingency,0
be,be,s,Contingency,1
noble,noble,c,StandardsPos,0
",",",",n,,0
Valiant,valiant,c,StandardsPos,0
",",",",s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
receive,receive,s,ReportingEvents,0
him,him,s,PersonPronoun,0
then,then,s,,0
with,with,s,Negativity,0
scorn,scorn,c,Negativity,1
",",",",n,,0
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
prove,prove,s,Confidence,0
a,a,s,,0
stronger,stronger,s,Comparison,0
enemy,enemy,s,Negativity,0
than,than,s,Comparison,0
those,those,n,,0
Unworthy,unworthy,s,StandardsNeg,0
ones,ones,s,Numbers,0
you,you,s,DirectAddress,0
fear,fear,s,Fear,0
at,at,s,SpaceRelation,0
home,home,c,SpaceRelation,1
",",",",s,,0
whose,whose,s,PersonPronoun,0
own,own,n,ReportingEvents,0
Actions,actions,s,GenericEvents,0
daily,daily,s,RecurringEvents,0
ruin,ruin,c,Negativity,0
",",",",s,,0
and,and,s,,0
whose,whose,s,PersonPronoun,0
ill,ill,s,Negativity,0
made,made,n,ReportingEvents,0
Knots,knots,s,ReportingEvents,1
will,will,s,PredictedFuture,0
loosen,loosen,s,Transformation,0
faster,faster,s,Comparison,0
than,than,s,Comparison,1
they,they,s,,0
ty,ty,s,UNRECOGNIZED,0
them,them,c,,0
;,;,n,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
prevaild,prevaild,s,UNRECOGNIZED,0
with,with,s,,0
me,me,c,FirstPer,0
",",",",s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
be,be,s,PredictedFuture,2
won,won,n,Positivity,0
To,to,s,ProjectAhead,0
see,see,s,ProjectAhead,1
him,him,s,PersonPronoun,0
now,now,c,Immediacy,0
:,:,s,,0
but,but,s,Resistance,0
let,let,s,ReportingEvents,0
it,it,s,,0
not,not,s,DenyDisclaim,0
appear,appear,n,SubjectivePercept,0
By,by,s,DirectAddress,0
your,your,s,DirectAddress,1
default,default,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
that,that,s,,0
my,my,s,FirstPer,0
retirement,retirement,n,Transformation,0
Is,is,s,ReportingStates,0
only,only,s,SubjectivePercept,0
in,in,s,Negative_Relation,0
scorn,scorn,s,Negative_Relation,1
to,to,s,PersonPronoun,0
him,him,c,PersonPronoun,1
",",",",s,Aside,0
which,which,s,Aside,1
will,will,s,PredictedFuture,0
be,be,n,PredictedFuture,1
Made,made,s,ReportingEvents,0
plain,plain,c,ReportingEvents,1
",",",",s,,0
if,if,s,Contingency,0
that,that,s,Contingency,1
you,you,s,DirectAddress,0
change,change,s,Transformation,0
not,not,s,DenyDisclaim,0
this,this,s,,0
face,face,s,SenseObject,0
you,you,n,DirectAddress,0
Have,have,s,DirectAddress,1
put,put,s,Transformation,0
on,on,c,Transformation,1
",",",",s,,0
it,it,s,,0
becomes,becomes,s,Transformation,0
you,you,s,DirectAddress,0
at,at,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
time,time,c,DenyDisclaim,2
;,;,n,,0
A,a,s,,0
Prince,prince,s,PersonProperty,0
should,should,s,Insist,0
always,always,s,Insist,1
smile,smile,s,Positivity,0
or,or,s,,0
look,look,s,ReportingEvents,0
indifferent,indifferent,c,StandardsNeg,0
",",",",n,,0
He,he,s,Neutral_Attribution,0
has,has,s,Neutral_Attribution,1
no,no,s,DenyDisclaim,0
need,need,s,Insist,0
of,of,s,,0
frowns,frowns,c,Negative_Relation,0
",",",",s,,0
as,as,s,,0
other,other,s,Specifiers,0
men,men,c,PersonProperty,0
",",",",n,Generalization,0
All,all,s,Generalization,1
lives,lives,s,,0
are,are,s,ReportingStates,0
in,in,s,Specifiers,0
his,his,s,Specifiers,1
breath,breath,c,SenseObject,0
",",",",s,,0
and,and,s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
do,do,n,Intensity,0
Offend,offend,c,Anger,0
",",",",s,,0
his,his,s,PersonPronoun,0
revenge,revenge,s,Resistance,0
is,is,s,ReportingStates,0
known,known,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
need,need,s,Insist,0
not,not,n,Insist,1
Be,be,s,Insist,2
declared,declared,s,Citations,0
by,by,s,,0
face,face,s,SenseObject,0
expressions,expressions,c,SenseProperty,0
",",",",s,SpaceRelation,0
where,where,s,SpaceRelation,1
there,there,s,ReportingStates,0
is,is,n,ReportingStates,1
Power,power,s,StandardsPos,0
to,to,s,StandardsPos,1
punish,punish,s,Negativity,0
it,it,s,,0
is,is,s,ReportingStates,0
tyranny,tyranny,s,Negative_Relation,0
to,to,s,,0
rage,rage,c,Anger,0
",",",",n,,0
Anger,anger,s,Anger,0
is,is,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
attribute,attribute,s,ReportingEvents,0
of,of,s,,0
Justice,justice,c,StandardsPos,0
;,;,n,,0
It,it,s,ConfirmedThght,0
Is,is,s,ConfirmedThght,1
true,true,c,ConfirmedThght,2
",",",",s,,0
she,she,s,Updates,0
is,is,s,Updates,1
painted,painted,s,Motions,0
with,with,s,Motions,1
a,a,s,SenseObject,0
sword,sword,c,SenseObject,1
",",",",s,Resistance,0
but,but,s,Resistance,1
looks,looks,n,Resemblances,0
As,as,s,Resemblances,1
if,if,s,Resemblances,2
she,she,s,PersonPronoun,0
held,held,s,ReportingEvents,0
it,it,s,ReportingEvents,1
not,not,c,DenyDisclaim,0
",",",",s,Concessive,0
though,though,s,Concessive,1
war,war,s,GenericEvents,0
be,be,s,ReportingStates,0
in,in,n,ReportingStates,1
Her,her,s,PersonPronoun,0
hand,hand,c,SenseObject,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
peace,peace,s,StandardsPos,0
dwells,dwells,s,ReportingEvents,0
in,in,s,ReportingEvents,1
her,her,s,SenseProperty,0
face,face,c,SenseProperty,1
;,;,s,,0
learn,learn,s,,0
once,once,n,TimeShift,0
Of,of,s,,0
me,me,c,FirstPer,0
",",",",s,TimeDuration,0
and,and,s,TimeDuration,1
when,when,s,TimeDuration,2
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
no,no,s,DenyDisclaim,0
cause,cause,s,Cause,0
of,of,s,Cause,1
a,a,n,,0
Distemper,distemper,c,Negativity,0
",",",",s,,0
express,express,s,Citations,0
none,none,c,DenyDisclaim,0
;,;,s,,0
now,now,s,ConfirmExperience,0
you,you,s,ConfirmExperience,1
have,have,s,ConfirmExperience,2
made,made,n,ReportingEvents,0
All,all,s,,0
sure,sure,c,ConfirmedThght,0
",",",",s,ConfirmedThght,1
doubt,doubt,s,Uncertainty,0
not,not,c,Uncertainty,1
",",",",s,Resistance,0
but,but,s,Resistance,1
receive,receive,s,ReportingEvents,0
the,the,s,PersonProperty,0
Stranger,stranger,n,PersonProperty,1
With,with,s,,0
fearelesse,fearelesse,s,UNRECOGNIZED,0
and,and,s,,0
confident,confident,s,StandardsPos,0
embraces,embraces,c,Positivity,0
.,.,nn,,0
I,i,s,FirstPer,0
will,will,c,PredictedFuture,0
",",",",s,,0
or,or,s,Metadiscourse,0
at,at,s,Metadiscourse,1
least,least,s,Metadiscourse,2
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
tell,tell,s,,0
theeso,theeso,s,UNRECOGNIZED,0
when,when,s,,0
thou,thou,s,DirectAddress,0
perswadst,perswadst,s,UNRECOGNIZED,0
me,me,s,FirstPer,0
thus,thus,c,ReasonForward,0
.,.,s,,0
Farewell,farewell,c,SceneShift,0
.,.,nnn,,0
Thy,thy,s,DirectAddress,0
subtle,subtle,s,SubjectivePercept,0
plots,plots,s,LangRef,0
will,will,s,Fear,0
ruin,ruin,s,Fear,1
thee,thee,s,DirectAddress,0
at,at,s,SubjectiveTime,0
last,last,c,SubjectiveTime,1
",",",",n,,0
Valor,valor,s,StandardsPos,0
and,and,s,,0
policy,policy,s,CommonAuthorities,0
do,do,s,Intensity,0
seldom,seldom,s,Exceptions,0
meet,meet,c,ReportingEvents,0
",",",",n,Resistance,0
Yet,yet,s,Resistance,1
here,here,s,SpaceRelation,0
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
in,in,s,Specifiers,0
their,their,s,Specifiers,1
extremes,extremes,s,SubjectivePercept,0
in,in,s,,0
one,one,c,Numbers,0
",",",",n,Resistance,0
But,but,s,Resistance,1
do,do,s,Intensity,0
most,most,s,Comparison,0
strangely,strangely,s,Uncertainty,0
divide,divide,s,ReportingEvents,0
the,the,s,ReportingEvents,1
owner,owner,c,PersonProperty,0
",",",",n,,0
Makes,makes,s,Cause,0
him,him,s,Cause,1
dread,dread,s,Fear,0
none,none,c,DenyDisclaim,0
",",",",s,,0
and,and,s,Resistance,0
yet,yet,s,Resistance,1
confirms,confirms,s,Confidence,0
him,him,s,PersonPronoun,0
not,not,n,DenyDisclaim,0
Within,within,s,,0
a,a,s,PersonProperty,0
guard,guard,c,PersonProperty,1
.,.,nn,Question,0
What,what,s,Question,1
can,can,s,Contingency,0
our,our,s,Inclusive,0
wishes,wishes,s,SubjectivePercept,0
deprecate,deprecate,c,Negative_Relation,0
.,.,n,Question,0
When,when,s,Question,1
vice,vice,s,AbstractConcepts,0
is,is,s,ReportingStates,0
made,made,s,ReportingEvents,0
both,both,s,,0
Law,law,s,AbstractConcepts,0
and,and,s,,0
fate,fate,c,SubjectivePercept,0
!,!,n,,0
When,when,s,,0
for,for,s,StandardsPos,0
the,the,s,StandardsPos,1
good,good,s,StandardsPos,2
o'th,o'th,s,UNRECOGNIZED,0
Commonweal,commonweal,n,CommonAuthorities,0
The,the,s,,0
counsels,counsels,s,PersonProperty,0
called,called,s,GenericEvents,0
to,to,s,GenericEvents,1
Plot,plot,s,ReportingEvents,0
a,a,s,ReportingEvents,1
Meal,meal,c,GenericEvents,0
",",",",n,,0
And,and,s,,0
Beasts,beasts,s,Negativity,0
brought,brought,s,Transformation,0
in,in,s,Transformation,1
with,with,s,,0
solemn,solemn,s,Intensity,0
cry,cry,c,Motions,0
.,.,n,,0
As,as,s,,0
spoils,spoils,s,Negativity,0
got,got,s,SceneShift,0
from,from,s,SceneShift,1
the,the,s,Negative_Relation,0
enemy,enemy,c,Negative_Relation,1
.,.,n,,0
Chorus,chorus,c,PersonProperty,0
.,.,s,,0
Whose,whose,s,PersonPronoun,0
life's,life's,s,AbstractConcepts,0
the,the,s,SenseObject,0
Table,table,s,SenseObject,1
and,and,s,,0
the,the,s,SenseObject,0
Stage,stage,c,SenseObject,1
",",",",n,,0
He,he,s,PersonPronoun,0
does,does,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
spend,spend,s,ReportingEvents,0
but,but,s,Resistance,0
loose,loose,s,ReportingEvents,0
his,his,s,ReportingEvents,1
age,age,c,Specifiers,0
.,.,n,,0
The,the,s,SenseObject,0
Kings,kings,s,SenseObject,1
eyes,eyes,c,SenseObject,0
",",",",s,,0
like,like,s,SubjectivePercept,0
his,his,s,PersonPronoun,0
Jewels,jewels,c,SenseObject,0
",",",",s,,0
be,be,n,ReportingStates,0
Set,set,s,ReportingEvents,0
to,to,s,ReportingEvents,1
Adorn,adorn,c,Positivity,0
",",",",s,,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
foresee,foresee,c,ProjectAhead,0
:,:,n,,0
And,and,s,,0
as,as,s,,0
his,his,s,PersonPronoun,0
Crown,crown,c,SenseObject,0
:,:,s,,0
he,he,s,PrivateThinking,0
thinks,thinks,s,PrivateThinking,1
each,each,s,Generalization,0
thing,thing,n,Generalization,1
Runs,runs,s,ReportingEvents,0
round,round,s,SpaceRelation,0
in,in,s,SpaceRelation,1
a,a,s,,0
continved,continved,s,UNRECOGNIZED,0
Ring,ring,c,SenseObject,0
.,.,n,Resistance,0
But,but,s,Resistance,1
Sacrifices,sacrifices,s,StandardsPos,0
crowned,crowned,s,ReportingEvents,0
be,be,n,ReportingStates,0
And,and,s,,0
Gardlands,gardlands,s,UNRECOGNIZED,0
fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
Destiny,destiny,c,ProjectAhead,0
.,.,n,,0
Chorus,chorus,c,PersonProperty,0
.,.,s,,0
Fates,fates,s,SubjectivePercept,0
then,then,s,Sequence,0
we,we,s,Sequence,1
fear,fear,c,Fear,0
",",",",s,,0
have,have,s,,0
writ,writ,s,CommonAuthorities,0
this,this,s,,0
lot,lot,n,,0
That,that,s,,0
Wine,wine,s,SenseObject,0
shall,shall,s,ProjectAhead,0
loose,loose,s,AbstractConcepts,0
what,what,s,,0
blood,blood,s,SenseObject,0
has,has,s,,0
got,got,c,ReportingStates,0
.,.,n,ReportingStates,1
Is,is,s,ReportingStates,0
this,this,s,,0
your,your,s,DirectAddress,0
royal,royal,s,CommonAuthorities,0
entertainment,entertainment,c,Positivity,0
?,?,s,Question,0
a,a,s,,0
Common,common,s,AbstractConcepts,0
host,host,s,PersonProperty,0
would,would,s,Contingency,0
have,have,s,Contingency,1
given,given,s,ReportingStates,0
one,one,s,Numbers,0
as,as,n,,0
civil,civil,c,CommonAuthorities,0
;,;,s,,0
shown,shown,s,Narrative_Verbs,0
his,his,s,Narrative_Verbs,1
guests,guests,s,PersonProperty,0
their,their,s,PersonPronoun,0
quarter,quarter,c,,0
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
left,left,s,SceneShift,0
them,them,s,SceneShift,1
to,to,s,,0
stumble,stumble,s,Motions,0
out,out,n,Motions,1
again,again,c,RecurringEvents,0
;,;,s,,0
my,my,s,FirstPer,0
receavers,receavers,s,UNRECOGNIZED,0
are,are,s,SubjectivePercept,0
all,all,s,SubjectivePercept,1
vanished,vanished,s,SpaceRelation,0
--,--,s,,0
An,an,s,,0
undeserving,undeserving,s,StandardsNeg,0
scorn,scorn,s,Negative_Relation,0
will,will,s,Fear,0
trouble,trouble,s,Fear,1
me,me,n,FirstPer,0
--,--,s,,0
neither,neither,s,DenyDisclaim,0
of,of,s,,0
the,the,s,,0
two,two,s,Numbers,0
Princes,princes,s,PersonProperty,0
were,were,s,ProjectBack,0
in,in,s,,0
the,the,s,SenseObject,0
train,train,c,SenseObject,1
;,;,s,,0
they,they,s,,0
might,might,s,Contingency,0
have,have,s,Contingency,1
trusted,trusted,s,Confidence,0
',',c,,0
em,em,c,SpaceRelation,0
",",",",n,,0
I,i,s,Contingency,0
could,could,s,Contingency,1
have,have,s,Contingency,2
gagged,gagged,s,SenseProperty,0
a,a,s,,0
Kingdom,kingdom,s,CommonAuthorities,0
for,for,s,,0
their,their,s,PersonPronoun,0
security,security,c,StandardsPos,0
.,.,s,,0
The,the,s,,0
meanest,meanest,s,Negativity,0
things,things,s,Uncertainty,0
displease,displease,n,Negativity,0
me,me,s,FirstPer,0
not,not,c,DenyDisclaim,0
",",",",s,,0
if,if,s,Contingency,0
they,they,s,Contingency,1
are,are,s,Contingency,2
the,the,s,Intensity,0
fullest,fullest,s,Intensity,1
offerings,offerings,s,Positivity,0
of,of,s,SpaceRelation,0
the,the,s,SpaceRelation,1
place,place,c,SpaceRelation,2
",",",",s,,0
and,and,s,,0
gratefully,gratefully,s,Positivity,0
I,i,s,Contingency,0
can,can,n,Contingency,1
submit,submit,s,CommonAuthorities,0
to,to,s,CommonAuthorities,1
the,the,s,CommonAuthorities,0
necessity,necessity,c,CommonAuthorities,1
:,:,s,,0
but,but,s,Resistance,0
where,where,s,Resistance,1
they,they,s,ReportingStates,0
are,are,s,ReportingStates,1
afforded,afforded,s,ReportingEvents,0
I,i,s,Contingency,0
can,can,s,Contingency,1
relish,relish,s,Positivity,0
nothing,nothing,s,Intensity,0
but,but,n,Intensity,1
the,the,s,Intensity,2
choysest,choysest,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
look,look,s,SpaceRelation,0
on,on,s,SpaceRelation,1
ought,ought,s,Insist,0
but,but,s,Resistance,0
what,what,s,Resistance,1
invites,invites,s,ReportingEvents,0
the,the,s,ReportingEvents,1
general,general,s,AbstractConcepts,0
and,and,s,,0
first,first,s,Sequence,0
eye,eye,c,SenseObject,0
",",",",n,,0
here,here,s,SpaceRelation,0
a,a,s,,0
continual,continual,s,RecurringEvents,0
Spring,spring,s,AbstractConcepts,0
and,and,s,,0
Harvest,harvest,s,GenericEvents,0
make,make,s,ReportingEvents,0
but,but,s,Exceptions,0
one,one,s,Exceptions,1
season,season,c,RecurringEvents,0
",",",",s,,0
no,no,s,DenyDisclaim,0
scarsity,scarsity,s,UNRECOGNIZED,0
does,does,n,ReportingEvents,0
dwell,dwell,s,SpaceRelation,0
but,but,s,Resistance,0
in,in,s,Disclosure,0
their,their,s,Disclosure,1
minds,minds,c,Disclosure,2
",",",",s,,0
and,and,s,Sequence,0
then,then,s,Sequence,1
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
neglected,neglected,s,Negativity,0
with,with,s,Positivity,0
the,the,s,Positivity,1
best,best,n,Positivity,2
things,things,nn,Uncertainty,0
Was,was,s,ProjectBack,0
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
fellow,fellow,s,PersonProperty,0
drunk,drunk,c,PersonProperty,0
?,?,nn,Question,0
Now,now,s,Immediacy,0
they,they,s,,0
begin,begin,s,Sequence,0
to,to,s,Sequence,1
muster,muster,s,Intensity,0
up,up,s,Intensity,1
again,again,c,RecurringEvents,0
",",",",s,,0
here,here,s,SpaceRelation,0
I,i,s,FirstPer,0
stand,stand,s,AbstractConcepts,0
like,like,s,SubjectivePercept,0
one,one,s,Specifiers,0
that,that,s,Specifiers,1
learnes,learnes,s,UNRECOGNIZED,0
to,to,s,,0
make,make,n,ReportingEvents,0
his,his,s,PersonPronoun,0
first,first,s,Sequence,0
honor,honor,nn,StandardsPos,0
When,when,s,,0
comes,comes,s,ReportingEvents,0
the,the,s,,0
fourth,fourth,c,Sequence,0
?,?,s,Question,0
three,three,s,Numbers,0
of,of,s,,0
the,the,s,Specifiers,0
Elements,elements,s,Specifiers,1
have,have,s,,0
past,past,s,AbstractConcepts,0
by,by,s,,0
simple,simple,s,SubjectivePercept,0
and,and,s,,0
unmixt,unmixt,c,UNRECOGNIZED,0
",",",",n,,0
Water,water,c,SenseObject,0
",",",",s,,0
Earth,earth,s,SpaceRelation,0
and,and,s,,0
Air,air,c,ReportingEvents,0
",",",",s,,0
livelier,livelier,s,Positivity,0
expressed,expressed,s,ReportingEvents,0
than,than,s,Comparison,0
in,in,s,,0
a,a,s,,0
Masque,masque,c,SenseProperty,0
:,:,s,,0
the,the,s,,0
fourth,fourth,s,Sequence,0
was,was,s,ProjectBack,0
in,in,s,,0
the,the,n,,0
Prince,prince,c,PersonProperty,0
",",",",s,,0
he,he,s,PersonPronoun,0
singd,singd,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
face,face,s,Negativity,0
with,with,s,Negativity,1
a,a,s,,0
complement,complement,c,AbstractConcepts,0
.,.,s,,0
I,i,s,SelfDisclosure,0
